gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
TMEM132C,RFS,20,6,-0.38168576302939344,0.6827095520833371,0.27238047214399713,1.7111811608117986,0.41556361460548485,0.3056100264883639,converged,NA,Fun-CIM,0.374,0.00112486844632951,0.0044657698618325,0.6468558310824439,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RHOC,RFS,20,6,0.3721681904287706,1.4508769843951892,0.5915328089877127,3.55862598297807,0.41621325831656475,0.6516956696819712,converged,NA,Dys-CIM,-0.487,8.31097496829906e-6,3.9715082128927e-4,0.6468558310824439,0.42901982011092055,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
POSTN,RFS,20,6,0.32420049095029235,1.3829245431827353,0.6329177814779007,3.021688358433258,0.416241463215104,0.0702032626754387,converged,NA,Fun-CIM,0.447,1.7870790845655e-4,0.00113064514072119,0.6468558310824439,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CRHBP,RFS,20,6,-0.3426863347718784,0.70986083530456,0.3098419784686381,1.6263206425087176,0.41783092933302846,0.8945211674657759,converged,NA,Fun-CIM,0.37,0.00116152745261306,0.00458839416063295,0.6480794774320723,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PRSS27,RFS,20,6,0.33335314681816614,1.395640077305649,0.623004367304843,3.126480852466692,0.4179040519565355,0.6952590637496261,converged,NA,Dys-CIM,-0.367,0.00322860918317352,0.023766150931694,0.6480794774320723,0.42966094344380373,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
CXXC1,RFS,20,6,-0.4042492996756438,0.6674776985514778,0.2504982627937432,1.7785611488667996,0.4188377925524177,0.06826629037001464,converged,NA,Fun-CIM,0.358,0.00421386455831628,0.0124651993446007,0.6488480865796346,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FYB1,RFS,20,6,0.346918498213724,1.4147014199789194,0.608810554541926,3.2873610563407945,0.41999981303007494,0.35521731504450665,converged,NA,Fun-CIM,0.563,5.76575836269975e-7,2.21332240545807e-5,0.6499683626933552,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RHOH,RFS,20,6,0.37865619171098863,1.4603208790027358,0.5805781670460677,3.673126532645018,0.4210506054636478,0.15433843052968074,converged,NA,Fun-CIM,0.507,1.61577419066035e-5,1.9686444162068e-4,0.6504933779910954,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ATF7IP2,RFS,20,6,-0.3260315722923021,0.7217823987471005,0.32607166625081613,1.5977157326524207,0.42129050390282585,0.264076190404108,converged,NA,Fun-CIM,0.436,2.8461217863422e-4,0.00159623761562053,0.6504933779910954,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CEP164,RFS,20,6,-0.35275811864050416,0.7027471542582822,0.29682554772811526,1.6637838845006405,0.4224271622889895,0.05668171941740034,converged,NA,Fun-CIM,0.398,3.9996278544776e-4,0.00207146849792166,0.6504933779910954,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ALKAL2,RFS,20,6,-0.2710265587681291,0.7625962425193262,0.39326563528989583,1.4787791683753482,0.42248040088709,0.8867596021468235,converged,NA,Fun-CIM,0.468,1.29960746807294e-5,1.7511659951152e-4,0.6504933779910954,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FGF7,RFS,20,6,0.3334010612658573,1.3957069502312056,0.6174907073556403,3.1546999294383786,0.42295793697828293,0.8537814763980265,converged,NA,Fun-CIM,0.494,1.8403818190835e-5,2.1516228620167e-4,0.6504933779910954,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LGALS9,RFS,20,6,0.37343188192379917,1.4527116042533132,0.5827438829780537,3.621438279793513,0.4229744247166947,0.8442309796316763,converged,NA,Fun-CIM,0.531,2.09011205981934e-5,2.3569348759664e-4,0.6504933779910954,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ERG,RFS,20,6,-0.3332089691703921,0.7166204269317757,0.31677726631622755,1.621154327985225,0.4237110465289534,0.8829925909784077,converged,NA,Fun-CIM,0.448,1.7381780181455e-4,0.00110548121954059,0.6509502696155395,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
EGR1,RFS,20,6,-0.29832293362167106,0.742061664389457,0.35684192899107686,1.5431356828312084,0.42450998852229965,0.6248713096619372,converged,NA,Fun-CIM,0.554,2.67661867760711e-5,2.8184262896657e-4,0.6513846463304513,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ITK,RFS,20,6,-0.37286547363720257,0.6887578827047001,0.2755340715845159,1.7217014878043861,0.4250653214246314,0.717078765564266,converged,NA,Fun-CIM,0.529,5.02905156729201e-7,2.19438533938377e-5,0.6513846463304513,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CCDC159,RFS,20,6,-0.3425962470785592,0.7099247879104184,0.3056385977713334,1.648984153718439,0.42558885226979126,0.07639975065332191,converged,NA,Fun-CIM,0.581,1.5424103649035e-6,4.22833186240787e-5,0.6513846463304513,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PROCA1,RFS,20,6,-0.4068515439192172,0.6657430165647076,0.24455377297610015,1.8123366436386612,0.4258896051368737,0.006870371402069224,converged,NA,Fun-CIM,0.518,1.17964246852188e-5,1.6452908113594e-4,0.6513846463304513,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
KMO,RFS,20,6,-0.34881136005985575,0.7055262081393328,0.298801274442942,1.6658805465253017,0.42619292524929603,0.13248445468371617,converged,NA,Fun-CIM,0.608,4.32312681331084e-8,4.79988112665488e-6,0.6513846463304513,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SH2B1,RFS,20,6,0.3178607623051989,1.3741849095671497,0.6259001224343071,3.017069493991472,0.42825179493416693,0.5044889404627974,converged,NA,Fun-CIM,0.378,0.00209044651463944,0.00724141603110394,0.653833643017858,0.7974028281187174,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RFTN2,RFS,20,6,-0.3504352434955064,0.7043814455485836,0.2957458906608646,1.6776335242542968,0.4286782359016476,0.9689115010013045,converged,NA,Fun-CIM,0.56,6.32335571684577e-7,2.30075523312573e-5,0.653833643017858,0.7974028281187174,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GRIA4,RFS,20,6,-0.3374231103450964,0.7136068415809139,0.3090432935544116,1.6477779488246014,0.4293707536023863,0.8995857436891803,converged,NA,Fun-CIM,0.522,4.8806526643016e-6,9.1756905178443e-5,0.6542161379476689,0.7974028281187174,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FLCN,RFS,20,6,0.32191696793259916,1.3797702060280788,0.6182410516705293,3.0793261241689818,0.4319041768924637,0.2521225192601984,converged,NA,Fun-CIM,0.405,0.00105391084766954,0.00425849618245127,0.6568156368285016,0.7994665028176994,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SCN11A,RFS,20,6,-0.2703277784599463,0.7631293159856221,0.3888520862679719,1.4976552099950773,0.4319638286772185,0.6392270334498367,converged,NA,Fun-CIM,0.436,3.97519185703061e-5,3.6892093263176e-4,0.6568156368285016,0.7994665028176994,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RAB3A,RFS,20,6,0.3157513598736066,1.3712892557008078,0.621943836618662,3.0234791505031713,0.43379276754801027,0.1567185279011293,converged,NA,Dys-CIM,-0.354,0.00277480770225901,0.0213137403216996,0.6587919218140172,0.44485890957729624,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
DHRS3,RFS,20,6,-0.3791836438073083,0.6844199116461522,0.26462994301148546,1.7701345891813764,0.4341532178868878,0.9259179199714489,converged,NA,Fun-CIM,0.536,7.21879335866096e-5,5.75126415894e-4,0.6587919218140172,0.8021426748286848,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DYNLT5,RFS,20,6,-0.34285675513395,0.709739870871681,0.29983604800019287,1.680020423376933,0.4354660333837878,0.2990855591755442,converged,NA,Fun-CIM,0.469,4.81507003686998e-5,4.2770733847057e-4,0.6597286669153619,0.8021821254737928,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
KBTBD11,RFS,20,6,-0.2982799893115076,0.7420935324000029,0.35055690885606083,1.5709369774709918,0.4356614694417447,0.7964694447614424,converged,NA,Fun-CIM,0.397,0.00103367281296402,0.00419270350156326,0.6597286669153619,0.8021821254737928,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GNAL,RFS,20,6,-0.3307947053213121,0.7183526278757196,0.3115486201082526,1.656340181499276,0.43769859324670163,0.6428326165789846,converged,NA,Fun-CIM,0.364,0.00124675137259101,0.00484086613533505,0.6613650497239528,0.8025301169284672,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CAPN3,RFS,20,6,-0.28418856236749507,0.7526247146272554,0.36707948069251695,1.5431098463992812,0.43788023910903484,0.05938023175707182,converged,NA,Fun-CIM,0.528,1.31646180311474e-5,1.7589699722289e-4,0.6613650497239528,0.8025301169284672,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
NPIPA1,RFS,20,6,-0.3750535963967004,0.6872524435492652,0.2663284659271338,1.773433866786359,0.4380817783789316,0.05645923665896649,converged,NA,Fun-CIM,0.46,6.89649728925498e-5,5.6377535680799e-4,0.6613650497239528,0.8025301169284672,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CD244,RFS,20,6,0.3417867920313793,1.4074601837952199,0.5903725517453587,3.3554137351278834,0.44067006946002063,0.6608038110930019,converged,NA,Fun-CIM,0.44,9.38939680870189e-5,7.0586954732085e-4,0.663977132825925,0.8035280573883986,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TRIML2,RFS,20,6,-0.3690051976242575,0.6914218166901624,0.27058938486591616,1.766751230215544,0.4407542544387504,0.8157562951918375,converged,NA,Fun-CIM,0.399,0.00214074287148659,0.00737547381508924,0.663977132825925,0.8035280573883986,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IL23R,RFS,20,6,-0.33470819757527115,0.7155468541986589,0.30524035162320695,1.677390613104869,0.44128848899875156,0.8557197030586896,converged,NA,Fun-CIM,0.451,7.0447020046207e-4,0.00322797584649769,0.663977132825925,0.8035280573883986,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IL1R2,RFS,20,6,-0.3286929719292888,0.719864001276599,0.3116388355686072,1.6628356969324922,0.4416053179159596,0.8764938434667204,converged,NA,Fun-CIM,0.348,0.00396286757594525,0.0119244302013601,0.663977132825925,0.8035280573883986,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IDO1,RFS,20,6,-0.3245263154410844,0.7228696847649692,0.31486895397620196,1.659549392067723,0.44406415670560623,0.8181280125789608,converged,NA,Fun-CIM,0.545,3.73628190308987e-5,3.5572983388699e-4,0.6669282608420599,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
JAML,RFS,20,6,-0.3355773758422134,0.7149251866331169,0.30248796045276954,1.689713606179056,0.44446873291769956,0.45068885732109565,converged,NA,Fun-CIM,0.622,1.97442519247598e-8,3.00341469388927e-6,0.6669282608420599,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
APOB,RFS,20,6,-0.38637422359871204,0.6795161871006201,0.251425606773623,1.8364965066883798,0.446256130687717,0.8995719258692092,converged,NA,Fun-CIM,0.384,0.0022835721369906,0.00770887409302559,0.6689325197859403,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CH25H,RFS,20,6,-0.2855125203927144,0.7516289304300422,0.35991806198198145,1.5696518422787353,0.44729044509543536,0.4438343803061254,converged,NA,Fun-CIM,0.508,4.1912336067664e-6,8.33007679344822e-5,0.669511056011466,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PCED1A,RFS,20,6,-0.40900564462319244,0.664310482529277,0.23120102103826667,1.908765001194518,0.4475462156997646,0.0038011827763425893,converged,NA,Fun-CIM,0.517,7.40649496512054e-5,5.8443310146608e-4,0.669511056011466,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CP,RFS,20,6,0.3190229602433656,1.3757829128539019,0.6028963961334382,3.1394757630659997,0.44852456610486535,0.5084817481521963,converged,NA,Fun-CIM,0.524,1.0342511353696e-4,7.4918419373016e-4,0.6702975604453134,0.8043368158110689,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ALAS2,RFS,20,6,-0.3270909166217957,0.7210181875087475,0.3091073525144154,1.6818339081538187,0.4491023556612836,0.1786843802152892,converged,NA,Fun-CIM,0.381,0.00223702520415698,0.00760827823445905,0.6704844644499607,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RAB2B,RFS,20,6,0.28701254435431056,1.3324409279819378,0.6330710472416443,2.8044227173189533,0.44970538229060997,0.03782096279130813,converged,NA,Fun-CIM,0.419,1.4103255600894e-4,9.4616778081952e-4,0.6707086315935482,0.8043368158110689,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
GPR18,RFS,20,6,0.3160973415196014,1.3717637786980206,0.6023838819969258,3.1238150966288227,0.45155780278674734,0.5410882469925962,converged,NA,Fun-CIM,0.33,0.0042565201604003,0.0125563396197337,0.6725117257940949,0.8043368158110689,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
WASH5P,RFS,20,6,-0.4392454227943249,0.6445225796851473,0.20520820297621697,2.024331141246541,0.45191830752288475,0.0025611699198940883,converged,NA,Fun-CIM,0.475,1.4749871005921e-4,9.7312426968529e-4,0.6725117257940949,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
NRAP,RFS,20,6,-0.48406505254895277,0.6162731104715914,0.17432207810608244,2.178682991945577,0.4524629633525406,0.09009919185681324,converged,NA,Fun-CIM,0.412,0.00172147875653493,0.00628462348793775,0.6725117257940949,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RASGRP3,RFS,20,6,-0.3370618049686145,0.713864718152762,0.29605377415490336,1.7213184911356147,0.45290256472726365,0.09762245652332882,converged,NA,Fun-CIM,0.467,9.28108896158295e-6,1.4538848718144e-4,0.6725117257940949,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ARHGAP6,RFS,20,6,-0.32057448307196984,0.725731996546996,0.3138518806914818,1.6781385207942254,0.45352798145880213,0.719688163410414,converged,NA,Fun-CIM,0.557,2.66365124547787e-6,6.0084024266804e-5,0.6725117257940949,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SIDT1,RFS,20,6,0.3304036447110604,1.391529698721896,0.5863899938970099,3.3021622513653264,0.4536389021392983,0.3459685885134125,converged,NA,Fun-CIM,0.399,0.00141534852879005,0.00535810514470519,0.6725117257940949,0.8043368158110689,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RPH3A,RFS,20,6,-0.295934644293488,0.7438360403615623,0.34254654382680694,1.6152317543758803,0.45445062709958395,0.579788211081884,converged,NA,Fun-CIM,0.544,1.44621225677425e-5,1.8544173292508e-4,0.6729600305176977,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PPP1R12C,RFS,20,6,-0.3740684833673385,0.6879297984666655,0.2577636820831877,1.8359739579824,0.455141663667739,0.089048943704599,converged,NA,Fun-CIM,0.471,2.44230897789168e-5,2.6350528330688e-4,0.6729600305176977,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ZFP36,RFS,20,6,-0.29910854057822406,0.7414789245159418,0.33778444382643047,1.6276385888979132,0.4558919232015477,0.6927259061682888,converged,NA,Fun-CIM,0.421,1.3508264884593e-4,9.1591220326241e-4,0.6729600305176977,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
COLQ,RFS,20,6,-0.3658226548263222,0.6936258014909131,0.2650154058462481,1.8154293745965746,0.4561451537396688,2.2068065281102318e-4,converged,NA,Fun-CIM,0.457,3.77532192743267e-5,3.5624699493281e-4,0.6729600305176977,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CACNB2,RFS,20,6,-0.2703078406382056,0.7631445312735686,0.3748055317283769,1.55384466426396,0.4562132819984932,0.682875015308321,converged,NA,Fun-CIM,0.322,0.00542039148713301,0.0152268948136775,0.6729600305176977,0.8043368158110689,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ADA2,RFS,20,6,-0.3162259798077024,0.7288947160672625,0.3159401564564066,1.6816080395404953,0.4584519829747842,0.2102537375949984,converged,NA,Fun-CIM,0.536,9.26737317096437e-8,7.75532807464913e-6,0.6755894395877168,0.8065079094839536,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
