gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
TAF1C,RFS,20,6,-0.4376207241613815,0.6455705857557477,0.26662260641908936,1.5631134463442116,0.3320749507355213,0.23116331927311537,converged,NA,Fun-CIM,0.401,4.8325153041674e-4,0.00240491371944486,0.564078814859281,0.7419229358234025,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CFI,RFS,20,6,-0.40517323289978713,0.6668612785387269,0.2940541835503763,1.5123198025785627,0.332124730963736,0.4177119569090609,converged,NA,Fun-CIM,0.356,0.00158498602245595,0.00589503573264319,0.564078814859281,0.7419229358234025,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
LMOD1,RFS,20,6,0.428308302231079,1.5346591468791233,0.6450209341335759,3.651321333102702,0.332799537477782,0.5164096400059992,converged,NA,Fun-CIM,0.45,8.57813887189062e-5,6.5890052204377e-4,0.5645774513225603,0.7419229358234025,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RCBTB2,RFS,20,6,-0.40073633391620217,0.6698266483260598,0.2972462636164664,1.5094142255952259,0.3336782384332157,0.42796394545454075,converged,NA,Fun-CIM,0.538,1.80619970400427e-6,4.48727738963561e-5,0.5654204475052546,0.742163612677971,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DIRAS3,RFS,20,6,-0.47355901782334364,0.6227818277078303,0.2381484942413435,1.6286359742003864,0.3342831471376218,0.4822225961648351,converged,NA,Fun-CIM,0.585,1.64425325019811e-6,4.357271113025e-5,0.5657981038980776,0.742163612677971,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TMEM259,RFS,20,6,0.4116871677750188,1.509362185334191,0.6529938678237832,3.488814089647151,0.33553633654809417,0.3209105413912539,converged,NA,Fun-CIM,0.463,1.927996441873e-4,0.00119980991881725,0.5672709068809675,0.743416236417646,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
BLNK,RFS,20,6,-0.41508774066762893,0.6602823445496072,0.282742734604327,1.541941564419085,0.33743982146888174,0.0809192844620918,converged,NA,Fun-CIM,0.54,1.6938880791451e-6,4.37802738771641e-5,0.5698385126515552,0.7461015724691052,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GP1BA,RFS,20,6,-0.4864277006132333,0.6148187926971178,0.2242358640754845,1.685734569766657,0.3445443637656146,0.11087710352647702,converged,NA,Fun-CIM,0.458,1.0061000224318e-4,7.3893696166833e-4,0.5811733516365322,0.760252287327399,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MOB3C,RFS,20,6,-0.46540241069375665,0.6278823877576974,0.23850794479929582,1.6529272984514494,0.346000761715393,0.5186697748425197,converged,NA,Fun-CIM,0.491,3.27751677558657e-6,6.94833556424352e-5,0.5829660160415211,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RGPD3,RFS,20,6,-0.3634175665993528,0.695296040470937,0.326114161053481,1.4824151834831905,0.34679728914537883,0.14458890135308503,converged,NA,Fun-CIM,0.399,9.2935075840967e-4,0.00389372254511565,0.5836440741185296,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SLC36A1,RFS,20,6,0.3495842714502565,1.4184777243111841,0.6839908289595665,2.941675486245412,0.34754027394811793,0.37666494169102593,converged,NA,Fun-CIM,0.439,2.88982581455907e-5,2.9836513280187e-4,0.5841470550368714,0.7603824499571347,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TTC24,RFS,20,6,0.44221566351454733,1.5561513093083583,0.6180960237207103,3.9178490145996046,0.34788501184505105,0.4139418983080017,converged,NA,Fun-CIM,0.468,3.2651465648227e-4,0.00176284653245099,0.5841470550368714,0.7603824499571347,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LRIT3,RFS,20,6,-0.44021480817432396,0.6438980916530084,0.256608492588763,1.6157093954751744,0.34832510032382835,0.028106421905042988,converged,NA,Fun-CIM,0.335,0.00569874284865319,0.0158825611382271,0.5842236393879838,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FBXO48,RFS,20,6,-0.36011846664392705,0.6975936795936561,0.32781569245678427,1.484483363691229,0.3499787322525511,0.9159635797207324,converged,NA,Fun-CIM,0.452,1.104779995242e-4,7.7725672231628e-4,0.5863331475860047,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SYTL3,RFS,20,6,-0.42470968726688885,0.6539596103760036,0.26801783590447975,1.5956519108510057,0.3507116803576459,0.8598406934211855,converged,NA,Fun-CIM,0.55,3.72530355830911e-5,3.5572983388699e-4,0.5868971735702526,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IL3RA,RFS,20,6,-0.394573751227198,0.6739672557473501,0.2940497175697634,1.5447451049220857,0.35113774084897514,0.32450517992277655,converged,NA,Fun-CIM,0.433,4.71313678075814e-5,4.2329072670226e-4,0.5868986621235865,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
EPCIP-AS1,RFS,20,6,-0.44786534511327525,0.6389907214623226,0.2489067676205036,1.6404099656200162,0.35183029751215106,0.1018868368910925,converged,NA,Fun-CIM,0.446,3.350976483148e-4,0.00179094205317827,0.5868986621235865,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
BASP1-AS1,RFS,20,6,-0.3927212840476136,0.675216915087829,0.2953571685890832,1.5436154287320585,0.3519014260403409,0.30914579500852857,converged,NA,Fun-CIM,0.41,0.00175508997518413,0.00636205636989669,0.5868986621235865,0.7603824499571347,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PDE4DIP,RFS,20,6,0.38403445801064046,1.4681960319248553,0.6535822721862108,3.2981304418638557,0.3523551668012672,0.698524001585098,converged,NA,Fun-CIM,0.4,3.2606290951311e-4,0.00176284653245099,0.5869943779895127,0.7603824499571347,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TRMT10B,RFS,20,6,-0.4284657242470897,0.6515079210960041,0.26362430188116764,1.6101041073298679,0.3533182110980959,0.028241456781136848,converged,NA,Fun-CIM,0.388,4.8071054697102e-4,0.00239977949665283,0.5879373827373933,0.7609388219058791,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CLIC5,RFS,20,6,-0.42348474398219194,0.6547611646382253,0.26724521265035367,1.604190318197784,0.3543168795123902,0.6271565703838867,converged,NA,Fun-CIM,0.336,0.00429987158758597,0.012660733007892,0.5889374843522446,0.7615695477965518,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
COL24A1,RFS,20,6,0.4442254126232817,1.5592819278404613,0.6077106240103525,4.000851777849529,0.35548777361663253,0.27169641547107676,converged,NA,Fun-CIM,0.539,6.84511808033101e-6,1.1766202970514e-4,0.5902212922939829,0.7625672121915438,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CASQ1,RFS,20,6,-0.4904073955529504,0.6123768637480516,0.21602285337908084,1.7359525503342619,0.35628317223343386,0.05934998196726809,converged,NA,Fun-CIM,0.4,0.00106049047372122,0.00427964429750442,0.5908794827298046,0.762586506247121,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MAP1A,RFS,20,6,0.45159929827523954,1.5708223912122603,0.6003422232655398,4.110127339223317,0.3574575786555058,0.6684972343214591,converged,NA,Fun-CIM,0.436,1.5629652617415e-4,0.00101226670719715,0.5917662760061355,0.762586506247121,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
FAM13B,RFS,20,6,0.3803638486268511,1.4628167364787708,0.6504855135223538,3.289593326891001,0.35761702702599,0.1842580688922208,converged,NA,Fun-CIM,0.336,0.00330070063675486,0.010341111354562,0.5917662760061355,0.762586506247121,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
EID3,RFS,20,6,0.46941313204429125,1.599055483372347,0.5872587319956013,4.354091816079325,0.35837350927193934,0.24920226921450095,converged,NA,Fun-CIM,0.435,4.4131427833662e-4,0.00224182013595923,0.5923562134282837,0.7626923402454093,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TIFAB,RFS,20,6,-0.4653787227661266,0.6278972611664182,0.2319137225121226,1.700007081554567,0.35978310944519304,0.5449827911391373,converged,NA,Fun-CIM,0.469,1.00046626357589e-5,1.5107874616973e-4,0.5936447523775155,0.7628190959565929,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FCGR3A,RFS,20,6,0.3859276275405614,1.4709782086515846,0.6438199699959856,3.3608415258403945,0.3599547519480141,0.7121211297184846,converged,NA,Fun-CIM,0.374,0.00184703286406728,0.00659210382461724,0.5936447523775155,0.7628190959565929,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
APOC1,RFS,20,6,0.3986856205056941,1.4898651619184844,0.6338402883577087,3.5019834514616757,0.36055397491924224,0.8393900874903969,converged,NA,Fun-CIM,0.544,6.36714361155953e-5,5.24547064372e-4,0.5939715649114546,0.7628190959565929,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
IRF1,RFS,20,6,-0.37946187432519224,0.6842295116284609,0.30292824737369217,1.5454815740764765,0.36135773942625665,0.4948696453139878,converged,NA,Fun-CIM,0.4,9.7760930045177e-4,0.00402173036925829,0.5946342356558735,0.7630234850116064,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SCN3A,RFS,20,6,-0.5348738235274274,0.5857431924921891,0.18460519424965013,1.8585343112662271,0.36392382548472346,0.7985730415527598,converged,NA,Fun-CIM,0.5,8.7497554239159e-5,6.6724753592452e-4,0.5981922148089628,0.7669410306601887,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
HECW2,RFS,20,6,0.3416687461044923,1.4072940486592482,0.6713199696809287,2.9501230841278834,0.3656105469641233,0.44149965834919835,converged,NA,Fun-CIM,0.363,0.0011747319906442,0.0046062240816875,0.6002984701262379,0.7689937235366258,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
FGF10,RFS,20,6,0.4041949235874017,1.4980959327332373,0.6217617633860373,3.609568094779158,0.36766437294419435,0.20891972787536087,converged,NA,Fun-CIM,0.346,0.0031807319690898,0.0100720580834945,0.6030021443304007,0.7718090630482213,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PLEKHF1,RFS,20,6,-0.38603646710135453,0.679745736871654,0.29210567408089505,1.5818051746137174,0.3703456468897046,0.3278599194352851,converged,NA,Fun-CIM,0.359,0.00138330772902035,0.00524930617933736,0.6067277688535979,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SOX7,RFS,20,6,-0.38510532845875367,0.6803789691621741,0.2926540862579095,1.5817839675412064,0.3709657348123052,0.7863687525031939,converged,NA,Fun-CIM,0.491,1.1095371006668e-4,7.7888034881249e-4,0.6070721030464354,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CD53,RFS,20,6,0.39039785263444887,1.4775685314912446,0.6275867718441392,3.478736109809834,0.371534823172866,0.3406762306806537,converged,NA,Fun-CIM,0.443,3.35236737710366e-5,3.3004731452599e-4,0.6073323102858881,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
EPSTI1,RFS,20,6,0.36599793079416965,1.441952258955408,0.6450306705217972,3.2234534141215554,0.3725471332479724,0.28796673668603195,converged,NA,Fun-CIM,0.457,1.913020793768e-4,0.00119282473023182,0.6080188418894295,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TMEM236,RFS,20,6,-0.43270525812377,0.6487516779150717,0.2505148541689823,1.680055025055406,0.37277590036164887,0.2748636051111802,converged,NA,Fun-CIM,0.51,8.89470093703101e-6,1.4213642703396e-4,0.6080188418894295,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CWC25,RFS,20,6,-0.4365914880837458,0.6462353723457535,0.24705033880068727,1.6904253541938186,0.37351904798128727,0.5364122151414248,converged,NA,Fun-CIM,0.409,2.820965400831e-4,0.00158492402378846,0.6085607371400291,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DRD1,RFS,20,6,-0.5390937435267971,0.5832766111280601,0.17768488515321046,1.914690744773724,0.3740507395668143,0.9487169304879819,converged,NA,Fun-CIM,0.332,0.00553034743178123,0.0154947179145941,0.6087573025257714,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CYP26B1,RFS,20,6,0.3904000098233808,1.4775717188891648,0.6239927619911367,3.498787674226407,0.37472842813809976,0.9265015173524835,converged,NA,Fun-CIM,0.461,7.78226210740433e-5,6.1105169139619e-4,0.6091907816383377,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
KCTD7,RFS,20,6,0.35151146778401987,1.4212140452479296,0.6516376699848087,3.099651010748153,0.37695517003363377,0.8484353629563738,converged,NA,Fun-CIM,0.318,0.00697930235709159,0.0189693858936335,0.6120142211173307,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
AKAP9,RFS,20,6,-0.3409128184044056,0.7111209021589153,0.3336332692795981,1.5157149602593099,0.37729168391635576,0.14168049819894507,converged,NA,Fun-CIM,0.374,0.00228099889304582,0.00770837032931532,0.6120142211173307,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ANKHD1-EIF4EBP3,RFS,20,6,0.3307409388586204,1.3919991327096486,0.6673903047331561,2.9033409261753547,0.3778772660426277,0.11946171391668998,converged,NA,Fun-CIM,0.344,0.00438744063312038,0.0128590425929242,0.6122934693754175,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CCDC142,RFS,20,6,-0.3934653862604696,0.6747146715705845,0.28091857512054125,1.6205403570670243,0.37879751425760855,0.04463249868077811,converged,NA,Fun-CIM,0.433,3.2547081661315e-4,0.00176284653245099,0.613113790836632,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SLAMF1,RFS,20,6,-0.4013240512854401,0.6694330952307832,0.27306434606162777,1.64115409226339,0.38039339627680574,0.20363777301748928,converged,NA,Fun-CIM,0.502,3.84708558834269e-7,1.8535957834742e-5,0.613820425633225,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RAB3C,RFS,20,6,-0.3356676099950055,0.7148606788750366,0.33745778893885986,1.514339887689672,0.38079148723412226,0.36446849968826645,converged,NA,Fun-CIM,0.381,8.697972618173e-4,0.00372268545434594,0.613820425633225,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GIMAP6,RFS,20,6,-0.354633482119521,0.7014304829147721,0.31720491150346203,1.5510627500377796,0.38109978661266614,0.7703330796061726,converged,NA,Fun-CIM,0.507,8.85577264765362e-7,2.87360785913658e-5,0.613820425633225,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
WAS,RFS,20,6,0.38115420397313216,1.4639733385101685,0.6236137524461202,3.4367714429995364,0.3813555636868341,0.9078019112604044,converged,NA,Fun-CIM,0.491,1.97139352019344e-5,2.2631882289585e-4,0.613820425633225,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CHD2,RFS,20,6,-0.37739322366333156,0.6856464084875894,0.2944642371340547,1.5964960704478097,0.38149460396819523,0.06961426816009238,converged,NA,Fun-CIM,0.463,6.86313246267173e-5,5.6249384616742e-4,0.613820425633225,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PRKD2,RFS,20,6,0.4507258332708783,1.5694509318735332,0.5716701027937138,4.3087371816740525,0.3817208723890616,0.2109111398066865,converged,NA,Fun-CIM,0.387,5.085303702461e-4,0.00249556570583734,0.613820425633225,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LILRA5,RFS,20,6,0.3452434812655851,1.4123337546172787,0.6496105936891893,3.0705882167089653,0.38359680283873554,0.9804462073898472,converged,NA,Fun-CIM,0.401,8.6598856805056e-4,0.00371137957735956,0.6155139710813471,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
NECAB1,RFS,20,6,-0.33827393116966276,0.7129999482349031,0.33295298176710697,1.5268489967708623,0.3839294323682666,0.3219291680627144,converged,NA,Fun-CIM,0.53,1.45901804374934e-5,1.8633242486437e-4,0.6155139710813471,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TIGIT,RFS,20,6,0.3727453659353903,1.4517146367666622,0.6271974651653718,3.3601465306414924,0.3840208705463637,0.47408172723106223,converged,NA,Fun-CIM,0.413,6.2803765519565e-4,0.00294474868206096,0.6155139710813471,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ENPEP,RFS,20,6,-0.38664994458269947,0.6793288560556141,0.2840904853619847,1.6244391081306617,0.3847123373737512,0.08543966450229028,converged,NA,Fun-CIM,0.394,0.00070165231957674005,0.0032271600024928,0.6158909687746053,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
INKA2,RFS,20,6,-0.40021464127232387,0.6701761831281051,0.27162691451401566,1.6535037304227838,0.38508780356872685,0.008608239851754058,converged,NA,Fun-CIM,0.471,4.722052451502e-4,0.00236474437728765,0.6158909687746053,0.7736412475086375,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FAM117A,RFS,20,6,0.3899571853331123,1.4769175587956571,0.6118761060007996,3.5649136387033113,0.38574512619059037,0.6867926386330623,converged,NA,Fun-CIM,0.487,1.7884103955432e-4,0.00113064514072119,0.6162767334285484,0.7736412475086375,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
MDGA1,RFS,20,6,0.39149558382848865,1.47919139513065,0.6090229131910847,3.5926516655409606,0.38721162824565486,0.2371116251447656,converged,NA,Fun-CIM,0.386,0.00136922586368193,0.00521453682216591,0.6179530403360074,0.7751416454119882,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
IMPG2,RFS,20,6,-0.307407606350366,0.7353508061539463,0.3654514660649915,1.4796514949952175,0.3888565857196164,0.12668284452616968,converged,NA,Fun-CIM,0.395,0.00208627021489908,0.00723483018907204,0.6199102297639956,0.776599449559502,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TSPYL2,RFS,20,6,-0.397929716094861,0.6717092363512335,0.2714331799583267,1.662262875411286,0.3893793347652369,0.07835932176384565,converged,NA,Fun-CIM,0.615,2.36714157449531e-7,1.42593292290802e-5,0.6200761234272214,0.776599449559502,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SH2D4B,RFS,20,6,0.38741939374874323,1.4731742017831557,0.6072713813884877,3.573760093613034,0.3915349393533774,0.501022379115321,converged,NA,Fun-CIM,0.397,0.00175656776502179,0.00636205636989669,0.6228391462753512,0.7794579327717606,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ALPL,RFS,20,6,0.3928709215193359,1.481227182434955,0.6021331686522637,3.6437686548559265,0.39231337401777516,0.16794621928026207,converged,NA,Fun-CIM,0.441,3.53648697602155e-5,3.4286672511428e-4,0.6234078400432672,0.7795693012250081,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PLAAT4,RFS,20,6,-0.307696245337984,0.7351385858707112,0.361862438513534,1.493464595706516,0.39485627261606565,0.8511616697852884,converged,NA,Fun-CIM,0.629,6.94258136379316e-7,2.45304541520692e-5,0.6267761412051375,0.7831799966042919,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DCSTAMP,RFS,20,6,0.33659000957734664,1.4001648918482967,0.6437704445666681,3.0452807222055216,0.39586075183377806,0.01587648364674403,converged,NA,Fun-CIM,0.452,1.3265587699317e-4,9.0330982620619e-4,0.6276978302631963,0.7837316536305441,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CXCR3,RFS,20,6,0.36015647195191414,1.4335537079589278,0.6233059547997717,3.2970585597292352,0.39669455660687153,0.9396290522986512,converged,NA,Fun-CIM,0.367,0.0015114303561988,0.00565452768554374,0.6283472067751623,0.7839440047231033,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PRKCB,RFS,20,6,0.3414559570564632,1.4069946237566366,0.6319608782381608,3.1325259829359795,0.4030701647612308,0.7527971437825874,converged,NA,Fun-CIM,0.492,1.24767484451407e-5,1.6955581220319e-4,0.6377637970207081,0.7945616696381543,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LINC00601,RFS,20,6,0.3412288274921882,1.406675089969964,0.631648472326972,3.132651934473004,0.40354012508036013,0.226898188888753,converged,NA,Fun-CIM,0.327,0.00697556424418153,0.0189693858936335,0.637825960772693,0.7945616696381543,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ITIH5,RFS,20,6,-0.39419608509650317,0.6742218384236444,0.2669054279503981,1.703131670637426,0.40441983730838094,0.5359024538626385,converged,NA,Fun-CIM,0.446,8.29551146420878e-5,6.4614837529577e-4,0.6385349456862603,0.7948144463070078,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
BATF,RFS,20,6,0.2919155288855725,1.3389899068924231,0.672877502075811,2.6645176354221163,0.40570556775695077,0.0043479940027778986,converged,NA,Fun-CIM,0.445,3.6276590002565e-4,0.00190992642728738,0.6394743235801017,0.7948144463070078,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
POF1B,RFS,20,6,0.3171586606105021,1.3732204306340823,0.6500359978096265,2.900969111656986,0.40587836878142847,0.1407793309953857,converged,NA,Fun-CIM,0.303,0.00986159447840017,0.0260032093211547,0.6394743235801017,0.7948144463070078,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
UAP1L1,RFS,20,6,-0.3437519806277117,0.7091047779634339,0.3144398905288907,1.599127850110897,0.4073896837086091,0.2255835768342338,converged,NA,Fun-CIM,0.35,0.00351552398732149,0.0109066988094462,0.6411335579621213,0.7949808846231264,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MZF1,RFS,20,6,-0.44534700324427084,0.6406019465062924,0.22298601676379648,1.8403434431601438,0.4081663623625147,2.1091904975466917e-4,converged,NA,Fun-CIM,0.453,4.0791027370688e-4,0.00210235765054764,0.6411335579621213,0.7949808846231264,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PLCG2,RFS,20,6,0.38713883597239507,1.4727609492782425,0.5883962747584457,3.686333355202494,0.40823021280099964,0.8241827406195503,converged,NA,Fun-CIM,0.536,7.25238027589607e-5,5.75126415894e-4,0.6411335579621213,0.7949808846231264,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RFX4,RFS,20,6,-0.30472391232551305,0.7373269131658541,0.35774011589725435,1.5196813349130447,0.40891046428715033,0.431438123644175,converged,NA,Fun-CIM,0.345,0.00449367955995016,0.0130740173839355,0.6415216076369382,0.7949808846231264,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
STARD9,RFS,20,6,-0.37696570489770986,0.685939597861313,0.2795501182394306,1.6831083273273812,0.4104396794843036,0.5412611654997816,converged,NA,Fun-CIM,0.486,4.99759616675294e-6,9.18633283830887e-5,0.6432393283769879,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
LRRN3,RFS,20,6,-0.277307821259818,0.757821187730833,0.3907328042239041,1.4697843292540125,0.4119355479158939,0.7447482326896174,converged,NA,Fun-CIM,0.341,0.00603613330096177,0.016655739034872,0.6448623778610988,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FLT4,RFS,20,6,-0.3684128881655067,0.6918314736820536,0.2867230788655895,1.669313784822516,0.41234616599220836,0.24613303949709153,converged,NA,Fun-CIM,0.467,1.6988901937882e-4,0.00108483349723829,0.6448623778610988,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CHRNA1,RFS,20,6,0.40771199375295264,1.5033741176759494,0.564790219511378,4.00172251504863,0.4143679464695706,0.5475015854416142,converged,NA,Fun-CIM,0.378,0.0022166268699587,0.00757505790063621,0.6468558310824439,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CA11,RFS,20,6,-0.31626697595732856,0.7288648348029335,0.34094052836660305,1.558171889852523,0.41458203994251325,0.5156623700821761,converged,NA,Fun-CIM,0.469,5.4565219094655e-4,0.00264508226708848,0.6468558310824439,0.7956092843321634,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CCL7,RFS,20,6,0.39170442605790695,1.4795003450191142,0.5763631791213443,3.797815943497034,0.41543163590074117,0.8926688932484244,converged,NA,Fun-CIM,0.381,0.00211984801884858,0.00732730076080271,0.6468558310824439,0.7956092843321634,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
