"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"5969","BOLL",0,0.0263468225979376,0,0.0422380845237453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613614711443296,0.0524576301445713,0.0842820136442027,0.0572076363992687,0,0.0911514211845815,0,0,0
"5970","LOC105373828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5971","PLCL1",2.10802256251641,0.366140335770504,2.40163046658474,1.64662350847658,1.62527048937469,2.41305242854853,1.31556623031895,0.998700989820897,2.08270258933025,0.399116393444799,1.31961793420016,1.25640685379425,0.822036672023314,1.49569516262407,2.41305242854853,0.644963754315762,1.76298656488058,2.30100225603281,2.08406426478847,1.24123003551545,2.14110576043013,0.780897977229827,1.30275771563804,0.836085711702406,0.50049614888789,1.391767719956,1.26002565596146,1.74459168654238,2.0727918181067,0.784336461442977,2.11270013274936,2.15639661659767,0.971368810582661,1.40762467556661,0.550605201962757,1.74717253703546,1.35106289894039,0.791439025872442
"5972","LINC01923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5973","LOC105373831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5974","LOC105373830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5975","SATB2",0.817786958299181,0.335483255903486,1.39725534559443,0.663025756497975,1.48078212440398,1.0820212693455,0.453122446595813,0.333194716335888,1.04544297076117,0.229587922740652,0.893983426141741,1.52255799287044,0.930093894012149,0.4756037446846,1.0820212693455,0.331934470438814,0.365580565833365,2.13783137173246,0.53555533339931,0.709290635723358,0.649385529181516,0.322043505874256,2.2231135885801,0.887603252149724,2.09153059312062,0.174789893047815,1.21971063954878,0.733788168625182,1.26903314645524,0.503348735167504,0.405883472922256,0.452806262562501,0.420078115979374,0.309641873422161,0.601981699832637,0.623773238111409,1.17823658460481,0.618896412163088
"5976","SATB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5977","LINC01877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5978","FTCDNL1",0.116830496326711,0.104269556159248,0.122354661438972,0.0695921904486721,0.148738912737525,0.214124805352847,0.0577067285068379,0.0113897228140532,0.15146919750308,0.0136952161471041,0.3919876262198,0.11645791664778,0.156267163051804,0.0963968041871571,0.214124805352847,0,0.247441471144408,0.0343143336985174,0.0889963745241325,0.0788557276675985,0.0656688097068241,0.0166959870532359,0.102201233584345,0.0499792027077914,0.105597627972629,0,0.0638204383336228,0.197362184149163,0.231801022777158,0.0343425091348296,0.00984160296435121,0.0159542268465988,0.0736008995589537,0.0112723473263553,0.100748950664947,0.119568664227694,0.0810668804918885,0.0254115718756779
"5979","LOC101927687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5980","C2ORF69",2.86730345375992,0.913416033285306,2.70907002328453,1.86433474078243,3.51349074558812,2.92884403671257,2.39999135066418,2.24061962931176,3.40190347160796,2.84478735007906,2.40190347160796,2.52832126339897,2.20382759794212,3.04980499573531,2.92884403671257,2.38543103719352,1.63876894441695,3.76659516172927,2.69086402708526,1.86036693013812,2.22465773412074,3.23741075271918,2.78764141448333,3.18014786115843,3.2107005626298,2.67874800996336,3.12482438967919,4.50207595604579,2.43616183931445,3.52356195605701,2.9712216418545,3.27366507485719,2.12201002012581,1.64108355271207,2.46649661255207,2.44705015545719,2.53331415656679,2.11403380055027
"5981","TYW5",0.661658402551539,0.499373945002167,0.50568771893437,0.736994447778489,0.788435148473056,0.776272468166885,0.695459382638558,0.537146943617569,1.03562390973072,0.65901117119815,0.822363055157083,0.6712027765419,0.544287539960288,0.872080136509337,0.776272468166885,0.754887502163469,0.689925310856427,0.630405471482323,0.625925048499654,0.387252238833504,0.417596012966671,0.808261474053946,0.749233898401897,0.795517612578691,1.17696099208944,0.305562015620484,0.783079429873612,0.245495662819921,0.354452160579562,0.278936314679231,0.788435148473056,0.577440913388613,0.797096008254912,0.39231742277876,0.449851865190906,0.833335409137471,0.664300785340037,0.419215260067954
"5982","MAIP1",4.48349335128439,3.32754366229427,4.39369076418745,3.74846123300404,4.97727992349992,4.10265813136374,3.87282875953489,3.61353165291793,4.89093302170554,4.63923216324928,5.04439411935845,4.37781785308364,4.55887985347544,4.75595576955096,4.10265813136374,4.71424551766612,3.71808758396052,4.90062533253607,4.19377174339668,3.29997725063205,4.24336442569366,4.78240856492737,4.76500424625004,5.14200491598488,4.85549144310187,4.63923216324928,4.51159454153741,4.93215568443206,4.57228336665041,4.67919857056692,4.24792751344359,4.51538446063695,4.29057185085208,4.10433665981474,4.20006486151431,4.17552460108987,4.46008724011683,4.23266075679027
"5983","LOC105373833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5984","SPATS2L",2.43882511317562,1.95642843312336,3.37114062951992,1.95717170724639,2.33571191032046,3.90496571868403,2.74867590379394,1.78240856492737,2.11370049916473,3.43202402399078,2.87558349722025,3.04753838876336,2.2821432287815,2.87970576628229,3.90496571868403,2.38349694415537,2.08576455377831,2.79597469420667,1.96347412397489,0.732920382108257,2.17919253938802,2.28392177230762,3.16575118401426,3.57046293102604,2.52054796810658,1.66493787744175,3.66106547980695,3.5981269599196,3.20679948664706,3.89917563048051,1.70752479089961,2.89569039046369,2.35586200632929,2.120020095616,2.27798474729977,2.82476785314329,3.4262647547021,2.62011716502868
"5985","LOC107985786",0,0,0,0,0,0,0,0.403376806687082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734568730450589,0,0,0,0,0,0,0,0,0,1.14860877020522,0,0,0,0,0
"5986","LOC101927741",0,0,0,0.0479850176517489,0,0,0,0,0,0,0,0.026431815334499,0.0279749789594001,0.0253548705230442,0,0.0210248158806443,0.0187765851791836,0,0,0,0.0205413151576417,0.0508290310610795,0,0,0,0,0,0.060752989958588,0.0792927672728535,0.0696471795873009,0,0.032566381117012,0,0,0,0,0,0.026077645894236
"5987","KCTD18",3.87578006306849,1.41359408240917,4.30524096595448,2.42196381604921,3.31802755016881,3.40354041774525,3.13897825331988,2.8011586560937,3.57167680997093,2.72922645499115,3.77399632511117,3.47897180503294,2.99801492926968,3.54473265593262,3.40367674612153,2.74996325816927,2.54101915313356,3.14404636961671,3.4104767918976,2.90323113089,3.29513524900082,3.86294724802092,4.47961860846942,3.74846123300404,2.98039095606147,3.03685495329737,3.68369645430652,3.5668151540109,4.40394936423287,3.69932952567316,3.39519993131188,3.35120427725799,3.36232961017157,2.69643902065575,3.05675691879274,3.31831684133498,3.5981269599196,3.15688196396671
"5988","SGO2",1.22897256976016,1.78701447377343,0.605589151311114,1.9271379389685,3.01987979435658,1.91034891538093,1.1407786557828,1.39670752138398,1.31556623031895,1.87538690458646,1.53306492186964,1.42223300068305,1.35839626195665,1.48851500895781,1.91034891538093,2.06901467791518,1.49467161164755,3.54349588342577,0.863304159342798,0.229833990460998,0.314290483987996,1.76511036187958,1.05519565424213,3.21614440785049,2.69755143881627,2.03773362744651,1.65168318063211,2.31990690666801,1.18205660901025,1.59693514238723,1.06626144226872,1.63598650374562,1.05658352836637,1.39396527566024,1.40544784370754,1.15445359267987,1.07450543636363,1.12697285625777
"5989","AOX1",3.10282607211719,0.772899122289308,3.30231905094883,1.76128527336162,0.453227825876447,1.05102400302447,1.25277895152818,0.891419186846079,2.83390207666916,0.371726121906207,0.993710587159958,1.98586470124253,3.11119828131907,1.64616265715789,1.05102400302447,1.12167855658825,1.17759892932773,0.72159139877538,1.39999135066418,1.21598915414672,0.604261139476106,1.27082791555366,1.17440641852975,1.10701824988212,1.51853513898218,0.583904136243415,0.539034702970754,1.58014548442338,5.11769504266975,0.422555955959751,2.14665522211947,2.44360665147561,0.733267559354762,0.824156843728829,1.68077442549246,1.07107616201096,2.7945198406243,1.40217642497948
"5990","AOX3P-AOX2P",0,0.0192464418975163,0.0413551407517925,0,0.105088007594996,0,0,0.0443941193584534,0,0,0,0.033764802678862,0,0.0323971119703758,0,0.0268708647247452,0.0708152035630115,0,0.0224459383983701,0.0693309634136565,0.126708602196968,0.0960863977168283,0,0,0.0530139947151176,0,0,0,0.100762404436771,0,0,0.12125417210486,0,0,0.0669915615680303,0,0.437760393539927,0.0333137490435204
"5991","LINC01792",0,0,0,0,0,0,0,0.0545845664011169,0,0,0.167486389965649,0,0,0,0,0,0.0584966047370074,0,0,0.0850574769573454,0.18383583144968,0.154842406869233,0,0,0,0.0709388213434375,0.121678556588252,0,0,0,0,0,0,0,0,0,0,0
"5992","BZW1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22650852980868,0,0,0,0,0
"5993","BZW1",5.92860719930895,5.54287709935414,5.5978290978269,6.38007138739965,5.99322146736894,6.64904056563445,6.24012348403402,5.51001246544851,7.04657836662033,5.96324290431883,7.08214904135387,6.38318586579031,6.34978987024187,7.22110372536788,6.64904056563445,6.64616265715789,6.04810537444206,6.57273811686407,5.6046644151637,5.27798474729977,5.38922261635589,6.82400405093315,5.93239194006853,6.6667565918848,6.57742882803575,6.03121873061072,5.93073733756289,6.14261765544658,6.41498114290309,6.11769504266975,5.81018600769536,6.20320115631661,5.68341574703043,5.92029330021101,6.20808800822477,5.70182625841205,6.31124879044183,6.27370236873565
"5994","CLK1",6.36684673526264,5.22881869049588,6.18428029441938,5.15177765473205,5.00898878322726,5.81224149518948,5.42961596420174,4.45746296464855,6.64457735701838,3.94110631094643,6.08065766334523,5.78633498041697,5.37816477987163,5.35367615775164,5.81224149518948,5.13791332208841,6.04614178164472,5.78607355157855,5.58014548442338,4.24031432933371,5.6202931499486,5.94251450533924,6.05137210172103,5.84323015049655,4.85947266685194,4.82323984413102,5.50842865253186,6.12598165385472,6.3743439890385,5.26303440583379,6.55612281784117,5.9797967182782,4.38266725274504,4.56376827845203,4.69988472869748,5.46890909211059,5.74335339094491,5.46205231879643
"5995","PPIL3",3.96439863220318,2.93338379147224,3.25459404303314,3.77188557851537,2.58014548442338,3.66334461936608,3.55826763405574,2.09119205151613,3.08593447251603,3.83995958748953,3.07021756825778,3.5197934862411,4.01256867350306,3.50462039240355,3.66334461936608,3.48800077083407,3.35191096110308,3.5298209465287,2.61423868309179,1.94073056018486,2.11370049916473,2.73833550385093,3.4905701304462,3.36289064266586,4.00988458893184,2.98167002210513,3.61588707391606,3.63459326844576,3.82883464946806,3.44784364436209,2.95307895261251,3.58976348698498,3.68929916053589,2.88986288136518,3.02023548840199,4.14567745519564,3.95698592461258,3.13109555164169
"5996","NIF3L1",3.1407786557828,2.63482556778462,2.99186193055632,3.30158764660319,3.67129337248158,2.42572783804503,3.21210237168671,2.68392098080932,2.78575977442701,3.08099868569426,3.48928602262588,3.1583370271671,3.51601514700366,3.66334461936608,2.42572783804503,3.27202318906105,2.77040621629884,2.81823703971209,2.96458346277686,1.88908409859815,2.74953426766926,3.70487196445635,3.92504996472736,3.29027694180753,3.9126498648972,3.25957380179243,3.29968425813695,3.14616642149108,2.88908409859815,3.76765479823735,3.04736388679267,2.82456421208983,3.15153414134792,2.7497487788645,2.67559013963243,3.05935527761642,2.90785207184596,3.5909612413426
"5997","ORC2",2.94542042531509,1.35388783628491,2.62503664626844,1.93809756107409,2.46675761572617,2.45022149589718,2.05276365720956,2.12267271882414,2.57482812358744,1.88908409859815,2.78931192564509,2.70752479089961,1.77736710945041,2.4743062402884,2.45022149589718,2.16124275834251,2.10969486482593,2.35670725293538,2.4861994925681,1.36345145707171,2.00252250976871,2.79431188458201,3.14339341869319,2.88009774972197,2.97764627572151,2.76404885418628,2.52029651798988,2.84518893534008,3.19597745864259,2.18301003676225,2.51500591643373,2.3547342399706,1.30567874324229,1.52004502403982,2.1586601753465,2.22958792274065,2.59263642860658,2.2424500736777
"5998","LOC105373835",5.1647058401828,4.40735275114004,5.29314973674186,4.21955576916691,5.09803208296053,4.82832692641482,5.01613970265525,3.89530262133331,5.34731131636529,4.72900887033786,5.02236781302845,4.74685018309805,4.68594014844598,4.56620629346551,4.82832692641482,4.92884403671257,4.82832692641482,5.75435307169213,4.71918344048179,4.63459326844576,5.01167453338092,5.42324199597366,5.98390566262789,5.29645740737124,4.854993016757,4.75274859140713,5.02059109477325,5.69432306012539,5.28281043957256,5.25927248703759,5.41345868800798,5.39574832817903,5.03650333373899,4.15299460549244,4.71204544855369,5.00898878322726,5.35720008486005,4.62234472272424
"5999","HYCC2",1.87892147974985,1.34709867062227,1.98039095606147,1.23695175858808,1.82863158168802,1.64108355271207,1.77652515142191,1.04264433740849,2.01185340574379,1.56900492681818,1.77483975982733,1.58351908385149,1.54250570147826,1.45628048151073,1.64108355271207,1.70043971814109,1.63691458035588,2.33542608663634,1.56071495447448,1.51399597936701,1.77483975982733,2.07450543636363,2.53679892889127,1.98477161238543,1.67987414774662,1.5859239769586,1.81598522720104,2.2904244038653,1.96864375596472,1.97232504155715,2.06763871687536,2.0496307677246,1.79576694778239,1.19534759832222,1.5489297694764,1.76892533556375,2.04054179386285,1.49927188316909
"6000","NDUFB3",0.132879497224487,0.75343338792688,0.128029388740641,0,0.716332480287987,0.765704465208051,0.269511969904999,0.262433157631348,0.231555290356041,0.443606651475615,0.145612247166476,0.2030131707745,0.400537929583729,0.283803270928366,0.765704465208051,0.505890929729957,0.459011864476382,1.04264433740849,0.322158907629378,0.109093059279997,0,0.370722275148167,0,0.373731722378729,0.309059742501585,0.779890039340047,0.155490197747562,0.233519978773916,0.428999925763004,0.489748433120335,0.331590575866237,0.505586102801847,0.129705046560179,0.374177032989839,0.614380047556248,0.223175386144562,0.216113358446301,0.200504353446521
"6001","LOC105373836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6002","CFLAR",3.45338588036645,1.1833277060448,3.74631276642546,1.6238668618527,2.54695617814141,2.55557077789617,2.70398660386343,1.97489636376201,3.14698099722323,2.56389027710255,1.80281359753229,2.19975085671584,2.54126701758583,2.5668151540109,2.55557077789617,2.2687338010779,2.15704371014558,2.31004922535138,3.13897825331988,3.66902676550963,3.07895134139482,2.54966917072649,3.88849973551412,2.7057567820498,2.17056605679207,2.39944456458946,3.44585910320699,2.24305970607253,3.33528315355643,3.16124275834251,3.03509599789673,3.04264433740849,2.71259578044703,2.27619886503224,2.42223300068305,2.63969523339958,3.05398016818765,2.44121786326211
"6003","CFLAR-AS1",0,0,0.190678065617533,0.144307467263042,0,0,0,0,0,0,0,0.15704371014558,0,0,0,0,0,0,0,0.309409049240119,0.123282132889299,0,0,0,0,0.13651953255056,0.230571941904652,0.181166174269977,0.23364268300881,0,0.177726482932068,0,0,0,0,0.172871500352277,0.167357927738514,0
"6004","CASP10",2.00288250853312,0.681584195407886,3.41494732802091,0.780730036476377,1.45680614923047,1.91418179500227,2.86967403357451,0.825052902335867,1.68302266506368,1.97746311123947,1.02147972741045,1.10567807789454,1.298071734934,1.80446664273278,1.91418179500227,1.56949109195872,0.946281702278372,2.61022758954469,1.34312351940185,0.944933389057907,0.824808577904864,1.20351441113076,1.66948037187743,1.63226821549951,1.87813676662695,2.47144761637739,2.18554943462957,2.77040621629884,2.81249822533356,1.26303440583379,2.99656952397319,2.30188025283903,2.06832686143451,0.553163870509496,0.89390578884637,1.90419504823787,2.30917618747851,1.11835972595306
"6005","CASP8",1.69376571221778,1.08678376614207,1.87852917654121,1.78492270156286,1.51702367206458,1.86354205117958,2.15574923267794,1.52306006179525,1.04614178164472,1.3928669162308,1.93734439215023,1.68347189285523,1.84277774529544,2.09119205151613,1.86354205117958,2.14893410452634,1.38625914113335,1.64015815496328,1.18142064028014,1.02147972741045,1.10567807789454,1.76595900604575,1.61494536693687,1.19660704409482,1.60217179075338,1.5119739817818,1.99421764740599,1.9271379389685,2.68885174386588,1.6617495998107,1.86155841957203,2.38929146200697,1.42492208821069,1.21101219348551,1.44519698238171,1.72334012025117,1.98768467756676,1.48078212440398
"6006","FLACC1",0.302406794557726,0,0.0633096496396381,0,0.054987357919956,0.276794404789259,0.200253231593687,0,0.324810603420484,0.158337027167101,0,0,0.0547373626294077,0.144176924346527,0.276794404789259,0.0412429822318813,0.0368479217459764,0,0.0681479754229208,0.0537647467047683,0.0402892825998067,0,0.0698533701921893,0.0995914566806951,0.230448976207506,0,0.0772703483422468,0.0600058666685148,0.22329897333279,0,0,0.0636133836321623,0,0,0,0.112166320231033,0.303809967021285,0
"6007","TRAK2",4.36806987653208,1.29395897902869,4.11935617703968,2.5957423394744,3.65306001710456,4.09254574154357,3.98002530023873,2.71325590173097,4.02768487693716,3.06177619758669,3.34027740476625,3.80529245560071,3.61823865559545,4.03913839390696,4.09254574154357,2.48104055611822,2.06626144226872,3.8094144442359,3.06884275453526,3.22897256976016,2.92067441104162,4.66505161428921,4.27724089833207,4.06004738366994,3.95791459863299,3.14974711950468,3.67581593117227,3.75167794568758,5,3.95791459863299,4.20476675065461,4.13586316536868,3.29454723389552,1.99963928114804,3.611172380044,3.80529245560071,4.50080205305716,2.85039939677025
"6008","STRADB",4.60644222813161,3.09963185001446,4.41818994794577,4.07895134139482,4.35895882583233,4.33342373372519,3.65992455840238,3.35487525898649,3.98458935036246,3.3029039075661,4.31759350462347,4.20084957463721,4.08151006812092,4.76606505147495,4.33342373372519,4.04439411935845,3.5981269599196,3.98276546258365,3.71259578044703,3.63110428236588,4.24336442569366,5.40087943628218,3.7771566660045,3.86096279785812,4.91504279137198,3.68257329734758,3.99095486039699,3.55581615506164,5.74092756031863,3.71808758396052,4.21567859660793,4.25927248703759,3.36960607003184,2.48129894154757,3.74200621086674,3.62760683812965,3.57531233068744,3.74738739965272
"6009","CATSPERT",0.501617480542983,0.181929437690067,0.240985904024739,0.0760664835717687,0.0225453645690008,0.072366525607295,0.2644763800077,0.0140252923127381,0.348119084462443,0.033525197993889,0.115286325139835,0.235849576507563,0.493032418128341,0.117907774640633,0.072366525607295,0.12965229960927,0.170950553318368,0,0.0824437256375628,0.0437224540670064,0.0164677937606742,0.13815914522947,0.164271397680741,0.158207747625736,0.38316512484753,0.089294749042461,0.181166174269977,0.29124991296423,0.26723614181241,0.0560146614508424,0.0241352521124912,0.506094111906321,0,0.243303486918138,0.307661669187727,0.113580491813447,0.192194165283345,0.0818985975703601
"6010","TMEM237",4.23955079661364,3.04054179386285,3.35600291515793,3.49697358099828,3.6915341649192,3.05154611957793,2.99548451887751,2.64800517981049,5.31324585178756,2.76913698304317,4.22727899446832,3.89917563048051,4.20084957463721,3.55458885167764,3.05154611957793,3.08542465625268,3.46205231879643,3.31701457402145,2.64200835725712,1.67310409759017,1.82822536035888,3.40163046658474,3.2142802598049,3.44519698238171,2.84217431759439,3.71479501111816,3.01256867350306,3.25429168632222,3.34766565630097,3.05345893194152,1.67807190511264,2.99711172067517,2.82558213003292,3.08576455377831,3.20320115631661,2.77082904603249,3.81147103052984,2.00252250976871
"6011","MPP4",0,0,0.0517618725736062,0,0,0,0,0,0,0.0665783318756306,0,0.0422801159896512,0.0881008805360218,0,0,0,0,0,0,0,0,0,0,0,0.304627854492976,0,0,0,0,0.0562644355236425,0,0,0.0524576301445713,0,0.0424342208888287,0,0,0
"6012","ALS2",2.31932890383941,1.30684550031428,2.35727047567956,1.35839626195665,2.17152710603881,2.61188056710276,1.72726701073491,1.34879895961211,2.55237707109487,1.30801131455218,1.68929916053589,1.7553149040451,1.71369581484336,2.09794783553483,2.61188056710276,1.84438565300257,1.86987140617771,1.90727526299938,1.81721392425833,1.61541629726287,1.74760223027494,1.78952060360031,2.29307614674767,2.20351441113076,2.17152710603881,1.34993137336011,2.1798294908513,2.22743303803698,2.32682493810221,2.42680147161338,1.72202877790284,2.24305970607253,1.71105432181207,1.86155841957203,1.75445997362548,1.63923216324928,2.12598165385472,1.7945198406243
"6013","CDK15",1.13619138628714,0.0839009315761307,2.14208662961753,0.437121184384194,0.0355535326463449,0.827331270612261,0.433707277495855,0.310223769546247,0.434348000692569,0.0784458827624562,0.744677789317074,0.748547105153157,0.628820245863429,0.265916914366915,0.827331270612261,0.234991741248802,0.93636468435112,0.129625925410609,0.178873958169795,0.150169706295702,0.137503523749935,0.483364360713349,0.806282807478207,0.389346536162498,0.052527187450653,0.0987159899555045,0.398350370345965,0.452279135134776,0.838588779142533,0.0445479986227335,0.279649578557086,0.358733826605284,0.178109076094325,0.243425361895265,0.205392512989685,0.419538891513784,0.778124451785633,1.06143060049775
"6014","FZD7",4.28540221886225,1.16027483140859,3.43001758672766,2.02538322147792,1.72944400683366,4.02147972741045,2.75445997362548,2.80591150518794,5.07980475463526,3.90496571868403,1.85678654628808,2.21350281998392,2.99041034442869,2.0775848292956,4.02147972741045,1.73161772284062,2.36204901208824,0.952184442896413,3.41953889151378,2.09254574154357,2.13750352374994,2.07929276727285,5.77768271707355,4.86245139132558,3.74308405554959,1.52506659207821,5.48992821940518,3.64385618977472,4.24107745817504,6.50048340147312,2.29248729162076,4.04875931191986,4.06350294230616,3.13060144979056,2.7995018140616,3.3828055677867,4.03562390973072,2.79098050474205
"6015","KIAA2012",0,0,0.0448417225587209,0,0,0,0,0.0242629349117075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6016","KIAA2012-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6017","SUMO1",7.0703893278914,7.71973105674985,7.02236781302845,7.4487357980294,7.65749710044411,7.25927248703759,7.04330075436418,7.12928301694497,7.18784690943957,7.45450493755737,8.17791779219584,7.61985314739117,7.60362634498619,7.70043971814109,7.25927248703759,7.65248649491816,7.64529816394863,7.23935985027747,6.92955431573285,6.88996019965864,7.12825215227739,8.01736520529273,7.53993424517179,7.47329987114132,7.62643913669732,7.8820316083521,7.4667902378031,7.51017075115177,6.64371191305668,7.75488750216347,7.08214904135387,7.4846215270986,6.85049941375812,7.47897180503294,7.69696752623429,6.54117407340656,6.91767043436176,7.18784690943957
"6018","NOP58",5.92457500339273,5.4947356048628,5.55550942708326,5.88508622529017,7.10118781525974,6.23878685958712,5.73443866613717,5.75488750216347,7.27984269352035,6.85049941375812,5.91671548146183,5.661350569234,5.98868468677217,6.33574763429973,6.23878685958712,6.5190071478334,6.08023127201926,7.23074100262691,5.60673831741759,5.13791332208841,5.42189651204225,6.15906400881055,5.85049941375812,7.36106648879432,6.94251450533924,6.46613765607043,5.65535182861255,6.4036085835437,5.66987716048909,6.77741971551583,6.27928556084654,6.29884157311203,6.16611285740143,6.14363830992204,6.4523648064487,6.15502057835857,6.10223819393074,5.91838623444635
"6019","SNORD70",0,0,0,0,1.29160355803056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35049724708413,0,0,0,0,0,0,0,0,0,0,0
"6020","SNORD70B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6021","SNORD11B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6022","SNORD11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6023","LOC107985976",1.07587486697513,0.577537592567131,2.69643902065575,0.294782468698073,0.730661691271567,1.1036654827657,1.33170521649889,1.48542682717024,1.09963185001446,1.12498976997866,1.09220743809709,0.802234583948491,1.28924428515664,0.776777790428054,1.0036022366802,0.577440913388613,1.4157586665225,0.803557702272013,3.04001567884788,5.26190685982807,3.19723635491871,0.880803051638192,0,0.570657220305291,1.24610400988392,1.600269753509,2.29924465779607,0.899098272104083,1.3305584000308,1.31730406836191,1.1839628348426,1.78617812879877,0.693676516567757,1.77778790427355,0.903809558578697,0.866551957374767,0.733701413458681,0.688404188397458
"6024","BMPR2",3.93357263826102,3.31208426151475,4.33628338786443,2.87263179113525,3.06488285158485,4.8444860877578,3.19329865106882,2.69309661038579,4.41278152533848,3.23802251782572,4.00629802390037,3.98367769469807,3.21521263491763,3.75060650483559,4.84398384404833,3.03544796058228,3.86987140617771,3.43949016414434,3.65191274464578,2.80198636411462,3.38653507018475,4.04526821513853,4.60762622084549,4.49633451341711,3.28154989336664,3.27441076931784,4.45877569908024,4.29865831556452,4.34553831007001,4.35614381022528,3.2621324395394,4.15380533607904,3.33328060211727,3.14763232682386,3.79805051476751,3.40694476837608,4.34269695998193,3.39506279951758
"6025","FAM117B",1.71149490665009,0.347779026702262,1.65030502892003,0.909734708553116,1.13290581201151,1.44148347958264,1.42599632135108,1.35558014737736,1.41196851036013,1.799087306074,0.357608303813848,0.83244448164531,1.14274017211608,1.20476675065461,1.44148347958264,0.869239718776284,0.888149004015846,0.881664619320345,1.76553474636298,1.9913177569002,1.5786972376487,2.05102400302447,2.605257262939,2.58856473740135,2.68077442549246,1.17696099208944,1.90458043492132,2.12928301694497,2.42599632135108,2.70376517879341,2.2103888644454,2.13684760419288,1.78366618090783,1.26243315763135,1.90033550864098,2.31208426151475,1.35783347862949,1.42169458118029
