"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"34311","GRIK5",0.3418,0,1.79,0.06798,0.06327,0.3617,0.1617,0.08832,0.6853,0,0.1985,0.3122,0.4408,0.2709,0.3617,0.03542,0.2001,0,0.5416,0.3246,0.3344,0.2163,0.7069,0.01455,0.9167,0.07697,1.725,0.121,0.5225,0.5369,0.339,0.2478,0,0.1068,0.0597,0.1152,0.8428,0.08801
"34312","ZNF574",5.007,1.261,4.512,2.4,1.774,2.825,3.441,3.26,7.256,7.306,1.193,1.574,1.569,2.043,2.825,4.168,0.8309,1.671,2.903,2.15,1.867,2.784,8.051,4.259,9.029,2.903,4.883,5.816,3.726,4.665,2.78,2.706,9.379,1.008,3.378,5.331,3.236,3.289
"34313","POU2F2",0.1101,0.03495,0.3632,0.04507,0.06554,0.2712,0.2345,0.08132,0.142,0.05871,0.04328,0.04929,0.1826,0.09453,0.2712,0.1174,0.05236,0.04939,0.2611,0.4739,0.07644,0.09558,0.3347,0.3376,0.2337,0.2551,0.4641,0.08597,0.5083,0.2636,1.194,0.54,0.6443,0.05633,0.2226,0.7774,0.4085,0.1459
"34314","LNROP",1.116,0.6943,3.221,1.119,0.186,1.823,2.614,0.5769,2.014,0.5554,1.719,1.573,2.776,1.844,1.823,1.388,2.229,1.051,0.8104,4.544,0.1356,1.187,3.799,2.053,0.5527,0.7542,8.164,3.862,4.273,2.104,15.14,3.992,4.571,2.854,1.053,6.773,2.431,1.38
"34315","MIR4323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34316","DEDD2",0.3326,0.1478,0.4479,0.8574,0.3325,0.7241,0.6372,0.4126,0.4801,0.8274,0.4757,0.6251,0.2206,0.4496,0.7241,0.4964,0.5165,0.3132,0.5519,0.9206,0.4847,0.8081,1.91,0.8665,1.647,0.3146,2.197,0.6663,1.432,1.881,0.475,0.3858,0.908,0.06804,0.9934,1.499,0.5014,0.668
"34317","ZNF526",4.483,0.5943,6.051,1.838,2.078,6.002,3.617,2.541,3.784,6.745,2.128,3.227,2.098,2.606,6.002,2.158,1.263,3.688,4.331,5.651,4.15,3.514,12.77,5.125,8.324,3.639,11.9,9.843,7.31,8.67,4.034,7.479,8.848,3.032,4.291,7.176,4.269,4.357
"34318","GSK3A",22.59,2.067,13.43,6.327,6.141,16.7,18.98,13.05,24.15,38.11,7.565,4.463,5.809,8.402,16.7,12.39,4.002,7.303,13.88,11.28,10.22,10.44,32.31,20.43,19.35,9.219,18.75,27.71,44.91,29.07,24.45,25.57,19.68,4.84,14.88,34.58,13.27,5.816
"34319","ERF",16.15,1.936,19.16,6.66,4.119,18.7,9.796,8.172,73.05,27.52,6.463,4.408,6.575,7.022,18.7,7.945,4.181,7.452,9.19,5.858,8.413,12.75,41.13,20.59,38.12,8.136,29.86,38.91,7.731,25.02,8.127,11.03,16.9,1.978,15.78,12.09,15.78,11.5
"34320","CIC",2.798,0.1594,5.486,0.3083,0.777,4.312,1.165,1.103,8.901,2.209,0.5526,0.5478,0.8179,0.7947,4.312,0.3458,0.5969,0.6756,5.451,5.344,3.682,1.716,10.47,4.838,7.305,0.9816,10.66,4.932,2.597,7.983,1.873,3.156,4.005,0.5229,1.466,4.633,2.929,0.9145
"34321","PAFAH1B3",15.39,2.371,16.48,27.82,33.4,43.13,21.67,34.19,13.22,54.19,10.93,12.93,15.13,51.36,43.13,25.16,10.46,24.55,44.35,42.04,34.98,29.97,21.92,35,57.93,47.22,29.58,60.81,5.198,51.74,11.3,17.28,52.28,17.01,29.47,16.78,14.35,53.03
"34322","PRR19",0.2162,0,0.5545,0.2064,0.4803,0.3923,0.2301,0.3725,0.2601,1.345,0.1189,0,0.05975,0.3247,0.3923,0.04482,0.1999,0.4524,1.084,1.291,0.5689,0.7113,0.8432,0.6074,0.8922,0.779,1.275,0.9187,0.1724,1.358,0.06433,0.1742,2.038,0.1106,0.7364,0.1874,0.5432,0.4454
"34323","TMEM145",0,0,0,0.09531,0.6098,0,0,0.1032,0,0,0.07322,0,0.05517,0.04998,0,0,0,0.3133,2.209,2.655,3.758,0.2021,0.2831,0.3569,3.048,0.08992,0.5495,0.1212,0.1592,0.2091,0,0.03216,0.3893,0.03404,0.1046,0.05768,0,0.257
"34324","MEGF8",0.3707,0.0549,0.5547,0.2458,0.02288,0.3363,0.1462,0.1916,0.223,0.1879,0.0831,0.3118,0.2277,0.1237,0.3363,0.2306,0.1142,0.06465,0.5697,0.7154,0.3002,0.2711,0.891,0.3577,0.9689,0.2134,1.474,0.5251,0.6735,0.8053,0.2206,0.365,0.5088,0.1826,0.3022,0.5356,0.506,0.2015
"34325","MIR8077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34326","CNFN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1173,0,0,0,0.7219,0,0,1.223,0,0,0,0,0,0,0,1.967,0,0,0,0
"34327","LOC101930071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34328","LIPE-AS1",0.2092,0.06971,0.503,0.1124,0.04357,0.427,0.1113,0.05406,0.4719,0.2602,0.3453,0.4915,0.1734,0.03928,0.427,0.09757,0.5512,0.1642,1.112,0.5109,0.8258,0.1588,0.5563,0.4008,0.7122,0.1413,0.2468,0.5715,0.5631,0.3834,0.09337,0.2781,0.357,0.107,0.08222,0.2267,0.219,0.2424
"34329","LIPE",27.54,0.07935,5.269,0.3624,0.5704,1.404,0.6654,9.493,8.488,0.1111,0.4258,3.59,4.64,0.5365,1.404,0.4258,0.2147,0.1869,6.839,7.586,1.284,4.317,1.457,12.55,2.064,0.8045,1.44,1.87,61.86,1.372,2.684,5.698,2.99,0.1066,6.177,3.871,3.092,2.369
"34330","CXCL17",9.758,0.2477,1.341,1.996,0.1161,1.012,29.68,9.078,24.9,34.51,28.15,9.17,11.56,5.549,1.012,5.288,3.943,0,16.56,6.015,7.873,3.599,9.49,0.6409,0.3451,29.01,16.45,0.8886,0,73.87,0,5.053,364.7,0.6417,0.5479,3.021,12.03,3.446
"34331","CEACAM1",8.361,0.5496,1.395,1.619,1.493,2.09,13.53,2.315,21.25,18.78,1.22,1.537,1.698,0.8329,2.09,3.448,1.727,0.4686,7.875,5.66,7.564,3.044,8.303,10.66,11.3,2.594,6.139,12.04,1.48,12.02,0.6854,11.53,21.71,0.829,9.086,4.326,4.68,1.153
"34332","LOC105372407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34333","CEACAM8",0,0,1.101,0,0,0,0.1015,0,0,0,0,0,0,0.03582,0,0,0,0,0.02474,0,0,0,0,0.03655,0,0,0.05627,0.04343,0,0,0.04258,0,0,0,0.03749,0,8.469,0
"34334","PSG3",0,0,0.07832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2181,0,0,0,0,0,0,0
"34335","PSG8",0,0,0,0,0,0,0,0,0,0,0.1354,0.04819,0,0,0,0,0,0,0,0.0501,0.03737,0,0,0,0.1524,0,0,0,0,0,0,0,0.06,0,0,0,0,0
"34336","PSG8-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34337","PSG10P",0,0,0,0,0,0,0,0,0,0,0,0.06874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34338","PSG1",0,0,0.09942,0,0,0,0.05501,0,0.09326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396,0,0,0,0,0,0,0.4613,0,0,0,0,0,0,0
"34339","PSG6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011,0,0,0,0,0,0,0,0,0
"34340","PSG7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34341","PSG11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1706,0,0,0,0,0,0,0
"34342","PSG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5207,0,0,0,0,0,0,0
"34343","LOC107985349",0,0,0,0,0.04295,0,0,0,0.09304,0,0.1418,0,0.04275,0,0,0,0,0,0.05348,0.04197,0,0,0,0,0.06383,0,0,0,0,0,0.04602,0,0,0,0,0,0,0
"34344","PSG5",0,0,0,0,0.0536,0,0,0,0.1161,0,0.177,0,0.05334,0,0,0,0,0,0.06673,0.05237,0.03907,0,0,0,0.07964,0,0,0,0,0,0.1723,0,0,0,0,0,0,0
"34345","PSG4",0.2993,0,0.1919,0.07143,0,0,0,0.07734,0,0,0,0,0.04135,0.07491,0,0,0,0,0.3104,0.4061,0.212,0.07574,0,0,1.42,0,0,0.1363,0,0,0.4007,0.1688,0.09726,0,0,0.08647,0,0.1927
"34346","LOC284344",0,0,0,0,0,0,0,0.04593,0,0,0,0.06958,0,0,0,0,0,0,0,0.07234,0,0,0,0,0.11,0,0,0,0,0,0,0.04295,0.08664,0,0,0,0,0
"34347","PSG9",0,0,0,0,0,0.03435,0,0.01957,0,0,0,0.0593,0,0,0.03435,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0.0183,0.03692,0,0,0,0,0
"34348","CD177",0.05419,0.1204,9.278,0,0.1354,11.45,0.8075,0.2241,0.5867,0.8088,0.2385,0.1697,0.2246,0.6104,11.45,0.337,1.323,0.2551,0.7026,0.397,3.291,0.4937,0,0,1.677,0.07322,0.2557,0.5428,0.5187,0.05675,0.8223,0.1572,0.5284,0.05543,0.3834,0.4227,4.993,0.04186
"34349","TEX101",0,0,0,0,0,0,0.08968,0,0.3041,0.1048,0,0,0,0,0,0.0524,0,0,0.08739,0,0.05117,0,0,0,0.1043,0,0,0,0,0,0.07521,0.04072,0,0,0,0.07303,0,0.06509
"34350","LYPD3",23.38,1.283,17.11,7.803,3.259,19.09,90.41,9.29,66.72,16.8,16.45,17.36,7.644,22.45,19.09,18.48,4.236,1.315,31.88,53.83,36.71,40.38,250.4,23.55,54.53,30.01,19.67,3.307,3.788,47.11,5.071,11.48,18.8,5.287,12.3,16.23,15.68,10.29
"34351","PHLDB3",0.7076,0,0.4804,0.1788,0.3468,0.3776,0.5317,0.3012,0.9013,0.1553,0.1832,0.4237,0.1726,0.5001,0.3776,0,0.06926,0.2613,1.166,1.491,0.91,0.9165,3.144,0.4465,0.979,0.225,0.6384,0.7201,0.2988,1.351,0.2229,0.5231,0.3247,0.08515,0.3926,0.7216,0.3486,0.5145
"34352","ETHE1",13.88,7.234,20.43,14.4,10.73,26.72,70.84,21.44,25.3,31.88,14.26,18.41,38.98,24.78,26.72,46.93,6.676,14.22,23.57,36.2,21.07,13.44,14.76,26.47,21.56,30.04,41.59,14.57,17.62,33.81,22.75,28.95,33.55,10.79,36.62,35.96,31.9,19.8
"34353","ZNF575",0.674,0.03327,0.7924,0.05363,0,0.2038,0.07971,0.3871,0.4054,0.1863,0,0.1173,0,0.225,0.2038,0.1397,0,0,0.1553,0.5487,0.04548,0.05686,0.3983,0.1722,0.09271,0.0506,1.149,0.4774,0.448,0.4706,0.2674,0.181,0.2191,0,0.1177,0.5193,0.3136,0
"34354","XRCC1",20.08,1.745,26.52,12.24,12.06,25.61,15.56,11.39,20.22,12.58,8.685,8.375,11.28,11.15,25.61,8.46,5.528,12.33,19.28,18.72,17.76,20.38,31.65,16.84,47.19,8.307,38.45,25.24,26.98,35.28,21.1,19.87,25.47,5.991,9.378,20.94,17.49,10.29
"34355","PINLYP",7.919,3.376,6.794,7.893,1.337,7.961,3.759,2.544,5.793,1.73,4.474,9.972,17.92,3.777,7.961,3.926,5.698,2.687,3.274,2.788,3.444,3.494,4.781,6.232,1.457,1.591,10.1,7.893,11.78,5.155,5.158,6.414,3.235,5.637,3.701,6.215,12.46,7.11
"34356","IRGQ",0.3125,0.08331,0.1954,0.2462,0.1042,0.3686,0.4325,0.4038,0.6204,0.6026,0.07737,0.1468,0.09069,0.1878,0.3686,0.2429,0.1127,0.1472,0.3323,0.458,0.2752,0.1187,0.4654,0.3233,0.6964,0.2745,0.7927,0.5123,0.2991,0.8346,0.2092,0.3323,0.7161,0.1039,0.4053,0.5283,0.3141,0.2897
"34357","ZNF576",8.888,3.09,4.992,9.211,6.393,8.314,5.935,5.992,8.966,6.798,5.467,6.269,7.781,10.86,8.314,8.102,4.44,3.552,4.724,6.742,6.236,10.65,10.1,11.89,7.791,5.483,7.816,6.485,4.954,6.128,5.913,7.418,14.21,5.167,6.596,7.8,8.046,6.397
"34358","ZNF428",8.159,3.859,17.22,7.633,9.429,11.46,4.623,4.353,5.937,9.494,13.54,7.317,6.656,8.994,11.46,4.747,8.905,10.12,9.418,9.964,7.912,11.49,8.819,4.538,13.69,20.9,9.781,10.91,2.834,11.16,7.753,8.269,8.084,9.423,4.448,5.361,7.275,7.219
"34359","SRRM5",4.059,1.803,9.151,3.997,5.02,6.502,2.363,2.459,3.319,4.497,6.351,3.825,3.208,4.144,6.502,2.248,4.327,5.077,5.888,7.023,6.009,5.586,5.667,2.576,8.951,9.299,6.51,5.949,1.442,8.237,3.963,4.905,4.576,4.412,2.393,3.354,4.037,3.871
