"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"3983","LINC01804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3984","MYCNUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3985","MYCNOS",0,0.06314,0,0.05089,0,0,0,0,0,0,0.03909,0,0,0,0,0.08838,0.07883,0.1115,0,0.1157,0.04316,0,0.1512,0,0.08797,0.04801,0.08383,0,0,0.07442,0,0,0,0.1454,0.05586,0,0,0.0549
"3986","MYCN",0.5232,0.1627,0.4529,0.1124,0.3487,0.5696,0.5012,0.3515,0.2832,0.3254,0.3454,0.4916,0.08675,0,0.5696,0.1301,0.2031,1.478,0.2984,2.513,0.5401,0.4767,1.447,1.924,2.073,0.1767,2.654,0.3335,0.4382,8.164,0.6071,0.5816,0.3571,5.566,0.5346,0.4988,0.1753,0.1213
"3987","GACAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3988","LOC105373443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3989","LOC107985855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3990","LOC105373444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3991","CYRIA",11.16,5.389,9.407,2.671,6.606,7.114,9.378,2.125,10.02,6.502,3.215,7.06,9.009,4.323,7.114,6.557,2.948,8.988,3.305,2.917,1.427,3.144,7.185,5.941,1.636,3.711,12.54,23.8,23.12,4.183,16.31,13.74,8.104,4.266,9.534,10.28,12.27,3.676
"3992","LINC01866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3993","LOC105373447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3994","LOC105373448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3995","RAD51AP2",0,0.01041,0,0.01678,0,0.02126,0.02494,0,0,0,0.03867,0.01835,0,0,0.02126,0.02914,0,0,0.01215,0,0.04269,0,0,0.01795,0,0,0.02764,0.192,0,0,0,0,0,0.02397,0.03683,0,0,0
"3996","VSNL1",13.91,1.587,28.15,6.489,2.354,7.93,8.227,6.447,33.18,3.514,9.267,15.24,17.5,6.245,7.93,3.944,6.179,1.088,2.626,0.5207,2.946,2.712,9.752,10.29,8.578,0.3961,13.52,15.87,1.658,100.7,0.04758,7.677,3.95,20.47,5.447,4.851,33.26,9.43
"3997","SMC6",7.157,4.169,11.22,7.384,27.16,17.03,7.759,5.699,5.07,10.45,11.26,8.033,6.857,5.315,17.03,9.808,5.616,32.7,7.437,2.59,6.922,9.057,9.22,8.775,11.42,11.86,9.757,26.24,8.246,16.13,12.61,10.75,9.046,8.867,11.4,9.489,12.43,8.13
"3998","GEN1",0.798,1.512,1.405,1.326,7.1,1.626,0.9777,1.354,1.087,2.322,0.5799,0.9197,0.6492,0.8142,1.626,2.659,1.077,6.168,1.624,0.2942,0.7315,2.081,1.201,2.238,3.542,2.147,3.34,4.744,1.387,7.632,1.021,2.263,1.659,1.417,2,1.553,0.8576,1.384
"3999","LOC105373449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4000","MSGN1",0.1142,0,0,0,0,0,0,0,0,0.1421,0.06283,0.08943,0,0,0,0,0,0,0.9476,0.09298,0.2774,0,0,0.175,0.2828,0,0,0,0,0,0,0,0,0.5841,0,0,0,0
"4001","LOC112267888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4002","KCNS3",2.361,3.752,0.8578,6.8,0.2622,7.044,4.914,2.467,1.893,4.959,2.598,2.218,2.871,2.443,7.044,11.19,1.397,0.5763,4.951,2.99,10.04,1.275,4.297,1.93,1.169,0.7089,6.437,6.497,0.7532,16.21,0.4214,1.319,0.5115,1.637,3.835,1.773,4.042,2.959
"4003","LOC105373451",0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01102,0,0,0,0,0,0.02631,0,0,0,0,0,0,0,0,0,0,0,0,0
"4004","LOC105373454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005274,0,0.006176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4005","NT5C1B-RDH14",6.858,4.388,5.218,6.524,8.314,4.225,4.467,2.83,7.758,4.583,6.814,3.286,7.171,5.881,4.225,6.62,4.031,6.426,4.485,2.583,3.947,8.355,3.756,7.451,5.385,4.633,3.925,7.829,11.27,4.127,6.076,5.244,5.689,3.036,10.34,5.102,8.101,4.626
"4006","RDH14",13.33,8.58,10.18,12.64,16.33,8.626,9.078,5.624,15.39,9.145,13.32,6.371,14.06,11.71,8.626,13.17,7.938,13.54,8.642,5.107,7.62,16.23,7.403,14.8,11.29,9.736,8.095,15.53,21.93,8.213,11.99,10.19,11.09,6.217,20.19,10.03,15.93,9.088
"4007","LOC105373456",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03091,0,0,0,0,0.02134,0,0,0.01562,0,0,0,0,0,0,0,0,0,0.009945,0,0.02105,0,0,0,0
"4008","NT5C1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272,0,0,0.03982,0,0,0,0,0,0,0,0,0,0.02535,0,0,0,0,0,0
"4009","LINC01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4010","LOC105373455",0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4011","MIR4757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4012","OSR1",15.46,2.029,21.43,4.6,22.83,1.184,2.938,1.427,13.77,0.4994,0.994,3.341,5.826,2.111,1.184,0.4369,1.837,1.26,2.473,1.553,0.8839,2.934,4.484,7.961,0.6834,0.03391,1.125,16.36,4.083,6.149,1.478,15.16,2.545,1.566,19.05,8.57,22.53,1.628
"4013","LOC101928196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4014","LOC105373458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4015","LINC01808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4016","LOC105373459",0,0,0.04829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4017","LOC105373461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4018","LINC00954",0.4565,0.09014,0.4391,0.1816,0,0.09203,0.2699,0.1311,0,0.1893,0.0279,0.03972,0,0,0.09203,0.03154,0.1407,0.1592,0.2367,0.1239,0.06161,0.07702,1.349,0.3887,0.2512,0,0.5385,0.4619,0.3641,1.062,0.5886,0.3677,0.2473,0.2594,0.6379,0.7914,0.4673,0.3135
"4019","TTC32",4.063,3.827,3.439,6.633,7.311,0.4423,4.497,4.368,21.7,6.266,4.56,3.691,5.929,6.224,0.4423,7.074,1.893,6.376,6.742,3.308,9.968,8.144,2.074,4.732,6.237,6.588,3.068,7.103,1.167,4.255,2.176,5.341,2.06,4.073,1.916,4.085,2.722,6.152
"4020","WDR35",8.201,2.005,9.412,5.174,17.24,9.429,2.956,3.723,10.02,7.179,9.991,8.801,6.602,5.035,9.429,6.004,9.628,14.68,6.706,5.176,7.471,7.743,5.331,4.123,6.769,8.854,6.015,6.342,8.021,10.34,3.912,7.215,2.412,8.567,4.366,4.213,9.995,5.749
"4021","WDR35-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4022","MATN3",2.153,2.763,8.916,11.48,0.2989,60.82,0.7639,14.74,2.806,1.413,77.85,80.6,2.38,21.15,60.82,7.029,22.49,0.9386,13.71,9.348,30.25,17.26,16.41,6.874,21.77,1.253,5.221,2.233,2.003,2.129,0.3203,12,1.166,23.16,10.62,3.162,13.32,20.93
"4023","LAPTM4A",987.5,460.1,791.8,951.1,742.5,834.3,643.5,410.8,945.5,704.7,1138,1310,1335,866.4,834.3,1000,741.3,582.9,496.4,297.1,395.9,980.3,886.4,589.2,509,776.5,821.4,1608,1134,857.3,477.8,805.5,473.2,573.8,1051,541,1254,884.2
"4024","LAPTM4A-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4025","LOC107985807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4026","SDC1",8.649,16.48,41.76,10.65,3.168,127.1,29.22,61.11,13.5,41.47,28,21.33,5.37,10.95,127.1,72.18,13.49,2.82,15.21,26.4,32.5,8.629,126.2,12.93,16.5,86.92,63.83,20.09,1.65,84.45,11.93,21.67,22.57,15,65.62,14.31,15.75,19.79
"4027","PUM2",14.36,6.89,14.22,7.608,22.75,16.57,12.59,8.521,17.22,15.17,10.19,8.941,10.03,8.402,16.57,12.58,12.32,22.43,6.659,5.876,7.013,21.1,13.05,12.95,15.29,12.65,14.91,21.28,17.48,17.72,18.74,17.39,11.19,8.21,14.69,12.32,13.55,12.35
"4028","LOC105373465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4029","RHOB",124.8,3.071,48.28,42.52,10.66,79.77,14.03,116.9,115.1,33.91,62.66,37.49,28.93,21.35,79.77,37.04,25.44,15.21,74.48,232.6,80.59,99.68,55.05,44.65,112.1,55.13,49.24,19.41,133.1,32.81,8.823,16.83,23.62,5.221,56.77,27.61,148.2,73.57
"4030","LOC107985856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4031","LOC102724948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4032","HS1BP3",1.466,0.6095,4.284,0.4037,2.568,2.898,1.24,1.204,2.17,3.296,1.313,1.074,0.8726,1.186,2.898,0.8532,0.8027,1.74,2.29,2.264,2.602,1.841,4.658,1.627,4.514,2.616,4.456,3.662,2.428,3.503,1.963,2.171,1.411,0.7882,2.349,1.759,2.031,1.249
"4033","HS1BP3-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4034","LOC105373466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4035","GDF7",0.0165,0.01466,0.01587,0,0,0,0,0,0,0,0,0.02584,0,0,0,0.01026,0,0,0,0.01343,0,0.01253,0.07021,0.01264,0.02043,0,0,0.06011,0.01974,0,0.04419,0.007976,0,0,0.01297,0.0143,0.01382,0
"4036","LDAH",4.708,2.215,6.422,3.636,10.07,4.997,3.57,1.543,3.22,1.531,7.144,5.518,4.005,3.605,4.997,2.583,5.512,7.92,2.745,1.603,1.663,9.695,6.48,3.796,6.856,2.495,4.828,7.425,8.136,9.86,5.273,4.952,4.59,5.776,6.095,5.014,5.128,3.352
"4037","LINC02850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4038","APOB",0.6714,0.004811,0.1354,0.03877,0.009022,0.009825,0.04611,0.06157,0.03908,0,0.01787,0.1102,0.09877,0.01627,0.009825,0,0,0,0.02246,0,0,0.01645,0,0.06639,78.32,0.01463,0,0.02958,2.695,0,0.029,0.2094,0,0.005539,0.07661,0,0.03628,0.0502
"4039","TDRD15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4040","LOC105374317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02516,0
"4041","LOC105374318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4042","LOC100507562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4043","LOC107984020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4044","LOC101929230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4045","LINC01822",0,0,0,0,0,0,0.07653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695,0,0,0,0,0,0
"4046","LOC105374320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4047","LINC01830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4048","LINC01884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4049","LOC107985857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4050","LOC101929251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4051","LOC107985792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4052","LOC107985859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4053","LOC107985858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4054","LOC102723389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4055","LINC02923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4056","KLHL29",0.1103,0,0.1061,0,0,0,0.02347,0.06839,0.2786,0.192,0,0.03454,0.09143,0,0,0.01371,0.01223,0,0.03431,0.1077,0,0,0.1642,0,0,0,0.05204,0.02008,0.05277,0.3003,0,0.08528,0,0.04512,0.06934,0.1147,0.05541,0.05111
"4057","LOC105374325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4058","LOC102723401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4059","ATAD2B",0.5722,0.2906,0.401,0.3395,0.4699,0.9048,0.3481,0.2577,0.4721,0.4779,0.5172,0.7682,0.3186,0.3192,0.9048,0.4169,0.526,0.4876,0.4664,0.1597,0.2929,0.6021,0.3739,0.5325,0.7084,0.6186,0.3954,0.469,0.6358,0.2996,0.54,0.6085,0.2949,0.2258,0.5076,0.5527,0.4108,0.5305
"4060","UBXN2A",3.501,1.802,1.79,1.381,3.046,3.558,2.123,1.718,4.359,3.39,1.329,1.458,2.646,1.082,3.558,1.571,0.9095,2.678,1.62,0.5412,1.171,2.17,3.088,2.275,4.28,2.066,3.843,5.146,2.545,8.494,1.938,4.316,2.917,1.655,5.765,2.881,2.803,1.575
"4061","MFSD2B",0,0,0.08134,0,0.02348,0,0,0.08742,0,0,0,0,0.02337,0,0,0,0,0,0,0.09179,0,0.0214,0.02998,0,0.0349,0.03809,0,0.02567,0,0.08856,0.05032,0.01362,0,0,0.02216,0,0.04722,0.04355
"4062","WDCP",2.016,0.4994,2.983,1.249,2.616,2.18,0.949,0.7814,1.399,2.411,1.344,1.761,1.478,1.252,2.18,1.446,1.161,3.529,1.266,0.7258,1.201,2.149,1.443,1.574,3.551,0.969,1.738,2.894,2.226,3.045,2.63,1.761,1.928,1.328,1.767,2.554,1.688,1.288
"4063","FKBP1B",1.172,0.6021,1.127,1.075,0.2441,0.5317,0.4679,0.2272,1.388,0.3189,0.5844,0.9179,1.792,0.4401,0.5317,0.5467,0.3251,0.1725,0.4179,0.2087,0.4004,0.5562,0.8182,0.6736,2.086,0.09899,1.642,0.3669,0.5259,1.112,0.2943,0.6373,0.3571,0.3934,0.9213,0.4762,2.301,1.075
"4064","SF3B6",94.67,258.8,94.9,140.8,215.7,170.9,109.3,118.4,112.8,196.3,232.6,148.1,126.2,81.15,170.9,135.7,156.2,177.3,97.21,48.57,74.04,219.7,95.2,95.4,267.3,259.6,200.6,251.8,98.08,237.1,82.82,131.6,107.2,159.2,229.7,71.88,130.2,111.2
"4065","FAM228B",3.195,3.529,9.66,0.9153,0.6845,4.804,2.915,3.303,4.942,2.953,3.164,3.861,6.813,4.457,4.804,2.328,4.861,0.5731,4.829,6.095,4.879,1.802,1.651,1.609,2.034,2.097,3.016,2.743,4.151,2.486,6.112,6.178,2.047,1.821,3.803,3.007,6.958,1.411
"4066","TP53I3",6.433,3.959,9.821,3.762,6.097,16.49,3.078,4.789,3.621,4.552,5.812,6.979,8.27,3.28,16.49,5.873,4.714,9.356,4.224,3.363,2.294,4.437,9.543,5.246,3.799,1.635,7.868,8.975,6.143,8.283,2.634,8.016,6.791,4.166,7.516,6.344,9.788,4.56
"4067","PFN4",0.1869,0.1661,0.1199,0.1785,0.05192,0.7915,0.3317,0.3865,0.5623,0.07751,0.1371,0.3416,0.465,0.234,0.7915,0.155,0.2074,0.2934,1.196,0.6088,0.719,0.9463,0.3314,0.3343,0.4629,0.3368,0.3676,0.2837,0.5964,0.8484,0.1669,0.2711,0,0.2868,0.3919,0.108,0.3653,0.4333
"4068","LOC105374328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4069","FAM228A",1.341,0.8194,0.1613,0.2401,0.1397,0,0.5354,0.13,0.4539,0.1043,0.1845,0.9192,0.3476,0.1259,0,0.1043,0.1395,0,0.1739,0.4095,0.1527,0.2546,0.6243,0.3212,0,0,0.5934,0,0.4012,0,0.2993,0.7294,0.1635,0.4288,0.4613,0.2907,0.3511,0.4534
"4070","ITSN2",3.57,0.4672,6.494,0.7066,2.618,3.439,2.612,1.55,5.67,2.342,1.85,1.759,1.755,1.385,3.439,0.8478,1.26,3.607,3.461,3.404,3.643,4.505,4.889,2.139,3.166,2.509,5.468,6.952,5.017,3.889,6.93,4.895,2.203,1.866,3.164,4.175,3.86,1.725
"4071","LOC105374329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4072","NCOA1",10.18,1.003,10.5,1.519,3.793,7.378,5.964,2.423,12.08,5.711,2.719,4.464,5.226,4.705,7.378,1.754,2.719,3.45,9.373,9.804,9.96,10.93,6.602,4.95,6.624,2.274,7.735,8.717,8.589,9.637,8.075,10.04,6.621,2.498,4.985,8.786,11.67,2.841
"4073","PTRHD1",88.22,78.99,59.92,103.6,105.1,60.64,70,44.91,82.98,81.8,67.66,70.97,80.68,59.23,60.64,70.66,54.57,86.02,62.95,71.39,43.67,120.6,31.57,71.7,74.47,65.03,56.46,76.44,77.41,48.16,60.38,75.98,57.35,113.5,79.85,72.3,65.38,71.67
"4074","LOC105369164",0.1185,0,0,0.08489,0,0,0,0,0,0,0,0,0,0,0,0.07372,0,0.186,0,0,0,0,0,0,0,0.08009,0,0,0,0,0.1058,0,0,0.06063,0,0,0.09929,0.09158
"4075","CENPO",11.59,10.48,8.988,14.2,17.44,10.35,9.653,7.129,11.82,13.04,9.333,10.02,10.86,8.027,10.35,11.06,7.44,12.18,10.14,9.685,6.533,16.83,5.868,11.33,19.21,11.11,12.12,14.73,10.93,17.84,8.464,12.87,10.46,16.72,13.52,11.21,9.299,10.34
"4076","ADCY3",9.606,2.849,20.97,2.204,4.797,6.129,5.31,2.991,10.03,10.92,1.929,4.04,4.561,2.269,6.129,2.358,4.174,5.681,6.238,4.571,3.116,4.112,9.581,4.543,12,5.142,24.18,10.95,16.51,27.79,4.86,12.52,6.086,3.513,10.04,7.313,11.98,4.558
"4077","LOC105377626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4078","DNAJC27",3.567,0.4977,1.56,0.95,1.204,1.952,1.098,1.219,3.086,1.063,1.103,1.016,1.711,0.7749,1.952,1.173,0.8994,0.8329,1.743,0.72,1.54,1.679,1.004,1.175,1.277,0.5378,1.565,1.879,2.963,2.223,1.579,2.437,1.265,0.8595,1.39,1.661,3.21,1.617
"4079","DNAJC27-AS1",0,0,0,0,0,0,0,0,0,0,0,0.1025,0.02713,0,0,0,0,0,0,0.02664,0.01987,0.02484,0.0348,0,0.1215,0.02211,0,0,0,0,0.08761,0.03163,0.0638,0,0,0.02836,0.05481,0.02528
"4080","EFR3B",0.2665,0.9979,0.6225,0.09541,0.03172,0.449,0.08104,0.1574,0.6526,0.3078,0.09425,0.1938,0.2999,0.2573,0.449,0.07102,0.1689,0.08962,1.204,0.4184,1.04,0.4769,0.4454,0.3063,3.134,0.03858,0.3593,0.7453,0.2733,0.3189,0.1019,0.9108,0.2598,0.1752,3.007,0.3795,0.7333,0.2794
"4081","POMC",0,0.09144,0,0,0,0,0,0,0.3714,0,0,0,0,0.07728,0,0,0,0,0,0,0,0,0.2189,0.1577,0.1274,0,0.1214,0,0,0.2155,0,0.6466,0.4014,0.2105,0.4044,0.1784,0,0
"4082","LINC01381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4083","DNMT3A",0.5661,0.3745,0.605,0.3874,1.08,0.9473,0.549,0.6372,0.3632,1.737,0.526,0.3054,0.3651,0.3685,0.9473,0.5946,0.4884,0.6515,0.9655,0.8296,0.7105,0.5158,0.9635,0.6169,1.635,0.7905,1.336,1.638,0.4967,2.016,0.7074,1.709,0.9077,1.557,1.256,1.014,0.5268,0.69
"4084","MIR1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4085","DTNB",6.413,2.007,5.845,1.839,2.922,4.307,5.205,3.699,8.088,8.969,2.71,2.428,3.54,2.169,4.307,3.063,2.722,4.226,8.783,11.49,8.607,7.318,5.145,3.353,4.167,5.314,7.44,14.68,4.027,8.831,4.507,5.523,5.199,5.246,3.203,5.359,5.208,2.956
"4086","DTNB-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02191,0.03439,0,0,0,0,0,0,0,0,0,0,0,0.02042,0.04119,0,0,0,0,0
"4087","LOC105374332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4088","ASXL2",2.521,0.3031,2.836,0.6127,1.801,3.378,2.904,1.793,3.088,3.811,0.9096,1.467,1.217,1.172,3.378,0.9347,0.8978,1.651,3.238,2.664,3.729,2.976,6.912,3.792,7.629,1.234,6.493,5.18,4.095,8.864,3.881,4.191,2.48,1.579,3.099,4.47,3.341,1.393
"4089","KIF3C",2.656,0.6447,3.029,0.4314,1.049,3.403,1.224,1.146,3.212,2.588,1.25,0.7505,0.9762,0.9665,3.403,0.4257,0.7442,1.031,0.7952,0.6241,0.5654,1.372,7.543,3.063,5.424,0.888,5.814,5.66,2.457,10.09,1.222,2.197,2.109,0.8122,2.97,0.9493,2.5,0.9096
