"Method","Cell_Type","Timepoint","test","p_value","FDR","n_clusters","note","Fun-CIM_n","Dys-CIM_n","Fun-CIM_mean","Dys-CIM_mean","Fun-CIM_sd","Dys-CIM_sd"
"consensus_tme","cytotoxicity score","Biopsy","wilcox_rank_sum",0.0000678642027953837,0.00562613523637015,2,NA,25,11,-0.127709777736029,0.104455680332559,0.117378511233422,0.113478430606282
"consensus_tme","immune score","Biopsy","wilcox_rank_sum",0.000523324474622155,0.00802363242062288,2,NA,25,11,0.00792241870085873,0.166870264634267,0.0923580084584513,0.102803071822571
"epic","B cell","Biopsy","wilcox_rank_sum",0.050290565257808,0.122053506693107,2,NA,25,11,0.00745692563257635,0.0193771989337506,0.0104945135681271,0.0215909125242113
"epic","Cancer associated fibroblast","Biopsy","wilcox_rank_sum",0.0332382658652575,0.0897433178361954,2,NA,25,11,0.264351001841413,0.113732523669697,0.260753825100029,0.143072285637926
"epic","Endothelial cell","Biopsy","wilcox_rank_sum",0.24295920492662,0.388734727882593,2,NA,25,11,0.0360490876083338,0.0232422129592655,0.0358619249486561,0.0237988332197878
"epic","Macrophage","Biopsy","wilcox_rank_sum",0.027957870983212,0.0784272744464128,2,NA,25,11,0.012314955685695,0.0364709195133684,0.00840553199505289,0.0589183524007623
"epic","NK cell","Biopsy","wilcox_rank_sum",0.353807458171601,0.493275672952553,2,NA,25,11,0.00011936228253069,0.00218835991850015,0.000250772072873136,0.00641899666050944
"epic","T cell CD4+","Biopsy","wilcox_rank_sum",0.705608807329843,0.81503477210292,2,NA,25,11,0.038991600872538,0.0431617187035612,0.0265538724815319,0.0194697712902265
"epic","T cell CD8+","Biopsy","wilcox_rank_sum",0.00486211367558536,0.0210043310785287,2,NA,25,11,0.0117066402312366,0.0228739513490432,0.0105094452127611,0.01044424558722
"epic","uncharacterized cell","Biopsy","wilcox_rank_sum",0.0992690238263269,0.208175816956181,2,NA,25,11,0.629010425845677,0.738953114952814,0.237079714934626,0.202447763905897
"estimate","ESTIMATEScore","Biopsy","wilcox_rank_sum",0.00818550393779792,0.0310187517642868,2,NA,25,11,1207.66104080613,2318.20464145057,1087.57821796447,1158.10383949853
"estimate","ImmuneScore","Biopsy","wilcox_rank_sum",0.00086485698709489,0.00849491545288936,2,NA,25,11,756.925409035075,1767.46865871973,663.714112774433,753.261347865681
"estimate","StromalScore","Biopsy","wilcox_rank_sum",1,1,2,NA,25,11,450.735631771057,550.735982730842,638.659963940806,536.483984397391
"estimate","TumorPurity","Biopsy","wilcox_rank_sum",0.00818550393779792,0.0310187517642868,2,NA,25,11,0.70038598924924,0.577639199887204,0.105693765233262,0.132922188593435
