Category,gene,METABRIC_OS_HR,METABRIC_OS_CI_lower,METABRIC_OS_CI_upper,METABRIC_OS_p_value,METABRIC_OS_p_adj_BH,SCANB_OS_HR,SCANB_OS_CI_lower,SCANB_OS_CI_upper,SCANB_OS_p_value,SCANB_OS_p_adj_BH,METABRIC_DSS_HR,METABRIC_DSS_CI_lower,METABRIC_DSS_CI_upper,METABRIC_DSS_p_value,METABRIC_DSS_p_adj_BH,METABRIC_RFI_HR,METABRIC_RFI_CI_lower,METABRIC_RFI_CI_upper,METABRIC_RFI_p_value,METABRIC_RFI_p_adj_BH,SCANB_RFI_HR,SCANB_RFI_CI_lower,SCANB_RFI_CI_upper,SCANB_RFI_p_value,SCANB_RFI_p_adj_BH,SCANB_DRFI_HR,SCANB_DRFI_CI_lower,SCANB_DRFI_CI_upper,SCANB_DRFI_p_value,SCANB_DRFI_p_adj_BH
Fun-CIM,ABCA1,1.0876,0.9545,1.2393,0.2074,0.3564,0.9265,0.8206,1.046,0.2173,0.3006,1.0972,0.9564,1.2587,0.1856,0.3897,1.0861,0.954,1.2364,0.212,0.3761,1.0518,0.92,1.2025,0.4599,0.5697,1.0064,0.8699,1.1643,0.9316,0.9373
Fun-CIM,ABCA7,1.0539,0.9287,1.196,0.4161,0.5537,1.045,0.9141,1.1945,0.5193,0.5865,1.107,0.9712,1.2617,0.128,0.3354,1.1108,0.9786,1.2608,0.1041,0.2606,0.9552,0.8245,1.1067,0.542,0.6504,0.9527,0.8108,1.1194,0.5561,0.6501
Fun-CIM,ABCD2,1.0098,0.8846,1.1526,0.8856,0.9366,0.8791,0.7707,1.0027,0.05494,0.09702,1.0328,0.8992,1.1863,0.6481,0.7584,0.9986,0.8752,1.1394,0.9839,0.9962,0.8581,0.7366,0.9995,0.04922,0.09964,0.7964,0.67,0.9467,0.009869,0.02657
Fun-CIM,ALOX5,0.8666,0.7586,0.9899,0.0349,0.1419,0.8581,0.76,0.9688,0.0134,0.03179,0.8905,0.7741,1.0245,0.1048,0.2992,0.8736,0.7641,0.9989,0.04818,0.2208,0.8333,0.7261,0.9563,0.009428,0.03696,0.7951,0.6843,0.9239,0.002768,0.01021
Fun-CIM,ATM,0.8429,0.7337,0.9684,0.01579,0.1286,0.822,0.7228,0.9348,0.002809,0.01036,0.855,0.739,0.9892,0.03523,0.2763,0.8569,0.7456,0.9847,0.02948,0.1983,0.8664,0.7499,1.0011,0.05173,0.103,0.8141,0.6948,0.9538,0.01093,0.02752
Fun-CIM,BCL6,1.0248,0.8972,1.1704,0.7182,0.8176,0.9717,0.8615,1.0959,0.6395,0.7003,1.0108,0.8783,1.1633,0.881,0.9259,1.0569,0.9244,1.2084,0.4178,0.5715,1.0524,0.92,1.2038,0.4568,0.5697,1.0827,0.9346,1.2542,0.2897,0.3847
Fun-CIM,BTK,0.9187,0.8,1.055,0.2297,0.3716,0.8043,0.709,0.9124,0.0007128,0.00408,0.9418,0.814,1.0898,0.421,0.6202,0.8833,0.7657,1.019,0.08872,0.2524,0.7984,0.6936,0.9192,0.001732,0.01106,0.7534,0.6457,0.879,0.0003197,0.002412
Fun-CIM,BTN3A1,0.8975,0.7823,1.0296,0.1226,0.2601,0.8267,0.7306,0.9354,0.002536,0.009566,0.9071,0.7848,1.0486,0.1874,0.3897,0.9074,0.791,1.0408,0.165,0.3166,0.8142,0.7103,0.9333,0.003156,0.01637,0.7957,0.6851,0.9242,0.002764,0.01021
Fun-CIM,BTN3A2,0.8928,0.7855,1.0148,0.08262,0.2065,0.8655,0.7676,0.9759,0.01833,0.04169,0.8994,0.7853,1.0301,0.1257,0.3345,0.87,0.7653,0.9892,0.0335,0.2015,0.9104,0.7975,1.0394,0.165,0.256,0.8879,0.7683,1.026,0.1069,0.1694
Fun-CIM,BTN3A3,0.8166,0.7144,0.9333,0.002952,0.1226,0.861,0.7627,0.9718,0.0154,0.03601,0.8236,0.715,0.9486,0.00711,0.1687,0.8346,0.7309,0.953,0.007547,0.1711,0.8639,0.7558,0.9874,0.03194,0.08156,0.8526,0.7365,0.9871,0.03284,0.06648
Fun-CIM,CARD11,0.9763,0.8547,1.1151,0.7235,0.8176,0.8588,0.7549,0.9769,0.02061,0.04478,1.0038,0.8705,1.1574,0.9586,0.9645,0.9764,0.8502,1.1212,0.7345,0.8244,0.8106,0.7005,0.938,0.004806,0.0228,0.7841,0.6678,0.9206,0.002986,0.01078
Fun-CIM,CARD8,0.9469,0.8312,1.0787,0.412,0.5527,0.8076,0.7131,0.9146,0.0007617,0.004215,0.9575,0.8338,1.0995,0.5381,0.6777,0.9703,0.8519,1.1051,0.6496,0.7495,0.8622,0.7512,0.9896,0.03502,0.08298,0.8192,0.7043,0.9528,0.009698,0.02657
Fun-CIM,CBLB,1.0406,0.9142,1.1844,0.5468,0.6634,0.93,0.8193,1.0557,0.2618,0.3477,1.0291,0.8977,1.1796,0.6808,0.7911,1.0043,0.8821,1.1434,0.9482,0.9778,1.0409,0.9019,1.2013,0.5838,0.6864,1.0114,0.8637,1.1845,0.8877,0.9096
Fun-CIM,CCR2,0.8441,0.7329,0.9721,0.01861,0.1286,0.7989,0.7069,0.9027,0.0003174,0.002635,0.8566,0.7388,0.9931,0.04016,0.2763,0.8491,0.7377,0.9773,0.02262,0.1983,0.7671,0.6697,0.8786,0.0001293,0.002249,0.7099,0.6118,0.8238,0.000006381,0.0001513
Fun-CIM,CD209,0.9553,0.8282,1.1019,0.5302,0.6528,0.9887,0.8752,1.117,0.8556,0.8851,0.9699,0.8359,1.1253,0.6865,0.7921,0.9798,0.8541,1.124,0.7708,0.8535,0.9622,0.842,1.0995,0.571,0.6771,0.9167,0.7916,1.0617,0.2457,0.3371
Fun-CIM,CD274,0.8912,0.7723,1.0284,0.1148,0.2526,0.7529,0.6591,0.8601,0.00002907,0.0008043,0.8798,0.7559,1.0241,0.09848,0.2992,0.8872,0.7701,1.022,0.09726,0.2588,0.7458,0.643,0.8651,0.0001073,0.002249,0.6809,0.5772,0.8032,0.000005161,0.0001513
Fun-CIM,CD28,0.9526,0.8313,1.0916,0.4848,0.606,0.8667,0.7648,0.982,0.02481,0.05149,0.9869,0.8561,1.1377,0.8553,0.9105,0.9581,0.8354,1.0988,0.5405,0.686,0.8658,0.754,0.9941,0.04095,0.08761,0.8396,0.7213,0.9772,0.02393,0.05227
Fun-CIM,CD38,0.8566,0.7459,0.9838,0.02843,0.1336,0.8783,0.7736,0.997,0.04484,0.08271,0.8736,0.7556,1.0101,0.0681,0.2808,0.8539,0.7431,0.9812,0.02596,0.1983,0.8199,0.7109,0.9457,0.006411,0.02801,0.7522,0.6417,0.8818,0.0004454,0.003057
Fun-CIM,CD4,0.9375,0.819,1.0731,0.3492,0.4964,0.929,0.817,1.0565,0.2618,0.3477,0.9776,0.8493,1.1252,0.7521,0.8273,0.9644,0.8443,1.1015,0.5929,0.7193,0.8595,0.7452,0.9913,0.03755,0.08358,0.8453,0.7227,0.9888,0.03565,0.06962
Fun-CIM,CD40,0.8767,0.7657,1.0037,0.05661,0.1847,0.9346,0.824,1.06,0.2922,0.385,0.8888,0.7704,1.0255,0.1063,0.2992,0.883,0.7709,1.0114,0.07237,0.2356,0.8549,0.7415,0.9857,0.0309,0.08136,0.8238,0.7043,0.9635,0.0153,0.03629
Fun-CIM,CD69,0.8443,0.7325,0.9731,0.01947,0.1286,0.7052,0.6196,0.8028,1.261E-07,0.00002094,0.8621,0.7426,1.0007,0.05111,0.2763,0.8434,0.7317,0.972,0.01871,0.1983,0.7503,0.6497,0.8665,0.00009248,0.002249,0.6742,0.5753,0.7901,0.000001112,0.0001513
Fun-CIM,CD74,0.8602,0.7529,0.9828,0.02675,0.1336,0.9841,0.8644,1.1202,0.8079,0.8435,0.8694,0.7545,1.0018,0.05295,0.2763,0.8734,0.7631,0.9998,0.04962,0.2213,0.901,0.7782,1.0431,0.1629,0.2551,0.9068,0.7718,1.0654,0.2342,0.3267
Fun-CIM,CD84,0.9045,0.7879,1.0383,0.1537,0.3028,0.8849,0.776,1.009,0.06783,0.1161,0.9065,0.7832,1.0493,0.1884,0.3897,0.8854,0.7705,1.0174,0.08605,0.2491,0.9093,0.7863,1.0515,0.1997,0.2934,0.8628,0.7347,1.0132,0.07184,0.1216
Fun-CIM,CFLAR,0.9642,0.8398,1.1071,0.6052,0.7184,1.0383,0.9166,1.1761,0.5546,0.6179,0.9652,0.8344,1.1166,0.634,0.7584,0.9591,0.8344,1.1024,0.5564,0.6955,0.9582,0.837,1.097,0.5362,0.6498,0.9135,0.7881,1.0589,0.23,0.3236
Fun-CIM,CLEC2B,0.9155,0.7982,1.0499,0.2063,0.3564,0.8769,0.7706,0.9978,0.04616,0.0842,0.9217,0.7978,1.0648,0.2681,0.4656,0.9412,0.8207,1.0794,0.3859,0.5489,0.9902,0.8589,1.1415,0.8919,0.914,0.949,0.8114,1.1098,0.512,0.6027
Fun-CIM,CLEC4E,0.9907,0.87,1.1282,0.8883,0.9366,0.8687,0.766,0.9853,0.02844,0.05688,1.0236,0.8931,1.1732,0.737,0.8272,0.966,0.8479,1.1005,0.603,0.721,0.8559,0.7454,0.9828,0.02741,0.0754,0.7916,0.6793,0.9224,0.002746,0.01021
Fun-CIM,CMKLR1,0.9801,0.857,1.1209,0.7692,0.8406,0.9744,0.8604,1.1034,0.6825,0.7357,1.0059,0.874,1.1577,0.9343,0.9575,1,0.8768,1.1405,0.9999,0.9999,0.9954,0.8636,1.1474,0.9497,0.9555,0.98,0.8384,1.1456,0.8001,0.8406
Fun-CIM,CREBRF,0.84,0.7337,0.9617,0.01155,0.1286,0.7603,0.6653,0.8689,0.00005721,0.001041,0.837,0.7253,0.9659,0.01487,0.194,0.8814,0.7703,1.0086,0.06648,0.2266,0.8351,0.7211,0.9671,0.01608,0.05314,0.8086,0.6881,0.9503,0.009925,0.02657
Fun-CIM,CSF2RB,0.8939,0.7721,1.035,0.1335,0.272,0.8819,0.776,1.0021,0.0539,0.09702,0.9016,0.7723,1.0525,0.1894,0.3897,0.89,0.7676,1.0319,0.1226,0.281,0.8001,0.6933,0.9233,0.002274,0.01302,0.7495,0.6391,0.8789,0.0003886,0.002805
Fun-CIM,CTSH,0.9779,0.8508,1.124,0.7533,0.8376,0.9062,0.8009,1.0254,0.1182,0.1834,0.9948,0.8602,1.1504,0.9436,0.9611,0.9672,0.8434,1.1092,0.6334,0.7466,0.8722,0.7598,1.0013,0.05214,0.103,0.8592,0.7387,0.9994,0.04909,0.08763
Fun-CIM,CTSS,0.8504,0.7432,0.9731,0.01844,0.1286,0.9204,0.8079,1.0486,0.2127,0.2968,0.8654,0.7505,0.9979,0.04674,0.2763,0.8281,0.7225,0.9491,0.006711,0.1711,0.924,0.8005,1.0664,0.2798,0.3932,0.8649,0.7382,1.0134,0.07254,0.1216
Fun-CIM,CXCL12,0.8817,0.7709,1.0085,0.06634,0.1847,0.8674,0.7687,0.9788,0.02097,0.04478,0.8736,0.7576,1.0073,0.06286,0.2799,0.9359,0.8165,1.0728,0.3415,0.5122,1.0201,0.8898,1.1694,0.7754,0.8387,1,0.8616,1.1608,0.9996,0.9996
Fun-CIM,CYBB,0.8844,0.776,1.008,0.06566,0.1847,0.8643,0.76,0.9828,0.02612,0.05288,0.9032,0.7866,1.037,0.1486,0.3659,0.883,0.7745,1.0068,0.06308,0.222,0.8734,0.759,1.0049,0.05855,0.1117,0.8124,0.6964,0.9476,0.008183,0.02426
Fun-CIM,CYP1B1,0.9499,0.8305,1.0865,0.4535,0.579,0.969,0.8621,1.0891,0.5969,0.6606,0.9672,0.8396,1.1141,0.6439,0.7584,1.0014,0.8754,1.1454,0.9841,0.9962,1.0621,0.9315,1.2111,0.3681,0.4888,0.9922,0.8592,1.1457,0.915,0.9261
Fun-CIM,DAPK1,0.9953,0.8668,1.1428,0.9466,0.9687,1.0098,0.8881,1.1483,0.8812,0.8974,1.0221,0.8847,1.1807,0.767,0.8381,0.9828,0.8561,1.1283,0.8056,0.8632,1.016,0.8827,1.1694,0.8254,0.8727,0.9796,0.8388,1.144,0.7943,0.8398
Fun-CIM,DLL1,0.9414,0.8283,1.0699,0.355,0.4964,1.0495,0.923,1.1933,0.4612,0.5353,0.9239,0.8069,1.0579,0.252,0.4471,0.9921,0.8719,1.1288,0.9038,0.9559,1.1991,1.034,1.3907,0.01632,0.05314,1.2119,1.0307,1.425,0.02005,0.04622
Fun-CIM,DOCK10,0.8249,0.721,0.9437,0.005043,0.1226,0.7312,0.6447,0.8293,0.000001104,0.00006109,0.8419,0.7307,0.9701,0.01735,0.2045,0.824,0.7195,0.9437,0.005147,0.1711,0.7804,0.6783,0.8979,0.0005297,0.004885,0.7518,0.6444,0.877,0.0002844,0.002248
Fun-CIM,DOCK11,0.9201,0.8055,1.051,0.22,0.3671,0.8413,0.7429,0.9528,0.006477,0.01822,0.952,0.828,1.0945,0.4894,0.6695,0.9146,0.8004,1.0452,0.1898,0.3519,0.9396,0.816,1.0819,0.3862,0.5002,0.8892,0.7618,1.0379,0.1367,0.2082
Fun-CIM,DOCK2,0.8527,0.7444,0.9767,0.0214,0.1308,0.8486,0.7469,0.964,0.01162,0.02879,0.8845,0.7666,1.0205,0.09255,0.2992,0.864,0.7539,0.9901,0.03541,0.2015,0.8482,0.736,0.9774,0.0229,0.06788,0.8116,0.6945,0.9485,0.008674,0.02483
Fun-CIM,DOCK8,0.8903,0.7774,1.0196,0.09304,0.2162,0.8143,0.721,0.9197,0.0009414,0.004736,0.9066,0.7859,1.0458,0.1784,0.3897,0.8763,0.7648,1.004,0.05713,0.222,0.8486,0.7418,0.9709,0.01686,0.05382,0.7923,0.6841,0.9175,0.001872,0.008396
Fun-CIM,DTX1,0.9767,0.8628,1.1057,0.71,0.8176,1.0553,0.9319,1.1951,0.3961,0.4871,1.0151,0.8894,1.1586,0.8243,0.889,1.0051,0.8841,1.1426,0.9382,0.977,1.0642,0.9227,1.2274,0.3929,0.5017,1.1059,0.9453,1.2938,0.2086,0.2985
Fun-CIM,EDA2R,0.9948,0.8601,1.1505,0.944,0.9687,0.8162,0.7199,0.9254,0.001527,0.006269,0.9707,0.8345,1.1291,0.6999,0.802,1.0319,0.8958,1.1886,0.6636,0.7604,0.9254,0.805,1.0638,0.2759,0.3914,0.9336,0.8015,1.0875,0.3774,0.471
Fun-CIM,EDEM1,0.8358,0.7326,0.9534,0.007593,0.1226,0.7826,0.6892,0.8885,0.0001547,0.001712,0.7953,0.6918,0.9143,0.001279,0.1687,0.7923,0.6944,0.9039,0.0005372,0.05678,0.7956,0.6886,0.9192,0.001913,0.01176,0.7656,0.6532,0.8974,0.0009782,0.005599
Fun-CIM,FAS,0.8792,0.7569,1.0213,0.09217,0.2162,0.9161,0.8118,1.0338,0.1552,0.2321,0.8672,0.7397,1.0165,0.07877,0.2911,0.876,0.7552,1.0161,0.08029,0.2366,0.8947,0.7852,1.0195,0.09493,0.1648,0.8619,0.748,0.9932,0.03994,0.07621
Fun-CIM,FCGR2B,0.9225,0.8043,1.058,0.2484,0.3866,1.1167,0.9845,1.2667,0.08593,0.1385,0.9559,0.8291,1.1023,0.5352,0.6777,0.909,0.7913,1.0442,0.1775,0.3367,1.1687,1.0121,1.3495,0.03365,0.08193,1.1856,1.0124,1.3884,0.03461,0.0684
Fun-CIM,FCRL5,0.8902,0.7663,1.0341,0.1281,0.2642,0.8722,0.7705,0.9874,0.03071,0.05998,0.9081,0.7756,1.0633,0.231,0.4282,0.9052,0.779,1.0519,0.1937,0.3551,0.7896,0.6843,0.9111,0.001215,0.009603,0.7252,0.6175,0.8516,0.000089,0.0008691
Fun-CIM,FGL2,0.8351,0.7349,0.949,0.005736,0.1226,0.7871,0.6945,0.892,0.000176,0.001826,0.8387,0.7322,0.9607,0.01111,0.194,0.8415,0.7392,0.958,0.009087,0.1711,0.8419,0.7336,0.9661,0.01425,0.05144,0.7879,0.6773,0.9165,0.002004,0.008531
Fun-CIM,FLT3LG,0.9183,0.8014,1.0523,0.2202,0.3671,0.9209,0.8093,1.0479,0.2111,0.2968,0.941,0.8143,1.0875,0.4101,0.6152,0.9417,0.8211,1.08,0.3902,0.5503,0.8499,0.733,0.9856,0.03137,0.08136,0.8351,0.7103,0.9819,0.02915,0.06196
Fun-CIM,FOXN3,0.9367,0.8219,1.0675,0.3268,0.473,0.9733,0.8601,1.1013,0.6673,0.724,0.966,0.8413,1.1092,0.6237,0.7584,0.9873,0.8656,1.126,0.8484,0.9031,1.0338,0.8997,1.1877,0.6392,0.727,1.0232,0.879,1.1911,0.7672,0.8216
Fun-CIM,FOXO1,0.9476,0.8295,1.0826,0.4285,0.5649,0.8446,0.7496,0.9517,0.005549,0.01616,0.9554,0.8301,1.0997,0.5249,0.6777,0.9784,0.8566,1.1175,0.7475,0.8333,0.9572,0.8365,1.0953,0.5249,0.6407,0.9577,0.827,1.1091,0.5637,0.6544
Fun-CIM,GLI2,1.0261,0.8948,1.1766,0.7123,0.8176,0.9773,0.8596,1.1112,0.7263,0.7778,1.0476,0.9096,1.2065,0.5191,0.6777,1.1059,0.9668,1.2649,0.1421,0.29,1.09,0.9435,1.2592,0.242,0.3493,1.1278,0.962,1.3222,0.1383,0.2087
Fun-CIM,GPR183,0.874,0.7624,1.002,0.05336,0.1814,0.8358,0.7375,0.9473,0.004994,0.01524,0.9083,0.7871,1.0482,0.1882,0.3897,0.8903,0.7764,1.0208,0.0959,0.2588,0.8722,0.7578,1.0039,0.05663,0.1093,0.813,0.6966,0.9487,0.008581,0.02483
Fun-CIM,HGF,1.0525,0.92,1.2041,0.4562,0.579,0.8598,0.7647,0.9667,0.01153,0.02879,1.0492,0.9102,1.2094,0.5077,0.6776,1.0712,0.9353,1.2268,0.3205,0.4897,0.9382,0.8265,1.0649,0.3236,0.4477,0.9439,0.8215,1.0845,0.4149,0.514
Fun-CIM,HIC1,0.8791,0.763,1.0127,0.07432,0.1978,1.0584,0.9218,1.2152,0.4206,0.5023,0.889,0.7665,1.0309,0.1194,0.3231,0.9499,0.8271,1.0908,0.4664,0.6108,1.0243,0.8756,1.1982,0.7642,0.838,1.065,0.8935,1.2693,0.4822,0.5759
Fun-CIM,HLA-DOA,0.8817,0.7734,1.005,0.05939,0.1847,0.9053,0.7996,1.0249,0.1162,0.182,0.9102,0.7925,1.0453,0.1827,0.3897,0.8993,0.7881,1.0262,0.1151,0.2752,0.8644,0.7538,0.9912,0.03699,0.08358,0.8696,0.7479,1.0111,0.06937,0.1188
Fun-CIM,HLA-DPA1,0.8745,0.7718,0.9908,0.03527,0.1419,0.8978,0.7945,1.0146,0.08411,0.1369,0.8881,0.7773,1.0148,0.08115,0.2911,0.8728,0.769,0.9906,0.0352,0.2015,0.8359,0.731,0.9558,0.008762,0.03636,0.8286,0.7153,0.9598,0.01217,0.02971
Fun-CIM,HLA-DQA1,0.8576,0.7537,0.9758,0.01971,0.1286,0.8945,0.7895,1.0136,0.08036,0.1321,0.868,0.757,0.9953,0.04263,0.2763,0.847,0.7436,0.9647,0.01239,0.1859,0.8771,0.7632,1.0081,0.06481,0.1222,0.8548,0.734,0.9956,0.04367,0.08054
Fun-CIM,HLA-E,0.8601,0.7517,0.9841,0.02829,0.1336,0.9555,0.8422,1.0841,0.4799,0.5494,0.8639,0.7493,0.9961,0.04402,0.2763,0.8514,0.7441,0.9742,0.01929,0.1983,0.9114,0.791,1.05,0.1989,0.2934,0.8799,0.7531,1.0281,0.1072,0.1694
Fun-CIM,HLX,0.9966,0.8674,1.145,0.9618,0.9687,1.061,0.9258,1.2159,0.3944,0.4871,1.0358,0.8966,1.1965,0.6331,0.7584,1.0678,0.9342,1.2206,0.3358,0.5084,1.0238,0.8763,1.196,0.7673,0.838,1.0448,0.8799,1.2405,0.6173,0.7116
Fun-CIM,ICAM4,1.0725,0.937,1.2275,0.3098,0.4564,0.9809,0.8686,1.1078,0.7564,0.7997,1.0652,0.9236,1.2285,0.3855,0.589,1.0318,0.9022,1.18,0.6473,0.7495,0.9175,0.8001,1.0521,0.2174,0.3166,0.9179,0.7901,1.0663,0.2623,0.357
Fun-CIM,IFFO1,0.8832,0.7732,1.0088,0.06716,0.1847,1.0045,0.8825,1.1433,0.9458,0.9574,0.898,0.7806,1.0332,0.1327,0.3422,0.9042,0.7919,1.0324,0.1365,0.29,1.008,0.8672,1.1717,0.917,0.9339,1.0164,0.8613,1.1995,0.8469,0.8841
Fun-CIM,IGLL5,NA,NA,NA,NA,NA,0.8589,0.763,0.9669,0.01185,0.02892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847,0.6855,0.8983,0.000441,0.004306,0.7352,0.6351,0.8511,0.00003817,0.0004267
Fun-CIM,IKZF3,1.0028,0.8721,1.153,0.9687,0.9687,0.8385,0.7414,0.9484,0.005049,0.01524,1.0094,0.8717,1.169,0.9001,0.9341,0.9692,0.8396,1.1188,0.6696,0.7619,0.7686,0.6698,0.8819,0.0001759,0.002434,0.7134,0.6133,0.8298,0.00001199,0.0002487
Fun-CIM,IL10,1.0406,0.9064,1.1948,0.5718,0.6837,0.8924,0.7864,1.0128,0.07782,0.1292,1.0577,0.9145,1.2233,0.45,0.6347,1.0183,0.8846,1.1723,0.8005,0.8632,0.9009,0.7846,1.0343,0.1386,0.2277,0.8536,0.7332,0.9937,0.04114,0.07761
Fun-CIM,IL10RA,0.8925,0.7794,1.022,0.1,0.2261,0.876,0.7707,0.9957,0.04272,0.07969,0.931,0.8084,1.0721,0.3205,0.5396,0.9261,0.8106,1.058,0.2586,0.4225,0.8312,0.7201,0.9594,0.01155,0.04262,0.7929,0.677,0.9286,0.003996,0.01354
Fun-CIM,IL18BP,0.8795,0.7683,1.0069,0.06294,0.1847,0.9466,0.8316,1.0775,0.4059,0.4918,0.9029,0.7834,1.0407,0.1587,0.3826,0.8836,0.7719,1.0115,0.07282,0.2356,0.8828,0.7631,1.0212,0.09342,0.1648,0.8409,0.7164,0.9871,0.03406,0.06813
Fun-CIM,IL18RAP,0.88,0.7655,1.0117,0.07247,0.196,0.8107,0.7053,0.9318,0.003144,0.01134,0.8852,0.7648,1.0245,0.1019,0.2992,0.8643,0.751,0.9948,0.04205,0.2047,0.8116,0.6955,0.947,0.008001,0.03406,0.7388,0.6191,0.8816,0.0007886,0.004675
Fun-CIM,IL1R1,1.0532,0.9166,1.2101,0.4643,0.5848,0.8661,0.7698,0.9744,0.01681,0.03875,1.0592,0.916,1.2248,0.438,0.6285,1.0374,0.9051,1.1889,0.5978,0.72,0.9506,0.8293,1.0897,0.4672,0.5745,0.9238,0.7961,1.0719,0.2961,0.3901
Fun-CIM,IL21,0.9343,0.8175,1.0678,0.3188,0.4655,0.7847,0.6647,0.9264,0.004204,0.01424,0.9375,0.8147,1.0788,0.3674,0.5773,0.9208,0.8057,1.0522,0.2253,0.3927,0.7308,0.5943,0.8986,0.002946,0.01578,0.611,0.4638,0.8049,0.0004604,0.003057
Fun-CIM,INPP5D,0.8849,0.7725,1.0137,0.07779,0.1996,0.8441,0.7434,0.9583,0.008876,0.02302,0.9107,0.7889,1.0513,0.2018,0.3917,0.9012,0.7861,1.033,0.1353,0.29,0.7997,0.6936,0.922,0.002078,0.01232,0.7805,0.6673,0.9128,0.001922,0.008396
Fun-CIM,IRF4,0.9576,0.8296,1.1054,0.5544,0.6677,0.8361,0.7379,0.9473,0.004949,0.01524,0.9763,0.8412,1.133,0.7519,0.8273,0.9454,0.8202,1.0897,0.4382,0.5785,0.7672,0.6662,0.8836,0.0002345,0.002826,0.7155,0.6119,0.8366,0.0000273,0.0003486
Fun-CIM,ITGAL,0.904,0.7848,1.0412,0.1616,0.31,0.8312,0.731,0.9451,0.00477,0.01523,0.9325,0.8039,1.0816,0.3558,0.5645,0.9079,0.7877,1.0464,0.1824,0.3419,0.7309,0.6317,0.8456,0.00002521,0.001395,0.6865,0.5846,0.8061,0.000004442,0.0001513
Fun-CIM,ITK,0.8521,0.7406,0.9804,0.02533,0.1336,0.7895,0.6952,0.8965,0.0002676,0.002468,0.8739,0.7547,1.0119,0.07148,0.2808,0.8508,0.7393,0.979,0.02404,0.1983,0.7601,0.66,0.8755,0.000142,0.002249,0.6969,0.5959,0.8149,0.000006101,0.0001513
Fun-CIM,ITM2A,0.849,0.7329,0.9835,0.02915,0.1336,0.8838,0.7792,1.0025,0.05464,0.09702,0.8616,0.7388,1.0047,0.05734,0.2783,0.9295,0.805,1.0732,0.3186,0.4897,0.8751,0.7639,1.0026,0.05456,0.1066,0.8716,0.7515,1.011,0.06943,0.1188
Fun-CIM,ITPR1,0.8139,0.7018,0.9437,0.006401,0.1226,0.7264,0.6376,0.8276,0.000001549,0.00006427,0.8015,0.6852,0.9374,0.005643,0.1687,0.8468,0.7316,0.9802,0.02584,0.1983,0.7223,0.6247,0.835,0.000011,0.001395,0.759,0.6482,0.8887,0.0006129,0.003913
Fun-CIM,ITPRIPL1,0.9123,0.7941,1.048,0.1944,0.3487,0.8769,0.7743,0.9931,0.03847,0.07318,0.8839,0.7626,1.0244,0.1012,0.2992,0.8966,0.7808,1.0294,0.1215,0.281,0.8227,0.716,0.9452,0.005863,0.02704,0.7907,0.6783,0.9217,0.002682,0.01021
Fun-CIM,JAK2,0.8193,0.7143,0.9397,0.004393,0.1226,0.8025,0.7071,0.9107,0.0006502,0.003855,0.8274,0.7166,0.9554,0.009814,0.194,0.838,0.7321,0.9593,0.01038,0.1713,0.8793,0.764,1.0119,0.0727,0.1326,0.816,0.6992,0.9523,0.009871,0.02657
Fun-CIM,JAK3,0.9949,0.8697,1.138,0.9402,0.9687,0.9018,0.7942,1.024,0.111,0.1772,1.0274,0.8927,1.1825,0.706,0.8034,1.0796,0.9415,1.2379,0.2727,0.4368,0.8573,0.7427,0.9896,0.03549,0.08298,0.7969,0.6803,0.9335,0.004907,0.01597
Fun-CIM,JAM3,0.9901,0.8588,1.1415,0.8912,0.9366,0.9478,0.839,1.0708,0.389,0.4856,0.9994,0.8606,1.1605,0.9934,0.9934,1.0799,0.9363,1.2456,0.2912,0.4576,1.1269,0.9793,1.2968,0.09529,0.1648,1.2021,1.0285,1.405,0.02071,0.04708
Fun-CIM,JAML,0.8953,0.7791,1.0289,0.119,0.2584,0.8792,0.7781,0.9934,0.03879,0.07318,0.9332,0.8082,1.0777,0.3466,0.5553,0.9234,0.8055,1.0585,0.2528,0.417,0.8023,0.699,0.9208,0.001729,0.01106,0.7719,0.6637,0.8977,0.0007782,0.004675
Fun-CIM,JCHAIN,0.9112,0.7945,1.0451,0.1836,0.3367,0.8097,0.7219,0.9082,0.0003122,0.002635,0.9231,0.7991,1.0664,0.2771,0.4762,0.9185,0.8005,1.054,0.2261,0.3927,0.8019,0.7039,0.9136,0.0009057,0.007517,0.76,0.6607,0.8741,0.0001212,0.001118
Fun-CIM,KAT2B,0.9368,0.8107,1.0826,0.3766,0.5178,0.8391,0.7368,0.9556,0.008156,0.02149,0.9521,0.8204,1.1049,0.5181,0.6777,0.9187,0.7957,1.0607,0.2474,0.4124,0.9562,0.8273,1.1052,0.5446,0.6504,0.9158,0.7807,1.0744,0.2805,0.3755
Fun-CIM,KCNA3,0.9068,0.792,1.0384,0.1571,0.305,0.8124,0.7146,0.9237,0.00151,0.006269,0.8885,0.7695,1.0259,0.107,0.2992,0.8838,0.7704,1.014,0.07806,0.2366,0.7667,0.6639,0.8856,0.0003026,0.003349,0.7036,0.5989,0.8265,0.00001885,0.0002845
Fun-CIM,KIF13B,0.9506,0.8174,1.1054,0.5104,0.6332,0.8968,0.7832,1.0269,0.1151,0.182,0.9513,0.8127,1.1136,0.5345,0.6777,1.0016,0.8655,1.1591,0.9828,0.9962,0.8193,0.7046,0.9526,0.009575,0.03696,0.8918,0.7567,1.0509,0.1715,0.2476
