gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
SRD5A3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0333203189823196,0.0431831948071058,0.322,-0.322,0.00685770860930454,0.0431831948071058,0.322,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SRP72,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00131250175267792,0.00704149430390031,0.465,-0.465,6.0567522632873e-4,0.00704149430390031,0.465,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SRPK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00236581836289934,0.00395545686296745,0.456,-0.456,2.5872170676013e-4,0.00395545686296745,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SRSF9,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.160077629413e-4,8.0134688097819e-4,0.533,-0.533,2.62075709502303e-5,8.0134688097819e-4,0.533,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SSC5D,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6165403673421e-4,2.9836513280187e-4,0.496,0.496,2.88447826784032e-5,2.9836513280187e-4,0.496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SSH2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.86597867708256e-7,4.48727738963561e-5,0.616,0.616,1.80472624321119e-6,4.48727738963561e-5,0.616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SSR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.019733565962153,0.0230951595504819,0.348,-0.348,0.0031011424930993,0.0230951595504819,0.348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SSTR3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00241838117977658,0.00176284653245099,0.416,0.416,3.2566289882369e-4,0.00176284653245099,0.416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ST18,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0119667180335857,0.0120363045171931,0.35,0.35,0.00401967150857204,0.0120363045171931,0.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ST6GAL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0159330837172759,0.016655739034872,0.334,0.334,0.00603901481358724,0.016655739034872,0.334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ST7-AS2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00310903324487122,0.00396735777224372,0.418,0.418,9.5815432990037e-4,0.00396735777224372,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STAP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00190299825562374,0.00116209113729583,0.408,0.408,1.8454591960201e-4,0.00116209113729583,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STARD9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.8443357848926e-4,9.18633283830887e-5,0.486,0.486,4.99759616675294e-6,9.18633283830887e-5,0.486,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STAT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.86597867708256e-7,1.3103758924832e-6,0.677,0.677,3.2965431257439104e-9,1.3103758924832e-6,0.677,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STAT4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.61276328202051e-6,3.02867473915051e-6,0.647,0.647,2.09530956796576e-8,3.02867473915051e-6,0.647,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STAU2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00963247124046922,0.0209877939444396,0.39,-0.39,0.00271917330349343,0.0209877939444396,0.39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STEAP4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.6385296283462e-4,8.2136651114835e-5,0.483,0.483,4.08100342017105e-6,8.2136651114835e-5,0.483,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STING1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.89443036958731e-6,5.71452743409246e-6,0.645,0.645,5.5707657376373e-8,5.71452743409246e-6,0.645,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STOM,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0113299127133189,0.0093384237828336,0.347,0.347,0.00289549869492891,0.0093384237828336,0.347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STPG4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0175663514499061,0.014516978686439,0.323,0.323,0.00511289815371436,0.014516978686439,0.323,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STRAP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.22621630824335e-5,5.13162859375334e-5,0.61,-0.61,3.01447363730283e-7,5.13162859375334e-5,0.61,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STUM,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00347727712686915,0.00635103200567141,0.41,0.41,0.00174952957137363,0.00635103200567141,0.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STX11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.277709410685e-4,1.529999808168e-4,0.507,0.507,1.02343394394402e-5,1.529999808168e-4,0.507,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
STXBP5-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00121713435073077,7.3893696166833e-4,0.427,0.427,1.0013173386427e-4,7.3893696166833e-4,0.427,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SUCLG2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00158792746641934,0.00491460912053584,0.468,-0.468,3.7091389588949e-4,0.00491460912053584,0.468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SUCNR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.448167445662e-4,2.9103645483889e-4,0.5,0.5,2.79138738131641e-5,2.9103645483889e-4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SULT1E1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00861585567697907,0.0117648614935646,0.396,-0.396,0.00122088185310576,0.0117648614935646,0.396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.43306086930224e-6,1.03849106375592e-5,0.636,0.636,1.43690587437927e-7,1.03849106375592e-5,0.636,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNE2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.73907586978259e-6,1.0785747789819e-4,0.591,0.591,6.10514025838821e-6,1.0785747789819e-4,0.591,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNGR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8704453629004e-4,0.00343623615963601,0.494,-0.494,2.1503490432942e-4,0.00343623615963601,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNJ1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00166242755763718,0.0010389397230446,0.418,0.418,1.6074161752765e-4,0.0010389397230446,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNM,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00500606572504778,0.00402168132438464,0.388,0.388,9.7633269887576e-4,0.00402168132438464,0.388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNPO,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00240316131776949,0.00149313190270818,0.401,0.401,2.6097436091395e-4,0.00149313190270818,0.401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYPL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.2198077392631e-4,3.9871324017269e-4,0.463,0.463,4.40089142454768e-5,3.9871324017269e-4,0.463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYT11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.43306086930224e-6,2.92215088133574e-5,0.621,0.621,9.3729367891901e-7,2.92215088133574e-5,0.621,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00365652917059874,0.0023550927812888,0.386,0.386,4.6879677061503e-4,0.0023550927812888,0.386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYTL3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.80144311377401e-5,3.5572983388699e-4,0.55,0.55,3.72530355830911e-5,3.5572983388699e-4,0.55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYVN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00582031285653514,0.00738771249808364,0.388,0.388,0.00214661834849977,0.00738771249808364,0.388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SZT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.4364631109178e-4,1.8544173292508e-4,0.463,0.463,1.41651944549496e-5,1.8544173292508e-4,0.463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TAF1C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00335442509004351,0.00240491371944486,0.401,0.401,4.8325153041674e-4,0.00240491371944486,0.401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TAS1R1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00623236375540196,0.00674353502377201,0.383,0.383,0.0019000652142452,0.00674353502377201,0.383,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TASL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.8119870075038e-4,3.011405168181e-4,0.472,0.472,2.93574124666673e-5,3.011405168181e-4,0.472,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TATDN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00151128369610594,0.00146228978470962,0.464,-0.464,6.63769688395185e-5,0.00146228978470962,0.464,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBC1D7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.90533966934752e-5,5.13162859375334e-5,0.572,-0.572,1.81608676607866e-7,5.13162859375334e-5,0.572,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBCA,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.65898276471616e-5,7.09377283400739e-5,0.575,-0.575,5.35379081811879e-7,7.09377283400739e-5,0.575,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBCB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.35991918810916e-5,5.13162859375334e-5,0.567,-0.567,3.14289108446475e-7,5.13162859375334e-5,0.567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBL3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.018885283371538,0.0209877939444396,0.348,-0.348,0.00271568544614552,0.0209877939444396,0.348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBRG4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00345269307103114,0.00286710334392945,0.406,-0.406,1.6499368299971e-4,0.00286710334392945,0.406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBX18,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00454063881368617,0.0035361435820674,0.392,0.392,8.0469289441795e-4,0.0035361435820674,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBX19,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00227519325702838,0.00189273502661218,0.424,0.424,3.5831021572972e-4,0.00189273502661218,0.424,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBX21,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.474109431352e-4,1.3558139594351e-4,0.477,0.477,8.31395352483815e-6,1.3558139594351e-4,0.477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TBX5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0125367107458845,0.0099915113233788,0.34,0.34,0.0031451266775793,0.0099915113233788,0.34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TCEA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.3426889799988e-4,2.4235242538565e-4,0.567,-0.567,3.8867841807133e-6,2.4235242538565e-4,0.567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TCEAL5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.8404410588883e-4,4.525720931003e-4,0.476,0.476,5.1519213113934e-5,4.525720931003e-4,0.476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TDP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00318333454009863,0.0107291630454402,0.437,-0.437,0.00109653395904656,0.0107291630454402,0.437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TDRD10,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1569611962332e-4,2.9193037096189e-4,0.454,0.454,2.80914130548239e-5,2.9193037096189e-4,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TEK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.8101181405346e-4,1.8544173292508e-4,0.499,0.499,1.42143891937434e-5,1.8544173292508e-4,0.499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TENT5C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.42474482916297e-5,6.80655596862265e-6,0.536,0.536,7.25567714772334e-8,6.80655596862265e-6,0.536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TESMIN,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,3.7848992603577e-4,0.477,-0.477,7.73642930576275e-6,3.7848992603577e-4,0.477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TESPA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00126580029897667,7.4369268488799e-4,0.418,0.418,1.0219927776605e-4,7.4369268488799e-4,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TEX11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00146168060745531,0.0029450026815403,0.446,0.446,6.2974900108408e-4,0.0029450026815403,0.446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TF,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0048169666846259,0.00770837032931532,0.396,0.396,0.00227883480498178,0.00770837032931532,0.396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TFB1M,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00870624275210629,0.0155409538225454,0.396,-0.396,0.00182777255648804,0.0155409538225454,0.396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TFB2M,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0126077162155614,0.0250740874208369,0.377,-0.377,0.00343783085392607,0.0250740874208369,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TFEC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.7967659266798e-4,3.8118690662966e-4,0.442,0.442,4.17147935556996e-5,3.8118690662966e-4,0.442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
THEMIS,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.2292606332969e-4,5.7493192435751e-4,0.459,0.459,7.19568886460039e-5,5.7493192435751e-4,0.459,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
THOC7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2621377548422e-4,5.580462928714e-4,0.462,-0.462,1.35124416827353e-5,5.580462928714e-4,0.462,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
THSD7A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00463892905702589,0.00329765474830551,0.384,0.384,7.2589884396662e-4,0.00329765474830551,0.384,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TIFAB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7552546177266e-4,1.5107874616973e-4,0.469,0.469,1.00046626357589e-5,1.5107874616973e-4,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TIGIT,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00323613581760312,0.00294474868206096,0.413,0.413,6.2803765519565e-4,0.00294474868206096,0.413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TIPRL,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00187943753421724,0.00392957788889377,0.466,-0.466,2.5455756135601e-4,0.00392957788889377,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TJAP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.7095591290578e-4,9.5139650542131e-4,0.489,0.489,1.4252913396206e-4,9.5139650542131e-4,0.489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TLL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00667456416561866,0.0054309028906891,0.374,0.374,0.00143799378426422,0.0054309028906891,0.374,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TLR3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00548263855338003,0.00387261072552463,0.375,0.375,9.2187620101325e-4,0.00387261072552463,0.375,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TLR5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.9426847488305e-4,2.5358485109995e-4,0.482,0.482,2.28864315300899e-5,2.5358485109995e-4,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TLR8,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.94541502070886e-5,1.96361721845569e-5,0.532,0.532,4.3841768085017e-7,1.96361721845569e-5,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TLR9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2564103250476e-4,4.2329072670226e-4,0.447,0.447,4.73872637440268e-5,4.2329072670226e-4,0.447,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMC5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0113167913573822,0.0130397085571083,0.355,0.355,0.0044777867120636,0.0130397085571083,0.355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMED3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00948346261342166,0.0155752144246615,0.392,-0.392,0.00183669981422895,0.0155752144246615,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM102,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00483927386740474,0.00927007067346916,0.426,-0.426,9.0951636796301e-4,0.00927007067346916,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM130,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2318798820183e-4,1.1980053329427e-4,0.482,0.482,7.06873477004977e-6,1.1980053329427e-4,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM132C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00601320737692848,0.0044657698618325,0.374,0.374,0.00112486844632951,0.0044657698618325,0.374,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM132E,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00122320146471022,0.00336611386742178,0.449,0.449,7.4943667236937e-4,0.00336611386742178,0.449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM140,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2615072881759e-4,2.0977706724898e-4,0.518,0.518,1.76793251643801e-5,2.0977706724898e-4,0.518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM147,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.03501644690193e-5,8.39205549959961e-5,0.596,-0.596,7.38923125750909e-7,8.39205549959961e-5,0.596,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM151B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0052478299436534304,0.0036734043348242,0.376,0.376,8.501967265505e-4,0.0036734043348242,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM175,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.76265155832218e-5,1.6451926791479e-4,0.567,0.567,1.17439854769363e-5,1.6451926791479e-4,0.567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM176B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00119696999303187,9.6399391805677e-4,0.45,0.45,1.4550851593309e-4,9.6399391805677e-4,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM178A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.2635871704839e-4,4.8233467273517e-4,0.439,0.439,5.61207009157283e-5,4.8233467273517e-4,0.439,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM200C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00729444301512918,0.00636890244959932,0.372,0.372,0.00176646916998321,0.00636890244959932,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM215,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0105628588788827,0.0119529920884768,0.358,0.358,0.00398446209076465,0.0119529920884768,0.358,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM236,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.0920321597881e-4,1.4213642703396e-4,0.51,0.51,8.89470093703101e-6,1.4213642703396e-4,0.51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM255A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.5872422513288e-4,4.5683485279734e-4,0.466,0.466,5.21481294230927e-5,4.5683485279734e-4,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM259,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100457841106502,0.00119980991881725,0.463,0.463,1.927996441873e-4,0.00119980991881725,0.463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM273,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.05198975732808e-5,4.79988112665488e-6,0.54,0.54,4.37725008405634e-8,4.79988112665488e-6,0.54,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM35A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00317645576853813,0.00373395458157374,0.417,0.417,8.7477866769573e-4,0.00373395458157374,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM37,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00131246160182585,9.0011670282174e-4,0.437,0.437,1.3162083862016e-4,9.0011670282174e-4,0.437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM80,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00712538745483287,0.00515502900792001,0.364,0.364,0.00134873714924197,0.00515502900792001,0.364,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM86B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.73626479879226e-6,6.80655596862265e-6,0.63,0.63,7.27744977777264e-8,6.80655596862265e-6,0.63,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM88,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00136340552912985,8.5081064176273e-4,0.429,0.429,1.2387588903652e-4,8.5081064176273e-4,0.429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM91,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9965366255945e-4,1.0875943558431e-4,0.494,0.494,6.21147990618175e-6,1.0875943558431e-4,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMEM94,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0171396061449517,0.0173009315508329,0.33,0.33,0.00629471000135649,0.0173009315508329,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TMT1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.2392496968083e-4,6.10861694408013e-5,0.472,0.472,2.76616616335704e-6,6.10861694408013e-5,0.472,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFAIP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9038600817416e-4,1.5318324240882e-4,0.523,0.523,1.03567286534266e-5,1.5318324240882e-4,0.523,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFAIP6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00323834387499233,0.00477217196642101,0.415,0.415,0.00122481471448915,0.00477217196642101,0.415,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFRSF14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.46702426251459e-5,7.16245091144305e-6,0.57,0.57,8.10843499408647e-8,7.16245091144305e-6,0.57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFRSF1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.41175054516381e-5,1.1781611961445e-5,0.533,0.533,1.77835652248226e-7,1.1781611961445e-5,0.533,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFRSF25,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9793490142363e-4,1.0239041882498e-4,0.472,0.472,5.69795009927352e-6,1.0239041882498e-4,0.472,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFSF13B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0106205558354371,0.0102391003061869,0.355,0.355,0.00325040137391043,0.0102391003061869,0.355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TNFSF14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.1901193737476e-4,4.3001801997168e-4,0.452,0.452,4.85460594873694e-5,4.3001801997168e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
