gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
LRRC8E,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00136942618016084,0.00141275769311936,0.469,-0.469,6.25011194848867e-5,0.00141275769311936,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LRRN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00160414740885106,9.5139650542131e-4,0.408,0.408,1.4270947581319e-4,9.5139650542131e-4,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LRRN3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0145877672524171,0.016655739034872,0.341,0.341,0.00603613330096177,0.016655739034872,0.341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LSM2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00109394785194944,8.4797958544825e-4,0.452,-0.452,2.8941238400497e-5,8.4797958544825e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LTB4R,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00383325121474226,0.00484721363157288,0.408,0.408,0.00124991043329867,0.00484721363157288,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LTB4R2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0106949812649571,0.00858323455492056,0.349,0.349,0.00260735993083436,0.00858323455492056,0.349,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LTC4S,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0119330869937185,0.0126242917101777,0.351,0.351,0.0042835253947427,0.0126242917101777,0.351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LY6G5B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0017163444094936,0.00111701620373556,0.421,0.421,1.7598274153192e-4,0.00111701620373556,0.421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LY86,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00443433694906395,0.00399279079781544,0.398,0.398,9.6555224010065e-4,0.00399279079781544,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LY9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.18484425686493e-5,4.00025167215802e-5,0.508,0.508,1.42147307847125e-6,4.00025167215802e-5,0.508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LYPLA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.318611867e-5,4.3249747565217e-4,0.584,-0.584,9.52038468416745e-6,4.3249747565217e-4,0.584,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LYSMD4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.66874445417272e-6,3.00341469388927e-6,0.537,0.537,1.98338706200235e-8,3.00341469388927e-6,0.537,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LYVE1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.6054572724526e-4,8.73910840720711e-5,0.509,0.509,4.56192451445403e-6,8.73910840720711e-5,0.509,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LYZ,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.86597867708256e-7,7.4603685760387e-7,0.672,0.672,1.1730139270501102e-9,7.4603685760387e-7,0.672,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LZTS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.7228138257917e-5,4.36307666374414e-5,0.52,0.52,1.67388475778863e-6,4.36307666374414e-5,0.52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAB21L3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00804782849074388,0.00982529937186256,0.371,0.371,0.00308353735003737,0.00982529937186256,0.371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MACROD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00116594689639587,9.2167676917066e-4,0.449,-0.449,3.21717362823722e-5,9.2167676917066e-4,0.449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAFB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.50139053834896e-5,2.67971855473932e-5,0.499,0.499,7.92118063350616e-7,2.67971855473932e-5,0.499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00233049891522688,0.00370069456298586,0.429,0.429,8.6000417674419e-4,0.00370069456298586,0.429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAN2B2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0105336639697487,0.0100367247307751,0.356,0.356,0.00316251515101782,0.0100367247307751,0.356,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAOB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.8512036403975e-4,0.00116410464328584,0.498,0.498,1.8523174512661e-4,0.00116410464328584,0.498,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAP1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00144517311530774,0.00101226670719715,0.436,0.436,1.5629652617415e-4,0.00101226670719715,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAP3K14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.7228138257917e-5,4.7704149562066e-5,0.532,0.532,1.96436676305021e-6,4.7704149562066e-5,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAP3K20-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.016593912794778,0.0158682146345239,0.33,0.33,0.00568361524173669,0.0158682146345239,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAP3K6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00224025893733155,0.00333719557837039,0.431,0.431,7.3775109798565e-4,0.00333719557837039,0.431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAP6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00729790895504463,0.0102720405966859,0.376,0.376,0.0032721940642902,0.0102720405966859,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MAPKAP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.9513276073135e-4,0.00121807144115843,0.529,-0.529,4.94123320469928e-5,0.00121807144115843,0.529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MARCHF11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00125555000927985,0.00180332526723261,0.454,0.454,3.3803803322024e-4,0.00180332526723261,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MARCO,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00600189437226894,0.00410516453071207,0.367,0.367,0.00100434528455786,0.00410516453071207,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MASP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100457841106502,0.00375792899716466,0.451,0.451,8.8274946979722e-4,0.00375792899716466,0.451,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MATCAP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0191016021762259,0.0295328588134047,0.355,-0.355,0.00417917813397237,0.0295328588134047,0.355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MBD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.010905494506331,0.0095120843611868,0.352,0.352,0.00297327416824518,0.0095120843611868,0.352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MBD6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00114033226538338,7.4369268488799e-4,0.44,0.44,1.0176041580922e-4,7.4369268488799e-4,0.44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MDGA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00565712599272633,0.00521453682216591,0.386,0.386,0.00136922586368193,0.00521453682216591,0.386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEAF6,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.4771043520617e-4,0.00340995214515336,0.502,-0.502,2.1151608907653e-4,0.00340995214515336,0.502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEAK7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.2801455400433e-4,0.00400356665876878,0.495,-0.495,2.6690444391791e-4,0.00400356665876878,0.495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MED15,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0154779336292309,0.0159118129494204,0.336,0.336,0.00571424226045224,0.0159118129494204,0.336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEF2B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7060745012996e-4,1.5336869208007e-4,0.485,0.485,1.04174960658161e-5,1.5336869208007e-4,0.485,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEMO1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.85355005910076e-5,8.0134688097819e-4,0.564,-0.564,2.60226889847828e-5,8.0134688097819e-4,0.564,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEOX2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1569611962332e-4,3.5897101685223e-4,0.477,0.477,3.84934329391864e-5,3.5897101685223e-4,0.477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEP1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00136029329815181,0.00140149373530773,0.45,0.45,2.3934562812254e-4,0.00140149373530773,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
METTL24,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00297697925384344,0.00358154511654314,0.419,0.419,8.2330486798523e-4,0.00358154511654314,0.419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
METTL5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.26243315374861e-5,5.13162859375334e-5,0.581,-0.581,1.33983088165196e-7,5.13162859375334e-5,0.581,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MGAT4B,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0139204220343509,0.0183457700220263,0.371,-0.371,0.00227879847757874,0.0183457700220263,0.371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MICOS13,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00176090402024487,0.00138693578632486,0.435,-0.435,6.06239227355834e-5,0.00138693578632486,0.435,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MIGA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00570091865393052,0.00467436388195948,0.382,0.382,0.00119798948547075,0.00467436388195948,0.382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MIPEP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.8212799815218e-4,5.601746693039e-4,0.517,-0.517,1.43884691425168e-5,5.601746693039e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MIR3667HG,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0131293263709716,0.012894386827869,0.345,0.345,0.00440355474687603,0.012894386827869,0.345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MIXL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.62477987315565e-5,2.74410080660922e-5,0.555,0.555,8.19778542854956e-7,2.74410080660922e-5,0.555,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MKNK1-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0119471584724058,0.0116609416820248,0.35,0.35,0.00384174510242468,0.0116609416820248,0.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MKS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0251418337603946,0.032835381245134,0.338,-0.338,0.00478074890455882,0.032835381245134,0.338,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MMRN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.0990767604124e-4,5.0176019665496e-4,0.466,0.466,6.02743380887414e-5,5.0176019665496e-4,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MNAT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00130329761262096,0.0010766840688355,0.454,-0.454,4.16453271908071e-5,0.0010766840688355,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MOB3C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.4319316715224e-4,6.94833556424352e-5,0.491,0.491,3.27751677558657e-6,6.94833556424352e-5,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MOCS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0121513111422057,0.0102652944480555,0.344,0.344,0.00326681697529314,0.0102652944480555,0.344,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MOXD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.2016027121077e-4,4.2049331451997e-4,0.494,0.494,4.66774025237578e-5,4.2049331451997e-4,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MPEG1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.73626479879226e-6,3.00341469388927e-6,0.565,0.565,1.97664783662159e-8,3.00341469388927e-6,0.565,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MPL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.018983083809502,0.0161606148290844,0.32,0.32,0.00582391968368889,0.0161606148290844,0.32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MPO,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0032010695078849,0.00244419079804764,0.407,0.407,4.9344984036056e-4,0.00244419079804764,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MPP4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0171141185942809,0.017745059811309902,0.33,0.33,0.00647304068588665,0.017745059811309902,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00129281316907866,7.5857799243923e-4,0.416,0.416,1.0567611655678e-4,7.5857799243923e-4,0.416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRC1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.02339645385533e-5,4.79988112665488e-6,0.535,0.535,3.99329231185796e-8,4.79988112665488e-6,0.535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRGBP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9600776455494e-4,1.4012178055117e-4,0.478,-0.478,1.70244379209081e-6,1.4012178055117e-4,0.478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRGPRX2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0089415348193803,0.00797836230844684,0.362,0.362,0.00238096409770945,0.00797836230844684,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRNIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00234860488395625,0.00172507180892418,0.418,0.418,3.1463573873459e-4,0.00172507180892418,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRO,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00139597721476394,0.00176284653245099,0.45,0.45,3.2632316389735e-4,0.00176284653245099,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0253160127076936,0.0303028542925851,0.335,-0.335,0.00431672735677391,0.0303028542925851,0.335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL19,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00193494338324288,0.00594310444632572,0.46,-0.46,4.7656969616762e-4,0.00594310444632572,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL24,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.073239855978e-4,7.20910190351605e-5,0.537,-0.537,5.66753294301576e-7,7.20910190351605e-5,0.537,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.5213354776942e-4,6.3901051947931e-4,0.542,-0.542,1.80382018110046e-5,6.3901051947931e-4,0.542,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL30,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2621377548422e-4,0.00130977914765225,0.505,-0.505,5.43681910346216e-5,0.00130977914765225,0.505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL39,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00114320304894002,9.4082886133341e-4,0.46,-0.46,3.37278271044054e-5,9.4082886133341e-4,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00326712487430927,0.00270263098338885,0.407,-0.407,1.5127934435321e-4,0.00270263098338885,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL42,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0165018451514043,0.0166777152385561,0.351,-0.351,0.00203489104168546,0.0166777152385561,0.351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPS28,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.75077744654e-4,2.1330563804591e-4,0.511,-0.511,3.2197077440892e-6,2.1330563804591e-4,0.511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPS31P5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0086045607590544,0.00905625530816762,0.367,0.367,0.0027966172052266,0.00905625530816762,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPS35,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.8950355456562e-4,1.8189836605626e-4,0.544,-0.544,2.45963199384253e-6,1.8189836605626e-4,0.544,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRS2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00158792746641934,0.00309482810917731,0.473,-0.473,1.8004503150874e-4,0.00309482810917731,0.473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MS4A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00240929852160606,0.00194078980998293,0.421,0.421,3.7167955794956e-4,0.00194078980998293,0.421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MS4A4A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.0230781034465e-4,4.84510496904448e-5,0.484,0.484,2.04164800582378e-6,4.84510496904448e-5,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MSC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6015410896549e-4,3.0189961112848e-4,0.497,0.497,2.96203392050584e-5,3.0189961112848e-4,0.497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTA3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00211948367579395,0.00400356665876878,0.46,-0.46,2.6390285117565e-4,0.00400356665876878,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTCH2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.4958269842721e-4,5.601746693039e-4,0.465,-0.465,1.45537437187418e-5,5.601746693039e-4,0.465,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTFR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00535288944447748,0.00716989088322176,0.421,-0.421,6.245470989473e-4,0.00716989088322176,0.421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTX2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00281836259685709,0.00243648900941232,0.426,-0.426,1.2948636559455e-4,0.00243648900941232,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MUC20,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0080199720444098,0.00720770520987527,0.368,0.368,0.0020716486043478,0.00720770520987527,0.368,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MVB12A,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00663091051744024,0.00867665358580515,0.407,-0.407,8.2946625474363e-4,0.00867665358580515,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYBPC3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00271192981688587,0.00174337998287282,0.399,0.399,3.1961966352668e-4,0.00174337998287282,0.399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYCBP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00935128932887727,0.0126202409401009,0.391,-0.391,0.00135330256621836,0.0126202409401009,0.391,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYH11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.76861901058132e-5,1.42593292290802e-5,0.598,0.598,2.40182223225345e-7,1.42593292290802e-5,0.598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYH3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.06802907068527e-5,3.72789808944414e-5,0.548,0.548,1.2895244963486e-6,3.72789808944414e-5,0.548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYLIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00326747773452474,0.00213842370788928,0.395,0.395,4.1759783729535e-4,0.00213842370788928,0.395,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYO15B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.1169231447129e-4,5.36069227523613e-5,0.488,0.488,2.30948063429984e-6,5.36069227523613e-5,0.488,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYO1H,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00280696793511405,0.00265098879847664,0.419,0.419,5.4853793377283e-4,0.00265098879847664,0.419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYO3A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00141916089400369,0.00274666116741622,0.448,0.448,5.7351667143533e-4,0.00274666116741622,0.448,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYOM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.11628793102937e-5,6.0084024266804e-5,0.549,0.549,2.65179527187584e-6,6.0084024266804e-5,0.549,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYOZ2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0208809851172316,0.018621097997183,0.316,0.316,0.0068394473146886,0.018621097997183,0.316,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MYRIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0103856005384658,0.00855025404859633,0.352,0.352,0.00258693965210124,0.00855025404859633,0.352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MZF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00128396062530309,0.00210235765054764,0.453,0.453,4.0791027370688e-4,0.00210235765054764,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MZT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00520650573806735,0.00578834113632407,0.418,-0.418,4.5869873155775e-4,0.00578834113632407,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAA15,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00142889237625198,0.00806847244532339,0.46,-0.46,7.441656582615e-4,0.00806847244532339,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAA20,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0048354400493373,0.00670774395954514,0.426,-0.426,5.6108801674182e-4,0.00670774395954514,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAE1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00435662933637892,0.00957471484749118,0.43,-0.43,9.4542781827428e-4,0.00957471484749118,0.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0339880272969184,0.0461456978890473,0.321,-0.321,0.0074007251331491,0.0461456978890473,0.321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.24660433416795e-5,3.1989347715055e-5,0.534,0.534,1.05625204719521e-6,3.1989347715055e-5,0.534,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAPB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.5498913461657e-4,2.5941683579291e-4,0.515,0.515,2.37390878036908e-5,2.5941683579291e-4,0.515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NARS2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.35991918810916e-5,5.8754321678287e-4,0.565,-0.565,1.62120465628391e-5,5.8754321678287e-4,0.565,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NAT10,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0112395231449087,0.0105785462967083,0.366,-0.366,0.00107781415098538,0.0105785462967083,0.366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NATD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.5082776745395e-4,3.7432235537819e-4,0.45,0.45,4.07281556480676e-5,3.7432235537819e-4,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NBPF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00154873505867682,0.00110340605026569,0.434,0.434,1.7314453430269e-4,0.00110340605026569,0.434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
