scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb
"NKI.NEO","Fun","Fun_only",0.3,"L3MBTL3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.8104743919869,3.45545387039111e-05,0.000141089896062943,"YES",4.18484131504778,1.42682688480936e-05,6.78482843210434e-05,"YES",0.536
"NKI.NEO","Fun","Fun_only",0.3,"SLC2A13",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7813907414794,3.50240302833566e-05,0.000142799545266257,"YES",4.17950183970284,1.46074178216584e-05,6.87765922436415e-05,"YES",0.528
"NKI.NEO","Fun","Fun_only",0.3,"MAGEL2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7794640943881,3.50553547455201e-05,0.000142799545266257,"YES",4.08627909483799,2.19173223546579e-05,9.32827655772633e-05,"YES",0.554
"NKI.NEO","Fun","Fun_only",0.3,"SIGLEC1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7786849793675,3.50680299215807e-05,0.000142799545266257,"YES",4.18133119704738,1.44903682053491e-05,6.83679167935051e-05,"YES",0.536
"NKI.NEO","Fun","Fun_only",0.3,"MTX3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7685091959956,3.52339954126593e-05,0.000143196070119812,"YES",4.17321818575136,1.50163540599541e-05,7.00295833878238e-05,"YES",0.523
"NKI.NEO","Fun","Fun_only",0.3,"NPC1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7678611378174,3.52445915486936e-05,0.000143196070119812,"YES",4.05824684163141,2.47212461958617e-05,0.000101305560113595,"YES",0.554
"NKI.NEO","Fun","Fun_only",0.3,"RNASEL",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7668917065005,3.52604482396794e-05,0.000143196070119812,"YES",4.17888823493023,1.46468795954884e-05,6.8890630355471e-05,"YES",0.53
"NKI.NEO","Fun","Fun_only",0.3,"GPRASP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7624833738288,3.53326434706842e-05,0.000143360456451968,"YES",4.10467497655438,2.02441860686192e-05,8.77312761554734e-05,"YES",0.486
"NKI.NEO","Fun","Fun_only",0.3,"KLF3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7602553708373,3.53691873341468e-05,0.00014338002399134,"YES",4.02941393455921,2.79580413875506e-05,0.000110249538746827,"YES",0.553
"NKI.NEO","Fun","Fun_only",0.3,"HRH1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7500558330802,3.55369611162938e-05,0.000143931061152014,"YES",4.15594131365031,1.61975488868842e-05,7.41021467294704e-05,"YES",0.548
"NKI.NEO","Fun","Fun_only",0.3,"FHIP2A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7476298763759,3.55769823627109e-05,0.000143964154234067,"YES",4.15708409262421,1.61167682756128e-05,7.38821426022005e-05,"YES",0.512
"NKI.NEO","Fun","Fun_only",0.3,"MROH7",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7420933153578,3.56684874234409e-05,0.000144205333769189,"YES",4.16620367845015,1.54857006372977e-05,7.16431595502412e-05,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"SLC12A4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7319317747462,3.58370405567157e-05,0.000144757304125429,"YES",4.07639947515073,2.28692076500243e-05,9.59784759313926e-05,"YES",0.553
"NKI.NEO","Fun","Fun_only",0.3,"NFATC3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7283999378277,3.58958096187077e-05,0.000144769971993948,"YES",4.1755356610575,1.48642837903408e-05,6.95025353147771e-05,"YES",0.536
"NKI.NEO","Fun","Fun_only",0.3,"SULT1A4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7241046285582,3.59674118142447e-05,0.000144769971993948,"YES",4.13026489713994,1.81172739992931e-05,8.10792856205989e-05,"YES",0.551
"NKI.NEO","Fun","Fun_only",0.3,"MSL2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7228736988552,3.59879573959991e-05,0.000144769971993948,"YES",4.09830150394151,2.08096465351052e-05,8.95615937351864e-05,"YES",0.553
"NKI.NEO","Fun","Fun_only",0.3,"MILR1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7210172381507,3.60189658493997e-05,0.000144769971993948,"YES",4.17134604794417,1.51402802788915e-05,7.04054185808535e-05,"YES",0.526
"NKI.NEO","Fun","Fun_only",0.3,"ITGA4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7204932008936,3.60277236461051e-05,0.000144769971993948,"YES",4.15898414032867,1.59833045648182e-05,7.33447072416023e-05,"YES",0.515
"NKI.NEO","Fun","Fun_only",0.3,"ARHGAP18",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.7202164728722,3.60323492241575e-05,0.000144769971993948,"YES",4.14869356818879,1.67189022009894e-05,7.57968284337732e-05,"YES",0.549
"NKI.NEO","Fun","Fun_only",0.3,"RPL23AP64",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6951729014788,3.64534119793152e-05,0.000146331636009329,"YES",4.06112815161678,2.44180769728146e-05,0.000100336098106474,"YES",0.553
"NKI.NEO","Fun","Fun_only",0.3,"ZCCHC24",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6667472317653,3.69372672010733e-05,0.000148142367124092,"YES",4.16350105338288,1.56702289544842e-05,7.2274933545172e-05,"YES",0.541
"NKI.NEO","Fun","Fun_only",0.3,"PLTP",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6628523650599,3.70040600673919e-05,0.00014827868041189,"YES",4.10168663601345,2.05074744090271e-05,8.85927677563512e-05,"YES",0.552
"NKI.NEO","Fun","Fun_only",0.3,"SPN",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6536889212483,3.71616773204971e-05,0.000148778371557703,"YES",4.13608092310014,1.76643824261871e-05,7.94457796680255e-05,"YES",0.505
"NKI.NEO","Fun","Fun_only",0.3,"DYSF",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6500049909664,3.72252312358851e-05,0.00014890092494354,"YES",4.08038422820366,2.24806592822346e-05,9.46995153361606e-05,"YES",0.552
"NKI.NEO","Fun","Fun_only",0.3,"FLNC",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6378225638414,3.74361686324187e-05,0.000149572366459238,"YES",4.16426997236896,1.56175175687475e-05,7.217912005188e-05,"YES",0.527
"NKI.NEO","Fun","Fun_only",0.3,"SLC15A4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6364922856838,3.74592740778445e-05,0.000149572366459238,"YES",4.0563220977339,2.49257504332665e-05,0.000101682664222351,"YES",0.552
"NKI.NEO","Fun","Fun_only",0.3,"SMIM3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6315956421351,3.75444454795187e-05,0.000149780135540534,"YES",4.07294186233084,2.32115076967943e-05,9.65525872719877e-05,"YES",0.478
"NKI.NEO","Fun","Fun_only",0.3,"GTF2IRD2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6198037999902,3.77503414926356e-05,0.000150468733286343,"YES",4.16395649170153,1.56389871047315e-05,7.22045165611711e-05,"YES",0.534
"NKI.NEO","Fun","Fun_only",0.3,"SNAI2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.6006213157617,3.80876850722605e-05,0.000151679591653407,"YES",4.11944962930525,1.89889215669897e-05,8.41520993799636e-05,"YES",0.499
"NKI.NEO","Fun","Fun_only",0.3,"PRRC2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5878255423319,3.8314375994946e-05,0.000152361872803732,"YES",3.91406556769552,4.53774870794023e-05,0.000158563414973933,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"HOXC6",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5871474287457,3.83264268535051e-05,0.000152361872803732,"YES",3.96477921396809,3.67319557177314e-05,0.000134327216702384,"YES",0.549
"NKI.NEO","Fun","Fun_only",0.3,"RNF145",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5800400866631,3.84529593779056e-05,0.000152730559216286,"YES",4.07286055138521,2.32196155674006e-05,9.65525872719877e-05,"YES",0.479
"NKI.NEO","Fun","Fun_only",0.3,"NCEH1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5698336816615,3.86353912826422e-05,0.000153320428970626,"YES",4.15443956709586,1.63042891627868e-05,7.43058860832661e-05,"YES",0.523
"NKI.NEO","Fun","Fun_only",0.3,"HSPA12B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.566637293298,3.86927010379365e-05,0.000153413165518836,"YES",4.10959378412466,1.98177861209028e-05,8.66309412635208e-05,"YES",0.496
"NKI.NEO","Fun","Fun_only",0.3,"FAM193A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5460999504164,3.90629467868978e-05,0.000154745415842925,"YES",3.94109316312939,4.05555567351358e-05,0.000145254450430122,"YES",0.548
"NKI.NEO","Fun","Fun_only",0.3,"SLC38A5",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.542832767398,3.91221710895189e-05,0.000154821931415503,"YES",4.07099174368871,2.34067044194365e-05,9.70626641980302e-05,"YES",0.551
"NKI.NEO","Fun","Fun_only",0.3,"MAP3K4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.541256988063,3.91507671698939e-05,0.000154821931415503,"YES",3.93397025081937,4.1777064672336e-05,0.000149038936321199,"YES",0.547
"NKI.NEO","Fun","Fun_only",0.3,"CYBRD1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5383524232518,3.92035315157312e-05,0.000154895072072644,"YES",4.08304617581881,2.22245932897715e-05,9.44127459302323e-05,"YES",0.485
"NKI.NEO","Fun","Fun_only",0.3,"ZHX2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5320102745636,3.93189888034927e-05,0.000155174886668251,"YES",4.09515956507088,2.1093886282971e-05,9.05454567892012e-05,"YES",0.55
"NKI.NEO","Fun","Fun_only",0.3,"PLD3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5306929188685,3.93430133012866e-05,0.000155174886668251,"YES",4.07660180733804,2.28493259667028e-05,9.59784759313926e-05,"YES",0.551
"NKI.NEO","Fun","Fun_only",0.3,"FOSL2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5281390885642,3.93896288393627e-05,0.000155223297605858,"YES",3.87010845294155,5.43934737144707e-05,0.000182658619011447,"YES",0.543
"NKI.NEO","Fun","Fun_only",0.3,"GAS6",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5260906054453,3.94270598529845e-05,0.000155235462138929,"YES",4.08098089557601,2.24230207281598e-05,9.46331033532048e-05,"YES",0.55
"NKI.NEO","Fun","Fun_only",0.3,"RIPK3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5213989357592,3.95129218842332e-05,0.000155438126124225,"YES",4.11841568010244,1.90743052721877e-05,8.42735151684428e-05,"YES",0.548
"NKI.NEO","Fun","Fun_only",0.3,"CSAD",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5186530818837,3.95632598122282e-05,0.000155500812479367,"YES",4.11226726189789,1.95896181575726e-05,8.59660913322605e-05,"YES",0.499
"NKI.NEO","Fun","Fun_only",0.3,"DDX17",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.5002817447326,3.99016930338261e-05,0.00015664446489811,"YES",4.12322668228893,1.86800852243189e-05,8.31861923289866e-05,"YES",0.506
"NKI.NEO","Fun","Fun_only",0.3,"ZNF264",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4991008697822,3.99235450359785e-05,0.00015664446489811,"YES",4.15074188533859,1.65699664803297e-05,7.5197036637641e-05,"YES",0.532
"NKI.NEO","Fun","Fun_only",0.3,"FOXO3B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4925668910613,4.00446709661567e-05,0.00015694718619246,"YES",4.05253773529892,2.5332524409715e-05,0.000102601263738272,"YES",0.551
"NKI.NEO","Fun","Fun_only",0.3,"SPG7",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4909232387633,4.0075198198275e-05,0.00015694718619246,"YES",4.04290014189556,2.63970544346158e-05,0.000105308637285493,"YES",0.551
"NKI.NEO","Fun","Fun_only",0.3,"GPR132",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4893269837062,4.01048672682061e-05,0.00015694718619246,"YES",4.03621068258533,2.71607197860384e-05,0.000107974013573345,"YES",0.55
"NKI.NEO","Fun","Fun_only",0.3,"RASSF4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4839517438692,4.02049357061045e-05,0.000157202689785115,"YES",4.08402934030873,2.21307192851214e-05,9.41023999706008e-05,"YES",0.55
"NKI.NEO","Fun","Fun_only",0.3,"SHROOM4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4389005355577,4.10534486665159e-05,0.000160312191760902,"YES",4.05397127916962,2.51777007321256e-05,0.000102217465125472,"YES",0.476
"NKI.NEO","Fun","Fun_only",0.3,"DEPP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4371425817999,4.10869170396121e-05,0.000160312191760902,"YES",4.02803756580657,2.81221791900764e-05,0.000110724956392984,"YES",0.55
"NKI.NEO","Fun","Fun_only",0.3,"ASB9P1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4361094029284,4.11065996130277e-05,0.000160312191760902,"YES",3.95781881537108,3.78186477006622e-05,0.000137411806758033,"YES",0.548
"NKI.NEO","Fun","Fun_only",0.3,"TCF7L2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4227373209672,4.13621915271323e-05,0.000161169918709171,"YES",4.01366170348108,2.98920065896002e-05,0.000116071813799964,"YES",0.549
"NKI.NEO","Fun","Fun_only",0.3,"DCANP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.413958849186,4.15308399896732e-05,0.000161551574997308,"YES",4.06520135756341,2.39955052350248e-05,9.90206569669241e-05,"YES",0.482
"NKI.NEO","Fun","Fun_only",0.3,"GRN",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4139182415011,4.15316217139098e-05,0.000161551574997308,"YES",3.72037076489448,9.94652591663129e-05,0.000288564166515876,"YES",0.531
"NKI.NEO","Fun","Fun_only",0.3,"AKAP11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.4040776543715,4.17214911791379e-05,0.000162150593404732,"YES",4.1109484503234,1.97018587377545e-05,8.62910867196225e-05,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"SEMA6D",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.398349927583,4.18324018688435e-05,0.00016244197289276,"YES",4.13915532065552,1.74293448318828e-05,7.86233918563973e-05,"YES",0.527
"NKI.NEO","Fun","Fun_only",0.3,"ZKSCAN7",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3918027880063,4.19595384503602e-05,0.00016277475211999,"YES",4.07257743608124,2.32478671943224e-05,9.65812129764129e-05,"YES",0.549
"NKI.NEO","Fun","Fun_only",0.3,"PBX4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3902306634476,4.19901241088293e-05,0.00016277475211999,"YES",3.9301478952008,4.24468139554108e-05,0.000150841397860642,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"DLEC1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3841386420061,4.21088537109164e-05,0.000163095131768074,"YES",4.11762477388117,1.91398643226521e-05,8.4362521345927e-05,"YES",0.543
"NKI.NEO","Fun","Fun_only",0.3,"ARHGAP45",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3655944663955,4.2472325204597e-05,0.00016436208041505,"YES",4.06167282144447,2.4361164770411e-05,0.000100193325534356,"YES",0.549
"NKI.NEO","Fun","Fun_only",0.3,"PIKFYVE",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3555991217705,4.26695284275548e-05,0.000164983976469245,"YES",4.00621437867777,3.0849826913444e-05,0.00011877446137033,"YES",0.461
"NKI.NEO","Fun","Fun_only",0.3,"SF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3492884276233,4.27945036458024e-05,0.000165135898418472,"YES",3.91493272406588,4.52147094990128e-05,0.000158304017765715,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"CHIC1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3487281493984,4.28056168045112e-05,0.000165135898418472,"YES",4.02616045854964,2.8347503993195e-05,0.000111450073882492,"YES",0.468
"NKI.NEO","Fun","Fun_only",0.3,"SAMD8",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3480826836934,4.2818423218241e-05,0.000165135898418472,"YES",4.13405691895459,1.78207571310596e-05,8.00694057976036e-05,"YES",0.531
"NKI.NEO","Fun","Fun_only",0.3,"FAM20C",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3258510612017,4.32618431634579e-05,0.00016670377757786,"YES",3.92602517151846,4.31805610196481e-05,0.000152600575300086,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"ZMYND15",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3151412134614,4.34770817233225e-05,0.000167390467963729,"YES",4.12289451482199,1.87070529749189e-05,8.32242907939306e-05,"YES",0.538
"NKI.NEO","Fun","Fun_only",0.3,"SNED1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3082798026764,4.36155362001841e-05,0.000167730950966566,"YES",4.1018041004746,2.04970641157857e-05,8.85927677563512e-05,"YES",0.544
"NKI.NEO","Fun","Fun_only",0.3,"JAZF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3070828436339,4.36397341452836e-05,0.000167730950966566,"YES",4.03315949270215,2.75159505840229e-05,0.000108907265008567,"YES",0.548
"NKI.NEO","Fun","Fun_only",0.3,"LTF",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.3042478706836,4.36970997144124e-05,0.000167808743168347,"YES",4.09188939539272,2.13936365196709e-05,9.14846140670883e-05,"YES",0.498
"NKI.NEO","Fun","Fun_only",0.3,"BAZ2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2950165281949,4.38844153694869e-05,0.000168385023319254,"YES",4.10492977270488,2.02218862323352e-05,8.77312761554734e-05,"YES",0.543
"NKI.NEO","Fun","Fun_only",0.3,"CORO7",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2893729610592,4.3999323308829e-05,0.000168682732278123,"YES",3.96678080850382,3.64249663650217e-05,0.000133552879567278,"YES",0.547
"NKI.NEO","Fun","Fun_only",0.3,"LINC00641",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2868872914307,4.40500285053092e-05,0.000168734007494913,"YES",4.11750819454952,1.91495457745401e-05,8.4362521345927e-05,"YES",0.539
"NKI.NEO","Fun","Fun_only",0.3,"DCLK1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2767438276831,4.42575477822511e-05,0.00016938536492445,"YES",4.06259444947558,2.42651507560826e-05,9.98893273383365e-05,"YES",0.485
"NKI.NEO","Fun","Fun_only",0.3,"MED23",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2689146931841,4.44183835788775e-05,0.000169715396153012,"YES",3.96787569162942,3.62580698980255e-05,0.000133202241157994,"YES",0.547
"NKI.NEO","Fun","Fun_only",0.3,"C3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2688908295975,4.4418874701109e-05,0.000169715396153012,"YES",4.11863364441011,1.90562754819393e-05,8.42735151684428e-05,"YES",0.537
"NKI.NEO","Fun","Fun_only",0.3,"EIF4ENIF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2593214587425,4.46162517885312e-05,0.000170187643564728,"YES",3.8704280290388,5.43222145027455e-05,0.000182554951340082,"YES",0.542
"NKI.NEO","Fun","Fun_only",0.3,"CBFA2T2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2592476165477,4.46177782354432e-05,0.000170187643564728,"YES",4.0943064668813,2.11716964916536e-05,9.07932335315693e-05,"YES",0.501
"NKI.NEO","Fun","Fun_only",0.3,"ARHGDIB",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2432718646273,4.49492480263266e-05,0.000171219501764049,"YES",4.12264906153762,1.87270043849413e-05,8.32311305997393e-05,"YES",0.528
"NKI.NEO","Fun","Fun_only",0.3,"TSPAN4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2425607393492,4.49640594234351e-05,0.000171219501764049,"YES",3.79229489668203,7.46307578946951e-05,0.000231374416884312,"YES",0.536
"NKI.NEO","Fun","Fun_only",0.3,"GOLGA8A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2346274668318,4.51296237265938e-05,0.000171705302394111,"YES",4.11820131667755,1.90920529939127e-05,8.42735151684428e-05,"YES",0.535
"NKI.NEO","Fun","Fun_only",0.3,"GRB10",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.2128659443767,4.55868947483008e-05,0.00017323103178267,"YES",3.8896744039792,5.0189404081838e-05,0.000171860686704476,"YES",0.543
"NKI.NEO","Fun","Fun_only",0.3,"PRF1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.211900635369,4.5607284916234e-05,0.00017323103178267,"YES",4.04993364486187,2.56160789609154e-05,0.000103379175806551,"YES",0.482
"NKI.NEO","Fun","Fun_only",0.3,"TAPBP",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.207020968324,4.57104966294078e-05,0.000173351283564515,"YES",3.93460501754631,4.16668130789322e-05,0.000148763029318146,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"TNS2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.206777696638,4.5715648232058e-05,0.000173351283564515,"YES",4.0999860683921,2.06587505064713e-05,8.91007178332539e-05,"YES",0.507
"NKI.NEO","Fun","Fun_only",0.3,"CPEB4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1992520969619,4.58752981443061e-05,0.000173728694273285,"YES",4.03831693911515,2.69180412843718e-05,0.000107103474124437,"YES",0.478
"NKI.NEO","Fun","Fun_only",0.3,"MEIS2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1984640072506,4.58920488854651e-05,0.000173728694273285,"YES",4.01072508447895,3.02662807038131e-05,0.000116882955788799,"YES",0.547
"NKI.NEO","Fun","Fun_only",0.3,"LAT2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1918266500278,4.60333663844057e-05,0.000174117837705033,"YES",4.05608500732526,2.49510519587996e-05,0.000101694098154891,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"PRR16",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1821861177532,4.62393956827061e-05,0.000174750893382802,"YES",4.10152984496384,2.0521377840907e-05,8.85927677563512e-05,"YES",0.539
"NKI.NEO","Fun","Fun_only",0.3,"SHC3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.169644372336,4.65087992375336e-05,0.000175622199292942,"YES",4.0789561123861,2.26191876284256e-05,9.51943464436533e-05,"YES",0.543
"NKI.NEO","Fun","Fun_only",0.3,"SRGAP3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1483850091546,4.69690292993489e-05,0.000177212030411567,"YES",3.98190661299321,3.41823212821323e-05,0.000128325657969467,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"AXL",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1464077585135,4.70120628354694e-05,0.000177226458729209,"YES",4.10541144268594,2.01797939993991e-05,8.77044893050807e-05,"YES",0.536
"NKI.NEO","Fun","Fun_only",0.3,"SASH3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1423995063484,4.70994200084422e-05,0.000177407815365132,"YES",4.11059940066786,1.97316674254603e-05,8.63379833137275e-05,"YES",0.523
"NKI.NEO","Fun","Fun_only",0.3,"WDR44",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.1338808613635,4.72856142152224e-05,0.000177960846172194,"YES",3.96571494201215,3.65881375221522e-05,0.000133909620728848,"YES",0.546
"NKI.NEO","Fun","Fun_only",0.3,"GNB4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0964535831464,4.81123759879269e-05,0.000180921746643452,"YES",4.04243448524204,2.64495477558978e-05,0.000105425005164602,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"RGMB",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0924757906353,4.82010847176801e-05,0.000181104657459613,"YES",3.74959351213465,8.85607203565597e-05,0.00026352498749944,"YES",0.533
"NKI.NEO","Fun","Fun_only",0.3,"PTAFR",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.090028950597,4.82557323970372e-05,0.000181159394048678,"YES",4.09813017390634,2.08250519946197e-05,8.95615937351864e-05,"YES",0.514
"NKI.NEO","Fun","Fun_only",0.3,"TMEM140",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.085568865223,4.8355502288968e-05,0.000181383294893058,"YES",4.091944164131,2.1388583202752e-05,9.14846140670883e-05,"YES",0.538
"NKI.NEO","Fun","Fun_only",0.3,"GLIS3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0837222863489,4.83968693127966e-05,0.000181387934737845,"YES",4.07565129927893,2.2942867929446e-05,9.60934209928703e-05,"YES",0.541
"NKI.NEO","Fun","Fun_only",0.3,"FAM124A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0775615419699,4.85351367130361e-05,0.000181755441543433,"YES",4.01928056915791,2.91880606640889e-05,0.000113830918206801,"YES",0.545
"NKI.NEO","Fun","Fun_only",0.3,"RNF166",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0745889931685,4.86019908123314e-05,0.000181855131185213,"YES",3.88869311217145,5.03927303732109e-05,0.000172165639672648,"YES",0.542
"NKI.NEO","Fun","Fun_only",0.3,"ZNF611",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,25.0411378263202,4.93606621348963e-05,0.000184541102439811,"YES",4.06055275366268,2.44783368360475e-05,0.000100492354676598,"YES",0.542
