scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,neg_log10_stouffer,cim_label,highlight,proteostasis_branch,is_proteostatic
"NKI.NEO","Fun","Fun_only",0.3,"CLEC6A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3872500531415,0.00010595192276676,0.000332869754049945,"YES",3.81361383089887,0.0000684747017754674,0.000217349474736736,"YES",0.447,3.66284140502094,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"TOM1L2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3857747434015,0.000106023945905617,0.000332869754049945,"YES",3.77759797297449,0.0000791741101268825,0.000242786280714728,"YES",0.525,3.61477585786955,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"NAPB",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3853026910188,0.000106047001290248,0.000332869754049945,"YES",3.90570112907521,0.0000469762876701786,0.000163082043217517,"YES",0.514,3.78759385600984,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"NDST1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3796183532247,0.000106325019619248,0.000333510817959057,"YES",3.54867053194972,0.000193590598931361,0.000483976497328403,"YES",0.512,3.31517572787711,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SH3PXD2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3773499883021,0.000106436166163481,0.000333627927225337,"YES",3.9043345196819,0.0000472425078755538,0.000163754705212809,"YES",0.514,3.78580621244396,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"CAMK1D",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3751046191463,0.000106546299536092,0.000333741700556574,"YES",3.64933766813814,0.000131458660619039,0.000358920753894449,"YES",0.519,3.44500142870704,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ADAM23",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3435412081051,0.000108106482042272,0.000338387640346247,"YES",3.85322614258113,0.0000582858161538208,0.000192160385860882,"YES",0.465,3.71633613787058,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ASTN1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.342080437758,0.000108179234579718,0.000338387640346247,"YES",3.85789712921688,0.0000571833805616195,0.000189687740516757,"YES",0.467,3.72196073657561,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ADAMTS4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3328962820874,0.000108637758996845,0.000339586909174092,"YES",3.88221953139289,0.0000517536835846697,0.00017588469909978,"YES",0.48,3.75477193988061,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"DENND2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3093895844294,0.000109820151556106,0.000343045670375672,"YES",3.7615519238456,0.0000844311781892484,0.000254885297191146,"YES",0.523,3.59365521566026,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"COL6A1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3069617770308,0.000109942996278575,0.000343072619595219,"YES",3.90290106921009,0.0000475232795398481,0.000164476271399908,"YES",0.499,3.78389674782587,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"PLEC",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3062195212353,0.000109980580927759,0.000343072619595219,"YES",3.75767799413781,0.0000857486861704265,0.00025684828461917,"YES",0.523,3.59032333039873,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"CPM",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3018624636353,0.000110201460937179,0.000343524554093828,"YES",3.86121351351541,0.0000564126260838982,0.000187765147201193,"YES",0.47,3.72638501794272,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"VWA5A",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2943074731328,0.000110585503624282,0.000344484132585635,"YES",3.88812543605952,0.0000505107091351222,0.000172438372576097,"YES",0.516,3.76336608454557,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"NLRP12",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.281122308423,0.000111258929900969,0.000346343225311557,"YES",3.84457021128316,0.0000603819530301267,0.000197058792560414,"YES",0.522,3.70540418259346,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ZNF394",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2783797986927,0.000111399512909913,0.000346542187441711,"YES",3.59048818684197,0.000165029595012206,0.000428944088243341,"YES",0.514,3.36759931329285,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"CAPN11",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2753505209197,0.000111555000805107,0.000346787210205698,"YES",3.85370617119384,0.0000581716035246208,0.000192153786155349,"YES",0.468,3.71635105387371,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SPRED3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2693416300606,0.000111864065135693,0.000347508985851086,"YES",3.87902920840999,0.0000524370815737982,0.000177587172308227,"YES",0.517,3.75058840790963,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ARNT",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.261550192534,0.000112266079730833,0.000348518324439126,"YES",3.54956585515844,0.000192933468885812,0.000482867818030935,"YES",0.511,3.31617173830916,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"AVIL",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2577391308037,0.000112463240933379,0.000348890768029424,"YES",3.89629355301782,0.0000488379957248749,0.000168252851125331,"YES",0.497,3.77403756771316,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"CTSB",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2552685618412,0.000112591236756031,0.000349048278557792,"YES",3.88358003164935,0.0000514648154734167,0.000175049335336699,"YES",0.515,3.75683953391438,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ZNF839",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2412332796346,0.000113321128810298,0.000350768328099782,"YES",3.69066861089978,0.000111832685966843,0.000317552131337136,"YES",0.52,3.49818496803008,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"TMEM236",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2403411915946,0.000113367679459024,0.000350768328099782,"YES",3.85782571576926,0.0000572000863549426,0.000189687740516757,"YES",0.471,3.72196073657561,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ZNF335",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2401266441903,0.000113378877733138,0.000350768328099782,"YES",3.85082121510742,0.0000588612083536846,0.000193211809556031,"YES",0.521,3.7139663320185,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SDHAP1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2340334255169,0.000113697371288239,0.000351513076759808,"YES",3.8953937922827,0.0000490196576020113,0.000168621653242839,"YES",0.501,3.77308665699441,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"PTGER2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2316909460597,0.000113820049267401,0.000351651826854856,"YES",3.67156066679173,0.000120536917985569,0.000335278073412166,"YES",0.519,3.47459484772679,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"FAM66B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2228320549296,0.000114285187380538,0.000352847709672154,"YES",3.84742609601361,0.0000596826336863742,0.00019534069823491,"YES",0.52,3.709207264252,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"C19ORF38",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.2157923944626,0.000114656151300665,0.000353751401965191,"YES",3.83918768952554,0.0000617210204466386,0.000200560037684261,"YES",0.521,3.697755597448,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"RAPGEF3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1949149865513,0.00011576335589785,0.000356923853109332,"YES",3.83796027626273,0.0000620302725127772,0.000201420137757006,"YES",0.464,3.6958971113418,"Fun-CIM","background",NA,FALSE
