column,normalized_symbol,selected_signature_gene,detection_method
TBRG1,TBRG1,FALSE,user-specified first gene-column index: 39
GTPBP3,GTPBP3,FALSE,user-specified first gene-column index: 39
MAB21L1,MAB21L1,FALSE,user-specified first gene-column index: 39
LHX4,LHX4,FALSE,user-specified first gene-column index: 39
CRLS1,CRLS1,FALSE,user-specified first gene-column index: 39
RPS12,RPS12,FALSE,user-specified first gene-column index: 39
POU2AF1,POU2AF1,FALSE,user-specified first gene-column index: 39
KRTAP8-1,KRTAP8-1,FALSE,user-specified first gene-column index: 39
MTA3,MTA3,FALSE,user-specified first gene-column index: 39
PWP1,PWP1,FALSE,user-specified first gene-column index: 39
RHOV,RHOV,FALSE,user-specified first gene-column index: 39
DAP,DAP,FALSE,user-specified first gene-column index: 39
FAM71F2,FAM71F2,FALSE,user-specified first gene-column index: 39
ATPBD4,ATPBD4,FALSE,user-specified first gene-column index: 39
REM2,REM2,FALSE,user-specified first gene-column index: 39
MAP1B,MAP1B,FALSE,user-specified first gene-column index: 39
COG4,COG4,FALSE,user-specified first gene-column index: 39
AK126744,AK126744,FALSE,user-specified first gene-column index: 39
DUOX2,DUOX2,FALSE,user-specified first gene-column index: 39
CD69,CD69,FALSE,user-specified first gene-column index: 39
LCE1E,LCE1E,FALSE,user-specified first gene-column index: 39
TTBK1,TTBK1,FALSE,user-specified first gene-column index: 39
FAM160B2,FAM160B2,FALSE,user-specified first gene-column index: 39
FMNL2,FMNL2,FALSE,user-specified first gene-column index: 39
ABHD12,ABHD12,FALSE,user-specified first gene-column index: 39
OR4N2,OR4N2,FALSE,user-specified first gene-column index: 39
MSRB2,MSRB2,FALSE,user-specified first gene-column index: 39
FBXO38,FBXO38,FALSE,user-specified first gene-column index: 39
KRTAP22-2,KRTAP22-2,FALSE,user-specified first gene-column index: 39
KIAA2013,KIAA2013,FALSE,user-specified first gene-column index: 39
NQO2,NQO2,FALSE,user-specified first gene-column index: 39
SPECC1,SPECC1,FALSE,user-specified first gene-column index: 39
FCGR1B,FCGR1B,FALSE,user-specified first gene-column index: 39
EEF1DP3,EEF1DP3,FALSE,user-specified first gene-column index: 39
SNORD15B,SNORD15B,FALSE,user-specified first gene-column index: 39
FOLH1B,FOLH1B,FALSE,user-specified first gene-column index: 39
HP1BP3,HP1BP3,FALSE,user-specified first gene-column index: 39
PLS3,PLS3,FALSE,user-specified first gene-column index: 39
KDM6A,KDM6A,FALSE,user-specified first gene-column index: 39
RASD1,RASD1,FALSE,user-specified first gene-column index: 39
FAM83E,FAM83E,FALSE,user-specified first gene-column index: 39
BCAR1,BCAR1,FALSE,user-specified first gene-column index: 39
VPS13A,VPS13A,FALSE,user-specified first gene-column index: 39
GAS8-AS1,GAS8-AS1,FALSE,user-specified first gene-column index: 39
TPTE2P3,TPTE2P3,FALSE,user-specified first gene-column index: 39
PKP3,PKP3,FALSE,user-specified first gene-column index: 39
PEX19,PEX19,FALSE,user-specified first gene-column index: 39
NUDT2,NUDT2,FALSE,user-specified first gene-column index: 39
RBMS2,RBMS2,FALSE,user-specified first gene-column index: 39
ZNF526,ZNF526,FALSE,user-specified first gene-column index: 39
ZNF280B,ZNF280B,FALSE,user-specified first gene-column index: 39
KAT2B,KAT2B,FALSE,user-specified first gene-column index: 39
FASTKD2,FASTKD2,FALSE,user-specified first gene-column index: 39
MAP1LC3C,MAP1LC3C,FALSE,user-specified first gene-column index: 39
LOC100507281,LOC100507281,FALSE,user-specified first gene-column index: 39
SLC7A11,SLC7A11,FALSE,user-specified first gene-column index: 39
ARMT1,ARMT1,FALSE,user-specified first gene-column index: 39
SREBF2,SREBF2,FALSE,user-specified first gene-column index: 39
ZNF26,ZNF26,FALSE,user-specified first gene-column index: 39
ELMO1,ELMO1,TRUE,user-specified first gene-column index: 39
AP4M1,AP4M1,FALSE,user-specified first gene-column index: 39
SORBS2,SORBS2,FALSE,user-specified first gene-column index: 39
CALM3,CALM3,FALSE,user-specified first gene-column index: 39
NEXN,NEXN,FALSE,user-specified first gene-column index: 39
CSF2,CSF2,FALSE,user-specified first gene-column index: 39
OR5H2,OR5H2,FALSE,user-specified first gene-column index: 39
TENM1,TENM1,FALSE,user-specified first gene-column index: 39
GLI4,GLI4,FALSE,user-specified first gene-column index: 39
MYH14,MYH14,FALSE,user-specified first gene-column index: 39
TNN,TNN,FALSE,user-specified first gene-column index: 39
TAS2R9,TAS2R9,FALSE,user-specified first gene-column index: 39
NPSR1-AS1,NPSR1-AS1,FALSE,user-specified first gene-column index: 39
CDK5R1,CDK5R1,FALSE,user-specified first gene-column index: 39
C15orf38,C15ORF38,FALSE,user-specified first gene-column index: 39
GTF3C1,GTF3C1,FALSE,user-specified first gene-column index: 39
MRPL53,MRPL53,FALSE,user-specified first gene-column index: 39
PRKCZ,PRKCZ,FALSE,user-specified first gene-column index: 39
OR52K2,OR52K2,FALSE,user-specified first gene-column index: 39
MFAP3L,MFAP3L,FALSE,user-specified first gene-column index: 39
OR3A2,OR3A2,FALSE,user-specified first gene-column index: 39
ZNF677,ZNF677,FALSE,user-specified first gene-column index: 39
H4C9,H4C9,FALSE,user-specified first gene-column index: 39
USB1,USB1,FALSE,user-specified first gene-column index: 39
MAGEC2,MAGEC2,FALSE,user-specified first gene-column index: 39
PMAIP1,PMAIP1,FALSE,user-specified first gene-column index: 39
ZNF77,ZNF77,FALSE,user-specified first gene-column index: 39
EPM2A,EPM2A,FALSE,user-specified first gene-column index: 39
FAM229B,FAM229B,FALSE,user-specified first gene-column index: 39
ACTR3B,ACTR3B,FALSE,user-specified first gene-column index: 39
RTL5,RTL5,TRUE,user-specified first gene-column index: 39
TCP1,TCP1,FALSE,user-specified first gene-column index: 39
RYR1,RYR1,FALSE,user-specified first gene-column index: 39
SNORD36A,SNORD36A,FALSE,user-specified first gene-column index: 39
ECI2-DT,ECI2-DT,FALSE,user-specified first gene-column index: 39
LOC100131131,LOC100131131,FALSE,user-specified first gene-column index: 39
SMG9,SMG9,FALSE,user-specified first gene-column index: 39
NSG1,NSG1,FALSE,user-specified first gene-column index: 39
PPIL2,PPIL2,FALSE,user-specified first gene-column index: 39
CCDC163,CCDC163,FALSE,user-specified first gene-column index: 39
KRT28,KRT28,FALSE,user-specified first gene-column index: 39
ZNF19,ZNF19,FALSE,user-specified first gene-column index: 39
MIOS,MIOS,FALSE,user-specified first gene-column index: 39
MTX1,MTX1,FALSE,user-specified first gene-column index: 39
PPP1R1A,PPP1R1A,FALSE,user-specified first gene-column index: 39
TATDN1,TATDN1,FALSE,user-specified first gene-column index: 39
DUBR,DUBR,FALSE,user-specified first gene-column index: 39
PFN3,PFN3,FALSE,user-specified first gene-column index: 39
ANKRD46,ANKRD46,FALSE,user-specified first gene-column index: 39
SLED1,SLED1,FALSE,user-specified first gene-column index: 39
CYTH3,CYTH3,FALSE,user-specified first gene-column index: 39
SPPL3,SPPL3,FALSE,user-specified first gene-column index: 39
POLR2J3,POLR2J3,FALSE,user-specified first gene-column index: 39
C20orf27,C20ORF27,FALSE,user-specified first gene-column index: 39
ARCN1,ARCN1,FALSE,user-specified first gene-column index: 39
SLITRK5,SLITRK5,FALSE,user-specified first gene-column index: 39
HCG11,HCG11,FALSE,user-specified first gene-column index: 39
NTSR1,NTSR1,FALSE,user-specified first gene-column index: 39
DDX21,DDX21,FALSE,user-specified first gene-column index: 39
TMEM238L,TMEM238L,FALSE,user-specified first gene-column index: 39
FRG1JP,FRG1JP,FALSE,user-specified first gene-column index: 39
LINC00668,LINC00668,FALSE,user-specified first gene-column index: 39
UCHL5,UCHL5,FALSE,user-specified first gene-column index: 39
KCTD11,KCTD11,FALSE,user-specified first gene-column index: 39
CCDC38,CCDC38,FALSE,user-specified first gene-column index: 39
ZCCHC8,ZCCHC8,FALSE,user-specified first gene-column index: 39
SFTPA1.1,SFTPA1.1,FALSE,user-specified first gene-column index: 39
C3orf36,C3ORF36,FALSE,user-specified first gene-column index: 39
MLLT3,MLLT3,FALSE,user-specified first gene-column index: 39
PP7080,PP7080,FALSE,user-specified first gene-column index: 39
NKAPP1,NKAPP1,FALSE,user-specified first gene-column index: 39
BMP8A,BMP8A,FALSE,user-specified first gene-column index: 39
FBXL8,FBXL8,FALSE,user-specified first gene-column index: 39
BC041879,BC041879,FALSE,user-specified first gene-column index: 39
ANKMY1,ANKMY1,FALSE,user-specified first gene-column index: 39
LPAR6,LPAR6,FALSE,user-specified first gene-column index: 39
ADHFE1,ADHFE1,FALSE,user-specified first gene-column index: 39
OGG1,OGG1,FALSE,user-specified first gene-column index: 39
ZNF20,ZNF20,FALSE,user-specified first gene-column index: 39
TRIP11,TRIP11,FALSE,user-specified first gene-column index: 39
GNGT2,GNGT2,FALSE,user-specified first gene-column index: 39
IL11RA,IL11RA,TRUE,user-specified first gene-column index: 39
MINDY1,MINDY1,FALSE,user-specified first gene-column index: 39
DNAJB9,DNAJB9,FALSE,user-specified first gene-column index: 39
COQ3,COQ3,FALSE,user-specified first gene-column index: 39
NKPD1,NKPD1,FALSE,user-specified first gene-column index: 39
CA7,CA7,FALSE,user-specified first gene-column index: 39
FOXP1,FOXP1,FALSE,user-specified first gene-column index: 39
RASGRP1,RASGRP1,FALSE,user-specified first gene-column index: 39
CLCN2,CLCN2,FALSE,user-specified first gene-column index: 39
NNT.1,NNT.1,FALSE,user-specified first gene-column index: 39
MTF2,MTF2,FALSE,user-specified first gene-column index: 39
BABAM1,BABAM1,FALSE,user-specified first gene-column index: 39
TIAM1-AS1,TIAM1-AS1,FALSE,user-specified first gene-column index: 39
AKR1B15,AKR1B15,FALSE,user-specified first gene-column index: 39
PCDHB16,PCDHB16,FALSE,user-specified first gene-column index: 39
AMER2,AMER2,FALSE,user-specified first gene-column index: 39
PPP1CC,PPP1CC,FALSE,user-specified first gene-column index: 39
TRDV2.1,TRDV2.1,FALSE,user-specified first gene-column index: 39
GJA8,GJA8,FALSE,user-specified first gene-column index: 39
MYO15B.1,MYO15B.1,FALSE,user-specified first gene-column index: 39
NADK2,NADK2,FALSE,user-specified first gene-column index: 39
IRF6,IRF6,FALSE,user-specified first gene-column index: 39
CALR,CALR,FALSE,user-specified first gene-column index: 39
PSMB1,PSMB1,FALSE,user-specified first gene-column index: 39
CFAP206,CFAP206,FALSE,user-specified first gene-column index: 39
NCOA3,NCOA3,FALSE,user-specified first gene-column index: 39
PRRT1,PRRT1,FALSE,user-specified first gene-column index: 39
DCAF13,DCAF13,FALSE,user-specified first gene-column index: 39
ELF2,ELF2,FALSE,user-specified first gene-column index: 39
PYGL,PYGL,FALSE,user-specified first gene-column index: 39
WDR64,WDR64,FALSE,user-specified first gene-column index: 39
SYTL1,SYTL1,FALSE,user-specified first gene-column index: 39
RTL6,RTL6,FALSE,user-specified first gene-column index: 39
LRRC4B,LRRC4B,TRUE,user-specified first gene-column index: 39
RFPL3,RFPL3,FALSE,user-specified first gene-column index: 39
KPNA3,KPNA3,FALSE,user-specified first gene-column index: 39
RPS29,RPS29,FALSE,user-specified first gene-column index: 39
PKD2L1,PKD2L1,FALSE,user-specified first gene-column index: 39
BIRC5.1,BIRC5.1,FALSE,user-specified first gene-column index: 39
AK7,AK7,FALSE,user-specified first gene-column index: 39
PHF2,PHF2,FALSE,user-specified first gene-column index: 39
CD38,CD38,FALSE,user-specified first gene-column index: 39
CMTM1,CMTM1,FALSE,user-specified first gene-column index: 39
C18orf54,C18ORF54,FALSE,user-specified first gene-column index: 39
MT1IP,MT1IP,FALSE,user-specified first gene-column index: 39
RBMXL1,RBMXL1,FALSE,user-specified first gene-column index: 39
CDH19,CDH19,FALSE,user-specified first gene-column index: 39
PBX4,PBX4,FALSE,user-specified first gene-column index: 39
ANKRD28,ANKRD28,FALSE,user-specified first gene-column index: 39
BICC1,BICC1,FALSE,user-specified first gene-column index: 39
MEIOB,MEIOB,FALSE,user-specified first gene-column index: 39
ENTPD5,ENTPD5,FALSE,user-specified first gene-column index: 39
ABRAXAS1,ABRAXAS1,FALSE,user-specified first gene-column index: 39
PDE6G,PDE6G,FALSE,user-specified first gene-column index: 39
TRIM35,TRIM35,FALSE,user-specified first gene-column index: 39
BARHL1,BARHL1,FALSE,user-specified first gene-column index: 39
STK38L,STK38L,FALSE,user-specified first gene-column index: 39
MTERF4,MTERF4,FALSE,user-specified first gene-column index: 39
LOC100130051,LOC100130051,FALSE,user-specified first gene-column index: 39
RCVRN,RCVRN,FALSE,user-specified first gene-column index: 39
MAGEE1,MAGEE1,FALSE,user-specified first gene-column index: 39
ENKD1,ENKD1,FALSE,user-specified first gene-column index: 39
LYPD1,LYPD1,FALSE,user-specified first gene-column index: 39
PZP,PZP,FALSE,user-specified first gene-column index: 39
IZUMO2,IZUMO2,FALSE,user-specified first gene-column index: 39
SYNM,SYNM,FALSE,user-specified first gene-column index: 39
ZNF556,ZNF556,FALSE,user-specified first gene-column index: 39
MSH3,MSH3,FALSE,user-specified first gene-column index: 39
TNRC6B,TNRC6B,FALSE,user-specified first gene-column index: 39
CCL3L3,CCL3L3,TRUE,user-specified first gene-column index: 39
COA7,COA7,FALSE,user-specified first gene-column index: 39
LINC01567,LINC01567,FALSE,user-specified first gene-column index: 39
TIPRL,TIPRL,FALSE,user-specified first gene-column index: 39
OR9A2,OR9A2,FALSE,user-specified first gene-column index: 39
FRG1BP,FRG1BP,FALSE,user-specified first gene-column index: 39
CCDC172,CCDC172,FALSE,user-specified first gene-column index: 39
KLF4,KLF4,FALSE,user-specified first gene-column index: 39
BTLA,BTLA,FALSE,user-specified first gene-column index: 39
BCO2,BCO2,FALSE,user-specified first gene-column index: 39
OSER1,OSER1,FALSE,user-specified first gene-column index: 39
FBF1,FBF1,FALSE,user-specified first gene-column index: 39
LOC285074,LOC285074,FALSE,user-specified first gene-column index: 39
ZNF548,ZNF548,FALSE,user-specified first gene-column index: 39
UTS2B,UTS2B,FALSE,user-specified first gene-column index: 39
RRAGC,RRAGC,FALSE,user-specified first gene-column index: 39
FAM219B,FAM219B,FALSE,user-specified first gene-column index: 39
INTS4.1,INTS4.1,FALSE,user-specified first gene-column index: 39
GPR78,GPR78,FALSE,user-specified first gene-column index: 39
RNF222,RNF222,FALSE,user-specified first gene-column index: 39
CAPN11,CAPN11,FALSE,user-specified first gene-column index: 39
HOXA1,HOXA1,FALSE,user-specified first gene-column index: 39
PRAMENP,PRAMENP,FALSE,user-specified first gene-column index: 39
ACSS3,ACSS3,FALSE,user-specified first gene-column index: 39
IGF2R,IGF2R,FALSE,user-specified first gene-column index: 39
WDYHV1,WDYHV1,FALSE,user-specified first gene-column index: 39
SLC10A2,SLC10A2,FALSE,user-specified first gene-column index: 39
LRP6,LRP6,FALSE,user-specified first gene-column index: 39
LINC00919,LINC00919,FALSE,user-specified first gene-column index: 39
NMRK2,NMRK2,FALSE,user-specified first gene-column index: 39
KIF14,KIF14,FALSE,user-specified first gene-column index: 39
UGT2B15,UGT2B15,FALSE,user-specified first gene-column index: 39
TTC29,TTC29,FALSE,user-specified first gene-column index: 39
EXOSC5,EXOSC5,FALSE,user-specified first gene-column index: 39
CFAP221,CFAP221,FALSE,user-specified first gene-column index: 39
LBH,LBH,FALSE,user-specified first gene-column index: 39
CSAD,CSAD,TRUE,user-specified first gene-column index: 39
OR8D2,OR8D2,FALSE,user-specified first gene-column index: 39
SLC6A6,SLC6A6,FALSE,user-specified first gene-column index: 39
GHRH,GHRH,FALSE,user-specified first gene-column index: 39
BCKDHA,BCKDHA,FALSE,user-specified first gene-column index: 39
DNAI1,DNAI1,FALSE,user-specified first gene-column index: 39
S100A6,S100A6,FALSE,user-specified first gene-column index: 39
METTL27,METTL27,FALSE,user-specified first gene-column index: 39
GIT2,GIT2,FALSE,user-specified first gene-column index: 39
RBM12,RBM12,FALSE,user-specified first gene-column index: 39
NEGR1,NEGR1,FALSE,user-specified first gene-column index: 39
C1QTNF2,C1QTNF2,TRUE,user-specified first gene-column index: 39
KLHDC2,KLHDC2,FALSE,user-specified first gene-column index: 39
ABCB6,ABCB6,FALSE,user-specified first gene-column index: 39
NPR2,NPR2,FALSE,user-specified first gene-column index: 39
FAM20A,FAM20A,FALSE,user-specified first gene-column index: 39
EP400P1,EP400P1,FALSE,user-specified first gene-column index: 39
RALA,RALA,FALSE,user-specified first gene-column index: 39
SMO,SMO,FALSE,user-specified first gene-column index: 39
TMEM250,TMEM250,FALSE,user-specified first gene-column index: 39
P4HA3,P4HA3,FALSE,user-specified first gene-column index: 39
KLHL3,KLHL3,TRUE,user-specified first gene-column index: 39
FLJ38379,FLJ38379,FALSE,user-specified first gene-column index: 39
GEN1,GEN1,FALSE,user-specified first gene-column index: 39
ANXA2P3,ANXA2P3,FALSE,user-specified first gene-column index: 39
WDR72,WDR72,FALSE,user-specified first gene-column index: 39
BRCA1,BRCA1,FALSE,user-specified first gene-column index: 39
SSH2,SSH2,FALSE,user-specified first gene-column index: 39
PTGDR,PTGDR,FALSE,user-specified first gene-column index: 39
CCDC157,CCDC157,FALSE,user-specified first gene-column index: 39
OTUB2,OTUB2,FALSE,user-specified first gene-column index: 39
TRIM27,TRIM27,FALSE,user-specified first gene-column index: 39
PATE1,PATE1,FALSE,user-specified first gene-column index: 39
DNAL1,DNAL1,FALSE,user-specified first gene-column index: 39
SSR3,SSR3,FALSE,user-specified first gene-column index: 39
ARHGEF17-AS1,ARHGEF17-AS1,FALSE,user-specified first gene-column index: 39
AQP5,AQP5,FALSE,user-specified first gene-column index: 39
ZNF141,ZNF141,FALSE,user-specified first gene-column index: 39
OR10G3,OR10G3,FALSE,user-specified first gene-column index: 39
IFI27L1,IFI27L1,FALSE,user-specified first gene-column index: 39
CDC40,CDC40,FALSE,user-specified first gene-column index: 39
LINC02072,LINC02072,FALSE,user-specified first gene-column index: 39
ZNF266,ZNF266,FALSE,user-specified first gene-column index: 39
GRB10,GRB10,FALSE,user-specified first gene-column index: 39
PTK2B,PTK2B,FALSE,user-specified first gene-column index: 39
PPIE,PPIE,FALSE,user-specified first gene-column index: 39
WHAMM,WHAMM,FALSE,user-specified first gene-column index: 39
HOXA10,HOXA10,FALSE,user-specified first gene-column index: 39
TRIM4,TRIM4,TRUE,user-specified first gene-column index: 39
LRRC14,LRRC14,FALSE,user-specified first gene-column index: 39
PLIN4,PLIN4,FALSE,user-specified first gene-column index: 39
FERD3L,FERD3L,FALSE,user-specified first gene-column index: 39
IGFBP7-AS1,IGFBP7-AS1,FALSE,user-specified first gene-column index: 39
FLJ35776,FLJ35776,FALSE,user-specified first gene-column index: 39
PPHLN1,PPHLN1,FALSE,user-specified first gene-column index: 39
CENPC,CENPC,FALSE,user-specified first gene-column index: 39
LOC100131541,LOC100131541,FALSE,user-specified first gene-column index: 39
EBI3,EBI3,FALSE,user-specified first gene-column index: 39
AKNA,AKNA,TRUE,user-specified first gene-column index: 39
GOLGA2P9,GOLGA2P9,FALSE,user-specified first gene-column index: 39
QSOX1,QSOX1,FALSE,user-specified first gene-column index: 39
FLJ41170,FLJ41170,FALSE,user-specified first gene-column index: 39
TBC1D2B,TBC1D2B,FALSE,user-specified first gene-column index: 39
ASB14,ASB14,FALSE,user-specified first gene-column index: 39
SPZ1,SPZ1,FALSE,user-specified first gene-column index: 39
C1orf229,C1ORF229,FALSE,user-specified first gene-column index: 39
CRY1,CRY1,FALSE,user-specified first gene-column index: 39
DMTF1,DMTF1,FALSE,user-specified first gene-column index: 39
CNOT6L,CNOT6L,FALSE,user-specified first gene-column index: 39
ZNF8,ZNF8,FALSE,user-specified first gene-column index: 39
EMILIN3,EMILIN3,FALSE,user-specified first gene-column index: 39
CABCOCO1,CABCOCO1,FALSE,user-specified first gene-column index: 39
CHAC2,CHAC2,FALSE,user-specified first gene-column index: 39
ZNRD1-AS1,ZNRD1-AS1,FALSE,user-specified first gene-column index: 39
BBS7,BBS7,FALSE,user-specified first gene-column index: 39
RNASET2,RNASET2,FALSE,user-specified first gene-column index: 39
UBAC1,UBAC1,FALSE,user-specified first gene-column index: 39
ZBTB8B,ZBTB8B,FALSE,user-specified first gene-column index: 39
KPNA4,KPNA4,FALSE,user-specified first gene-column index: 39
GALNS,GALNS,FALSE,user-specified first gene-column index: 39
TSLP,TSLP,FALSE,user-specified first gene-column index: 39
PHLPP1,PHLPP1,FALSE,user-specified first gene-column index: 39
SCUBE1,SCUBE1,FALSE,user-specified first gene-column index: 39
LINC00239,LINC00239,FALSE,user-specified first gene-column index: 39
NUDT16L1,NUDT16L1,FALSE,user-specified first gene-column index: 39
CTBS,CTBS,FALSE,user-specified first gene-column index: 39
CLK3,CLK3,FALSE,user-specified first gene-column index: 39
UBA7,UBA7,TRUE,user-specified first gene-column index: 39
CAPNS2,CAPNS2,FALSE,user-specified first gene-column index: 39
EFCAB4B,EFCAB4B,FALSE,user-specified first gene-column index: 39
PPP6R3,PPP6R3,FALSE,user-specified first gene-column index: 39
AMAC1L3,AMAC1L3,FALSE,user-specified first gene-column index: 39
RUBCNL,RUBCNL,FALSE,user-specified first gene-column index: 39
RAP1GAP2,RAP1GAP2,FALSE,user-specified first gene-column index: 39
AGT,AGT,FALSE,user-specified first gene-column index: 39
ACTG1P20,ACTG1P20,FALSE,user-specified first gene-column index: 39
P4HB,P4HB,FALSE,user-specified first gene-column index: 39
MED17,MED17,FALSE,user-specified first gene-column index: 39
G2E3,G2E3,FALSE,user-specified first gene-column index: 39
KRT24,KRT24,FALSE,user-specified first gene-column index: 39
TMTC4,TMTC4,FALSE,user-specified first gene-column index: 39
CCDC93,CCDC93,FALSE,user-specified first gene-column index: 39
NPIPL3,NPIPL3,FALSE,user-specified first gene-column index: 39
PFN1,PFN1,FALSE,user-specified first gene-column index: 39
SPSB3,SPSB3,FALSE,user-specified first gene-column index: 39
SIAH1,SIAH1,FALSE,user-specified first gene-column index: 39
LINC01000.1,LINC01000.1,FALSE,user-specified first gene-column index: 39
EIF2S3,EIF2S3,FALSE,user-specified first gene-column index: 39
YTHDF1,YTHDF1,FALSE,user-specified first gene-column index: 39
GZF1,GZF1,FALSE,user-specified first gene-column index: 39
FLT3,FLT3,FALSE,user-specified first gene-column index: 39
CACNB2,CACNB2,TRUE,user-specified first gene-column index: 39
LIPT2-AS1,LIPT2-AS1,FALSE,user-specified first gene-column index: 39
ATP6V1B1,ATP6V1B1,FALSE,user-specified first gene-column index: 39
ATL2,ATL2,FALSE,user-specified first gene-column index: 39
MUS81,MUS81,FALSE,user-specified first gene-column index: 39
DPM3,DPM3,FALSE,user-specified first gene-column index: 39
TBC1D9B,TBC1D9B,FALSE,user-specified first gene-column index: 39
RABGAP1,RABGAP1,FALSE,user-specified first gene-column index: 39
PIEZO2.1,PIEZO2.1,FALSE,user-specified first gene-column index: 39
RCAN1,RCAN1,FALSE,user-specified first gene-column index: 39
MORC2-AS1,MORC2-AS1,FALSE,user-specified first gene-column index: 39
RRM1,RRM1,FALSE,user-specified first gene-column index: 39
SEMA4A,SEMA4A,FALSE,user-specified first gene-column index: 39
BLMH,BLMH,FALSE,user-specified first gene-column index: 39
TAAR1,TAAR1,FALSE,user-specified first gene-column index: 39
PAGE5,PAGE5,FALSE,user-specified first gene-column index: 39
OR1C1,OR1C1,FALSE,user-specified first gene-column index: 39
VGF,VGF,FALSE,user-specified first gene-column index: 39
RAB5B,RAB5B,FALSE,user-specified first gene-column index: 39
C19orf48,C19ORF48,FALSE,user-specified first gene-column index: 39
CCDC42,CCDC42,FALSE,user-specified first gene-column index: 39
LYPLAL1,LYPLAL1,FALSE,user-specified first gene-column index: 39
XRCC5,XRCC5,FALSE,user-specified first gene-column index: 39
MACROH2A2,MACROH2A2,FALSE,user-specified first gene-column index: 39
HOXA3,HOXA3,FALSE,user-specified first gene-column index: 39
LOC100130817,LOC100130817,FALSE,user-specified first gene-column index: 39
CSF2RA,CSF2RA,FALSE,user-specified first gene-column index: 39
FDXR,FDXR,FALSE,user-specified first gene-column index: 39
PART1,PART1,FALSE,user-specified first gene-column index: 39
VCL,VCL,FALSE,user-specified first gene-column index: 39
PPIF,PPIF,FALSE,user-specified first gene-column index: 39
FLJ23865,FLJ23865,FALSE,user-specified first gene-column index: 39
TLL2,TLL2,FALSE,user-specified first gene-column index: 39
MAPT-IT1,MAPT-IT1,FALSE,user-specified first gene-column index: 39
SLITRK6,SLITRK6,FALSE,user-specified first gene-column index: 39
B3GNT9,B3GNT9,FALSE,user-specified first gene-column index: 39
CCDC66,CCDC66,FALSE,user-specified first gene-column index: 39
PPIB,PPIB,FALSE,user-specified first gene-column index: 39
LOC440300,LOC440300,FALSE,user-specified first gene-column index: 39
LINC03025,LINC03025,FALSE,user-specified first gene-column index: 39
SLC25A10,SLC25A10,FALSE,user-specified first gene-column index: 39
OR8H1,OR8H1,FALSE,user-specified first gene-column index: 39
FTO,FTO,FALSE,user-specified first gene-column index: 39
RBL1,RBL1,FALSE,user-specified first gene-column index: 39
SLC48A1,SLC48A1,FALSE,user-specified first gene-column index: 39
TDRKH,TDRKH,FALSE,user-specified first gene-column index: 39
SLC12A1,SLC12A1,FALSE,user-specified first gene-column index: 39
SLC34A3,SLC34A3,FALSE,user-specified first gene-column index: 39
SMIM43,SMIM43,FALSE,user-specified first gene-column index: 39
H2BC17,H2BC17,FALSE,user-specified first gene-column index: 39
TAF5,TAF5,FALSE,user-specified first gene-column index: 39
ACTR3BP5,ACTR3BP5,FALSE,user-specified first gene-column index: 39
RFX1,RFX1,FALSE,user-specified first gene-column index: 39
C4orf51,C4ORF51,FALSE,user-specified first gene-column index: 39
BHLHE41,BHLHE41,FALSE,user-specified first gene-column index: 39
LRRC18,LRRC18,FALSE,user-specified first gene-column index: 39
ENTPD4,ENTPD4,FALSE,user-specified first gene-column index: 39
EHMT1,EHMT1,FALSE,user-specified first gene-column index: 39
CCM2L,CCM2L,TRUE,user-specified first gene-column index: 39
SOHLH2,SOHLH2,FALSE,user-specified first gene-column index: 39
ZBTB45,ZBTB45,FALSE,user-specified first gene-column index: 39
EDA2R,EDA2R,FALSE,user-specified first gene-column index: 39
VASN,VASN,FALSE,user-specified first gene-column index: 39
TMEM75,TMEM75,FALSE,user-specified first gene-column index: 39
ACOT8,ACOT8,FALSE,user-specified first gene-column index: 39
RANGAP1,RANGAP1,FALSE,user-specified first gene-column index: 39
DDX20,DDX20,FALSE,user-specified first gene-column index: 39
INSL6,INSL6,FALSE,user-specified first gene-column index: 39
SLC35E1,SLC35E1,FALSE,user-specified first gene-column index: 39
CXCR2,CXCR2,FALSE,user-specified first gene-column index: 39
PTPLAD2,PTPLAD2,FALSE,user-specified first gene-column index: 39
GAS2,GAS2,FALSE,user-specified first gene-column index: 39
PCDHGC4,PCDHGC4,FALSE,user-specified first gene-column index: 39
LHX8,LHX8,FALSE,user-specified first gene-column index: 39
ZFP36,ZFP36,TRUE,user-specified first gene-column index: 39
FAM215B,FAM215B,FALSE,user-specified first gene-column index: 39
MFSD12,MFSD12,FALSE,user-specified first gene-column index: 39
KIR2DL4,KIR2DL4,FALSE,user-specified first gene-column index: 39
LINC00029,LINC00029,FALSE,user-specified first gene-column index: 39
NPAS1,NPAS1,FALSE,user-specified first gene-column index: 39
VCAM1,VCAM1,FALSE,user-specified first gene-column index: 39
LOC100288884,LOC100288884,FALSE,user-specified first gene-column index: 39
P2RX5.1,P2RX5.1,FALSE,user-specified first gene-column index: 39
LINC01848,LINC01848,FALSE,user-specified first gene-column index: 39
SAP18,SAP18,FALSE,user-specified first gene-column index: 39
ANO8,ANO8,FALSE,user-specified first gene-column index: 39
ZBTB4,ZBTB4,FALSE,user-specified first gene-column index: 39
IQGAP3,IQGAP3,FALSE,user-specified first gene-column index: 39
MR1,MR1,TRUE,user-specified first gene-column index: 39
HMCN1,HMCN1,FALSE,user-specified first gene-column index: 39
RINL,RINL,FALSE,user-specified first gene-column index: 39
