column,normalized_symbol,selected_signature_gene,detection_method
MED9,MED9,FALSE,user-specified first gene-column index: 39
CYP11A1,CYP11A1,FALSE,user-specified first gene-column index: 39
PA2G4P4,PA2G4P4,FALSE,user-specified first gene-column index: 39
GET4,GET4,FALSE,user-specified first gene-column index: 39
ENDOG,ENDOG,FALSE,user-specified first gene-column index: 39
NVL,NVL,FALSE,user-specified first gene-column index: 39
TMED6,TMED6,FALSE,user-specified first gene-column index: 39
PODNL1,PODNL1,FALSE,user-specified first gene-column index: 39
LCE5A,LCE5A,FALSE,user-specified first gene-column index: 39
PGD,PGD,FALSE,user-specified first gene-column index: 39
C2orf15,C2ORF15,FALSE,user-specified first gene-column index: 39
IL12B,IL12B,FALSE,user-specified first gene-column index: 39
INHBA,INHBA,FALSE,user-specified first gene-column index: 39
LOC643441,LOC643441,FALSE,user-specified first gene-column index: 39
LDB3,LDB3,FALSE,user-specified first gene-column index: 39
RAB30,RAB30,FALSE,user-specified first gene-column index: 39
IGSF3,IGSF3,FALSE,user-specified first gene-column index: 39
LINC02774,LINC02774,FALSE,user-specified first gene-column index: 39
HASPIN,HASPIN,FALSE,user-specified first gene-column index: 39
DNAJC13,DNAJC13,FALSE,user-specified first gene-column index: 39
CYP27B1,CYP27B1,FALSE,user-specified first gene-column index: 39
SHANK1,SHANK1,FALSE,user-specified first gene-column index: 39
PCSK7,PCSK7,FALSE,user-specified first gene-column index: 39
DEPP1,DEPP1,FALSE,user-specified first gene-column index: 39
MSH4,MSH4,FALSE,user-specified first gene-column index: 39
AK096995,AK096995,FALSE,user-specified first gene-column index: 39
CLCN6,CLCN6,FALSE,user-specified first gene-column index: 39
GALNTL5,GALNTL5,FALSE,user-specified first gene-column index: 39
SNN,SNN,FALSE,user-specified first gene-column index: 39
NSMCE1,NSMCE1,FALSE,user-specified first gene-column index: 39
BLVRA,BLVRA,FALSE,user-specified first gene-column index: 39
ZNF541,ZNF541,FALSE,user-specified first gene-column index: 39
FRG2B,FRG2B,FALSE,user-specified first gene-column index: 39
PRSS41,PRSS41,FALSE,user-specified first gene-column index: 39
TMEM14B,TMEM14B,FALSE,user-specified first gene-column index: 39
CYB5R2,CYB5R2,FALSE,user-specified first gene-column index: 39
GOLGA4,GOLGA4,FALSE,user-specified first gene-column index: 39
STRADB,STRADB,FALSE,user-specified first gene-column index: 39
ENY2,ENY2,FALSE,user-specified first gene-column index: 39
SLC36A1,SLC36A1,TRUE,user-specified first gene-column index: 39
HOXD9,HOXD9,FALSE,user-specified first gene-column index: 39
UHRF1,UHRF1,FALSE,user-specified first gene-column index: 39
AGL,AGL,FALSE,user-specified first gene-column index: 39
DST,DST,FALSE,user-specified first gene-column index: 39
CAMK2N2,CAMK2N2,FALSE,user-specified first gene-column index: 39
ZNF575,ZNF575,FALSE,user-specified first gene-column index: 39
TSACC,TSACC,FALSE,user-specified first gene-column index: 39
SNRPG,SNRPG,FALSE,user-specified first gene-column index: 39
DMBX1,DMBX1,FALSE,user-specified first gene-column index: 39
LRRC4C,LRRC4C,FALSE,user-specified first gene-column index: 39
PTGES2-AS1,PTGES2-AS1,FALSE,user-specified first gene-column index: 39
IST1,IST1,FALSE,user-specified first gene-column index: 39
C18orf32,C18ORF32,FALSE,user-specified first gene-column index: 39
PLEKHG5,PLEKHG5,FALSE,user-specified first gene-column index: 39
SLC35E2A,SLC35E2A,FALSE,user-specified first gene-column index: 39
POMGNT1,POMGNT1,FALSE,user-specified first gene-column index: 39
FAM66C,FAM66C,FALSE,user-specified first gene-column index: 39
OR14C36,OR14C36,FALSE,user-specified first gene-column index: 39
AGAP11,AGAP11,FALSE,user-specified first gene-column index: 39
PGAM5,PGAM5,FALSE,user-specified first gene-column index: 39
OGN,OGN,FALSE,user-specified first gene-column index: 39
QPRT,QPRT,FALSE,user-specified first gene-column index: 39
BCKDHB,BCKDHB,FALSE,user-specified first gene-column index: 39
HPS6,HPS6,FALSE,user-specified first gene-column index: 39
CYP1A1,CYP1A1,FALSE,user-specified first gene-column index: 39
SENP2,SENP2,FALSE,user-specified first gene-column index: 39
TBC1D7,TBC1D7,FALSE,user-specified first gene-column index: 39
BCAP29,BCAP29,FALSE,user-specified first gene-column index: 39
DTWD2,DTWD2,FALSE,user-specified first gene-column index: 39
TACC1,TACC1,FALSE,user-specified first gene-column index: 39
CDCA2,CDCA2,FALSE,user-specified first gene-column index: 39
TUBB2A,TUBB2A,FALSE,user-specified first gene-column index: 39
PPDPFL,PPDPFL,FALSE,user-specified first gene-column index: 39
AOAH,AOAH,FALSE,user-specified first gene-column index: 39
MPIG6B,MPIG6B,FALSE,user-specified first gene-column index: 39
TFRC,TFRC,FALSE,user-specified first gene-column index: 39
PTGER4,PTGER4,FALSE,user-specified first gene-column index: 39
NTF3,NTF3,FALSE,user-specified first gene-column index: 39
FAM83A-AS1,FAM83A-AS1,FALSE,user-specified first gene-column index: 39
MYO3B,MYO3B,FALSE,user-specified first gene-column index: 39
RAB9A,RAB9A,FALSE,user-specified first gene-column index: 39
ATXN7L3B,ATXN7L3B,FALSE,user-specified first gene-column index: 39
KDM4E,KDM4E,FALSE,user-specified first gene-column index: 39
LINC03007,LINC03007,FALSE,user-specified first gene-column index: 39
SSTR5,SSTR5,FALSE,user-specified first gene-column index: 39
GNB4,GNB4,FALSE,user-specified first gene-column index: 39
GUCY2C,GUCY2C,FALSE,user-specified first gene-column index: 39
BMT2,BMT2,FALSE,user-specified first gene-column index: 39
SIGMAR1,SIGMAR1,FALSE,user-specified first gene-column index: 39
CCDC8,CCDC8,TRUE,user-specified first gene-column index: 39
LLPH,LLPH,FALSE,user-specified first gene-column index: 39
GSTM5,GSTM5,FALSE,user-specified first gene-column index: 39
PLA2G6,PLA2G6,FALSE,user-specified first gene-column index: 39
SCAF1,SCAF1,FALSE,user-specified first gene-column index: 39
MEPCE,MEPCE,FALSE,user-specified first gene-column index: 39
HSPA2,HSPA2,FALSE,user-specified first gene-column index: 39
CASR,CASR,FALSE,user-specified first gene-column index: 39
OR6V1,OR6V1,FALSE,user-specified first gene-column index: 39
SLC35E4,SLC35E4,FALSE,user-specified first gene-column index: 39
NDUFC2,NDUFC2,FALSE,user-specified first gene-column index: 39
REPIN1,REPIN1,FALSE,user-specified first gene-column index: 39
ZNF559,ZNF559,FALSE,user-specified first gene-column index: 39
LELP1,LELP1,FALSE,user-specified first gene-column index: 39
LZTS2,LZTS2,FALSE,user-specified first gene-column index: 39
UNC119,UNC119,FALSE,user-specified first gene-column index: 39
PIGG,PIGG,FALSE,user-specified first gene-column index: 39
C1QA,C1QA,FALSE,user-specified first gene-column index: 39
TMEM245,TMEM245,FALSE,user-specified first gene-column index: 39
SH3TC2-DT,SH3TC2-DT,FALSE,user-specified first gene-column index: 39
SETD3,SETD3,FALSE,user-specified first gene-column index: 39
ABCD2,ABCD2,FALSE,user-specified first gene-column index: 39
C5orf22,C5ORF22,FALSE,user-specified first gene-column index: 39
ADAM9,ADAM9,FALSE,user-specified first gene-column index: 39
RASSF1,RASSF1,FALSE,user-specified first gene-column index: 39
NNMT,NNMT,FALSE,user-specified first gene-column index: 39
NPAT,NPAT,FALSE,user-specified first gene-column index: 39
CBFA2T2,CBFA2T2,FALSE,user-specified first gene-column index: 39
CEBPE,CEBPE,FALSE,user-specified first gene-column index: 39
FGFR2,FGFR2,FALSE,user-specified first gene-column index: 39
S100A2,S100A2,FALSE,user-specified first gene-column index: 39
H4C8,H4C8,FALSE,user-specified first gene-column index: 39
NHS,NHS,FALSE,user-specified first gene-column index: 39
SELENOW,SELENOW,FALSE,user-specified first gene-column index: 39
ZNF622,ZNF622,FALSE,user-specified first gene-column index: 39
B3GALNT1,B3GALNT1,FALSE,user-specified first gene-column index: 39
ABTB1,ABTB1,FALSE,user-specified first gene-column index: 39
GFOD2,GFOD2,FALSE,user-specified first gene-column index: 39
CAND2,CAND2,FALSE,user-specified first gene-column index: 39
OR5D18,OR5D18,FALSE,user-specified first gene-column index: 39
LIPT1,LIPT1,FALSE,user-specified first gene-column index: 39
TSSK1B,TSSK1B,FALSE,user-specified first gene-column index: 39
EAPP,EAPP,FALSE,user-specified first gene-column index: 39
SBDSP1,SBDSP1,FALSE,user-specified first gene-column index: 39
PHYHD1,PHYHD1,FALSE,user-specified first gene-column index: 39
MXD3,MXD3,FALSE,user-specified first gene-column index: 39
ULBP1,ULBP1,FALSE,user-specified first gene-column index: 39
OR4K1,OR4K1,FALSE,user-specified first gene-column index: 39
PWP2,PWP2,FALSE,user-specified first gene-column index: 39
TRPA2P,TRPA2P,FALSE,user-specified first gene-column index: 39
UBE2QL1,UBE2QL1,FALSE,user-specified first gene-column index: 39
KLK6,KLK6,FALSE,user-specified first gene-column index: 39
EDNRB,EDNRB,FALSE,user-specified first gene-column index: 39
WBSCR20C,WBSCR20C,FALSE,user-specified first gene-column index: 39
DDX3X,DDX3X,FALSE,user-specified first gene-column index: 39
DEFB125,DEFB125,FALSE,user-specified first gene-column index: 39
SLC47A1,SLC47A1,TRUE,user-specified first gene-column index: 39
PKP4,PKP4,FALSE,user-specified first gene-column index: 39
OTUD7A.1,OTUD7A.1,FALSE,user-specified first gene-column index: 39
CALHM4,CALHM4,FALSE,user-specified first gene-column index: 39
KCNAB1,KCNAB1,FALSE,user-specified first gene-column index: 39
ADCY2,ADCY2,FALSE,user-specified first gene-column index: 39
NEUROD1,NEUROD1,FALSE,user-specified first gene-column index: 39
SMC3,SMC3,FALSE,user-specified first gene-column index: 39
ALG8,ALG8,FALSE,user-specified first gene-column index: 39
FAM92A,FAM92A,FALSE,user-specified first gene-column index: 39
RNPC3,RNPC3,FALSE,user-specified first gene-column index: 39
ZER1,ZER1,FALSE,user-specified first gene-column index: 39
WEE1,WEE1,FALSE,user-specified first gene-column index: 39
LINC01089.1,LINC01089.1,FALSE,user-specified first gene-column index: 39
DEFB129,DEFB129,FALSE,user-specified first gene-column index: 39
ALDH3B1,ALDH3B1,FALSE,user-specified first gene-column index: 39
P2RY6,P2RY6,FALSE,user-specified first gene-column index: 39
ZW10,ZW10,FALSE,user-specified first gene-column index: 39
PCDH17,PCDH17,FALSE,user-specified first gene-column index: 39
PRH1,PRH1,FALSE,user-specified first gene-column index: 39
AK311113,AK311113,FALSE,user-specified first gene-column index: 39
NET1,NET1,FALSE,user-specified first gene-column index: 39
ZNF296,ZNF296,FALSE,user-specified first gene-column index: 39
TUBGCP6,TUBGCP6,FALSE,user-specified first gene-column index: 39
SLC9A3R2,SLC9A3R2,FALSE,user-specified first gene-column index: 39
PLEKHA2,PLEKHA2,FALSE,user-specified first gene-column index: 39
ADM2,ADM2,FALSE,user-specified first gene-column index: 39
CASC3,CASC3,FALSE,user-specified first gene-column index: 39
KCNQ2,KCNQ2,FALSE,user-specified first gene-column index: 39
CIAO3,CIAO3,FALSE,user-specified first gene-column index: 39
GLUD2,GLUD2,FALSE,user-specified first gene-column index: 39
PGRMC1,PGRMC1,FALSE,user-specified first gene-column index: 39
TSGA10IP,TSGA10IP,FALSE,user-specified first gene-column index: 39
CTTNBP2,CTTNBP2,FALSE,user-specified first gene-column index: 39
MAP7D1,MAP7D1,FALSE,user-specified first gene-column index: 39
CCL4,CCL4,FALSE,user-specified first gene-column index: 39
SPATA31D3,SPATA31D3,FALSE,user-specified first gene-column index: 39
MYADM,MYADM,FALSE,user-specified first gene-column index: 39
CELSR1,CELSR1,FALSE,user-specified first gene-column index: 39
TMF1,TMF1,FALSE,user-specified first gene-column index: 39
UHRF2,UHRF2,FALSE,user-specified first gene-column index: 39
OR2A5,OR2A5,FALSE,user-specified first gene-column index: 39
ESPL1,ESPL1,FALSE,user-specified first gene-column index: 39
RP9,RP9,FALSE,user-specified first gene-column index: 39
TINCR,TINCR,FALSE,user-specified first gene-column index: 39
AP4S1,AP4S1,FALSE,user-specified first gene-column index: 39
PEAK1,PEAK1,FALSE,user-specified first gene-column index: 39
LEO1,LEO1,FALSE,user-specified first gene-column index: 39
NUDT13,NUDT13,FALSE,user-specified first gene-column index: 39
OR4M2,OR4M2,FALSE,user-specified first gene-column index: 39
PPIC,PPIC,FALSE,user-specified first gene-column index: 39
PRR22,PRR22,FALSE,user-specified first gene-column index: 39
ZNF124,ZNF124,FALSE,user-specified first gene-column index: 39
ZNF469,ZNF469,FALSE,user-specified first gene-column index: 39
HCCS,HCCS,FALSE,user-specified first gene-column index: 39
SPINK8,SPINK8,FALSE,user-specified first gene-column index: 39
CMYA5,CMYA5,FALSE,user-specified first gene-column index: 39
PHF13,PHF13,FALSE,user-specified first gene-column index: 39
SEPTIN7P2,SEPTIN7P2,FALSE,user-specified first gene-column index: 39
PABPC1,PABPC1,FALSE,user-specified first gene-column index: 39
LINC00205.1,LINC00205.1,FALSE,user-specified first gene-column index: 39
PYY2,PYY2,FALSE,user-specified first gene-column index: 39
PDYN,PDYN,FALSE,user-specified first gene-column index: 39
SCT,SCT,FALSE,user-specified first gene-column index: 39
ADCYAP1,ADCYAP1,FALSE,user-specified first gene-column index: 39
TRIM49,TRIM49,FALSE,user-specified first gene-column index: 39
LAT2,LAT2,FALSE,user-specified first gene-column index: 39
COL12A1,COL12A1,FALSE,user-specified first gene-column index: 39
ADCY9,ADCY9,FALSE,user-specified first gene-column index: 39
SFXN4.1,SFXN4.1,FALSE,user-specified first gene-column index: 39
CHSY1,CHSY1,FALSE,user-specified first gene-column index: 39
LRRTM4,LRRTM4,FALSE,user-specified first gene-column index: 39
HDLBP,HDLBP,FALSE,user-specified first gene-column index: 39
PDE12,PDE12,FALSE,user-specified first gene-column index: 39
SNORD28,SNORD28,FALSE,user-specified first gene-column index: 39
CBR1,CBR1,FALSE,user-specified first gene-column index: 39
ZNF746,ZNF746,FALSE,user-specified first gene-column index: 39
OR13C3,OR13C3,FALSE,user-specified first gene-column index: 39
GINS3,GINS3,FALSE,user-specified first gene-column index: 39
ALG10B,ALG10B,FALSE,user-specified first gene-column index: 39
ST6GALNAC5,ST6GALNAC5,FALSE,user-specified first gene-column index: 39
MT3,MT3,FALSE,user-specified first gene-column index: 39
TONSL,TONSL,FALSE,user-specified first gene-column index: 39
OXNAD1,OXNAD1,FALSE,user-specified first gene-column index: 39
ABCC6,ABCC6,FALSE,user-specified first gene-column index: 39
CREB3L1,CREB3L1,FALSE,user-specified first gene-column index: 39
MIR570HG,MIR570HG,FALSE,user-specified first gene-column index: 39
BCAS1,BCAS1,FALSE,user-specified first gene-column index: 39
TTC4,TTC4,FALSE,user-specified first gene-column index: 39
AMIGO3,AMIGO3,FALSE,user-specified first gene-column index: 39
ARHGAP27P1,ARHGAP27P1,FALSE,user-specified first gene-column index: 39
MFAP4,MFAP4,FALSE,user-specified first gene-column index: 39
LDLRAD4,LDLRAD4,FALSE,user-specified first gene-column index: 39
MAK16,MAK16,FALSE,user-specified first gene-column index: 39
LOC100506358,LOC100506358,FALSE,user-specified first gene-column index: 39
CFAP44,CFAP44,FALSE,user-specified first gene-column index: 39
MYO7B,MYO7B,FALSE,user-specified first gene-column index: 39
GINS4,GINS4,FALSE,user-specified first gene-column index: 39
CIT,CIT,FALSE,user-specified first gene-column index: 39
NPTXR,NPTXR,FALSE,user-specified first gene-column index: 39
RBM5,RBM5,FALSE,user-specified first gene-column index: 39
ENPP4,ENPP4,FALSE,user-specified first gene-column index: 39
SLC23A2,SLC23A2,FALSE,user-specified first gene-column index: 39
KATNAL2,KATNAL2,FALSE,user-specified first gene-column index: 39
PRM3,PRM3,FALSE,user-specified first gene-column index: 39
CARD9,CARD9,FALSE,user-specified first gene-column index: 39
TEKT4,TEKT4,FALSE,user-specified first gene-column index: 39
NAMPT,NAMPT,FALSE,user-specified first gene-column index: 39
GUSBP14.2,GUSBP14.2,FALSE,user-specified first gene-column index: 39
DUOX1,DUOX1,FALSE,user-specified first gene-column index: 39
MORC2,MORC2,FALSE,user-specified first gene-column index: 39
LOC286154,LOC286154,FALSE,user-specified first gene-column index: 39
THOC5,THOC5,FALSE,user-specified first gene-column index: 39
NR2C2AP,NR2C2AP,FALSE,user-specified first gene-column index: 39
SULT1C2P1,SULT1C2P1,FALSE,user-specified first gene-column index: 39
CARD14,CARD14,FALSE,user-specified first gene-column index: 39
SIAH3,SIAH3,FALSE,user-specified first gene-column index: 39
PRRG2,PRRG2,FALSE,user-specified first gene-column index: 39
HK3,HK3,FALSE,user-specified first gene-column index: 39
SFRP2,SFRP2,FALSE,user-specified first gene-column index: 39
INF2,INF2,FALSE,user-specified first gene-column index: 39
H1-9,H1-9,FALSE,user-specified first gene-column index: 39
MINDY3,MINDY3,FALSE,user-specified first gene-column index: 39
BPGM,BPGM,FALSE,user-specified first gene-column index: 39
CERK,CERK,FALSE,user-specified first gene-column index: 39
REXO5,REXO5,FALSE,user-specified first gene-column index: 39
DAXX,DAXX,FALSE,user-specified first gene-column index: 39
HIPK3,HIPK3,FALSE,user-specified first gene-column index: 39
ZNRF2P1,ZNRF2P1,FALSE,user-specified first gene-column index: 39
SERPINA6,SERPINA6,FALSE,user-specified first gene-column index: 39
