gene,signature,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,source_p_adjust,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,selected,selection_source
EEPD1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.20500959083771e-6,2.6461308125516e-6,0.578,0.578,2.6461308125516e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EGFL6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.79698773870033e-5,8.62984980179988e-6,0.497,0.497,8.62984980179988e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EGFLAM,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.39806898577959e-5,3.8023526093179e-5,0.502,0.502,3.8023526093179e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EGR1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.88047353332031e-6,2.28027990631532e-5,0.542,0.542,2.28027990631532e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EGR2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.04793263670027e-7,1.59766606099763e-7,0.559,0.559,1.59766606099763e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EGR3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00268822537902809,0.00163135203836298,0.378,0.378,0.00163135203836298,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EIF3E,Dys-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.60352322151659e-5,3.5938376836702e-4,0.531,0.531,3.5938376836702e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ELMO1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.96091427717307e-6,2.24002790970771e-6,0.544,0.544,2.24002790970771e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EMILIN2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.89893703034862e-6,3.07375456696886e-6,0.523,0.523,3.07375456696886e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
EMP3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00112769766832081,5.6607038129839e-4,0.413,0.413,5.6607038129839e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM117A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.39506494050934e-5,1.1519317380282e-4,0.486,0.486,1.1519317380282e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM156A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.1916789516029e-4,1.2304588264979e-4,0.46,0.46,1.2304588264979e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM161B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.60432942855223e-5,7.18160954127414e-5,0.516,0.516,7.18160954127414e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM167B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00140853927988678,7.8906275593219e-4,0.409,0.409,7.8906275593219e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM193B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.30176052050275e-6,2.65181247337434e-6,0.541,0.541,2.65181247337434e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FAM43A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.5969775339249e-4,2.5921282154915e-4,0.443,0.443,2.5921282154915e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FBLN1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.9861277946141e-4,1.7258695145451e-4,0.473,0.473,1.7258695145451e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FBLN7,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.8564776756454e-6,7.13545896877809e-7,0.595,0.595,7.13545896877809e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FBP1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.8432785407308e-4,5.6563158139688e-4,0.437,0.437,5.6563158139688e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FBXO48,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.9235884855766e-4,2.4335495578523e-4,0.418,0.418,2.4335495578523e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FFAR4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.27159181773e-4,4.2170494230259e-4,0.439,0.439,4.2170494230259e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FGD5P1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00146990272241899,7.1085056885515e-4,0.399,0.399,7.1085056885515e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FLCN,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.38384571734514e-5,5.42540197996961e-5,0.5,0.5,5.42540197996961e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FNBP4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.61564486915511e-5,1.27566961560834e-5,0.515,0.515,1.27566961560834e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FNDC5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0031197124756319,0.00212624880089559,0.368,0.368,0.00212624880089559,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FREM1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.83279925378915e-5,1.0803131643152e-5,0.466,0.466,1.0803131643152e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
FYB1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.18678796398999e-6,2.08224188931446e-6,0.554,0.554,2.08224188931446e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GABARAPL1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.01483928026071e-5,9.77809355769103e-6,0.508,0.508,9.77809355769103e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GABPB1-AS1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00110271370504346,8.3540011807958e-4,0.418,0.418,8.3540011807958e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GABPB2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.9319005932949e-4,2.0916933426302e-4,0.446,0.446,2.0916933426302e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GADD45B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00247365920265074,0.00140843531582801,0.385,0.385,0.00140843531582801,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GADD45G,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.66580625748372e-5,2.57149442932437e-5,0.499,0.499,2.57149442932437e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GAL3ST4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.52089826013863e-6,1.94138283783663e-6,0.574,0.574,1.94138283783663e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GALNT15,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00423629201019703,0.00260368289583866,0.366,0.366,0.00260368289583866,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GARIN1A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00127154115272709,4.9853671932624e-4,0.399,0.399,4.9853671932624e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GBA2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.2404497509023e-4,4.0413286214438e-4,0.437,0.437,4.0413286214438e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GCH1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.5747736805973e-4,3.7129371230228e-4,0.46,0.46,3.7129371230228e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GDF5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.9793350516509e-4,4.3503154035603e-4,0.435,0.435,4.3503154035603e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GFI1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.00797317097456e-5,2.51548874686009e-5,0.511,0.511,2.51548874686009e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GIMAP6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.02746304005558e-5,8.41459314308053e-6,0.472,0.472,8.41459314308053e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GLIPR2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.3889209216469e-4,4.5530946130851e-4,0.439,0.439,4.5530946130851e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GNB3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.44772397930563e-5,9.7332368875174e-6,0.524,0.524,9.7332368875174e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GNLY,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00322483344357379,0.00161742488494569,0.356,0.356,0.00161742488494569,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GOLGA8B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.03695968718192e-5,3.57696629469637e-5,0.497,0.497,3.57696629469637e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GOLGA8IP,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.0332099749277e-4,2.5105286299388e-4,0.405,0.405,2.5105286299388e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GOLGB1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.60623371444316e-5,1.3166195230671e-4,0.477,0.477,1.3166195230671e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GON4L,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.4843932328793e-4,1.4638596827052e-4,0.448,0.448,1.4638596827052e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GPNMB,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.2099808211197e-4,5.68797028256482e-5,0.47,0.47,5.68797028256482e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GPR162,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.14134548513164e-7,1.1668999305409e-7,0.606,0.606,1.1668999305409e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GPR83,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00673842212670526,0.00435018297200693,0.339,0.339,0.00435018297200693,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GRIA3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.83199814255065e-6,3.12504566478626e-6,0.511,0.511,3.12504566478626e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GRIN2D,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.45486763371272e-5,2.89928898518386e-5,0.497,0.497,2.89928898518386e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GRIN3A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.4164086333011e-4,1.9797303237616e-4,0.4,0.4,1.9797303237616e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GRIP2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.1658868122401e-4,5.3331556798112e-4,0.435,0.435,5.3331556798112e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GRN,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.80915800288613e-5,6.38623952064887e-5,0.502,0.502,6.38623952064887e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GTSF1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.0265542054837e-4,5.40680851972368e-5,0.482,0.482,5.40680851972368e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GUSBP11,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.31686977120226e-6,3.9092492947381e-7,0.598,0.598,3.9092492947381e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
GYPE,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00441111558079117,0.00228877904336733,0.36,0.36,0.00228877904336733,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HAAO,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.19491534073783e-6,9.93525294043402e-7,0.543,0.543,9.93525294043402e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HAPLN3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.37292368939531e-6,8.88158692225976e-6,0.557,0.557,8.88158692225976e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HAVCR2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.6703470129767e-4,3.0154333664697e-4,0.402,0.402,3.0154333664697e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HCK,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.73906417039558e-5,2.79034555695276e-5,0.515,0.515,2.79034555695276e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HDC,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00378968070248998,0.00221353143782979,0.371,0.371,0.00221353143782979,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HECW2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.19274926977764e-5,4.85586806930316e-5,0.478,0.478,4.85586806930316e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HEPH,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.2837400486634e-4,9.54515926471609e-5,0.489,0.489,9.54515926471609e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HEXA-AS1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.4640831419433e-4,3.5740871529378e-4,0.428,0.428,3.5740871529378e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HEXD,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00108276495812758,5.5353558167772e-4,0.413,0.413,5.5353558167772e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HFE,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00117255140521695,5.2756313557209e-4,0.412,0.412,5.2756313557209e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HIVEP1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.2739873960212e-4,1.5389594101497e-4,0.44,0.44,1.5389594101497e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HLA-C,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00382602686692518,0.00205781382154089,0.365,0.365,0.00205781382154089,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HLA-E,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.84690014211263e-6,8.98905071406414e-7,0.572,0.572,8.98905071406414e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HLA-F-AS1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.36049633101493e-5,2.369014759938e-5,0.492,0.492,2.369014759938e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HMGCS2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00379312316449366,0.00220319089166281,0.357,0.357,0.00220319089166281,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HOXA4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.11115020452189e-5,1.17081454386086e-5,0.522,0.522,1.17081454386086e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HOXC6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.74145208188774e-7,2.44673371231509e-6,0.611,0.611,2.44673371231509e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HOXD1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.02096731999817e-5,7.28237936089534e-5,0.495,0.495,7.28237936089534e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HRH2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.76515681823094e-5,9.43092629684315e-6,0.476,0.476,9.43092629684315e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HS3ST2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00248994148161366,0.00127887045748871,0.372,0.372,0.00127887045748871,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HSPA12B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.81598809632602e-5,9.8519317254407e-6,0.508,0.508,9.8519317254407e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
HYAL1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00181962310481738,0.00113174257024992,0.4,0.4,0.00113174257024992,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IER5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.3134433822485e-4,1.8347178661512e-4,0.466,0.466,1.8347178661512e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IFI30,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.5207203168924e-4,4.8945128636935e-4,0.433,0.433,4.8945128636935e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IGFLR1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.8257894009545e-4,9.32203700644253e-5,0.436,0.436,9.32203700644253e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IKZF1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.22111072248474e-5,8.36858777667383e-6,0.471,0.471,8.36858777667383e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IKZF4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.10734541981561e-5,3.43067438491625e-6,0.525,0.525,3.43067438491625e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IL10RA,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.5742870257749e-6,2.87924494264039e-6,0.502,0.502,2.87924494264039e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IL11RA,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.2193847213449e-4,4.77527875256052e-5,0.444,0.444,4.77527875256052e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IL3RA,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.0313120899869e-4,3.15131812434729e-5,0.463,0.463,3.15131812434729e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IL4I1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00169671080854808,7.743905802905e-4,0.382,0.382,7.743905802905e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IMPG2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00187410984545913,0.00153709850841565,0.39,0.39,0.00153709850841565,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
INKA2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.66832564876275e-5,1.3537431223277e-4,0.496,0.496,1.3537431223277e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
INPP5D,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.75206877251354e-8,1.80518888242328e-8,0.633,0.633,1.80518888242328e-8,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IPCEF1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.40626537952004e-5,6.21517060200769e-5,0.465,0.465,6.21517060200769e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IRF1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00155207309751603,8.4817497579146e-4,0.395,0.395,8.4817497579146e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
IRF4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.82460692034553e-5,1.05657184869523e-5,0.439,0.439,1.05657184869523e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ISCU,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.2868141628287e-4,3.1507371174744e-4,0.412,0.412,3.1507371174744e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ITGB2-AS1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.5709438210705e-4,2.1807003938323e-4,0.434,0.434,2.1807003938323e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ITIH4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.1237912835802e-6,1.38234696267278e-6,0.531,0.531,1.38234696267278e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
JAM2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.63948235522335e-5,3.38563809830088e-5,0.465,0.465,3.38563809830088e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KCNE1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.89926325120823e-5,9.77809355769103e-6,0.478,0.478,9.77809355769103e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KCNH4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00335274899173694,0.00311559659176639,0.359,0.359,0.00311559659176639,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KCNJ10,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00139844170177131,8.6794568902379e-4,0.411,0.411,8.6794568902379e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KCTD7,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.7330643467127e-4,4.0413286214438e-4,0.431,0.431,4.0413286214438e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KIAA0513,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.62082717123189e-5,1.07300609486536e-5,0.513,0.513,1.07300609486536e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KIAA1755,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.6543007157919e-4,3.1449603633564e-4,0.444,0.444,3.1449603633564e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KIR2DS4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00129919729617008,7.5702520003868e-4,0.405,0.405,7.5702520003868e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KLHL3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.50764326017455e-5,4.47565177564422e-6,0.512,0.512,4.47565177564422e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KLHL6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.96091427717307e-6,4.37807740035957e-6,0.468,0.468,4.37807740035957e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
KMT2A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.3220225431738e-5,6.77170270591113e-6,0.501,0.501,6.77170270591113e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LAIR1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.75453913145693e-5,8.82131467062295e-6,0.49,0.49,8.82131467062295e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LAMP3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.1830003104999e-4,4.5255236360521e-4,0.443,0.443,4.5255236360521e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LCAT,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.50764326017455e-5,4.88174835564415e-6,0.522,0.522,4.88174835564415e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
