gene,n_input_columns,method,cohort
EIF2AK4,1,max_variance,METABRIC
EIF2B1,1,max_variance,METABRIC
EIF2B2,1,max_variance,METABRIC
EIF2B4,1,max_variance,METABRIC
EIF2B5,1,max_variance,METABRIC
EIF2D,1,max_variance,METABRIC
EIF2S1,1,max_variance,METABRIC
EIF2S2,1,max_variance,METABRIC
EIF2S3,1,max_variance,METABRIC
EIF3A,1,max_variance,METABRIC
EIF3B,1,max_variance,METABRIC
EIF3C,1,max_variance,METABRIC
EIF3D,1,max_variance,METABRIC
EIF3E,1,max_variance,METABRIC
EIF3F,1,max_variance,METABRIC
EIF3G,1,max_variance,METABRIC
EIF3H,1,max_variance,METABRIC
EIF3I,1,max_variance,METABRIC
EIF3IP1,1,max_variance,METABRIC
EIF3J,1,max_variance,METABRIC
EIF3J-DT,1,max_variance,METABRIC
EIF3K,1,max_variance,METABRIC
EIF3L,1,max_variance,METABRIC
EIF3M,1,max_variance,METABRIC
EIF4A1,1,max_variance,METABRIC
EIF4A2,1,max_variance,METABRIC
EIF4A3,1,max_variance,METABRIC
EIF4B,1,max_variance,METABRIC
EIF4E,1,max_variance,METABRIC
EIF4E1B,1,max_variance,METABRIC
EIF4E2,1,max_variance,METABRIC
EIF4E3,1,max_variance,METABRIC
EIF4EBP1,1,max_variance,METABRIC
EIF4EBP2,1,max_variance,METABRIC
EIF4EBP3,1,max_variance,METABRIC
EIF4ENIF1,1,max_variance,METABRIC
EIF4G1,1,max_variance,METABRIC
EIF4G2,1,max_variance,METABRIC
EIF4G3,1,max_variance,METABRIC
EIF4H,1,max_variance,METABRIC
EIF5,1,max_variance,METABRIC
EIF5A,1,max_variance,METABRIC
EIF5A2,1,max_variance,METABRIC
EIF5AL1,1,max_variance,METABRIC
EIF5B,1,max_variance,METABRIC
EIF6,1,max_variance,METABRIC
EIPR1,1,max_variance,METABRIC
ELAC1,1,max_variance,METABRIC
ELAC2,1,max_variance,METABRIC
ELANE,1,max_variance,METABRIC
ELAVL1,1,max_variance,METABRIC
ELAVL2,1,max_variance,METABRIC
ELAVL3,1,max_variance,METABRIC
ELAVL4,1,max_variance,METABRIC
ELF1,1,max_variance,METABRIC
ELF2,1,max_variance,METABRIC
ELF3,1,max_variance,METABRIC
ELF4,1,max_variance,METABRIC
ELF5,1,max_variance,METABRIC
ELFN1,1,max_variance,METABRIC
ELFN2,1,max_variance,METABRIC
ELK1,1,max_variance,METABRIC
ELK3,1,max_variance,METABRIC
ELK4,1,max_variance,METABRIC
ELL,1,max_variance,METABRIC
ELL2,1,max_variance,METABRIC
ELL3,1,max_variance,METABRIC
ELMO1,1,max_variance,METABRIC
ELMO2,1,max_variance,METABRIC
ELMO3,1,max_variance,METABRIC
ELMOD1,1,max_variance,METABRIC
ELMOD1.1,1,max_variance,METABRIC
ELMOD2,1,max_variance,METABRIC
ELMOD3,1,max_variance,METABRIC
ELMSAN1,1,max_variance,METABRIC
ELN,1,max_variance,METABRIC
ELOA,1,max_variance,METABRIC
ELOA2,1,max_variance,METABRIC
ELOA3,1,max_variance,METABRIC
ELOB,1,max_variance,METABRIC
ELOC,1,max_variance,METABRIC
ELOF1,1,max_variance,METABRIC
ELOVL1,1,max_variance,METABRIC
ELOVL2,1,max_variance,METABRIC
ELOVL2-AS1,1,max_variance,METABRIC
ELOVL3,1,max_variance,METABRIC
ELOVL4,1,max_variance,METABRIC
ELOVL5,1,max_variance,METABRIC
ELOVL6,1,max_variance,METABRIC
ELOVL7,1,max_variance,METABRIC
ELP1,1,max_variance,METABRIC
ELP2,1,max_variance,METABRIC
ELP3,1,max_variance,METABRIC
ELP4,1,max_variance,METABRIC
ELP5,1,max_variance,METABRIC
ELP6,1,max_variance,METABRIC
ELSPBP1,1,max_variance,METABRIC
EMB,1,max_variance,METABRIC
EMC1,1,max_variance,METABRIC
EMC10,1,max_variance,METABRIC
EMC2,1,max_variance,METABRIC
EMC4,1,max_variance,METABRIC
EMC6,1,max_variance,METABRIC
EMC7,1,max_variance,METABRIC
EMC8,1,max_variance,METABRIC
EMC9,1,max_variance,METABRIC
EMCN,1,max_variance,METABRIC
EMD,1,max_variance,METABRIC
EME1,1,max_variance,METABRIC
EME2,1,max_variance,METABRIC
EMG1,1,max_variance,METABRIC
EMID1,1,max_variance,METABRIC
EMILIN1,1,max_variance,METABRIC
EMILIN2,1,max_variance,METABRIC
EMILIN3,1,max_variance,METABRIC
EML1,1,max_variance,METABRIC
EML3,1,max_variance,METABRIC
EML4,1,max_variance,METABRIC
EML5,1,max_variance,METABRIC
EML6,1,max_variance,METABRIC
EMP1,1,max_variance,METABRIC
EMP2,1,max_variance,METABRIC
EMP3,1,max_variance,METABRIC
EMR2,1,max_variance,METABRIC
EMSY,1,max_variance,METABRIC
EMX1,1,max_variance,METABRIC
EMX2,1,max_variance,METABRIC
EMX2OS,1,max_variance,METABRIC
EN1,1,max_variance,METABRIC
EN2,1,max_variance,METABRIC
ENAH,1,max_variance,METABRIC
ENAM,1,max_variance,METABRIC
ENC1,1,max_variance,METABRIC
ENDOD1,1,max_variance,METABRIC
ENDOG,1,max_variance,METABRIC
ENDOU,1,max_variance,METABRIC
ENDOV,1,max_variance,METABRIC
ENG,1,max_variance,METABRIC
ENGASE,1,max_variance,METABRIC
ENHO,1,max_variance,METABRIC
ENKD1,1,max_variance,METABRIC
ENKUR,1,max_variance,METABRIC
ENO1,1,max_variance,METABRIC
ENO1-AS1,1,max_variance,METABRIC
ENO2,1,max_variance,METABRIC
ENO3,1,max_variance,METABRIC
ENO4,1,max_variance,METABRIC
ENOPH1,1,max_variance,METABRIC
ENOSF1,1,max_variance,METABRIC
ENOX1,1,max_variance,METABRIC
ENOX2,1,max_variance,METABRIC
ENPEP,1,max_variance,METABRIC
ENPP1,1,max_variance,METABRIC
ENPP2,1,max_variance,METABRIC
ENPP3,1,max_variance,METABRIC
ENPP4,1,max_variance,METABRIC
ENPP5,1,max_variance,METABRIC
ENPP6,1,max_variance,METABRIC
ENPP7,1,max_variance,METABRIC
ENSA,1,max_variance,METABRIC
ENTHD1,1,max_variance,METABRIC
ENTPD1,1,max_variance,METABRIC
ENTPD2,1,max_variance,METABRIC
ENTPD3,1,max_variance,METABRIC
ENTPD4,1,max_variance,METABRIC
ENTPD5,1,max_variance,METABRIC
ENTPD6,1,max_variance,METABRIC
ENTPD7,1,max_variance,METABRIC
ENTPD8,1,max_variance,METABRIC
ENTR1,1,max_variance,METABRIC
ENY2,1,max_variance,METABRIC
EOGT,1,max_variance,METABRIC
EOLA1-DT,1,max_variance,METABRIC
EOMES,1,max_variance,METABRIC
EP300,1,max_variance,METABRIC
EP400,1,max_variance,METABRIC
EP400NL,1,max_variance,METABRIC
EP400P1,1,max_variance,METABRIC
EPAS1,1,max_variance,METABRIC
EPB41,1,max_variance,METABRIC
EPB41L1,1,max_variance,METABRIC
EPB41L2,1,max_variance,METABRIC
EPB41L3,1,max_variance,METABRIC
EPB41L4A,1,max_variance,METABRIC
EPB41L4A-AS1,1,max_variance,METABRIC
EPB41L4A-DT,1,max_variance,METABRIC
EPB41L4B,1,max_variance,METABRIC
EPB41L5,1,max_variance,METABRIC
EPB42,1,max_variance,METABRIC
EPC1,1,max_variance,METABRIC
EPC2,1,max_variance,METABRIC
EPCAM,1,max_variance,METABRIC
EPDR1,1,max_variance,METABRIC
EPG5,1,max_variance,METABRIC
EPGN,1,max_variance,METABRIC
EPHA1,1,max_variance,METABRIC
EPHA10,1,max_variance,METABRIC
EPHA2,1,max_variance,METABRIC
EPHA3,1,max_variance,METABRIC
EPHA4,1,max_variance,METABRIC
EPHA5,1,max_variance,METABRIC
EPHA5-AS1,1,max_variance,METABRIC
EPHA6,1,max_variance,METABRIC
EPHA7,1,max_variance,METABRIC
EPHA8,1,max_variance,METABRIC
EPHB1,1,max_variance,METABRIC
EPHB2,1,max_variance,METABRIC
EPHB3,1,max_variance,METABRIC
EPHB4,1,max_variance,METABRIC
EPHB6,1,max_variance,METABRIC
EPHX1,1,max_variance,METABRIC
EPHX2,1,max_variance,METABRIC
EPHX3,1,max_variance,METABRIC
EPHX4,1,max_variance,METABRIC
EPM2A,1,max_variance,METABRIC
EPM2AIP1,1,max_variance,METABRIC
EPN1,1,max_variance,METABRIC
EPN2,1,max_variance,METABRIC
EPN3,1,max_variance,METABRIC
EPO,1,max_variance,METABRIC
EPOR,1,max_variance,METABRIC
EPPIN,1,max_variance,METABRIC
EPPK1,1,max_variance,METABRIC
EPRS1,1,max_variance,METABRIC
EPS15,1,max_variance,METABRIC
EPS15L1,1,max_variance,METABRIC
EPS8,1,max_variance,METABRIC
EPS8L1,1,max_variance,METABRIC
EPS8L2,1,max_variance,METABRIC
EPS8L3,1,max_variance,METABRIC
EPSTI1,1,max_variance,METABRIC
EPX,1,max_variance,METABRIC
EPYC,1,max_variance,METABRIC
EQTN,1,max_variance,METABRIC
ERAL1,1,max_variance,METABRIC
ERAP1,1,max_variance,METABRIC
ERAP2,1,max_variance,METABRIC
ERAS,1,max_variance,METABRIC
ERBB2,1,max_variance,METABRIC
ERBB3,1,max_variance,METABRIC
ERBB4,1,max_variance,METABRIC
ERBIN,1,max_variance,METABRIC
ERC1,1,max_variance,METABRIC
ERC2,1,max_variance,METABRIC
ERCC1,1,max_variance,METABRIC
ERCC2,1,max_variance,METABRIC
ERCC3,1,max_variance,METABRIC
ERCC4,1,max_variance,METABRIC
ERCC5,1,max_variance,METABRIC
ERCC6,1,max_variance,METABRIC
ERCC6L,1,max_variance,METABRIC
ERCC6L2,1,max_variance,METABRIC
ERCC8,1,max_variance,METABRIC
EREG,1,max_variance,METABRIC
ERF,1,max_variance,METABRIC
ERG,1,max_variance,METABRIC
ERGIC1,1,max_variance,METABRIC
ERGIC2,1,max_variance,METABRIC
ERGIC3,1,max_variance,METABRIC
ERH,1,max_variance,METABRIC
ERI1,1,max_variance,METABRIC
ERI2,1,max_variance,METABRIC
ERI3,1,max_variance,METABRIC
ERICH1,1,max_variance,METABRIC
ERICH2,1,max_variance,METABRIC
ERICH3,1,max_variance,METABRIC
ERICH5,1,max_variance,METABRIC
ERICH6,1,max_variance,METABRIC
ERICH6B,1,max_variance,METABRIC
ERLEC1,1,max_variance,METABRIC
ERLIN1,1,max_variance,METABRIC
ERLIN2,1,max_variance,METABRIC
ERMAP,1,max_variance,METABRIC
ERMARD,1,max_variance,METABRIC
ERMN,1,max_variance,METABRIC
ERMP1,1,max_variance,METABRIC
ERN1,1,max_variance,METABRIC
ERN2,1,max_variance,METABRIC
ERO1A,1,max_variance,METABRIC
ERO1B,1,max_variance,METABRIC
ERP27,1,max_variance,METABRIC
ERP29,1,max_variance,METABRIC
ERP44,1,max_variance,METABRIC
ERRFI1,1,max_variance,METABRIC
ERV3-1,1,max_variance,METABRIC
ERVFRD-1,1,max_variance,METABRIC
ERVK13-1,1,max_variance,METABRIC
ERVMER34-1,1,max_variance,METABRIC
ERVV-1,1,max_variance,METABRIC
ERVV-2,1,max_variance,METABRIC
ERVW-1,1,max_variance,METABRIC
ESAM,1,max_variance,METABRIC
ESCO1,1,max_variance,METABRIC
ESCO2,1,max_variance,METABRIC
ESD,1,max_variance,METABRIC
ESF1,1,max_variance,METABRIC
ESM1,1,max_variance,METABRIC
ESPL1,1,max_variance,METABRIC
ESPN,1,max_variance,METABRIC
ESPNL,1,max_variance,METABRIC
ESPNP,1,max_variance,METABRIC
ESR1,1,max_variance,METABRIC
ESR2,1,max_variance,METABRIC
ESRP1,1,max_variance,METABRIC
ESRP2,1,max_variance,METABRIC
ESRRA,1,max_variance,METABRIC
ESRRB,1,max_variance,METABRIC
ESRRG,1,max_variance,METABRIC
ESS2,1,max_variance,METABRIC
ESX1,1,max_variance,METABRIC
ESYT1,1,max_variance,METABRIC
ESYT2,1,max_variance,METABRIC
ESYT3,1,max_variance,METABRIC
ETAA1,1,max_variance,METABRIC
ETDB,1,max_variance,METABRIC
ETF1,1,max_variance,METABRIC
ETFA,1,max_variance,METABRIC
ETFB,1,max_variance,METABRIC
ETFBKMT,1,max_variance,METABRIC
ETFDH,1,max_variance,METABRIC
ETFRF1,1,max_variance,METABRIC
ETHE1,1,max_variance,METABRIC
ETNK1,1,max_variance,METABRIC
ETNK2,1,max_variance,METABRIC
ETNPPL,1,max_variance,METABRIC
ETS1,1,max_variance,METABRIC
ETS2,1,max_variance,METABRIC
ETS2-AS1,1,max_variance,METABRIC
ETV1,1,max_variance,METABRIC
ETV2,1,max_variance,METABRIC
ETV3,1,max_variance,METABRIC
ETV3L,1,max_variance,METABRIC
ETV4,1,max_variance,METABRIC
ETV5,1,max_variance,METABRIC
ETV6,1,max_variance,METABRIC
ETV7,1,max_variance,METABRIC
EVA1A,1,max_variance,METABRIC
EVA1B,1,max_variance,METABRIC
EVA1C,1,max_variance,METABRIC
EVC,1,max_variance,METABRIC
EVC2,1,max_variance,METABRIC
EVI2A,1,max_variance,METABRIC
EVI2B,1,max_variance,METABRIC
EVI5,1,max_variance,METABRIC
EVI5L,1,max_variance,METABRIC
EVL,1,max_variance,METABRIC
EVPL,1,max_variance,METABRIC
EVX1,1,max_variance,METABRIC
EVX2,1,max_variance,METABRIC
EWSAT1,1,max_variance,METABRIC
EWSR1,1,max_variance,METABRIC
EXD1,1,max_variance,METABRIC
EXD2,1,max_variance,METABRIC
EXD3,1,max_variance,METABRIC
EXLM1,1,max_variance,METABRIC
EXO1,1,max_variance,METABRIC
EXO5,1,max_variance,METABRIC
EXOC1,1,max_variance,METABRIC
EXOC2,1,max_variance,METABRIC
EXOC3,1,max_variance,METABRIC
EXOC3L1,1,max_variance,METABRIC
EXOC3L2,1,max_variance,METABRIC
EXOC3L4,1,max_variance,METABRIC
EXOC4,1,max_variance,METABRIC
EXOC5,1,max_variance,METABRIC
EXOC6,1,max_variance,METABRIC
EXOC6B,1,max_variance,METABRIC
EXOC7,1,max_variance,METABRIC
EXOC8,1,max_variance,METABRIC
EXOG,1,max_variance,METABRIC
EXOSC1,1,max_variance,METABRIC
EXOSC10,1,max_variance,METABRIC
EXOSC2,1,max_variance,METABRIC
EXOSC3,1,max_variance,METABRIC
EXOSC4,1,max_variance,METABRIC
EXOSC5,1,max_variance,METABRIC
EXOSC6,1,max_variance,METABRIC
EXOSC7,1,max_variance,METABRIC
EXOSC8,1,max_variance,METABRIC
EXOSC9,1,max_variance,METABRIC
EXPH5,1,max_variance,METABRIC
EXT1,1,max_variance,METABRIC
EXT2,1,max_variance,METABRIC
EXTL1,1,max_variance,METABRIC
EXTL2,1,max_variance,METABRIC
EXTL3,1,max_variance,METABRIC
EYA1,1,max_variance,METABRIC
EYA2,1,max_variance,METABRIC
EYA3,1,max_variance,METABRIC
EYA4,1,max_variance,METABRIC
EYS,1,max_variance,METABRIC
EZH1,1,max_variance,METABRIC
EZH2,1,max_variance,METABRIC
EZR,1,max_variance,METABRIC
F10,1,max_variance,METABRIC
F11,1,max_variance,METABRIC
F11-AS1,1,max_variance,METABRIC
F11R,1,max_variance,METABRIC
F12,1,max_variance,METABRIC
F13A1,1,max_variance,METABRIC
F13B,1,max_variance,METABRIC
F2R,1,max_variance,METABRIC
F2RL1,1,max_variance,METABRIC
F2RL2,1,max_variance,METABRIC
F2RL3,1,max_variance,METABRIC
F3,1,max_variance,METABRIC
F5,1,max_variance,METABRIC
F7,1,max_variance,METABRIC
F8,1,max_variance,METABRIC
F8A1,1,max_variance,METABRIC
F9,1,max_variance,METABRIC
FA2H,1,max_variance,METABRIC
FAAH,1,max_variance,METABRIC
FAAH2,1,max_variance,METABRIC
FAAP100,1,max_variance,METABRIC
FAAP20,1,max_variance,METABRIC
FAAP24,1,max_variance,METABRIC
FABP1,1,max_variance,METABRIC
FABP12,1,max_variance,METABRIC
FABP2,1,max_variance,METABRIC
FABP3,1,max_variance,METABRIC
FABP4,1,max_variance,METABRIC
FABP5,1,max_variance,METABRIC
FABP5P3,1,max_variance,METABRIC
FABP6,1,max_variance,METABRIC
FABP7,1,max_variance,METABRIC
FABP9,1,max_variance,METABRIC
FADD,1,max_variance,METABRIC
FADS1,1,max_variance,METABRIC
FADS2,1,max_variance,METABRIC
FADS3,1,max_variance,METABRIC
FADS6,1,max_variance,METABRIC
FAF1,1,max_variance,METABRIC
FAF2,1,max_variance,METABRIC
FAH,1,max_variance,METABRIC
FAHD1,1,max_variance,METABRIC
FAHD2A,1,max_variance,METABRIC
FAHD2B,1,max_variance,METABRIC
FAIM,1,max_variance,METABRIC
FAIM2,1,max_variance,METABRIC
FAM101A,1,max_variance,METABRIC
FAM102A,1,max_variance,METABRIC
FAM102B,1,max_variance,METABRIC
FAM104A,1,max_variance,METABRIC
FAM104B,1,max_variance,METABRIC
FAM106A,1,max_variance,METABRIC
FAM107A,1,max_variance,METABRIC
FAM107B,1,max_variance,METABRIC
FAM108A1,1,max_variance,METABRIC
FAM110A,1,max_variance,METABRIC
FAM110B,1,max_variance,METABRIC
FAM110C,1,max_variance,METABRIC
FAM110D,1,max_variance,METABRIC
FAM111A,1,max_variance,METABRIC
FAM111B,1,max_variance,METABRIC
FAM114A1,1,max_variance,METABRIC
FAM114A2,1,max_variance,METABRIC
FAM115C,1,max_variance,METABRIC
FAM117A,1,max_variance,METABRIC
FAM117B,1,max_variance,METABRIC
FAM118A,1,max_variance,METABRIC
FAM118B,1,max_variance,METABRIC
FAM120A,1,max_variance,METABRIC
FAM120AOS,1,max_variance,METABRIC
FAM120B,1,max_variance,METABRIC
FAM120C,1,max_variance,METABRIC
FAM122A,1,max_variance,METABRIC
FAM122B,1,max_variance,METABRIC
FAM122C,1,max_variance,METABRIC
FAM124A,1,max_variance,METABRIC
FAM124B,1,max_variance,METABRIC
FAM126A,1,max_variance,METABRIC
FAM126B,1,max_variance,METABRIC
FAM131A,1,max_variance,METABRIC
FAM131B,1,max_variance,METABRIC
FAM131C,1,max_variance,METABRIC
FAM133A,1,max_variance,METABRIC
FAM133B,1,max_variance,METABRIC
FAM133DP,1,max_variance,METABRIC
FAM135A,1,max_variance,METABRIC
FAM135B,1,max_variance,METABRIC
FAM136A,1,max_variance,METABRIC
FAM136A.1,1,max_variance,METABRIC
FAM138B,1,max_variance,METABRIC
FAM138B.1,1,max_variance,METABRIC
FAM13A,1,max_variance,METABRIC
FAM13A-AS1,1,max_variance,METABRIC
FAM13B,1,max_variance,METABRIC
FAM13C,1,max_variance,METABRIC
FAM149A,1,max_variance,METABRIC
FAM149B1,1,max_variance,METABRIC
FAM151A,1,max_variance,METABRIC
FAM151B,1,max_variance,METABRIC
FAM153A,1,max_variance,METABRIC
FAM153B,1,max_variance,METABRIC
FAM153B.1,1,max_variance,METABRIC
FAM153B.2,1,max_variance,METABRIC
FAM155A,1,max_variance,METABRIC
FAM155B,1,max_variance,METABRIC
FAM156A,1,max_variance,METABRIC
FAM156B,1,max_variance,METABRIC
FAM160A2,1,max_variance,METABRIC
FAM160B1,1,max_variance,METABRIC
FAM160B2,1,max_variance,METABRIC
FAM161A,1,max_variance,METABRIC
FAM161B,1,max_variance,METABRIC
FAM162A,1,max_variance,METABRIC
FAM162B,1,max_variance,METABRIC
FAM163A,1,max_variance,METABRIC
FAM163B,1,max_variance,METABRIC
FAM163B.1,1,max_variance,METABRIC
FAM166A,1,max_variance,METABRIC
FAM166B,1,max_variance,METABRIC
FAM166C,1,max_variance,METABRIC
FAM167A,1,max_variance,METABRIC
FAM167B,1,max_variance,METABRIC
FAM168A,1,max_variance,METABRIC
FAM168B,1,max_variance,METABRIC
FAM169A,1,max_variance,METABRIC
FAM169B,1,max_variance,METABRIC
FAM170A,1,max_variance,METABRIC
FAM170B,1,max_variance,METABRIC
FAM171A1,1,max_variance,METABRIC
FAM171A2,1,max_variance,METABRIC
FAM171B,1,max_variance,METABRIC
FAM172A,1,max_variance,METABRIC
FAM172BP,1,max_variance,METABRIC
FAM174A,1,max_variance,METABRIC
FAM174B,1,max_variance,METABRIC
FAM174C,1,max_variance,METABRIC
FAM177A1,1,max_variance,METABRIC
FAM177B,1,max_variance,METABRIC
FAM178B,1,max_variance,METABRIC
FAM179A,1,max_variance,METABRIC
FAM180A,1,max_variance,METABRIC
FAM180B,1,max_variance,METABRIC
FAM181A,1,max_variance,METABRIC
FAM181B,1,max_variance,METABRIC
FAM182A,1,max_variance,METABRIC
FAM182A.1,1,max_variance,METABRIC
FAM183A,1,max_variance,METABRIC
FAM184A,1,max_variance,METABRIC
FAM185A,1,max_variance,METABRIC
FAM186A,1,max_variance,METABRIC
FAM186B,1,max_variance,METABRIC
FAM187B,1,max_variance,METABRIC
FAM188B2,1,max_variance,METABRIC
FAM189A1,1,max_variance,METABRIC
FAM189A2,1,max_variance,METABRIC
FAM189B,1,max_variance,METABRIC
FAM193A,1,max_variance,METABRIC
FAM193B,1,max_variance,METABRIC
FAM197Y1,1,max_variance,METABRIC
FAM197Y2,1,max_variance,METABRIC
FAM199X,1,max_variance,METABRIC
FAM200B,1,max_variance,METABRIC
FAM201A,1,max_variance,METABRIC
FAM201B,1,max_variance,METABRIC
FAM203A,1,max_variance,METABRIC
FAM204A,1,max_variance,METABRIC
FAM205BP,1,max_variance,METABRIC
FAM207A,1,max_variance,METABRIC
FAM209A,1,max_variance,METABRIC
FAM209B,1,max_variance,METABRIC
FAM20A,1,max_variance,METABRIC
FAM20B,1,max_variance,METABRIC
FAM20C,1,max_variance,METABRIC
FAM210A,1,max_variance,METABRIC
FAM210B,1,max_variance,METABRIC
FAM214A,1,max_variance,METABRIC
FAM214B,1,max_variance,METABRIC
FAM215A,1,max_variance,METABRIC
FAM215B,1,max_variance,METABRIC
FAM216A,1,max_variance,METABRIC
FAM216B,1,max_variance,METABRIC
FAM217A,1,max_variance,METABRIC
FAM217B,1,max_variance,METABRIC
FAM218A,1,max_variance,METABRIC
FAM219A,1,max_variance,METABRIC
FAM219B,1,max_variance,METABRIC
FAM21C,1,max_variance,METABRIC
FAM21EP,1,max_variance,METABRIC
FAM220A,1,max_variance,METABRIC
FAM221A,1,max_variance,METABRIC
FAM221B,1,max_variance,METABRIC
FAM222A,1,max_variance,METABRIC
FAM222B,1,max_variance,METABRIC
FAM224A,1,max_variance,METABRIC
FAM225A,1,max_variance,METABRIC
FAM225B,1,max_variance,METABRIC
FAM227A,1,max_variance,METABRIC
FAM227B,1,max_variance,METABRIC
FAM228A,1,max_variance,METABRIC
FAM229B,1,max_variance,METABRIC
FAM230A,1,max_variance,METABRIC
FAM230A.1,1,max_variance,METABRIC
FAM230C,1,max_variance,METABRIC
FAM230I,1,max_variance,METABRIC
FAM234A,1,max_variance,METABRIC
FAM234B,1,max_variance,METABRIC
FAM236A,1,max_variance,METABRIC
FAM237A,1,max_variance,METABRIC
FAM238C,1,max_variance,METABRIC
FAM241A,1,max_variance,METABRIC
FAM241B,1,max_variance,METABRIC
FAM24A,1,max_variance,METABRIC
FAM24B,1,max_variance,METABRIC
FAM25A,1,max_variance,METABRIC
FAM25C,1,max_variance,METABRIC
FAM27E3,1,max_variance,METABRIC
FAM27E5,1,max_variance,METABRIC
FAM30A,1,max_variance,METABRIC
FAM38B,1,max_variance,METABRIC
FAM3A,1,max_variance,METABRIC
FAM3B,1,max_variance,METABRIC
FAM3C,1,max_variance,METABRIC
FAM3D,1,max_variance,METABRIC
FAM41C,1,max_variance,METABRIC
FAM43A,1,max_variance,METABRIC
FAM43B,1,max_variance,METABRIC
FAM47A,1,max_variance,METABRIC
FAM47B,1,max_variance,METABRIC
FAM47C,1,max_variance,METABRIC
FAM49A,1,max_variance,METABRIC
FAM49B,1,max_variance,METABRIC
FAM50A,1,max_variance,METABRIC
FAM50B,1,max_variance,METABRIC
FAM53A,1,max_variance,METABRIC
FAM53B,1,max_variance,METABRIC
FAM53C,1,max_variance,METABRIC
FAM55B,1,max_variance,METABRIC
FAM63A,1,max_variance,METABRIC
FAM65C,1,max_variance,METABRIC
FAM66B,1,max_variance,METABRIC
FAM66C,1,max_variance,METABRIC
FAM69A,1,max_variance,METABRIC
FAM69B,1,max_variance,METABRIC
FAM69C,1,max_variance,METABRIC
FAM70B,1,max_variance,METABRIC
FAM71A,1,max_variance,METABRIC
FAM71C,1,max_variance,METABRIC
FAM71D,1,max_variance,METABRIC
FAM71E1,1,max_variance,METABRIC
FAM71E2,1,max_variance,METABRIC
FAM71F1,1,max_variance,METABRIC
FAM71F2,1,max_variance,METABRIC
FAM72A,1,max_variance,METABRIC
FAM72D,1,max_variance,METABRIC
FAM74A1,1,max_variance,METABRIC
FAM74A4,1,max_variance,METABRIC
FAM75A2,1,max_variance,METABRIC
FAM75A3,1,max_variance,METABRIC
FAM75A4,1,max_variance,METABRIC
FAM75A5,1,max_variance,METABRIC
FAM75B,1,max_variance,METABRIC
FAM75C1,1,max_variance,METABRIC
FAM75D3,1,max_variance,METABRIC
FAM75D5,1,max_variance,METABRIC
FAM76A,1,max_variance,METABRIC
FAM76B,1,max_variance,METABRIC
FAM78A,1,max_variance,METABRIC
FAM78B,1,max_variance,METABRIC
FAM81A,1,max_variance,METABRIC
FAM81B,1,max_variance,METABRIC
FAM83A,1,max_variance,METABRIC
FAM83A-AS1,1,max_variance,METABRIC
FAM83B,1,max_variance,METABRIC
FAM83C,1,max_variance,METABRIC
FAM83D,1,max_variance,METABRIC
FAM83E,1,max_variance,METABRIC
FAM83F,1,max_variance,METABRIC
FAM83G,1,max_variance,METABRIC
FAM83H,1,max_variance,METABRIC
FAM86A,1,max_variance,METABRIC
FAM86B1,1,max_variance,METABRIC
FAM86B2-DT,1,max_variance,METABRIC
FAM86B3P,1,max_variance,METABRIC
FAM86C1,1,max_variance,METABRIC
FAM86C2P,1,max_variance,METABRIC
FAM86EP,1,max_variance,METABRIC
FAM86FP,1,max_variance,METABRIC
FAM87A,1,max_variance,METABRIC
FAM88D,1,max_variance,METABRIC
FAM89A,1,max_variance,METABRIC
FAM89B,1,max_variance,METABRIC
FAM8A1,1,max_variance,METABRIC
FAM90A1,1,max_variance,METABRIC
FAM90A10P,1,max_variance,METABRIC
FAM90A12,1,max_variance,METABRIC
FAM90A13,1,max_variance,METABRIC
FAM90A14P,1,max_variance,METABRIC
FAM90A18,1,max_variance,METABRIC
FAM90A20P,1,max_variance,METABRIC
FAM90A25P,1,max_variance,METABRIC
FAM90A27P,1,max_variance,METABRIC
FAM90A7,1,max_variance,METABRIC
FAM90A7P,1,max_variance,METABRIC
FAM90A8P,1,max_variance,METABRIC
FAM91A1,1,max_variance,METABRIC
FAM92A,1,max_variance,METABRIC
FAM92B,1,max_variance,METABRIC
FAM95B1,1,max_variance,METABRIC
FAM95B1.1,1,max_variance,METABRIC
FAM98A,1,max_variance,METABRIC
FAM98B,1,max_variance,METABRIC
FAM98C,1,max_variance,METABRIC
FAM99A,1,max_variance,METABRIC
FAM9A,1,max_variance,METABRIC
FAM9B,1,max_variance,METABRIC
FAM9C,1,max_variance,METABRIC
FAN1,1,max_variance,METABRIC
FANCA,1,max_variance,METABRIC
FANCB,1,max_variance,METABRIC
FANCC,1,max_variance,METABRIC
FANCD2,1,max_variance,METABRIC
FANCD2OS,1,max_variance,METABRIC
FANCE,1,max_variance,METABRIC
FANCF,1,max_variance,METABRIC
FANCG,1,max_variance,METABRIC
FANCI,1,max_variance,METABRIC
FANCL,1,max_variance,METABRIC
FANCM,1,max_variance,METABRIC
FANK1,1,max_variance,METABRIC
FAP,1,max_variance,METABRIC
FAR1,1,max_variance,METABRIC
FAR2,1,max_variance,METABRIC
FAR2P1,1,max_variance,METABRIC
FAR2P2,1,max_variance,METABRIC
FARP1,1,max_variance,METABRIC
FARP2,1,max_variance,METABRIC
FARS2,1,max_variance,METABRIC
FARSA,1,max_variance,METABRIC
FARSB,1,max_variance,METABRIC
FAS,1,max_variance,METABRIC
