gene,n_input_columns,method,cohort
CSTB,1,max_variance,SCANB
CSTF1,1,max_variance,SCANB
CSTF2,1,max_variance,SCANB
CSTF2T,1,max_variance,SCANB
CSTF3,1,max_variance,SCANB
CSTL1,1,max_variance,SCANB
CT45A1,1,max_variance,SCANB
CT45A10,1,max_variance,SCANB
CT45A2,1,max_variance,SCANB
CT45A3,1,max_variance,SCANB
CT45A5,1,max_variance,SCANB
CT45A6,1,max_variance,SCANB
CT45A7,1,max_variance,SCANB
CT45A8,1,max_variance,SCANB
CT45A9,1,max_variance,SCANB
CT47A1,1,max_variance,SCANB
CT47A10,1,max_variance,SCANB
CT47A11,1,max_variance,SCANB
CT47A12,1,max_variance,SCANB
CT47A2,1,max_variance,SCANB
CT47A3,1,max_variance,SCANB
CT47A4,1,max_variance,SCANB
CT47A5,1,max_variance,SCANB
CT47A6,1,max_variance,SCANB
CT47A7,1,max_variance,SCANB
CT47A8,1,max_variance,SCANB
CT47A9,1,max_variance,SCANB
CT47B1,1,max_variance,SCANB
CT55,1,max_variance,SCANB
CT62,1,max_variance,SCANB
CT83,1,max_variance,SCANB
CTAG1A,1,max_variance,SCANB
CTAG1B,1,max_variance,SCANB
CTAG2,1,max_variance,SCANB
CTAGE1,1,max_variance,SCANB
CTAGE15,1,max_variance,SCANB
CTAGE4,1,max_variance,SCANB
CTAGE5,1,max_variance,SCANB
CTAGE6,1,max_variance,SCANB
CTAGE8,1,max_variance,SCANB
CTAGE9,1,max_variance,SCANB
CTBP1,1,max_variance,SCANB
CTBP2,1,max_variance,SCANB
CTBS,1,max_variance,SCANB
CTC1,1,max_variance,SCANB
CTCF,1,max_variance,SCANB
CTCFL,1,max_variance,SCANB
CTDNEP1,1,max_variance,SCANB
CTDP1,1,max_variance,SCANB
CTDSP1,1,max_variance,SCANB
CTDSP2,1,max_variance,SCANB
CTDSPL,1,max_variance,SCANB
CTDSPL2,1,max_variance,SCANB
CTF1,1,max_variance,SCANB
CTGF,1,max_variance,SCANB
CTH,1,max_variance,SCANB
CTHRC1,1,max_variance,SCANB
CTIF,1,max_variance,SCANB
CTLA4,1,max_variance,SCANB
CTNNA1,1,max_variance,SCANB
CTNNA2,1,max_variance,SCANB
CTNNA3,1,max_variance,SCANB
CTNNAL1,1,max_variance,SCANB
CTNNB1,1,max_variance,SCANB
CTNNBIP1,1,max_variance,SCANB
CTNNBL1,1,max_variance,SCANB
CTNND1,1,max_variance,SCANB
CTNND2,1,max_variance,SCANB
CTNS,1,max_variance,SCANB
CTPS1,1,max_variance,SCANB
CTPS2,1,max_variance,SCANB
CTR9,1,max_variance,SCANB
CTRB1,1,max_variance,SCANB
CTRB2,1,max_variance,SCANB
CTRC,1,max_variance,SCANB
CTRL,1,max_variance,SCANB
CTSA,1,max_variance,SCANB
CTSB,1,max_variance,SCANB
CTSC,1,max_variance,SCANB
CTSD,1,max_variance,SCANB
CTSE,1,max_variance,SCANB
CTSF,1,max_variance,SCANB
CTSG,1,max_variance,SCANB
CTSH,1,max_variance,SCANB
CTSK,1,max_variance,SCANB
CTSL,1,max_variance,SCANB
CTSO,1,max_variance,SCANB
CTSS,1,max_variance,SCANB
CTSV,1,max_variance,SCANB
CTSW,1,max_variance,SCANB
CTSZ,1,max_variance,SCANB
CTTN,1,max_variance,SCANB
CTTNBP2,1,max_variance,SCANB
CTTNBP2NL,1,max_variance,SCANB
CTU1,1,max_variance,SCANB
CTU2,1,max_variance,SCANB
CTXN1,1,max_variance,SCANB
CTXN2,1,max_variance,SCANB
CTXN3,1,max_variance,SCANB
CTXND1,1,max_variance,SCANB
CU633980.1,1,max_variance,SCANB
CU633980.2,1,max_variance,SCANB
CU639417.1,1,max_variance,SCANB
CU639417.2,1,max_variance,SCANB
CUBN,1,max_variance,SCANB
CUEDC1,1,max_variance,SCANB
CUEDC2,1,max_variance,SCANB
CUL1,1,max_variance,SCANB
CUL2,1,max_variance,SCANB
CUL3,1,max_variance,SCANB
CUL4A,1,max_variance,SCANB
CUL4B,1,max_variance,SCANB
CUL5,1,max_variance,SCANB
CUL7,1,max_variance,SCANB
CUL9,1,max_variance,SCANB
CUTA,1,max_variance,SCANB
CUTC,1,max_variance,SCANB
CUX1,1,max_variance,SCANB
CUX2,1,max_variance,SCANB
CUZD1,1,max_variance,SCANB
CWC15,1,max_variance,SCANB
CWC22,1,max_variance,SCANB
CWC25,1,max_variance,SCANB
CWC27,1,max_variance,SCANB
CWF19L1,1,max_variance,SCANB
CWF19L2,1,max_variance,SCANB
CWH43,1,max_variance,SCANB
CX3CL1,1,max_variance,SCANB
CX3CR1,1,max_variance,SCANB
CXADR,1,max_variance,SCANB
CXCL1,1,max_variance,SCANB
CXCL10,1,max_variance,SCANB
CXCL11,1,max_variance,SCANB
CXCL12,1,max_variance,SCANB
CXCL13,1,max_variance,SCANB
CXCL14,1,max_variance,SCANB
CXCL16,1,max_variance,SCANB
CXCL17,1,max_variance,SCANB
CXCL2,1,max_variance,SCANB
CXCL3,1,max_variance,SCANB
CXCL5,1,max_variance,SCANB
CXCL6,1,max_variance,SCANB
CXCL8,1,max_variance,SCANB
CXCL9,1,max_variance,SCANB
CXCR1,1,max_variance,SCANB
CXCR2,1,max_variance,SCANB
CXCR3,1,max_variance,SCANB
CXCR4,1,max_variance,SCANB
CXCR5,1,max_variance,SCANB
CXCR6,1,max_variance,SCANB
CXORF21,1,max_variance,SCANB
CXORF36,1,max_variance,SCANB
CXORF38,1,max_variance,SCANB
CXORF40A,1,max_variance,SCANB
CXORF40B,1,max_variance,SCANB
CXORF49,1,max_variance,SCANB
CXORF49B,1,max_variance,SCANB
CXORF51A,1,max_variance,SCANB
CXORF51B,1,max_variance,SCANB
CXORF56,1,max_variance,SCANB
CXORF57,1,max_variance,SCANB
CXORF58,1,max_variance,SCANB
CXORF65,1,max_variance,SCANB
CXORF66,1,max_variance,SCANB
CXORF67,1,max_variance,SCANB
CXXC1,1,max_variance,SCANB
CXXC4,1,max_variance,SCANB
CXXC5,1,max_variance,SCANB
CYB561,1,max_variance,SCANB
CYB561A3,1,max_variance,SCANB
CYB561D1,1,max_variance,SCANB
CYB561D2,1,max_variance,SCANB
CYB5A,1,max_variance,SCANB
CYB5B,1,max_variance,SCANB
CYB5D1,1,max_variance,SCANB
CYB5D2,1,max_variance,SCANB
CYB5R1,1,max_variance,SCANB
CYB5R2,1,max_variance,SCANB
CYB5R3,1,max_variance,SCANB
CYB5R4,1,max_variance,SCANB
CYB5RL,1,max_variance,SCANB
CYBA,1,max_variance,SCANB
CYBB,1,max_variance,SCANB
CYBRD1,1,max_variance,SCANB
CYC1,1,max_variance,SCANB
CYCS,1,max_variance,SCANB
CYFIP1,1,max_variance,SCANB
CYFIP2,1,max_variance,SCANB
CYGB,1,max_variance,SCANB
CYHR1,1,max_variance,SCANB
CYLC1,1,max_variance,SCANB
CYLC2,1,max_variance,SCANB
CYLD,1,max_variance,SCANB
CYP11A1,1,max_variance,SCANB
CYP11B1,1,max_variance,SCANB
CYP11B2,1,max_variance,SCANB
CYP17A1,1,max_variance,SCANB
CYP19A1,1,max_variance,SCANB
CYP1A1,1,max_variance,SCANB
CYP1A2,1,max_variance,SCANB
CYP1B1,1,max_variance,SCANB
CYP20A1,1,max_variance,SCANB
CYP21A2,1,max_variance,SCANB
CYP24A1,1,max_variance,SCANB
CYP26A1,1,max_variance,SCANB
CYP26B1,1,max_variance,SCANB
CYP26C1,1,max_variance,SCANB
CYP27A1,1,max_variance,SCANB
CYP27B1,1,max_variance,SCANB
CYP27C1,1,max_variance,SCANB
CYP2A13,1,max_variance,SCANB
CYP2A6,1,max_variance,SCANB
CYP2A7,1,max_variance,SCANB
CYP2B6,1,max_variance,SCANB
CYP2C18,1,max_variance,SCANB
CYP2C19,1,max_variance,SCANB
CYP2C8,1,max_variance,SCANB
CYP2C9,1,max_variance,SCANB
CYP2D6,1,max_variance,SCANB
CYP2D7,1,max_variance,SCANB
CYP2E1,1,max_variance,SCANB
CYP2F1,1,max_variance,SCANB
CYP2J2,1,max_variance,SCANB
CYP2R1,1,max_variance,SCANB
CYP2S1,1,max_variance,SCANB
CYP2U1,1,max_variance,SCANB
CYP2W1,1,max_variance,SCANB
CYP39A1,1,max_variance,SCANB
CYP3A4,1,max_variance,SCANB
CYP3A43,1,max_variance,SCANB
CYP3A5,1,max_variance,SCANB
CYP3A7,1,max_variance,SCANB
CYP3A7-CYP3A51P,1,max_variance,SCANB
CYP46A1,1,max_variance,SCANB
CYP4A11,1,max_variance,SCANB
CYP4A22,1,max_variance,SCANB
CYP4B1,1,max_variance,SCANB
CYP4F11,1,max_variance,SCANB
CYP4F12,1,max_variance,SCANB
CYP4F2,1,max_variance,SCANB
CYP4F22,1,max_variance,SCANB
CYP4F3,1,max_variance,SCANB
CYP4F8,1,max_variance,SCANB
CYP4V2,1,max_variance,SCANB
CYP4X1,1,max_variance,SCANB
CYP4Z1,1,max_variance,SCANB
CYP51A1,1,max_variance,SCANB
CYP7A1,1,max_variance,SCANB
CYP7B1,1,max_variance,SCANB
CYP8B1,1,max_variance,SCANB
CYR61,1,max_variance,SCANB
CYS1,1,max_variance,SCANB
CYSLTR1,1,max_variance,SCANB
CYSLTR2,1,max_variance,SCANB
CYSRT1,1,max_variance,SCANB
CYSTM1,1,max_variance,SCANB
CYTH1,1,max_variance,SCANB
CYTH2,1,max_variance,SCANB
CYTH3,1,max_variance,SCANB
CYTH4,1,max_variance,SCANB
CYTIP,1,max_variance,SCANB
CYTL1,1,max_variance,SCANB
CYYR1,1,max_variance,SCANB
D2HGDH,1,max_variance,SCANB
DAAM1,1,max_variance,SCANB
DAAM2,1,max_variance,SCANB
DAB1,1,max_variance,SCANB
DAB2,1,max_variance,SCANB
DAB2IP,1,max_variance,SCANB
DACH1,1,max_variance,SCANB
DACH2,1,max_variance,SCANB
DACT1,1,max_variance,SCANB
DACT2,1,max_variance,SCANB
DACT3,1,max_variance,SCANB
DAD1,1,max_variance,SCANB
DAG1,1,max_variance,SCANB
DAGLA,1,max_variance,SCANB
DAGLB,1,max_variance,SCANB
DALRD3,1,max_variance,SCANB
DAND5,1,max_variance,SCANB
DAO,1,max_variance,SCANB
DAOA,1,max_variance,SCANB
DAP,1,max_variance,SCANB
DAP3,1,max_variance,SCANB
DAPK1,1,max_variance,SCANB
DAPK2,1,max_variance,SCANB
DAPK3,1,max_variance,SCANB
DAPL1,1,max_variance,SCANB
DAPP1,1,max_variance,SCANB
DARS,1,max_variance,SCANB
DARS2,1,max_variance,SCANB
DAW1,1,max_variance,SCANB
DAXX,1,max_variance,SCANB
DAZ1,1,max_variance,SCANB
DAZ2,1,max_variance,SCANB
DAZ3,1,max_variance,SCANB
DAZ4,1,max_variance,SCANB
DAZAP1,1,max_variance,SCANB
DAZAP2,1,max_variance,SCANB
DAZL,1,max_variance,SCANB
DBF4,1,max_variance,SCANB
DBF4B,1,max_variance,SCANB
DBH,1,max_variance,SCANB
DBI,1,max_variance,SCANB
DBN1,1,max_variance,SCANB
DBNDD1,1,max_variance,SCANB
DBNDD2,1,max_variance,SCANB
DBNL,1,max_variance,SCANB
DBP,1,max_variance,SCANB
DBR1,1,max_variance,SCANB
DBT,1,max_variance,SCANB
DBX1,1,max_variance,SCANB
DBX2,1,max_variance,SCANB
DCAF1,1,max_variance,SCANB
DCAF10,1,max_variance,SCANB
DCAF11,1,max_variance,SCANB
DCAF12,1,max_variance,SCANB
DCAF12L1,1,max_variance,SCANB
DCAF12L2,1,max_variance,SCANB
DCAF13,1,max_variance,SCANB
DCAF15,1,max_variance,SCANB
DCAF16,1,max_variance,SCANB
DCAF17,1,max_variance,SCANB
DCAF4,1,max_variance,SCANB
DCAF4L1,1,max_variance,SCANB
DCAF4L2,1,max_variance,SCANB
DCAF5,1,max_variance,SCANB
DCAF6,1,max_variance,SCANB
DCAF7,1,max_variance,SCANB
DCAF8,1,max_variance,SCANB
DCAF8L1,1,max_variance,SCANB
DCAF8L2,1,max_variance,SCANB
DCAKD,1,max_variance,SCANB
DCANP1,1,max_variance,SCANB
DCBLD1,1,max_variance,SCANB
DCBLD2,1,max_variance,SCANB
DCC,1,max_variance,SCANB
DCD,1,max_variance,SCANB
DCDC1,1,max_variance,SCANB
DCDC2,1,max_variance,SCANB
DCDC2B,1,max_variance,SCANB
DCDC2C,1,max_variance,SCANB
DCHS1,1,max_variance,SCANB
DCHS2,1,max_variance,SCANB
DCK,1,max_variance,SCANB
DCLK1,1,max_variance,SCANB
DCLK2,1,max_variance,SCANB
DCLK3,1,max_variance,SCANB
DCLRE1A,1,max_variance,SCANB
DCLRE1B,1,max_variance,SCANB
DCLRE1C,1,max_variance,SCANB
DCN,1,max_variance,SCANB
DCP1A,1,max_variance,SCANB
DCP1B,1,max_variance,SCANB
DCP2,1,max_variance,SCANB
DCPS,1,max_variance,SCANB
DCST1,1,max_variance,SCANB
DCST2,1,max_variance,SCANB
DCSTAMP,1,max_variance,SCANB
DCT,1,max_variance,SCANB
DCTD,1,max_variance,SCANB
DCTN1,1,max_variance,SCANB
DCTN2,1,max_variance,SCANB
DCTN3,1,max_variance,SCANB
DCTN4,1,max_variance,SCANB
DCTN5,1,max_variance,SCANB
DCTN6,1,max_variance,SCANB
DCTPP1,1,max_variance,SCANB
DCUN1D1,1,max_variance,SCANB
DCUN1D2,1,max_variance,SCANB
DCUN1D3,1,max_variance,SCANB
DCUN1D4,1,max_variance,SCANB
DCUN1D5,1,max_variance,SCANB
DCX,1,max_variance,SCANB
DCXR,1,max_variance,SCANB
DDA1,1,max_variance,SCANB
DDAH1,1,max_variance,SCANB
DDAH2,1,max_variance,SCANB
DDB1,1,max_variance,SCANB
DDB2,1,max_variance,SCANB
DDC,1,max_variance,SCANB
DDHD1,1,max_variance,SCANB
DDHD2,1,max_variance,SCANB
DDI1,1,max_variance,SCANB
DDI2,1,max_variance,SCANB
DDIAS,1,max_variance,SCANB
DDIT3,1,max_variance,SCANB
DDIT4,1,max_variance,SCANB
DDIT4L,1,max_variance,SCANB
DDN,1,max_variance,SCANB
DDO,1,max_variance,SCANB
DDOST,1,max_variance,SCANB
DDR1,1,max_variance,SCANB
DDR2,1,max_variance,SCANB
DDRGK1,1,max_variance,SCANB
DDT,1,max_variance,SCANB
DDTL,1,max_variance,SCANB
DDX1,1,max_variance,SCANB
DDX10,1,max_variance,SCANB
DDX11,1,max_variance,SCANB
DDX17,1,max_variance,SCANB
DDX18,1,max_variance,SCANB
DDX19A,1,max_variance,SCANB
DDX19B,1,max_variance,SCANB
DDX20,1,max_variance,SCANB
DDX21,1,max_variance,SCANB
DDX23,1,max_variance,SCANB
DDX24,1,max_variance,SCANB
DDX25,1,max_variance,SCANB
DDX27,1,max_variance,SCANB
DDX28,1,max_variance,SCANB
DDX31,1,max_variance,SCANB
DDX39A,1,max_variance,SCANB
DDX39B,1,max_variance,SCANB
DDX3X,1,max_variance,SCANB
DDX3Y,1,max_variance,SCANB
DDX4,1,max_variance,SCANB
DDX41,1,max_variance,SCANB
DDX42,1,max_variance,SCANB
DDX43,1,max_variance,SCANB
DDX46,1,max_variance,SCANB
DDX47,1,max_variance,SCANB
DDX49,1,max_variance,SCANB
DDX5,1,max_variance,SCANB
DDX50,1,max_variance,SCANB
DDX51,1,max_variance,SCANB
DDX52,1,max_variance,SCANB
DDX53,1,max_variance,SCANB
DDX54,1,max_variance,SCANB
DDX55,1,max_variance,SCANB
DDX56,1,max_variance,SCANB
DDX58,1,max_variance,SCANB
DDX59,1,max_variance,SCANB
DDX6,1,max_variance,SCANB
DDX60,1,max_variance,SCANB
DDX60L,1,max_variance,SCANB
DEAF1,1,max_variance,SCANB
DEC1,1,max_variance,SCANB
DECR1,1,max_variance,SCANB
DECR2,1,max_variance,SCANB
DEDD,1,max_variance,SCANB
DEDD2,1,max_variance,SCANB
DEF6,1,max_variance,SCANB
DEF8,1,max_variance,SCANB
DEFA1,1,max_variance,SCANB
DEFA1B,1,max_variance,SCANB
DEFA3,1,max_variance,SCANB
DEFA4,1,max_variance,SCANB
DEFA5,1,max_variance,SCANB
DEFA6,1,max_variance,SCANB
DEFB1,1,max_variance,SCANB
DEFB103A,1,max_variance,SCANB
DEFB103B,1,max_variance,SCANB
DEFB104A,1,max_variance,SCANB
DEFB104B,1,max_variance,SCANB
DEFB105A,1,max_variance,SCANB
DEFB105B,1,max_variance,SCANB
DEFB106A,1,max_variance,SCANB
DEFB106B,1,max_variance,SCANB
DEFB107A,1,max_variance,SCANB
DEFB107B,1,max_variance,SCANB
DEFB108B,1,max_variance,SCANB
DEFB110,1,max_variance,SCANB
DEFB112,1,max_variance,SCANB
DEFB113,1,max_variance,SCANB
DEFB114,1,max_variance,SCANB
DEFB115,1,max_variance,SCANB
DEFB116,1,max_variance,SCANB
DEFB118,1,max_variance,SCANB
DEFB119,1,max_variance,SCANB
DEFB121,1,max_variance,SCANB
DEFB123,1,max_variance,SCANB
DEFB124,1,max_variance,SCANB
DEFB125,1,max_variance,SCANB
DEFB126,1,max_variance,SCANB
DEFB127,1,max_variance,SCANB
DEFB128,1,max_variance,SCANB
DEFB129,1,max_variance,SCANB
DEFB130A,1,max_variance,SCANB
DEFB130B,1,max_variance,SCANB
DEFB131A,1,max_variance,SCANB
DEFB131B,1,max_variance,SCANB
DEFB132,1,max_variance,SCANB
DEFB133,1,max_variance,SCANB
DEFB134,1,max_variance,SCANB
DEFB135,1,max_variance,SCANB
DEFB136,1,max_variance,SCANB
DEFB4A,1,max_variance,SCANB
DEFB4B,1,max_variance,SCANB
DEGS1,1,max_variance,SCANB
DEGS2,1,max_variance,SCANB
DEK,1,max_variance,SCANB
DENND1A,1,max_variance,SCANB
DENND1B,1,max_variance,SCANB
DENND1C,1,max_variance,SCANB
DENND2A,1,max_variance,SCANB
DENND2C,1,max_variance,SCANB
DENND2D,1,max_variance,SCANB
DENND3,1,max_variance,SCANB
DENND4A,1,max_variance,SCANB
DENND4B,1,max_variance,SCANB
DENND4C,1,max_variance,SCANB
DENND5A,1,max_variance,SCANB
DENND5B,1,max_variance,SCANB
DENND6A,1,max_variance,SCANB
DENND6B,1,max_variance,SCANB
DENR,1,max_variance,SCANB
DEPDC1,1,max_variance,SCANB
DEPDC1B,1,max_variance,SCANB
DEPDC4,1,max_variance,SCANB
DEPDC5,1,max_variance,SCANB
DEPDC7,1,max_variance,SCANB
DEPTOR,1,max_variance,SCANB
DERA,1,max_variance,SCANB
DERL1,1,max_variance,SCANB
DERL2,1,max_variance,SCANB
DERL3,1,max_variance,SCANB
DES,1,max_variance,SCANB
DESI1,1,max_variance,SCANB
DESI2,1,max_variance,SCANB
DET1,1,max_variance,SCANB
DEUP1,1,max_variance,SCANB
DEXI,1,max_variance,SCANB
DFFA,1,max_variance,SCANB
DFFB,1,max_variance,SCANB
DFNA5,1,max_variance,SCANB
DFNB59,1,max_variance,SCANB
DGAT1,1,max_variance,SCANB
DGAT2,1,max_variance,SCANB
DGAT2L6,1,max_variance,SCANB
DGCR2,1,max_variance,SCANB
DGCR6,1,max_variance,SCANB
DGCR6L,1,max_variance,SCANB
DGCR8,1,max_variance,SCANB
DGKA,1,max_variance,SCANB
DGKB,1,max_variance,SCANB
DGKD,1,max_variance,SCANB
DGKE,1,max_variance,SCANB
DGKG,1,max_variance,SCANB
DGKH,1,max_variance,SCANB
DGKI,1,max_variance,SCANB
DGKK,1,max_variance,SCANB
DGKQ,1,max_variance,SCANB
DGKZ,1,max_variance,SCANB
DGUOK,1,max_variance,SCANB
DHCR24,1,max_variance,SCANB
DHCR7,1,max_variance,SCANB
DHDDS,1,max_variance,SCANB
DHDH,1,max_variance,SCANB
DHFR,1,max_variance,SCANB
DHFR2,1,max_variance,SCANB
DHH,1,max_variance,SCANB
DHODH,1,max_variance,SCANB
DHPS,1,max_variance,SCANB
DHRS1,1,max_variance,SCANB
DHRS11,1,max_variance,SCANB
DHRS12,1,max_variance,SCANB
DHRS13,1,max_variance,SCANB
DHRS2,1,max_variance,SCANB
DHRS3,1,max_variance,SCANB
DHRS4,1,max_variance,SCANB
DHRS4L2,1,max_variance,SCANB
DHRS7,1,max_variance,SCANB
DHRS7B,1,max_variance,SCANB
DHRS7C,1,max_variance,SCANB
DHRS9,1,max_variance,SCANB
DHRSX,1,max_variance,SCANB
DHRSX_1,1,max_variance,SCANB
DHTKD1,1,max_variance,SCANB
DHX15,1,max_variance,SCANB
DHX16,1,max_variance,SCANB
DHX29,1,max_variance,SCANB
DHX30,1,max_variance,SCANB
DHX32,1,max_variance,SCANB
DHX33,1,max_variance,SCANB
DHX34,1,max_variance,SCANB
DHX35,1,max_variance,SCANB
DHX36,1,max_variance,SCANB
DHX37,1,max_variance,SCANB
DHX38,1,max_variance,SCANB
DHX40,1,max_variance,SCANB
DHX57,1,max_variance,SCANB
DHX58,1,max_variance,SCANB
DHX8,1,max_variance,SCANB
DHX9,1,max_variance,SCANB
DIABLO,1,max_variance,SCANB
DIAPH1,1,max_variance,SCANB
DIAPH2,1,max_variance,SCANB
DIAPH3,1,max_variance,SCANB
DICER1,1,max_variance,SCANB
DIDO1,1,max_variance,SCANB
DIEXF,1,max_variance,SCANB
DIMT1,1,max_variance,SCANB
DIO1,1,max_variance,SCANB
DIO2,1,max_variance,SCANB
DIO3,1,max_variance,SCANB
DIP2A,1,max_variance,SCANB
DIP2B,1,max_variance,SCANB
DIP2C,1,max_variance,SCANB
DIRAS1,1,max_variance,SCANB
DIRAS2,1,max_variance,SCANB
DIRAS3,1,max_variance,SCANB
DIRC1,1,max_variance,SCANB
DIRC2,1,max_variance,SCANB
DIRC3,1,max_variance,SCANB
DIS3,1,max_variance,SCANB
DIS3L,1,max_variance,SCANB
DIS3L2,1,max_variance,SCANB
DISC1,1,max_variance,SCANB
DISP1,1,max_variance,SCANB
DISP2,1,max_variance,SCANB
DISP3,1,max_variance,SCANB
DIXDC1,1,max_variance,SCANB
DKC1,1,max_variance,SCANB
DKK1,1,max_variance,SCANB
DKK2,1,max_variance,SCANB
DKK3,1,max_variance,SCANB
DKK4,1,max_variance,SCANB
DKKL1,1,max_variance,SCANB
DLAT,1,max_variance,SCANB
DLC1,1,max_variance,SCANB
DLD,1,max_variance,SCANB
DLEC1,1,max_variance,SCANB
DLEU7,1,max_variance,SCANB
DLG1,1,max_variance,SCANB
DLG2,1,max_variance,SCANB
DLG3,1,max_variance,SCANB
DLG4,1,max_variance,SCANB
DLG5,1,max_variance,SCANB
DLGAP1,1,max_variance,SCANB
DLGAP2,1,max_variance,SCANB
DLGAP3,1,max_variance,SCANB
DLGAP4,1,max_variance,SCANB
DLGAP5,1,max_variance,SCANB
DLK1,1,max_variance,SCANB
DLK2,1,max_variance,SCANB
DLL1,1,max_variance,SCANB
DLL3,1,max_variance,SCANB
DLL4,1,max_variance,SCANB
DLST,1,max_variance,SCANB
DLX1,1,max_variance,SCANB
DLX2,1,max_variance,SCANB
DLX3,1,max_variance,SCANB
DLX4,1,max_variance,SCANB
DLX5,1,max_variance,SCANB
DLX6,1,max_variance,SCANB
DMAC1,1,max_variance,SCANB
DMAC2,1,max_variance,SCANB
DMAP1,1,max_variance,SCANB
DMBT1,1,max_variance,SCANB
DMBX1,1,max_variance,SCANB
DMC1,1,max_variance,SCANB
DMD,1,max_variance,SCANB
DMGDH,1,max_variance,SCANB
DMKN,1,max_variance,SCANB
DMP1,1,max_variance,SCANB
DMPK,1,max_variance,SCANB
DMRT1,1,max_variance,SCANB
DMRT2,1,max_variance,SCANB
DMRT3,1,max_variance,SCANB
DMRTA1,1,max_variance,SCANB
DMRTA2,1,max_variance,SCANB
DMRTB1,1,max_variance,SCANB
DMRTC1,1,max_variance,SCANB
DMRTC1B,1,max_variance,SCANB
DMRTC2,1,max_variance,SCANB
DMTF1,1,max_variance,SCANB
DMTN,1,max_variance,SCANB
DMWD,1,max_variance,SCANB
DMXL1,1,max_variance,SCANB
DMXL2,1,max_variance,SCANB
DNA2,1,max_variance,SCANB
DNAAF1,1,max_variance,SCANB
DNAAF2,1,max_variance,SCANB
DNAAF3,1,max_variance,SCANB
DNAAF4,1,max_variance,SCANB
DNAAF5,1,max_variance,SCANB
DNAH1,1,max_variance,SCANB
DNAH10,1,max_variance,SCANB
DNAH10OS,1,max_variance,SCANB
DNAH11,1,max_variance,SCANB
DNAH12,1,max_variance,SCANB
DNAH14,1,max_variance,SCANB
DNAH17,1,max_variance,SCANB
DNAH2,1,max_variance,SCANB
DNAH3,1,max_variance,SCANB
DNAH5,1,max_variance,SCANB
DNAH6,1,max_variance,SCANB
DNAH7,1,max_variance,SCANB
DNAH8,1,max_variance,SCANB
DNAH9,1,max_variance,SCANB
DNAI1,1,max_variance,SCANB
DNAI2,1,max_variance,SCANB
DNAJA1,1,max_variance,SCANB
DNAJA2,1,max_variance,SCANB
DNAJA3,1,max_variance,SCANB
DNAJA4,1,max_variance,SCANB
DNAJB1,1,max_variance,SCANB
DNAJB11,1,max_variance,SCANB
DNAJB12,1,max_variance,SCANB
DNAJB13,1,max_variance,SCANB
DNAJB14,1,max_variance,SCANB
DNAJB2,1,max_variance,SCANB
DNAJB4,1,max_variance,SCANB
DNAJB5,1,max_variance,SCANB
DNAJB6,1,max_variance,SCANB
DNAJB7,1,max_variance,SCANB
DNAJB8,1,max_variance,SCANB
DNAJB9,1,max_variance,SCANB
DNAJC1,1,max_variance,SCANB
DNAJC10,1,max_variance,SCANB
DNAJC11,1,max_variance,SCANB
DNAJC12,1,max_variance,SCANB
DNAJC13,1,max_variance,SCANB
DNAJC14,1,max_variance,SCANB
DNAJC15,1,max_variance,SCANB
DNAJC16,1,max_variance,SCANB
DNAJC17,1,max_variance,SCANB
DNAJC18,1,max_variance,SCANB
DNAJC19,1,max_variance,SCANB
DNAJC2,1,max_variance,SCANB
DNAJC21,1,max_variance,SCANB
DNAJC22,1,max_variance,SCANB
DNAJC24,1,max_variance,SCANB
DNAJC25,1,max_variance,SCANB
DNAJC25-GNG10,1,max_variance,SCANB
DNAJC27,1,max_variance,SCANB
DNAJC28,1,max_variance,SCANB
DNAJC3,1,max_variance,SCANB
DNAJC30,1,max_variance,SCANB
DNAJC4,1,max_variance,SCANB
DNAJC5,1,max_variance,SCANB
DNAJC5B,1,max_variance,SCANB
DNAJC5G,1,max_variance,SCANB
DNAJC6,1,max_variance,SCANB
DNAJC7,1,max_variance,SCANB
DNAJC8,1,max_variance,SCANB
DNAJC9,1,max_variance,SCANB
DNAL1,1,max_variance,SCANB
DNAL4,1,max_variance,SCANB
DNALI1,1,max_variance,SCANB
DNASE1,1,max_variance,SCANB
DNASE1L1,1,max_variance,SCANB
DNASE1L2,1,max_variance,SCANB
DNASE1L3,1,max_variance,SCANB
DNASE2,1,max_variance,SCANB
DNASE2B,1,max_variance,SCANB
DND1,1,max_variance,SCANB
DNER,1,max_variance,SCANB
DNHD1,1,max_variance,SCANB
DNLZ,1,max_variance,SCANB
DNM1,1,max_variance,SCANB
DNM1L,1,max_variance,SCANB
DNM2,1,max_variance,SCANB
DNM3,1,max_variance,SCANB
DNMBP,1,max_variance,SCANB
DNMT1,1,max_variance,SCANB
DNMT3A,1,max_variance,SCANB
DNMT3B,1,max_variance,SCANB
DNMT3L,1,max_variance,SCANB
DNPEP,1,max_variance,SCANB
DNPH1,1,max_variance,SCANB
DNTT,1,max_variance,SCANB
DNTTIP1,1,max_variance,SCANB
DNTTIP2,1,max_variance,SCANB
DOC2A,1,max_variance,SCANB
DOC2B,1,max_variance,SCANB
DOCK1,1,max_variance,SCANB
DOCK10,1,max_variance,SCANB
DOCK11,1,max_variance,SCANB
DOCK2,1,max_variance,SCANB
DOCK3,1,max_variance,SCANB
DOCK4,1,max_variance,SCANB
DOCK5,1,max_variance,SCANB
DOCK6,1,max_variance,SCANB
