rowname,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051983,GO:0051983,regulation of chromosome segregation,36/735,133/16754,0.270676691729323,6.16995550099739,12.8220159818485,4.19778543309753e-19,9.41091021782552e-17,8.27957942659631e-17,ACTL6A/ANAPC11/ANAPC15/AURKB/BCL7C/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC6/CDCA8/CDK1/DLGAP5/HASPIN/KIF2C/LCMT1/MAD2L1/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/RAD21/RMI2/SKA3/SPC24/SPC25/SPDL1/TACC3/TRIP13/TTK/UBE2C/ZWINT,36
GO:0007088,GO:0007088,regulation of mitotic nuclear division,34/735,119/16754,0.285714285714286,6.51273080660836,12.9271005557246,6.33250445276624e-19,1.26192741511514e-16,1.11022504967212e-16,ANAPC11/ANAPC15/AURKA/AURKB/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC25C/CDCA2/CDCA8/CHEK1/DLGAP5/HASPIN/LCMT1/MAD2L1/NDC80/NEK2/NUF2/NUSAP1/PKMYT1/PLK1/RAD21/RCC1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/UBE2C/ZWINT,34
GO:0009060,GO:0009060,aerobic respiration,51/735,274/16754,0.186131386861314,4.24278266050946,11.5927583455053,1.00139753238129e-18,1.7104823565008e-16,1.50485704364868e-16,ALDOA/ANTKMT/ATP5F1C/ATP5IF1/ATP5ME/ATP5MF/ATP5PD/CCNB1/CDK1/CHCHD2/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A2/COX8A/COXFA4/CYC1/ENO1/FH/FXN/GALK1/GAPDH/LDHA/MDH2/MTCH2/MTFR2/NDUFA11/NDUFA13/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB11/NDUFB2/NDUFB4/NDUFB7/NDUFB9/NDUFS3/NDUFS6/NDUFS8/NDUFV2/PGK1/RAN/STOML2/TPI1/UQCC2/UQCRC1/UQCRH/UQCRQ,51
GO:0033044,GO:0033044,regulation of chromosome organization,47/735,240/16754,0.195833333333333,4.46393424036281,11.577675755923,2.85462073302055e-18,3.41317485644823e-16,3.00286068687565e-16,ACTL6A/ANAPC11/ANAPC15/AURKB/BCL7C/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CCT2/CCT3/CCT5/CCT6A/CDC20/CDC6/CDCA8/CDK1/DKC1/DLGAP5/FEN1/HASPIN/HNRNPC/HSP90AA1/LCMT1/MAD2L1/NAA10/NCAPG/NCAPG2/NCAPH/NDC80/NEK2/NUF2/PLK1/RAD21/RMI2/RUVBL1/RUVBL2/SKA3/SPC24/SPC25/SPDL1/TACC3/TRIP13/TTK/UBE2C/ZWINT,47
GO:0071173,GO:0071173,spindle assembly checkpoint signaling,22/735,48/16754,0.458333333333333,10.4475056689342,14.0402164926859,9.1969755747485e-18,8.04623204551777e-16,7.07895578256637e-16,ANAPC15/AURKB/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDCA8/HASPIN/LCMT1/MAD2L1/NDC80/NUF2/PLK1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/ZWINT,22
GO:0071174,GO:0071174,mitotic spindle checkpoint signaling,22/735,48/16754,0.458333333333333,10.4475056689342,14.0402164926859,9.1969755747485e-18,8.04623204551777e-16,7.07895578256637e-16,ANAPC15/AURKB/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDCA8/HASPIN/LCMT1/MAD2L1/NDC80/NUF2/PLK1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/ZWINT,22
GO:1901987,GO:1901987,regulation of cell cycle phase transition,63/735,425/16754,0.148235294117647,3.37895798319328,10.6407859071222,1.24714006694799e-17,1.02917828171021e-15,9.05455809301776e-16,ACTL6A/ANAPC11/ANAPC15/ANLN/AURKA/AURKB/BCL7C/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CCNQ/CDC20/CDC25A/CDC25C/CDC45/CDC6/CDCA8/CDK1/CDK5/CDKN2D/CDT1/CHEK1/CHMP4C/DBF4/DLGAP5/E2F1/EME1/FAM83D/H2AX/HASPIN/LCMT1/MAD2L1/MNAT1/NDC80/NPM1/NUF2/ORC1/OVOL1/PAGR1/PKMYT1/PKP3/PLK1/PRPF19/RAD21/RAD51/RAD51C/RHNO1/RRM1/RRM2/SKA3/SPC24/SPC25/SPDL1/STIL/TIMELESS/TMEM14B/TRIP13/TTK/UBE2C/WDR76/ZWINT,63
GO:0051784,GO:0051784,negative regulation of nuclear division,24/735,63/16754,0.380952380952381,8.68364107547781,13.0878536132214,5.54596494600229e-17,4.08839796507343e-15,3.59691197725416e-15,ANAPC15/AURKB/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDCA8/CHEK1/HASPIN/LCMT1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/ZWINT,24
GO:0044772,GO:0044772,mitotic cell cycle phase transition,61/735,425/16754,0.143529411764706,3.27168947579032,10.1609870918782,2.01840694102616e-16,1.39231263412708e-14,1.22493603425029e-14,ACTL6A/ANAPC11/ANAPC15/ANLN/AURKA/AURKB/BCL7C/BIRC5/BUB1/BUB1B/BUB3/CCNB1/CCNB2/CCNF/CCNP/CDC20/CDC25A/CDC25C/CDC34/CDC6/CDCA8/CDK1/CDKN2D/CDKN3/CHEK1/CHMP4C/CKS2/DBF4/DLGAP5/E2F1/EIF4EBP1/ENSA/FOXM1/HASPIN/LCMT1/MAD2L1/MASTL/MELK/MNAT1/NDC80/NUF2/ORC1/PKMYT1/PLK1/RAD21/RAD51C/RCC1/RRM1/RRM2/SKA3/SPC24/SPC25/SPDL1/STIL/TACC3/TMEM14B/TRIP13/TTK/UBE2C/UBE2S/ZWINT,61
GO:0050000,GO:0050000,chromosome localization,30/735,119/16754,0.252100840336134,5.74652718230149,11.1303882465181,3.23645600073257e-15,1.93486127910462e-13,1.70226229652566e-13,AURKB/BIRC5/BUB3/CCNB1/CDCA8/CDK1/CDT1/CHMP4C/DLGAP5/ECT2/FAM83D/KIF18A/KIF22/KIF2C/KIFC1/KNSTRN/NDC80/NEK2/NUF2/PSRC1/RACGAP1/RRS1/SKA2/SKA3/SPAG5/SPC24/SPC25/SPDL1/TTK/ZWINT,30
GO:0006260,GO:0006260,DNA replication,46/735,278/16754,0.165467625899281,3.77176136641707,9.98216183541695,5.56705854368549e-15,3.16968872955553e-13,2.78864519865816e-13,ACTL6A/CDC25A/CDC34/CDC45/CDC6/CDK1/CDT1/CENPS/CHAF1A/CHEK1/DBF4/DSCC1/EME1/ENDOG/ESCO2/EXO1/FEN1/GINS1/GINS2/MCM10/MCM3/MCM4/MCM6/MCM7/NT5M/ORC1/PCLAF/PCNA/POLD2/POLE2/PRIM1/RAD51/RFC3/RFC5/RMI2/RNASEH2A/RPA3/RRM1/RUVBL1/RUVBL2/SSBP1/TIMELESS/TK1/TONSL/WDHD1/WDR18,46
GO:0046390,GO:0046390,ribose phosphate biosynthetic process,35/735,170/16754,0.205882352941176,4.69299719887955,10.3664738736323,1.29055470050679e-14,7.12187647802747e-13,6.2657214447277e-13,ALDOA/ANTKMT/ATIC/ATP5F1C/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MK/ATP5PD/CTPS1/ENO1/HPRT1/IMPDH2/NDUFA11/NDUFA13/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB11/NDUFB2/NDUFB4/NDUFB7/NDUFB9/NDUFS3/NDUFS6/NDUFS8/NDUFV2/NME1/NME2/NME4/PAICS/STOML2,35
GO:0046034,GO:0046034,ATP metabolic process,37/735,227/16754,0.162995594713656,3.71541250861578,8.82315670009916,4.26796449744137e-12,1.82252245860979e-10,1.60342826608136e-10,ALDOA/ANTKMT/ATP5F1C/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MK/ATP5PD/BAD/ENO1/GALK1/GAPDH/LDHA/MTCH2/NDUFA11/NDUFA13/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB11/NDUFB2/NDUFB4/NDUFB7/NDUFB9/NDUFS3/NDUFS6/NDUFS8/NDUFV2/NUDT5/OLA1/PGK1/RAN/STOML2/TPI1,37
GO:0022613,GO:0022613,ribonucleoprotein complex biogenesis,54/735,445/16754,0.121348314606742,2.76608117404265,8.08815123634516,1.10452482711371e-11,4.60689599401962e-10,4.05307886375385e-10,BOP1/BRIX1/BYSL/C1QBP/DCAF13/DDX49/DKC1/EBNA1BP2/EIF3B/EIF3E/EIF3M/EIF4A3/EMG1/EXOSC4/EXOSC5/HSP90AA1/LSM2/LSM4/MALSU1/MCAT/METTL5/MPV17L2/MRPS2/MRTO4/NHP2/NOC2L/NOL11/NOP16/NPM1/PA2G4/POP7/PRPF19/PUF60/RAN/RPL26L1/RPL35/RPP40/RPS21/RPUSD1/RRP9/RRS1/RUVBL1/RUVBL2/SF3B6/SLX9/SNRPB/SNRPD1/SNRPD2/SNRPE/STRAP/TXNL4A/WDR12/WDR18/ZNF593,54
GO:0070585,GO:0070585,protein localization to mitochondrion,19/735,66/16754,0.287878787878788,6.56206967635539,9.69791805959658,3.13322112665433e-11,1.29182346911598e-09,1.13652715519778e-09,AIFM1/GFER/GRPEL1/HSP90AA1/HSPD1/MTCH2/MTX1/NDUFA13/PAM16/ROMO1/TIMM10/TIMM13/TIMM17A/TIMM17B/TIMM23/TIMM50/TIMM8A/TOMM40/TOMM5,19
GO:1902600,GO:1902600,proton transmembrane transport,30/735,174/16754,0.172413793103448,3.9300961764016,8.32216840573765,1.12106668030918e-10,4.46807353585447e-09,3.93094492113089e-09,ATP5F1C/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5PD/ATP6V0B/COX17/COX5A/COX5B/COX6B1/COX7A2/COX8A/COXFA4/CYC1/NDUFA7/NDUFA8/NDUFA9/NDUFB2/NDUFB4/NDUFB7/NDUFB9/NDUFS3/NDUFS6/NDUFS8/NDUFV2/PHB2/SLC25A5/UQCRC1/UQCRH,30
GO:0051321,GO:0051321,meiotic cell cycle,39/735,278/16754,0.140287769784173,3.19779768022317,7.91510134721694,1.24584626027825e-10,4.85744623436748e-09,4.27350925436406e-09,ANAPC11/ANAPC15/AURKA/BUB3/CCNB2/CDC20/CDC25A/CDC25C/CENPS/CKS2/DCAF13/EME1/EXO1/H2AX/KIF18A/MASTL/MND1/NCAPH/NDC80/NEK2/NUF2/OVOL1/PKMYT1/PLK1/PRR19/PTTG1/RAD21/RAD51/RAD51AP1/RAD51C/RAD54B/SGO2/SKA2/SKA3/TESMIN/TRIP13/TTK/TUBG1/ZWINT,39
GO:0007005,GO:0007005,mitochondrion organization,47/735,387/16754,0.121447028423773,2.76833131185291,7.53888019023111,2.43848751709401e-10,9.20721549875389e-09,8.10037182963749e-09,AIFM1/ATAD3A/ATP5IF1/AURKA/BAD/BNIP3/CHCHD2/CHCHD7/CLPP/COA4/COA8/COX17/ENDOG/FXN/GGCT/HSD17B10/HSPD1/MTCH2/MTFP1/MTFR2/MTX1/NDUFA13/NDUFAF2/NDUFAF6/NDUFS3/NDUFS6/NDUFS8/OCIAD2/PHB1/PHB2/ROMO1/SFN/SIVA1/SLC25A5/SLIRP/SSBP1/STOML2/TACO1/TIMM10/TIMM13/TIMM50/TIMM8A/TMEM223/TOMM40/TOMM5/UQCC2/VDAC2,47
GO:0006302,GO:0006302,double-strand break repair,41/735,312/16754,0.131410256410256,2.99543868829583,7.62097656941248,3.22396941957413e-10,1.20462274041796e-08,1.05980924560123e-08,ACTL6A/AUNIP/BCL7C/C1QBP/CDC45/CDCA5/CHEK1/EME1/ESCO2/FEN1/FH/FOXM1/GINS2/H2AX/HMGB2/MCM3/MCM4/MCM6/MCM7/MRGBP/NUDT16L1/PLK1/PPP1CA/PPP4C/PRPF19/PSMD14/RAD21/RAD51/RAD51AP1/RAD51C/RAD54B/RHNO1/RMI2/RPA3/RUVBL1/RUVBL2/TIMELESS/TONSL/TRIP13/UBE2V2/VPS72,41
GO:0140694,GO:0140694,membraneless organelle assembly,49/735,427/16754,0.114754098360656,2.61576893052303,7.24456406131301,7.19457643016088e-10,2.60676218737243e-08,2.29339076423416e-08,ANLN/AURKA/AURKB/BCCIP/BIRC5/BOP1/BRIX1/C1QBP/CCNB2/CDC20/CDCA8/CENPA/CENPH/CENPW/CETN2/CHMP4C/DCAF13/DLGAP5/GPSM2/HAUS8/KIF11/KIF15/KIF23/KIF4A/KIF9/KIFC1/LSM4/MCAT/MPV17L2/MRPS2/MRTO4/MYBL2/NDC80/NEK2/NKX2-5/NPM1/PLK1/PLK4/PRC1/RACGAP1/RCC1/RRS1/SKA2/SKA3/SPAG5/SQLE/STIL/TPX2/WDR62,49
GO:0044839,GO:0044839,cell cycle G2/M phase transition,26/735,157/16754,0.165605095541401,3.77489492612332,7.48262249321632,4.75347601986486e-09,1.59352509189302e-07,1.40195977447662e-07,AURKA/AURKB/BIRC5/CCNB1/CCNB2/CCNQ/CDC20/CDC25A/CDC25C/CDC6/CDK1/CHEK1/CHMP4C/ENSA/FOXM1/LCMT1/MASTL/MELK/NDC80/NPM1/ORC1/PKMYT1/PLK1/RAD21/RAD51C/RRM1,26
GO:0031055,GO:0031055,chromatin remodeling at centromere,7/735,11/16754,0.636363636363636,14.5056277056277,9.59769049828694,8.59980535639165e-08,2.57062515111474e-06,2.26159793495282e-06,CENPA/CENPI/CENPN/CENPW/HJURP/MIS18A/OIP5,7
GO:0034080,GO:0034080,CENP-A containing chromatin assembly,7/735,11/16754,0.636363636363636,14.5056277056277,9.59769049828694,8.59980535639165e-08,2.57062515111474e-06,2.26159793495282e-06,CENPA/CENPI/CENPN/CENPW/HJURP/MIS18A/OIP5,7
GO:0000281,GO:0000281,mitotic cytokinesis,18/735,94/16754,0.191489361702128,4.36491532783326,7.00765692417365,1.15553807744081e-07,3.3698496616099e-06,2.96474382213739e-06,ANLN/AURKB/BIRC5/CDCA8/CENPA/CEP55/CHMP4C/CKAP2/ECT2/KIF20A/KIF23/KIF4A/NUSAP1/PLK1/RACGAP1/RHOC/RTKN/STMN1,18
GO:0090671,GO:0090671,telomerase RNA localization to Cajal body,8/735,18/16754,0.444444444444444,10.1309145880574,8.30227209018467,3.90822448059289e-07,1.00854684977602e-05,8.87304581053955e-06,CCT2/CCT3/CCT5/CCT6A/DKC1/NHP2/RUVBL1/RUVBL2,8
GO:0090672,GO:0090672,telomerase RNA localization,8/735,18/16754,0.444444444444444,10.1309145880574,8.30227209018467,3.90822448059289e-07,1.00854684977602e-05,8.87304581053955e-06,CCT2/CCT3/CCT5/CCT6A/DKC1/NHP2/RUVBL1/RUVBL2,8
GO:0030150,GO:0030150,protein import into mitochondrial matrix,9/735,24/16754,0.375,8.54795918367347,7.92609834198735,4.13936141887356e-07,1.06056352924996e-05,9.33068085246838e-06,GRPEL1/HSP90AA1/PAM16/ROMO1/TIMM17A/TIMM17B/TIMM23/TIMM50/TOMM40,9
GO:0051294,GO:0051294,establishment of spindle orientation,12/735,47/16754,0.25531914893617,5.81988710377768,7.08775703362882,5.89547309775551e-07,1.46854597233674e-05,1.29200499613092e-05,BCCIP/CENPA/GPSM2/LLGL2/MAD2L1/NDC80/PLK1/SAPCD2/SKA2/SKA3/SPAG5/SPDL1,12
GO:0033108,GO:0033108,mitochondrial respiratory chain complex assembly,16/735,87/16754,0.183908045977012,4.1921025881617,6.39410865570303,1.028605074045e-06,2.50993632693837e-05,2.20820480629209e-05,AIFM1/CHCHD7/COA4/COA8/COX17/FXN/NDUFA13/NDUFAF2/NDUFAF6/NDUFS3/NDUFS6/NDUFS8/OCIAD2/TACO1/TMEM223/UQCC2,16
GO:0000966,GO:0000966,RNA 5'-end processing,10/735,35/16754,0.285714285714286,6.51273080660836,6.99307075261284,1.68103605576253e-06,3.99329558411932e-05,3.51324231103245e-05,HSD17B10/POP7/RPP21/RPP40/SNRPB/SNRPD1/SNRPD2/SNRPE/SSB/TRMT10C,10
GO:0006364,GO:0006364,rRNA processing,26/735,212/16754,0.122641509433962,2.79555897830831,5.63567396270001,2.15732851474054e-06,4.99247573056409e-05,4.39230620522387e-05,BOP1/BRIX1/BYSL/DCAF13/DDX49/DKC1/EBNA1BP2/EIF4A3/EMG1/EXOSC4/EXOSC5/METTL5/MRTO4/NHP2/NOL11/PA2G4/POP7/RPL35/RPP40/RPS21/RPUSD1/RRP9/RRS1/SLX9/WDR12/WDR18,26
GO:0034508,GO:0034508,centromere complex assembly,9/735,29/16754,0.310344827586207,7.07417311752287,7.01254020536693,2.60182341318359e-06,5.86964816546511e-05,5.16402952183011e-05,CENPA/CENPH/CENPI/CENPN/CENPW/DLGAP5/HJURP/MIS18A/OIP5,9
GO:0006457,GO:0006457,protein folding,26/735,216/16754,0.12037037037037,2.74378936759889,5.52524665329116,3.0642094360156e-06,6.82279006585297e-05,6.00258964900363e-05,AIFM1/CCT2/CCT3/CCT5/CCT6A/CDC123/DNAJB1/FKBP4/GFER/GRPEL1/HSP90AA1/HSPD1/HSPE1/PDCD5/PDCL3/PDRG1/PFDN2/PFDN4/PFDN6/PPIA/PPIH/PPIL1/RUVBL2/TBCA/TBCB/VBP1,26
GO:0006275,GO:0006275,regulation of DNA replication,18/735,117/16754,0.153846153846154,3.50685504971219,5.82850144881504,3.31035948944543e-06,7.24040212721998e-05,6.36999855542837e-05,ACTL6A/CDC25A/CDC6/CDK1/CDT1/DBF4/DSCC1/ENDOG/ESCO2/MCM3/MCM4/MCM6/MCM7/PCNA/RUVBL1/RUVBL2/SSBP1/TIMELESS,18
GO:0070129,GO:0070129,regulation of mitochondrial translation,8/735,23/16754,0.347826086956522,7.92854185152322,7.12224774100836,3.60104889853588e-06,7.78130265002904e-05,6.84587482422992e-05,C1QBP/MALSU1/MPV17L2/RPUSD3/TACO1/TRMT10C/TRUB2/UQCC2,8
GO:0051653,GO:0051653,spindle localization,13/735,66/16754,0.196969696969697,4.48983714698,6.08481314727527,4.76688856885e-06,0.00010238819938003,9.00796213640863e-05,BCCIP/CENPA/GPSM2/LLGL2/MAD2L1/NDC80/NUSAP1/PLK1/SAPCD2/SKA2/SKA3/SPAG5/SPDL1,13
GO:0016226,GO:0016226,iron-sulfur cluster assembly,8/735,25/16754,0.32,7.29425850340136,6.74608567091093,7.34657034607623e-06,0.000151449125467675,0.000133242697504758,BOLA2/BOLA3/FXN/GLRX3/GLRX5/ISCA2/NDUFAB1/NUBP2,8
GO:0016072,GO:0016072,rRNA metabolic process,28/735,257/16754,0.108949416342412,2.4834537706133,5.13346203324211,9.01252711892236e-06,0.000182643699297031,0.000160687221543439,BOP1/BRIX1/BYSL/DCAF13/DDX49/DKC1/EBNA1BP2/EIF4A3/EMG1/EXOSC4/EXOSC5/METTL5/MRTO4/NHP2/NIFK/NOL11/PA2G4/POLR1G/POP7/RPL35/RPP40/RPS21/RPUSD1/RRP9/RRS1/SLX9/WDR12/WDR18,28
GO:1901993,GO:1901993,regulation of meiotic cell cycle phase transition,6/735,14/16754,0.428571428571429,9.76909620991254,7.03093995553669,1.54998507972021e-05,0.000303814015352809,0.0002672910709808,CDC25A/CDC25C/OVOL1/PKMYT1/TTK/ZWINT,6
