"gene_id","r_rb","p_value","padj","trajectory"
"RPL35A",-0.226942090789592,0.173065689109033,0.355076861473635,"NS"
"RGS7",0.0908728184158391,0.589532718085241,0.761937453956342,"NS"
"SLC25A18",0.0159216271708484,0.924841576695401,0.972607664988214,"NS"
"ZNF721",0.155389410466133,0.354300335268739,0.566678317187221,"NS"
"TCEAL7",0.361072231898538,0.0267905625945997,0.0977377379291862,"NS"
"BKGD",0.221562580848571,0.183754124674217,0.369569565700896,"NS"
"CEP63",0.0668029408157905,0.691934590621596,0.832246638272927,"NS"
"WFDC10B",-0.289164528090101,0.0799741367614731,0.209626659496307,"NS"
"SRPRA",0.240472744530781,0.148163659013393,0.318519497011213,"NS"
"OTOP3",0.0950426257197034,0.571473239747939,0.749122489628068,"NS"
"EWSR1",0.0277924382542682,0.869185048396779,0.942511394312339,"NS"
"CIMAP1C",0.212520035755763,0.202759834228701,0.394553628857836,"NS"
"HMGN4",-0.0323167050365605,0.848120634631269,0.929680836593737,"NS"
"SPATA13",0.553417247873064,0.000339024591247969,0.00477634939512163,"NS"
"GJC1",0.235125844781683,0.157670422512157,0.332992862633449,"NS"
