scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PRCD",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.2041273852476,3.59469427917135e-05,0.000194219522243503,"YES",4.29435548205655,8.76007806135652e-06,7.01212556506915e-05,"YES",0.427,277,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TNFSF14",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.1565917908446,3.67033811667793e-05,0.00019683870484036,"YES",4.28796707795425,9.01579050838635e-06,7.16365159271325e-05,"YES",0.446,278,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC28A3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.7656657026547,4.35523841532188e-05,0.000223299775910948,"YES",4.28732835092224,9.04174469065029e-06,7.17431555214992e-05,"YES",0.446,279,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FAM161B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.5557495293042,3.36248138832373e-06,3.60432942855223e-05,"YES",4.28659376570264,9.07168200253658e-06,7.18160954127414e-05,"YES",0.516,280,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL16A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.5385709706868,1.28620929682497e-05,9.23352747279754e-05,"YES",4.28282321727805,9.22683928697042e-06,7.26445220869232e-05,"YES",0.493,281,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HOXD1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.4814459244364,5.4300842087796e-06,5.02096731999817e-05,"YES",4.28207208696693,9.2580486254516e-06,7.28237936089534e-05,"YES",0.495,282,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MBD1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.493960213627,1.31183704406213e-05,9.35524120100176e-05,"YES",4.26525881506075,9.98353024488785e-06,7.73320309543423e-05,"YES",0.479,283,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MDGA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.6305638682058,1.92053344167201e-05,0.000123054305302195,"YES",4.26208465839575,1.01264342164216e-05,7.82983878615608e-05,"YES",0.484,284,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"UAP1L1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.8220905787707,1.13454978392668e-05,8.4396811081925e-05,"YES",4.25685379115643,1.03661921046786e-05,7.99373294649437e-05,"YES",0.481,285,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DYNLT5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.2259650267545,3.56046324963598e-05,0.000192985159429076,"YES",4.24672741010779,1.08457800740784e-05,8.2675120370338e-05,"YES",0.452,286,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TSPAN7",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.2799283107186,3.4772524572989e-05,0.000190267669334383,"YES",4.23758686305075,1.12967509864248e-05,8.5060789059214e-05,"YES",0.438,287,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PRRT2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.1913158301076,1.4995801043193e-05,0.000103561872212073,"YES",4.23200972755247,1.15806194467092e-05,8.65187577538127e-05,"YES",0.491,288,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"UCP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.9458188798355,2.59602548408697e-05,0.000154541740820903,"YES",4.23064099063393,1.16513165467567e-05,8.67563553653524e-05,"YES",0.479,289,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"C1QTNF2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.0502738411563,4.21391970540952e-06,4.24027919665544e-05,"YES",4.21718945342181,1.23683069691138e-05,9.08307411374325e-05,"YES",0.482,290,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SYTL3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.8642077736003,7.60991394419464e-07,1.38801444221093e-05,"YES",4.21672139624327,1.23939956596038e-05,9.09419970635385e-05,"YES",0.495,291,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM94",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.5202259056937,8.32552389627053e-06,6.80311985804152e-05,"YES",4.2145401435349,1.25143816664881e-05,9.15140672882425e-05,"YES",0.477,292,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RTL5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.6110606504667,1.93711256226371e-05,0.000124001070473098,"YES",4.21333131182289,1.25815767613985e-05,9.18497680830014e-05,"YES",0.45,293,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CDK11A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.1504563928962,9.80946963064259e-06,7.60672419853199e-05,"YES",4.21228439863601,1.26400485147792e-05,9.21986294455028e-05,"YES",0.498,294,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IGFLR1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.3885336184813,3.31557769300712e-05,0.000182578940095459,"YES",4.20922273222334,1.28125343488711e-05,9.32203700644253e-05,"YES",0.436,295,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MYLIP",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.2859650227637,5.37048844794256e-05,0.000262099520651517,"YES",4.20552409803446,1.30238915568699e-05,9.41232497857877e-05,"YES",0.454,296,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CGNL1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.6901842601408,1.87071889327305e-05,0.000121052691673308,"YES",4.20254222973856,1.31966995012232e-05,9.51276969199393e-05,"YES",0.485,297,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HEPH",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.5039592465037,2.03071638246093e-05,0.00012837400486634,"YES",4.20107565144273,1.32824898339845e-05,9.54515926471609e-05,"YES",0.489,298,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PODN",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.1013916913405,3.76015787688247e-05,0.000199793117731643,"YES",4.19950740664449,1.33748140340874e-05,9.58565367941361e-05,"YES",0.41,299,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLA2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.7109432265536,2.87819393561184e-05,0.000166572337158917,"YES",4.1947965004386,1.36558339154024e-05,9.75465156092773e-05,"YES",0.461,300,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"BTN2A2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.5555349577875,4.77418595628865e-05,0.000238543431481267,"YES",4.18978088389232,1.39611976118823e-05,9.93817013530794e-05,"YES",0.419,301,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"VWF",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.800626144864,4.2891577810229e-05,0.000221358507729944,"YES",4.18721422677703,1.4119962592451e-05,0.000100115987847378,"YES",0.407,302,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PLCG2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.7185049209393,8.12687608527154e-07,1.460975286246e-05,"YES",4.18493712574658,1.42622521283617e-05,0.000100711107705101,"YES",0.5,303,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RGMA",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.1629399915632,3.66014570905562e-05,0.00019641416245921,"YES",4.17917720010786,1.46282832373182e-05,0.000102208466441149,"YES",0.475,304,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CYP26B1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.537930926721,4.81104300655802e-05,0.00024010694102712,"YES",4.1702211250158,1.52152114183934e-05,0.000104772188726519,"YES",0.45,305,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RAB2B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.7398272498261,6.81354598545248e-05,0.000314575111334775,"YES",4.16899389202936,1.52973593524849e-05,0.000105171767005016,"YES",0.438,306,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"P2RY11",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.1042045196518,3.75552876745943e-05,0.000199670103107871,"YES",4.15091523859902,1.65574197591482e-05,0.000111879687604668,"YES",0.47,307,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SH3BP5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.755846672714,6.76620638375891e-05,0.000313227440372616,"YES",4.14959538430864,1.66531740051471e-05,0.000112353587560918,"YES",0.45,308,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FAM117A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.4824860690078,1.3185100988477e-05,9.39506494050934e-05,"YES",4.14327953318899,1.71187101136919e-05,0.00011519317380282,"YES",0.486,309,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TRIM4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",32.3852924127934,1.37640215206063e-05,9.71929146491913e-05,"YES",4.14141538479489,1.72584604407922e-05,0.000115893583769335,"YES",0.49,310,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"UBAP1L",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.7733926689579,6.71472875400883e-05,0.000311512873216893,"YES",4.13400373945975,1.78248834522331e-05,0.000118589760454371,"YES",0.453,311,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RELN",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.6364843119728,4.60826937442561e-05,0.000232270773550926,"YES",4.13079516055414,1.80755301689006e-05,0.000119887586339311,"YES",0.435,312,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NR1H3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.4979239183952,7.56952618434944e-05,0.00033966428208399,"YES",4.12850229729428,1.8256689621604e-05,0.000120681031797266,"YES",0.428,313,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CACNA1E",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.1787181437862,5.62771029233645e-05,0.000270688473314221,"YES",4.12772408403335,1.83185672373093e-05,0.000120757002819512,"YES",0.459,314,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CDH23",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.5065930221431,4.8773523573461e-05,0.000242854434457816,"YES",4.12658250971428,1.84096969603001e-05,0.000121080240145145,"YES",0.452,315,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TLR5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.6921381901183,4.49752262027646e-05,0.000228827374353571,"YES",4.12577745592454,1.84742215023269e-05,0.000121250541218791,"YES",0.424,316,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"WASH5P",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.6578578215829,2.94606224908413e-05,0.000169026403905232,"YES",4.12347346965241,1.86600731471223e-05,0.000122261025957872,"YES",0.471,317,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FAM156A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.8288818469001,4.23647609260181e-05,0.000219167895160296,"YES",4.1213014972158,1.8836900102026e-05,0.000123045882649797,"YES",0.46,318,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PTCH2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.790408853643,4.30836672929973e-05,0.000222079361322913,"YES",4.11998398419669,1.89449367783762e-05,0.000123341782402174,"YES",0.427,319,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DHRS3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.3631222679935,9.53890112200376e-07,1.59827529673341e-05,"YES",4.10915997091495,1.98550469180338e-05,0.0001279530992201,"YES",0.49,320,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CSMD2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.7379181921542,2.84430283206577e-05,0.00016527602113061,"YES",4.10313772872495,2.0379222364797e-05,0.000130260970211728,"YES",0.482,321,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PSAP",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.0487426292025,9.19973332508214e-05,0.000392603851939336,"YES",4.10143759106777,2.0529562625741e-05,0.000131124793410451,"YES",0.434,322,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GOLGB1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.7882697190252,4.73623938078687e-06,4.60623371444316e-05,"YES",4.09997837614032,2.06594371796613e-05,0.000131661952306719,"YES",0.477,323,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC136",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.2591163010524,8.39704551267886e-05,0.000365454893987637,"YES",4.09219715603566,2.13652552312301e-05,0.000135360343164673,"YES",0.434,324,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"INKA2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.5717168334564,8.13738197722468e-06,6.66832564876275e-05,"YES",4.09183304773286,2.13988367001393e-05,0.000135374312232773,"YES",0.496,325,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MEP1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.4258624529042,5.0523687832051e-05,0.000250412924929792,"YES",4.0874985478403,2.18024702472537e-05,0.000137323734133979,"YES",0.462,326,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ABHD6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.0254164010421,6.01668312423518e-05,0.000285734500159744,"YES",4.08028035115902,2.24907082396804e-05,0.000140428597250508,"YES",0.463,327,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM200C",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.2776886164481,5.38991744938603e-05,0.000262617716943829,"YES",4.06806859254531,2.37022141789792e-05,0.000146090290107437,"YES",0.462,328,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GON4L",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.426114372788,7.80949879753004e-05,0.000348439323287935,"YES",4.06726455467689,2.37841149050041e-05,0.000146385968270528,"YES",0.448,329,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MEOX2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.1295258607984,5.7497350125709e-05,0.000275789124088239,"YES",4.06601407542654,2.39120243120451e-05,0.000146963573923531,"YES",0.427,330,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MAP1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.2167242814045,8.55301834829889e-05,0.000370849134730468,"YES",4.06527002585165,2.39884410784425e-05,0.000147266866766023,"YES",0.438,331,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZFP36",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.8164197317827,0.000101744714757532,0.000424132919634175,"YES",4.05936105488298,2.46035888405419e-05,0.000150038422689071,"YES",0.424,332,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SELP",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.7413551881861,4.40178200444348e-05,0.000224751342700253,"YES",4.05903125419524,2.46383593153237e-05,0.000150133952898567,"YES",0.432,333,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PLGLB2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.9086104984166,6.33079941717816e-05,0.00029657148844099,"YES",4.05839372529988,2.470570528588e-05,0.000150133952898567,"YES",0.428,334,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HIVEP1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.7909198168291,0.000102874861763079,0.000427398739602121,"YES",4.04900712081482,2.57176899923044e-05,0.000153895941014976,"YES",0.44,335,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL17A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.0550698315889,1.02330672770241e-05,7.85597309016379e-05,"YES",4.04246426118687,2.6446188165283e-05,0.000157273713079412,"YES",0.456,336,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LRRN1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.519168736218,0.000115716616057271,0.000464859720650925,"YES",4.03916167604036,2.68212908471005e-05,0.000159288896357912,"YES",0.414,337,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM178A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.0385727043732,9.24040242163103e-05,0.000393949765297698,"YES",4.03883306975977,2.68588879592956e-05,0.000159288896357912,"YES",0.408,338,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NFYC",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.990277944089,2.54578562116505e-05,0.000152961188264852,"YES",4.03581407912318,2.72066469074233e-05,0.000160798737098737,"YES",0.482,339,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RAD51-AS1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.5276931136832,2.00959447484825e-05,0.000127318580935871,"YES",4.03521253839114,2.72764464456595e-05,0.000161021027040913,"YES",0.486,340,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"UNC79",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.8205587090177,4.25192736954043e-05,0.000219699887854877,"YES",4.02839181414601,2.80798465584396e-05,0.000164228186483791,"YES",0.436,341,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"APOBEC3F",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.2888396693028,5.36375639395492e-05,0.00026208949619238,"YES",4.01764480415379,2.93913566791005e-05,0.000170213434083194,"YES",0.467,342,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
