"Method","Cell_Type","cluster","n_pairs","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","FDR","zscore_delta"
"consensus_tme","cytotoxicity score","C3",11,-0.140684417169915,0.140314361241081,-0.00259218718166596,0.20784262687076,0.138092229988249,0.151936256400576,0.00669228378824031,0.00752881926177035,1.22223027870312
"consensus_tme","immune score","C1",14,0.020576509177265,0.0725132154352747,-0.00860925444455584,0.0779291396955042,-0.0291857636218208,0.0338273221971075,0.0170556294065931,0.0438573327598107,-0.20810752991941
"consensus_tme","immune score","C2",11,0.166870264634267,0.102803071822571,0.0311674869728498,0.0634429079536001,-0.135702777661417,0.093642960084686,0.00509932237899739,0.00834434571108664,-1.11889865763676
"consensus_tme","immune score","C3",11,-0.00818278736002198,0.114572666767458,0.122958497898459,0.158499822878506,0.131141285258481,0.10400547532291,0.00385729282994253,0.0049593764956404,1.16279509037937
"epic","B cell","C1",14,0.00778248680392725,0.0111283930483394,0.00257101060987408,0.00394662005472985,-0.00521147619405317,0.0110800289667343,0.102639775576908,0.205279551153816,-0.0334646313880039
"epic","B cell","C2",11,0.0193771989337506,0.0215909125242113,0.00282453366572313,0.00344477445615305,-0.0165526652680275,0.0200330821756131,0.00385729282994253,0.0154291713197701,-0.106290198987313
"epic","B cell","C3",11,0.00704257505085702,0.010148538985203,0.00610138791130255,0.0110065301123743,-0.000941187139554473,0.00333172790367951,0.563317799720071,0.624834867127387,-0.00604367736117859
"epic","Cancer associated fibroblast","C1",14,0.290430927153363,0.322776351504643,0.471990423194827,0.355457168189731,0.181559496041465,0.220949120766259,0.00837384906674997,0.0334953962669999,1.16585423856536
"epic","Cancer associated fibroblast","C2",11,0.113732523669697,0.143072285637926,0.157809102788883,0.310488951453002,0.0440765791191865,0.19546331163612,0.689083746544796,0.689083746544796,0.28303045397212
"epic","Cancer associated fibroblast","C3",11,0.231158369626204,0.159931357431145,0.703762862161269,0.298617595838221,0.472604492535065,0.305373526201328,0.00385729282994253,0.0154291713197701,3.03475148808081
"epic","Endothelial cell","C1",14,0.0423211677843284,0.0434395424555281,0.0838232189528211,0.140481520987281,0.0415020511684927,0.135967140230846,0.615518503675301,0.801732212656982,0.266498549064564
"epic","Endothelial cell","C2",11,0.0232422129592655,0.0237988332197878,0.0113172889795045,0.00904739504392994,-0.011924923979761,0.0171338744601443,0.0233763900464205,0.046752780092841,-0.0765739246334931
"epic","Endothelial cell","C3",11,0.0280664401116134,0.0225460610816091,0.0278631171674383,0.0380359200982191,-0.000203322944175069,0.0272159920241415,0.624834867127387,0.624834867127387,-0.0013056046168467
"epic","Macrophage","C1",14,0.0135842780968754,0.009218214053333,0.0106604386567955,0.00877341079138598,-0.00292383944007988,0.00938170890084362,0.70642711574737,0.801732212656982,-0.0187749507925667
"epic","Macrophage","C2",11,0.0364709195133684,0.0589183524007623,0.00867161983539744,0.00453947940742427,-0.027799299677971,0.0618594667393477,0.0144832770523174,0.0386220721395131,-0.178508599469286
"epic","Macrophage","C3",11,0.0106994544351018,0.00734660004342166,0.05264914351476,0.131059772797582,0.0419496890796583,0.124232234259611,0.0559296803251122,0.149145814200299,0.26937298178471
"epic","NK cell","C1",14,0.000113915503051296,0.000231264275771464,0.0000811921479995849,0.000182809702384274,-0.0000327233550517113,0.000310734034990903,0.801732212656982,0.801732212656982,-0.000210127605654989
"epic","NK cell","C2",11,0.00218835991850015,0.00641899666050944,0.00173048446920069,0.00474264765922067,-0.000457875449299462,0.00193900319254836,0.624834867127387,0.689083746544796,-0.00294017137599284
"epic","NK cell","C3",11,0.000126294547322646,0.000285141029953334,0.00173095549887511,0.00526681537744603,0.00160466095155247,0.00500769159711928,0.449803788345075,0.624834867127387,0.0103040645772695
"epic","T cell CD4+","C1",14,0.0418609232826433,0.0314378387866685,0.0325673275907429,0.0285593546213425,-0.00929359569190044,0.0210179030072816,0.285881444542875,0.457410311268601,-0.0596772857666471
"epic","T cell CD4+","C2",11,0.0431617187035612,0.0194697712902265,0.0200667909320894,0.00939161018091044,-0.0230949277714717,0.020883157913778,0.00385729282994253,0.0154291713197701,-0.148300254290098
"epic","T cell CD4+","C3",11,0.0353397359869494,0.0195249732599132,0.0280606774731175,0.0361405578728392,-0.00727905851383195,0.0360331286768806,0.504879873834092,0.624834867127387,-0.0467412688740784
"epic","T cell CD8+","C1",14,0.0141485419185961,0.0122716751595189,0.00692918393101576,0.013976300397679,-0.00721935798758031,0.00869079860488527,0.0143538943534938,0.0382770516093168,-0.0463579118308359
"epic","T cell CD8+","C2",11,0.0228739513490432,0.01044424558722,0.0141030028743679,0.00833151399548738,-0.00877094847467533,0.0107742182201613,0.0293825411093689,0.0470120657749903,-0.0563211932087721
"epic","T cell CD8+","C3",11,0.00859876535641539,0.00709445036579756,0.00351779440300763,0.0068538433875055,-0.00508097095340776,0.00858397116597659,0.197326044882155,0.394652089764309,-0.0326266135961573
