"Method","Cell_Type","cluster","n_candidates","n_pairs","n_dropped","n_zero_delta","n_nonzero_delta","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","note","FDR"
"epic","Macrophage","C1",14,14,0,0,14,0.0135842780968754,0.009218214053333,0.0106604386567955,0.00877341079138598,-0.00292383944007988,0.00938170890084362,0.70642711574737,NA,0.801732212656982
"epic","NK cell","C1",14,14,0,0,14,0.000113915503051296,0.000231264275771464,0.0000811921479995849,0.000182809702384274,-0.0000327233550517113,0.000310734034990903,0.801732212656982,NA,0.801732212656982
"epic","T cell CD4+","C1",14,14,0,0,14,0.0418609232826433,0.0314378387866685,0.0325673275907429,0.0285593546213425,-0.00929359569190044,0.0210179030072816,0.285881444542875,NA,0.457410311268601
"epic","T cell CD8+","C1",14,14,0,0,14,0.0141485419185961,0.0122716751595189,0.00692918393101576,0.013976300397679,-0.00721935798758031,0.00869079860488527,0.0143538943534938,NA,0.0382770516093168
"epic","uncharacterized cell","C1",14,14,0,0,14,0.589757759457216,0.288835320832867,0.391377204915924,0.339148421674072,-0.198380554541292,0.230134382661684,0.0038804738522969,NA,0.0310437908183752
"epic","B cell","C2",11,11,0,0,11,0.0193771989337506,0.0215909125242113,0.00282453366572313,0.00344477445615305,-0.0165526652680275,0.0200330821756131,0.00385729282994253,NA,0.0154291713197701
"epic","Cancer associated fibroblast","C2",11,11,0,0,11,0.113732523669697,0.143072285637926,0.157809102788883,0.310488951453002,0.0440765791191865,0.19546331163612,0.689083746544796,NA,0.689083746544796
"epic","Endothelial cell","C2",11,11,0,0,11,0.0232422129592655,0.0237988332197878,0.0113172889795045,0.00904739504392994,-0.011924923979761,0.0171338744601443,0.0233763900464205,NA,0.046752780092841
"epic","Macrophage","C2",11,11,0,0,11,0.0364709195133684,0.0589183524007623,0.00867161983539744,0.00453947940742427,-0.027799299677971,0.0618594667393477,0.0144832770523174,NA,0.0386220721395131
"epic","NK cell","C2",11,11,0,0,11,0.00218835991850015,0.00641899666050944,0.00173048446920069,0.00474264765922067,-0.000457875449299462,0.00193900319254836,0.624834867127387,NA,0.689083746544796
"epic","T cell CD4+","C2",11,11,0,0,11,0.0431617187035612,0.0194697712902265,0.0200667909320894,0.00939161018091044,-0.0230949277714717,0.020883157913778,0.00385729282994253,NA,0.0154291713197701
"epic","T cell CD8+","C2",11,11,0,0,11,0.0228739513490432,0.01044424558722,0.0141030028743679,0.00833151399548738,-0.00877094847467533,0.0107742182201613,0.0293825411093689,NA,0.0470120657749903
"epic","uncharacterized cell","C2",11,11,0,0,11,0.738953114952814,0.202447763905897,0.783477176454834,0.296693521878479,0.0445240615020196,0.137789732611804,0.266402424640499,NA,0.355203232853999
