"Method","Cell_Type","Timepoint","comparison","cluster1","cluster2","n1","mean1","sd1","n2","mean2","sd2","z","p_unadj","fdr"
"xcell","stroma score","Biopsy","C1 - C2","C1","C2",14,0.0616390766858379,0.062628911799883,11,0.0349976369570241,0.0430813250667508,1.4012112629411,0.161150907264947,0.24172636089742
"xcell","stroma score","Biopsy","C3 - C2","C3","C2",11,0.0512388693616461,0.0289505924078651,11,0.0349976369570241,0.0430813250667508,1.65936154995852,0.0970429593523809,0.291128878057143
"xcell","stroma score","Biopsy","C1 - C3","C1","C3",14,0.0616390766858379,0.062628911799883,11,0.0512388693616461,0.0289505924078651,-0.35489193559207,0.722670550223907,0.722670550223907
"CIBERSORTx","B cells memory","Surgery","C1 - C2","C1","C2",14,0.00145953610702962,0.0024769131560946,11,0.00418292487386878,0.00708047284652067,-0.343315296085139,0.731361274732866,1
"CIBERSORTx","B cells memory","Surgery","C3 - C2","C3","C2",11,0.00427826196637441,0.0110695890470234,11,0.00418292487386878,0.00708047284652067,-0.164722493862189,0.869162411287906,0.869162411287906
"CIBERSORTx","B cells memory","Surgery","C1 - C3","C1","C3",14,0.00145953610702962,0.0024769131560946,11,0.00427826196637441,0.0110695890470234,-0.168989394446053,0.865804983431389,1
"CIBERSORTx","B cells naive","Surgery","C1 - C2","C1","C2",14,0.0322380328519293,0.0222036218368289,11,0.0158176760184542,0.0115400328384876,1.98708889799181,0.046912546314684,0.140737638944052
"CIBERSORTx","B cells naive","Surgery","C3 - C2","C3","C2",11,0.0199157886815904,0.0168447277892265,11,0.0158176760184542,0.0115400328384876,0.424958445721085,0.670866967401451,0.670866967401451
"CIBERSORTx","B cells naive","Surgery","C1 - C3","C1","C3",14,0.0322380328519293,0.0222036218368289,11,0.0199157886815904,0.0168447277892265,1.53735515202599,0.124206362510708,0.186309543766062
"CIBERSORTx","Dendritic cells activated","Surgery","C1 - C2","C1","C2",14,0.0088067987880943,0.0243721901552415,11,0.0071212100092515,0.0148493055513194,-0.339107922567062,0.734528430339277,1
"CIBERSORTx","Dendritic cells activated","Surgery","C3 - C2","C3","C2",11,0.00422131357343334,0.00844407949764119,11,0.0071212100092515,0.0148493055513194,-0.144708908181322,0.884940705485338,0.884940705485338
"CIBERSORTx","Dendritic cells activated","Surgery","C1 - C3","C1","C3",14,0.0088067987880943,0.0243721901552415,11,0.00422131357343334,0.00844407949764119,-0.185962409149679,0.852474240230554,1
"CIBERSORTx","Dendritic cells resting","Surgery","C1 - C2","C1","C2",14,0.00529491153762231,0.00656339031529232,11,0.0160693407393746,0.013432280737696,-2.41269419649469,0.0158350992614308,0.0475052977842924
"CIBERSORTx","Dendritic cells resting","Surgery","C3 - C2","C3","C2",11,0.00890369611037632,0.00961217135352332,11,0.0160693407393746,0.013432280737696,-1.20325859802189,0.228876265213722,0.343314397820584
"CIBERSORTx","Dendritic cells resting","Surgery","C1 - C3","C1","C3",14,0.00529491153762231,0.00656339031529232,11,0.00890369611037632,0.00961217135352332,-1.13928499118823,0.254584306348124,0.254584306348124
"CIBERSORTx","Eosinophils","Surgery","C1 - C2","C1","C2",14,0.000115049103961486,0.000430474329679219,11,0.00156794704071286,0.00329786875094455,-2.12398756973212,0.0336711829990604,0.0505067744985906
"CIBERSORTx","Eosinophils","Surgery","C3 - C2","C3","C2",11,0,0,11,0.00156794704071286,0.00329786875094455,-2.45644689522855,0.0140318539359308,0.0420955618077925
"CIBERSORTx","Eosinophils","Surgery","C1 - C3","C1","C3",14,0.000115049103961486,0.000430474329679219,11,0,0,0.475671467712464,0.634308451115931,0.634308451115931
"CIBERSORTx","Macrophages M0","Surgery","C1 - C2","C1","C2",14,0.057532228999677,0.0941242871047132,11,0.0812519952932911,0.0473476902020694,-1.67424019002763,0.0940834037841877,0.141125105676282
"CIBERSORTx","Macrophages M0","Surgery","C3 - C2","C3","C2",11,0.101900408836108,0.084615876322793,11,0.0812519952932911,0.0473476902020694,0.244730562309537,0.806665062183628,0.806665062183628
"CIBERSORTx","Macrophages M0","Surgery","C1 - C3","C1","C3",14,0.057532228999677,0.0941242871047132,11,0.101900408836108,0.084615876322793,-1.93323867246284,0.0532068027705988,0.159620408311796
"CIBERSORTx","Macrophages M1","Surgery","C1 - C2","C1","C2",14,0.0422792631796915,0.0304090091649388,11,0.0886963592071588,0.0225094276104773,-3.45713695878482,0.000545947304163082,0.00163784191248925
"CIBERSORTx","Macrophages M1","Surgery","C3 - C2","C3","C2",11,0.0408614563028932,0.0243007236222577,11,0.0886963592071588,0.0225094276104773,-3.35919533284286,0.000781697927157319,0.00117254689073598
"CIBERSORTx","Macrophages M1","Surgery","C1 - C3","C1","C3",14,0.0422792631796915,0.0304090091649388,11,0.0408614563028932,0.0243007236222577,0.0979012236116056,0.922010728354779,0.922010728354779
"CIBERSORTx","Macrophages M2","Surgery","C1 - C2","C1","C2",14,0.354753267682178,0.0996295771761091,11,0.298419691525964,0.057712264795928,1.76069231838997,0.0782904936026947,0.234871480808084
"CIBERSORTx","Macrophages M2","Surgery","C3 - C2","C3","C2",11,0.317513309986728,0.0712116357593101,11,0.298419691525964,0.057712264795928,0.829680774979262,0.406719293869509,0.406719293869509
"CIBERSORTx","Macrophages M2","Surgery","C1 - C3","C1","C3",14,0.354753267682178,0.0996295771761091,11,0.317513309986728,0.0712116357593101,0.88264071912338,0.377430420767124,0.566145631150686
"CIBERSORTx","Mast cells activated","Surgery","C1 - C2","C1","C2",14,0.0138817794469191,0.0209460652070368,11,0.0186988507253777,0.0256387808830938,-0.128539662930777,0.897721912065797,0.897721912065797
"CIBERSORTx","Mast cells activated","Surgery","C3 - C2","C3","C2",11,0.00549959129774843,0.0109051960624536,11,0.0186988507253777,0.0256387808830938,-0.900222304560633,0.368001958599341,1
"CIBERSORTx","Mast cells activated","Surgery","C1 - C3","C1","C3",14,0.0138817794469191,0.0209460652070368,11,0.00549959129774843,0.0109051960624536,0.824166074085576,0.409845200890659,0.614767801335988
"CIBERSORTx","Mast cells resting","Surgery","C1 - C2","C1","C2",14,0.141695877312628,0.11198941492677,11,0.053278849631773,0.0587166845544801,2.19642791850154,0.0280613291966374,0.0841839875899123
"CIBERSORTx","Mast cells resting","Surgery","C3 - C2","C3","C2",11,0.117329768505827,0.0974228503315905,11,0.053278849631773,0.0587166845544801,1.70202570356654,0.0887505499992533,0.13312582499888
"CIBERSORTx","Mast cells resting","Surgery","C1 - C3","C1","C3",14,0.141695877312628,0.11198941492677,11,0.117329768505827,0.0974228503315905,0.395173223830821,0.692715052187803,0.692715052187803
"CIBERSORTx","Monocytes","Surgery","C1 - C2","C1","C2",14,0.0314267955047574,0.0240980584598159,11,0.0220757373601044,0.0223952458759907,0.87402509620205,0.382104586837471,0.382104586837471
"CIBERSORTx","Monocytes","Surgery","C3 - C2","C3","C2",11,0.00987786158313045,0.00867284900123022,11,0.0220757373601044,0.0223952458759907,-1.68067953298541,0.0928251781552952,0.139237767232943
"CIBERSORTx","Monocytes","Surgery","C1 - C3","C1","C3",14,0.0314267955047574,0.0240980584598159,11,0.00987786158313045,0.00867284900123022,2.65268912735228,0.00798533781782535,0.0239560134534761
"CIBERSORTx","NK cells activated","Surgery","C1 - C2","C1","C2",14,0.0313193518036604,0.021748512130671,11,0.042489241136704,0.0293183033775599,-0.966774583164604,0.333656733099812,0.333656733099812
"CIBERSORTx","NK cells activated","Surgery","C3 - C2","C3","C2",11,0.0200418937713984,0.0162395660873861,11,0.042489241136704,0.0293183033775599,-1.98313941336506,0.0473518591763558,0.142055577529068
"CIBERSORTx","NK cells activated","Surgery","C1 - C3","C1","C3",14,0.0313193518036604,0.021748512130671,11,0.0200418937713984,0.0162395660873861,1.13198289800919,0.257641624487812,0.386462436731717
"CIBERSORTx","NK cells resting","Surgery","C1 - C2","C1","C2",14,0.00703911085452102,0.00987342852310592,11,0.00931076432684054,0.0201048897010859,0.699491136099145,0.484245150547392,0.484245150547392
"CIBERSORTx","NK cells resting","Surgery","C3 - C2","C3","C2",11,0.00195714145512066,0.00435912709477985,11,0.00931076432684054,0.0201048897010859,-0.719433084744757,0.471874117938978,0.707811176908467
"CIBERSORTx","NK cells resting","Surgery","C1 - C3","C1","C3",14,0.00703911085452102,0.00987342852310592,11,0.00195714145512066,0.00435912709477985,1.46086754697382,0.144051794292639,0.432155382877916
"CIBERSORTx","Neutrophils","Surgery","C1 - C2","C1","C2",14,0.00851800173733219,0.0105564530305399,11,0.0088244523393048,0.00912457083834629,-0.306789869075043,0.759003319968032,0.759003319968032
"CIBERSORTx","Neutrophils","Surgery","C3 - C2","C3","C2",11,0.00283337813456487,0.0029402084808826,11,0.0088244523393048,0.00912457083834629,-1.73350814969255,0.0830053902421322,0.249016170726397
"CIBERSORTx","Neutrophils","Surgery","C1 - C3","C1","C3",14,0.00851800173733219,0.0105564530305399,11,0.00283337813456487,0.0029402084808826,1.52778271484105,0.126566495269875,0.189849742904812
"CIBERSORTx","Plasma cells","Surgery","C1 - C2","C1","C2",14,0.011087427044958,0.010381045255182,11,0.00320555830939402,0.00271224848433052,1.80453354242948,0.071147705743013,0.213443117229039
"CIBERSORTx","Plasma cells","Surgery","C3 - C2","C3","C2",11,0.00791030698910075,0.0176200699107001,11,0.00320555830939402,0.00271224848433052,0.0202818478578711,0.983818536120493,0.983818536120493
"CIBERSORTx","Plasma cells","Surgery","C1 - C3","C1","C3",14,0.011087427044958,0.010381045255182,11,0.00791030698910075,0.0176200699107001,1.78306925220517,0.0745750309237592,0.111862546385639
"CIBERSORTx","T cells CD4+ (general)","Surgery","C1 - C2","C1","C2",14,0.123578106631605,0.0632068542197624,11,0.1235161646966,0.0222888857693479,0.339594869402756,0.734161642383536,0.734161642383536
"CIBERSORTx","T cells CD4+ (general)","Surgery","C3 - C2","C3","C2",11,0.171123419875154,0.0503402016705592,11,0.1235161646966,0.0222888857693479,2.67116737310396,0.00755879462423155,0.0226763838726947
"CIBERSORTx","T cells CD4+ (general)","Surgery","C1 - C3","C1","C3",14,0.123578106631605,0.0632068542197624,11,0.171123419875154,0.0503402016705592,-2.48730296238235,0.0128715732832216,0.0193073599248324
"CIBERSORTx","T cells CD8+ (total)","Surgery","C1 - C2","C1","C2",14,0.0629266567905274,0.0353198101747467,11,0.105712894057535,0.0396909190400078,-2.60509037204007,0.00918500297831877,0.0275550089349563
"CIBERSORTx","T cells CD8+ (total)","Surgery","C3 - C2","C3","C2",11,0.101847880736018,0.0460838644291542,11,0.105712894057535,0.0396909190400078,-0.34401397986945,0.730835772628591,0.730835772628591
"CIBERSORTx","T cells CD8+ (total)","Surgery","C1 - C3","C1","C3",14,0.0629266567905274,0.0353198101747467,11,0.101847880736018,0.0460838644291542,-2.24102019673441,0.0250247667894365,0.0375371501841547
"CIBERSORTx","T cells follicular helper","Surgery","C1 - C2","C1","C2",14,0.0619985443380012,0.026432858557915,11,0.0770565939174742,0.0256080558234649,-1.26506737385621,0.205847177236332,0.308770765854498
"CIBERSORTx","T cells follicular helper","Surgery","C3 - C2","C3","C2",11,0.0481209837479483,0.0185292919066437,11,0.0770565939174742,0.0256080558234649,-2.2866811603087,0.0222144401325828,0.0666433203977485
"CIBERSORTx","T cells follicular helper","Surgery","C1 - C3","C1","C3",14,0.0619985443380012,0.026432858557915,11,0.0481209837479483,0.0185292919066437,1.15492849729316,0.248119708459689,0.248119708459689
"CIBERSORTx","T cells gamma delta","Surgery","C1 - C2","C1","C2",14,0.000892140551174593,0.00333808428334299,11,0.0069074557741824,0.0123504351969726,-2.11120746723219,0.0347544832860039,0.104263449858012
"CIBERSORTx","T cells gamma delta","Surgery","C3 - C2","C3","C2",11,0.00738526439818772,0.0167672060680639,11,0.0069074557741824,0.0123504351969726,-1.23725725054242,0.215991593201974,0.323987389802961
"CIBERSORTx","T cells gamma delta","Surgery","C1 - C3","C1","C3",14,0.000892140551174593,0.00333808428334299,11,0.00738526439818772,0.0167672060680639,-0.801817470133481,0.422658551411636,0.422658551411636
"CIBERSORTx","T cells regulatory (Tregs)","Surgery","C1 - C2","C1","C2",14,0.00315711973373154,0.0058654816497363,11,0.0157962930166333,0.0161680592413847,-1.95385915822846,0.0507178757673033,0.15215362730191
"CIBERSORTx","T cells regulatory (Tregs)","Surgery","C3 - C2","C3","C2",11,0.0084782740482972,0.0111215299404545,11,0.0157962930166333,0.0161680592413847,-0.601095980176569,0.547776060631586,0.547776060631586
"CIBERSORTx","T cells regulatory (Tregs)","Surgery","C1 - C3","C1","C3",14,0.00315711973373154,0.0058654816497363,11,0.0084782740482972,0.0111215299404545,-1.31771896717733,0.187597742761012,0.281396614141517
"consensus_tme","B cell","Surgery","C1 - C2","C1","C2",14,-0.104872653960345,0.0618341129302718,11,-0.0910393006189557,0.0530037095226772,-0.666952085854063,0.50480273926395,0.50480273926395
"consensus_tme","B cell","Surgery","C3 - C2","C3","C2",11,-0.0126950486483687,0.119123379180373,11,-0.0910393006189557,0.0530037095226772,1.49747261825525,0.134270325193516,0.201405487790274
"consensus_tme","B cell","Surgery","C1 - C3","C1","C3",14,-0.104872653960345,0.0618341129302718,11,-0.0126950486483687,0.119123379180373,-2.25172814306693,0.0243394570468591,0.0730183711405774
"consensus_tme","Cancer associated fibroblast","Surgery","C1 - C2","C1","C2",14,0.335001610965264,0.0963553276104871,11,0.18651151966032,0.161161180352876,2.36339672624891,0.0181082729214452,0.0271624093821678
"consensus_tme","Cancer associated fibroblast","Surgery","C3 - C2","C3","C2",11,0.383494942024725,0.078800662497313,11,0.18651151966032,0.161161180352876,3.2175425176025,0.00129293862201445,0.00387881586604335
"consensus_tme","Cancer associated fibroblast","Surgery","C1 - C3","C1","C3",14,0.335001610965264,0.0963553276104871,11,0.383494942024725,0.078800662497313,-1.04173020749224,0.297536779817652,0.297536779817652
"consensus_tme","Endothelial cell","Surgery","C1 - C2","C1","C2",14,0.253054041531087,0.178923946607064,11,0.0772902994574319,0.130005549099908,2.64180333089442,0.00824659261189288,0.0123698889178393
"consensus_tme","Endothelial cell","Surgery","C3 - C2","C3","C2",11,0.267227898044592,0.107166905261804,11,0.0772902994574319,0.130005549099908,3.01518135297341,0.0025682564241045,0.00770476927231351
"consensus_tme","Endothelial cell","Surgery","C1 - C3","C1","C3",14,0.253054041531087,0.178923946607064,11,0.267227898044592,0.107166905261804,-0.54916467619635,0.582892443473007,0.582892443473007
"consensus_tme","Eosinophil","Surgery","C1 - C2","C1","C2",14,0.0236970230241225,0.109919349953298,11,0.0626598955432293,0.0609940524690024,-0.988190475829644,0.323059371729614,0.323059371729614
"consensus_tme","Eosinophil","Surgery","C3 - C2","C3","C2",11,0.170873207017073,0.180083351165388,11,0.0626598955432293,0.0609940524690024,1.61888931703271,0.10547107983124,0.15820661974686
"consensus_tme","Eosinophil","Surgery","C1 - C3","C1","C3",14,0.0236970230241225,0.109919349953298,11,0.170873207017073,0.180083351165388,-2.70146188903274,0.00690353916834834,0.020710617505045
"consensus_tme","Macrophage","Surgery","C1 - C2","C1","C2",14,0.109648688873393,0.0994263640002921,11,0.151505436396141,0.0703578874624791,-0.920883384596665,0.357111314237847,0.357111314237847
"consensus_tme","Macrophage","Surgery","C3 - C2","C3","C2",11,0.254216033725646,0.176971696848624,11,0.151505436396141,0.0703578874624791,1.53794485118107,0.124062099600011,0.186093149400017
"consensus_tme","Macrophage","Surgery","C1 - C3","C1","C3",14,0.109648688873393,0.0994263640002921,11,0.254216033725646,0.176971696848624,-2.54849122713961,0.0108190007973552,0.0324570023920655
"consensus_tme","Macrophage M1","Surgery","C1 - C2","C1","C2",14,0.0358442203643515,0.107654540827765,11,0.106267622360724,0.0763294253227578,-1.44710246150904,0.147868228731816,0.221802343097724
"consensus_tme","Macrophage M1","Surgery","C3 - C2","C3","C2",11,0.175445848426295,0.191527213828254,11,0.106267622360724,0.0763294253227578,0.647555726813082,0.517272340292843,0.517272340292843
"consensus_tme","Macrophage M1","Surgery","C1 - C3","C1","C3",14,0.0358442203643515,0.107654540827765,11,0.175445848426295,0.191527213828254,-2.13241102679028,0.0329730716927648,0.0989192150782944
"consensus_tme","Macrophage M2","Surgery","C1 - C2","C1","C2",14,0.167610161758484,0.0962153976905999,11,0.18699800998949,0.0652516377549755,-0.426788146681843,0.669533640771327,0.669533640771327
"consensus_tme","Macrophage M2","Surgery","C3 - C2","C3","C2",11,0.315194638198915,0.181384073321473,11,0.18699800998949,0.0652516377549755,2.00337552982797,0.0451369959530603,0.0677054939295904
"consensus_tme","Macrophage M2","Surgery","C1 - C3","C1","C3",14,0.167610161758484,0.0962153976905999,11,0.315194638198915,0.181384073321473,-2.54696152052067,0.0108665414689337,0.0325996244068011
"consensus_tme","Mast cell","Surgery","C1 - C2","C1","C2",14,-0.0612986335313113,0.0993508235990154,11,-0.0316723245430477,0.0789293145778827,-0.590466754907496,0.554877767789961,0.554877767789961
"consensus_tme","Mast cell","Surgery","C3 - C2","C3","C2",11,0.0652830076977793,0.160326384547604,11,-0.0316723245430477,0.0789293145778827,1.53794485118107,0.124062099600011,0.186093149400017
"consensus_tme","Mast cell","Surgery","C1 - C3","C1","C3",14,-0.0612986335313113,0.0993508235990154,11,0.0652830076977793,0.160326384547604,-2.21807459745044,0.0265497465258974,0.0796492395776921
"consensus_tme","Monocyte","Surgery","C1 - C2","C1","C2",14,0.0766905943026412,0.0956542127439596,11,0.0663989557516375,0.0610479074502993,0.128495355990232,0.897756973143168,0.897756973143168
"consensus_tme","Monocyte","Surgery","C3 - C2","C3","C2",11,0.194780793624399,0.157125257615617,11,0.0663989557516375,0.0610479074502993,2.0640838792167,0.0390097641622286,0.117029292486686
"consensus_tme","Monocyte","Surgery","C1 - C3","C1","C3",14,0.0766905943026412,0.0956542127439596,11,0.194780793624399,0.157125257615617,-2.05592569584372,0.0397896788798994,0.0596845183198491
"consensus_tme","Myeloid dendritic cell","Surgery","C1 - C2","C1","C2",14,0.0425920961966806,0.090666120122352,11,0.0933407487228423,0.0673358165035492,-1.31707739889988,0.187812681980066,0.281719022970099
"consensus_tme","Myeloid dendritic cell","Surgery","C3 - C2","C3","C2",11,0.177665415359885,0.16643143049977,11,0.0933407487228423,0.0673358165035492,1.1534586383858,0.248722185149202,0.248722185149202
"consensus_tme","Myeloid dendritic cell","Surgery","C1 - C3","C1","C3",14,0.0425920961966806,0.090666120122352,11,0.177665415359885,0.16643143049977,-2.53778328080709,0.0111557042615344,0.0334671127846031
"consensus_tme","NK cell","Surgery","C1 - C2","C1","C2",14,-0.201911282132672,0.0917587873967291,11,-0.110837049871232,0.0940871205912265,-2.3771640858193,0.0174463253612475,0.0261694880418713
"consensus_tme","NK cell","Surgery","C3 - C2","C3","C2",11,-0.0447626313565625,0.197730901142426,11,-0.110837049871232,0.0940871205912265,0.242833397554906,0.808134462275469,0.808134462275469
"consensus_tme","NK cell","Surgery","C1 - C3","C1","C3",14,-0.201911282132672,0.0917587873967291,11,-0.0447626313565625,0.197730901142426,-2.63415479779976,0.00843470235948924,0.0253041070784677
"consensus_tme","Neutrophil","Surgery","C1 - C2","C1","C2",14,-0.0340664084664666,0.0826267270547309,11,0.018495860170712,0.0617131270955428,-1.3568497709921,0.174828949432508,0.262243424148762
"consensus_tme","Neutrophil","Surgery","C3 - C2","C3","C2",11,0.0687208603412411,0.145362869884039,11,0.018495860170712,0.0617131270955428,0.870153007905079,0.384216792657012,0.384216792657012
"consensus_tme","Neutrophil","Surgery","C1 - C3","C1","C3",14,-0.0340664084664666,0.0826267270547309,11,0.0687208603412411,0.145362869884039,-2.27773315558876,0.0227424810529481,0.0682274431588444
"consensus_tme","T cell CD4+","Surgery","C1 - C2","C1","C2",14,-0.0379502497783364,0.08575159330433,11,0.0089644442324372,0.0721568937792198,-1.25741884076156,0.208602010381807,0.312903015572711
"consensus_tme","T cell CD4+","Surgery","C3 - C2","C3","C2",11,0.120670744449204,0.186242314093405,11,0.0089644442324372,0.0721568937792198,1.21416698777453,0.224683963910094,0.224683963910094
"consensus_tme","T cell CD4+","Surgery","C1 - C3","C1","C3",14,-0.0379502497783364,0.08575159330433,11,0.120670744449204,0.186242314093405,-2.54237240066388,0.0110102794425132,0.0330308383275397
"consensus_tme","T cell CD8+","Surgery","C1 - C2","C1","C2",14,-0.0490471677517532,0.0873571938621202,11,-0.00319419277129106,0.0829343908640907,-1.18093350981499,0.237629138032563,0.237629138032563
"consensus_tme","T cell CD8+","Surgery","C3 - C2","C3","C2",11,0.111605762061494,0.194096295443861,11,-0.00319419277129106,0.0829343908640907,1.25463922070035,0.209609758867163,0.314414638300745
"consensus_tme","T cell CD8+","Surgery","C1 - C3","C1","C3",14,-0.0490471677517532,0.0873571938621202,11,0.111605762061494,0.194096295443861,-2.50871885504739,0.012116988151581,0.0363509644547431
"consensus_tme","T cell gamma delta","Surgery","C1 - C2","C1","C2",14,-0.150159241807873,0.0914635528121764,11,-0.0576283273638028,0.0885371978783277,-2.250198436448,0.0244363515142911,0.0366545272714367
"consensus_tme","T cell gamma delta","Surgery","C3 - C2","C3","C2",11,0.0166609775950255,0.209896378832958,11,-0.0576283273638028,0.0885371978783277,0.222597281091997,0.823848952737521,0.823848952737521
"consensus_tme","T cell gamma delta","Surgery","C1 - C3","C1","C3",14,-0.150159241807873,0.0914635528121764,11,0.0166609775950255,0.209896378832958,-2.48577325576342,0.0129270300928232,0.0387810902784697
"consensus_tme","T cell regulatory (Tregs)","Surgery","C1 - C2","C1","C2",14,-0.0728629679844891,0.0826504883663681,11,-0.0234161105558643,0.0862391867293173,-1.30025062609164,0.193515084283218,0.290272626424826
"consensus_tme","T cell regulatory (Tregs)","Surgery","C3 - C2","C3","C2",11,0.105535131739782,0.205913101655237,11,-0.0234161105558643,0.0862391867293173,1.13322252192289,0.257120818528548,0.257120818528548
"consensus_tme","T cell regulatory (Tregs)","Surgery","C1 - C3","C1","C3",14,-0.0728629679844891,0.0826504883663681,11,0.105535131739782,0.205913101655237,-2.4995406153338,0.0124354443671493,0.037306333101448
"consensus_tme","cytotoxicity score","Surgery","C1 - C2","C1","C2",14,-0.173373620947532,0.112308311022696,11,-0.0276056456096623,0.118157400278954,-2.76570956702786,0.00567990962959492,0.0170397288887848
"consensus_tme","cytotoxicity score","Surgery","C3 - C2","C3","C2",11,-0.00259218718166596,0.20784262687076,11,-0.0276056456096623,0.118157400278954,-0.283305630480723,0.77694256152525,0.77694256152525
"consensus_tme","cytotoxicity score","Surgery","C1 - C3","C1","C3",14,-0.173373620947532,0.112308311022696,11,-0.00259218718166596,0.20784262687076,-2.46588706971731,0.0136674417116022,0.0205011625674033
"consensus_tme","immune score","Surgery","C1 - C2","C1","C2",14,-0.00860925444455584,0.0779291396955042,11,0.0311674869728498,0.0634429079536001,-1.0447896207301,0.29612021301027,0.29612021301027
"consensus_tme","immune score","Surgery","C3 - C2","C3","C2",11,0.122958497898459,0.158499822878506,11,0.0311674869728498,0.0634429079536001,1.35581980301489,0.175156508909558,0.262734763364337
"consensus_tme","immune score","Surgery","C1 - C3","C1","C3",14,-0.00860925444455584,0.0779291396955042,11,0.122958497898459,0.158499822878506,-2.4796544292877,0.0131509768418023,0.0394529305254068
"epic","B cell","Surgery","C1 - C2","C1","C2",14,0.00257101060987408,0.00394662005472985,11,0.00282453366572313,0.00344477445615305,-0.532337903388105,0.594491984821123,1
"epic","B cell","Surgery","C3 - C2","C3","C2",11,0.00610138791130255,0.0110065301123743,11,0.00282453366572313,0.00344477445615305,-0.121416698777453,0.903360991018778,0.903360991018778
"epic","B cell","Surgery","C1 - C3","C1","C3",14,0.00257101060987408,0.00394662005472985,11,0.00610138791130255,0.0110065301123743,-0.403842547397873,0.686328506711988,1
"epic","Cancer associated fibroblast","Surgery","C1 - C2","C1","C2",14,0.471990423194827,0.355457168189731,11,0.157809102788883,0.310488951453002,2.5041297351906,0.0122753013661166,0.018412952049175
"epic","Cancer associated fibroblast","Surgery","C3 - C2","C3","C2",11,0.703762862161269,0.298617595838221,11,0.157809102788883,0.310488951453002,3.37943144930577,0.000726359190788147,0.00217907757236444
"epic","Cancer associated fibroblast","Surgery","C1 - C3","C1","C3",14,0.471990423194827,0.355457168189731,11,0.703762862161269,0.298617595838221,-1.07232433987087,0.28357437802424,0.28357437802424
"epic","Endothelial cell","Surgery","C1 - C2","C1","C2",14,0.0838232189528211,0.140481520987281,11,0.0113172889795045,0.00904739504392994,1.93354916632921,0.053168582470842,0.159505747412526
"epic","Endothelial cell","Surgery","C3 - C2","C3","C2",11,0.0278631171674383,0.0380359200982191,11,0.0113172889795045,0.00904739504392994,0.6880279597389,0.491435174437501,0.491435174437501
"epic","Endothelial cell","Surgery","C1 - C3","C1","C3",14,0.0838232189528211,0.140481520987281,11,0.0278631171674383,0.0380359200982191,1.20540881571789,0.228045519900726,0.342068279851089
"epic","Macrophage","Surgery","C1 - C2","C1","C2",14,0.0106604386567955,0.00877341079138598,11,0.00867161983539744,0.00453947940742427,0.416080200349324,0.677351317765131,0.677351317765131
"epic","Macrophage","Surgery","C3 - C2","C3","C2",11,0.05264914351476,0.131059772797582,11,0.00867161983539744,0.00453947940742427,1.25463922070035,0.209609758867163,0.62882927660149
"epic","Macrophage","Surgery","C1 - C3","C1","C3",14,0.0106604386567955,0.00877341079138598,11,0.05264914351476,0.131059772797582,-0.911705144883076,0.361923954903649,0.542885932355473
"epic","NK cell","Surgery","C1 - C2","C1","C2",14,0.0000811921479995849,0.000182809702384274,11,0.00173048446920069,0.00474264765922067,0.454322865822607,0.649596460689186,0.649596460689186
"epic","NK cell","Surgery","C3 - C2","C3","C2",11,0.00173095549887511,0.00526681537744603,11,0.00173048446920069,0.00474264765922067,1.27487533716326,0.202353369722157,0.60706010916647
"epic","NK cell","Surgery","C1 - C3","C1","C3",14,0.0000811921479995849,0.000182809702384274,11,0.00173095549887511,0.00526681537744603,-0.894878372074832,0.370852109423496,0.556278164135244
"epic","T cell CD4+","Surgery","C1 - C2","C1","C2",14,0.0325673275907429,0.0285593546213425,11,0.0200667909320894,0.00939161018091044,0.998898422162162,0.317843900663045,0.953531701989135
"epic","T cell CD4+","Surgery","C3 - C2","C3","C2",11,0.0280606774731175,0.0361405578728392,11,0.0200667909320894,0.00939161018091044,0.222597281091997,0.823848952737521,0.823848952737521
"epic","T cell CD4+","Surgery","C1 - C3","C1","C3",14,0.0325673275907429,0.0285593546213425,11,0.0280606774731175,0.0361405578728392,0.763323602846736,0.445270429155448,0.667905643733173
"epic","T cell CD8+","Surgery","C1 - C2","C1","C2",14,0.00692918393101576,0.013976300397679,11,0.0141030028743679,0.00833151399548738,-1.45016187474691,0.147013383941432,0.220520075912148
"epic","T cell CD8+","Surgery","C3 - C2","C3","C2",11,0.00351779440300763,0.0068538433875055,11,0.0141030028743679,0.00833151399548738,-2.0640838792167,0.0390097641622286,0.117029292486686
"epic","T cell CD8+","Surgery","C1 - C3","C1","C3",14,0.00692918393101576,0.013976300397679,11,0.00351779440300763,0.0068538433875055,0.734259177087042,0.462790793050255,0.462790793050255
"epic","uncharacterized cell","Surgery","C1 - C2","C1","C2",14,0.391377204915924,0.339148421674072,11,0.783477176454834,0.296693521878479,-2.77641751336038,0.00549615793216813,0.0082442368982522
"epic","uncharacterized cell","Surgery","C3 - C2","C3","C2",11,0.17631406187023,0.249658166288176,11,0.783477176454834,0.296693521878479,-3.58179261393486,0.000341244640195069,0.00102373392058521
"epic","uncharacterized cell","Surgery","C1 - C3","C1","C3",14,0.391377204915924,0.339148421674072,11,0.17631406187023,0.249658166288176,1.01419548835148,0.310489481005268,0.310489481005268
"estimate","ESTIMATEScore","Surgery","C1 - C2","C1","C2",14,1418.25085186239,945.593076663721,11,693.320817570712,1130.33853788799,1.54806309835851,0.121607105520254,0.121607105520254
