"Patient_ID","Biopsy","Surgery","Delta","Method","Cell_Type","cluster"
"2492",0.000000000000000000296852045999328,0,-0.000000000000000000296852045999328,"xcell","Macrophage M2","Dys-CIM"
"2691",0.148947457404992,0.0238343903666291,-0.125113067038363,"xcell","Macrophage M2","Dys-CIM"
"OB_0095",0.0129149284688966,0.0121450237508482,-0.000769904718048331,"xcell","Macrophage M2","Dys-CIM"
"OB_0157",0,0.00150586552469529,0.00150586552469529,"xcell","Macrophage M2","Dys-CIM"
"OB_0190",0.000173838506945362,0.00204902156573535,0.00187518305878999,"xcell","Macrophage M2","Dys-CIM"
"OB_0234",0.0000000000000000000765018340847862,0,-0.0000000000000000000765018340847862,"xcell","Macrophage M2","Dys-CIM"
"OB_0237",0.00872293023478237,0.00115554137472183,-0.00756738886006054,"xcell","Macrophage M2","Dys-CIM"
"OB_0261",0.00000000000000000235806269822309,0.0000000000000000013534788286226,-0.00000000000000000100458386960049,"xcell","Macrophage M2","Dys-CIM"
"OB_0273",0,0.00596579795786106,0.00596579795786106,"xcell","Macrophage M2","Dys-CIM"
"OB_0344",0.000786558058689658,0.00000000000000000000873051328628557,-0.000786558058689658,"xcell","Macrophage M2","Dys-CIM"
"2271",0.00000000000000000098506165729751,0.000000000000000000176287771584039,-0.000000000000000000808773885713471,"xcell","Mast cell","Fun-CIM"
"2472",0.00409012194597334,0.00372818629109953,-0.000361935654873812,"xcell","Mast cell","Fun-CIM"
"2653",0.0294113401589097,0.0114527796321174,-0.0179585605267923,"xcell","Mast cell","Fun-CIM"
"2661",0.00921187600993685,0.0132285638527727,0.00401668784283585,"xcell","Mast cell","Fun-CIM"
"2677",0.0230162320330695,0.0173808454233551,-0.00563538660971441,"xcell","Mast cell","Fun-CIM"
"2739",0.0136202756780802,0.0114308214525221,-0.00218945422555802,"xcell","Mast cell","Fun-CIM"
"2789",0.0163522124757406,0.0245745660364974,0.00822235356075687,"xcell","Mast cell","Fun-CIM"
"2817",0.0307667244063958,0.00336167314929582,-0.0274050512571,"xcell","Mast cell","Fun-CIM"
"2852",0.0308151730100177,0.0350803143027576,0.00426514129273989,"xcell","Mast cell","Fun-CIM"
"2976",0.0208784244094384,0.0241615322404994,0.00328310783106097,"xcell","Mast cell","Fun-CIM"
"3001",0.0117928152847523,0.0159149624152473,0.00412214713049503,"xcell","Mast cell","Fun-CIM"
"3036",0.0204100021096699,0.0347695263101989,0.014359524200529,"xcell","Mast cell","Fun-CIM"
"3065",0.0186244881855071,0.0169948007518245,-0.00162968743368264,"xcell","Mast cell","Fun-CIM"
"3067",0.0166726944320142,0,-0.0166726944320142,"xcell","Mast cell","Fun-CIM"
"3130",0.0044088307696921,0.015530510146493,0.0111216793768009,"xcell","Mast cell","Fun-CIM"
"3161",0.021489827412438,0.00953032105868948,-0.0119595063537485,"xcell","Mast cell","Fun-CIM"
"97",0.00864067827858038,0.0136250248072519,0.00498434652867155,"xcell","Mast cell","Fun-CIM"
"OB_0001",0.0114006176447726,0.014577524505238,0.00317690686046544,"xcell","Mast cell","Fun-CIM"
"OB_0038",0.000330211886029208,0.0129052892435403,0.0125750773575111,"xcell","Mast cell","Fun-CIM"
"OB_0080",0.0298317202769597,0.0248514607074801,-0.00498025956947961,"xcell","Mast cell","Fun-CIM"
"OB_0139",0.0172467480999659,0.0624618555529336,0.0452151074529678,"xcell","Mast cell","Fun-CIM"
"OB_0163",0.0141167859763715,0.0550134603000989,0.0408966743237274,"xcell","Mast cell","Fun-CIM"
"OB_0168",0.0222909649167248,0.0459265032474388,0.0236355383307141,"xcell","Mast cell","Fun-CIM"
"OB_0235",0.0495216302980026,0.0452275374774789,-0.00429409282052366,"xcell","Mast cell","Fun-CIM"
"OB_0315",0.0208671557931176,0.0246126947632393,0.00374553897012167,"xcell","Mast cell","Fun-CIM"
"2046",0.0167106943899576,0.00820423671362761,-0.00850645767632999,"xcell","Mast cell","Dys-CIM"
"2492",0.0177652975068474,0.0113603978090149,-0.00640489969783247,"xcell","Mast cell","Dys-CIM"
"2691",0.0547239529610027,0.0409607738750672,-0.0137631790859355,"xcell","Mast cell","Dys-CIM"
"OB_0095",0.00493799615802854,0.0000000000000000000144324241548374,-0.00493799615802854,"xcell","Mast cell","Dys-CIM"
"OB_0157",0.00216849442305876,0.0000000000000000000456555323238768,-0.00216849442305876,"xcell","Mast cell","Dys-CIM"
"OB_0190",0.00466582114477134,0.00568466645994915,0.00101884531517781,"xcell","Mast cell","Dys-CIM"
"OB_0234",0,0,0,"xcell","Mast cell","Dys-CIM"
"OB_0237",0.0146309966553029,0,-0.0146309966553029,"xcell","Mast cell","Dys-CIM"
"OB_0261",0.00393924586505077,0,-0.00393924586505077,"xcell","Mast cell","Dys-CIM"
"OB_0273",0.00370009586349764,0.0198741173555369,0.0161740214920392,"xcell","Mast cell","Dys-CIM"
"OB_0344",0.00802232271566476,0.000000000000000000193998075085156,-0.00802232271566476,"xcell","Mast cell","Dys-CIM"
"2271",0.0000000000000000087860650831141,0,-0.0000000000000000087860650831141,"xcell","Monocyte","Fun-CIM"
"2472",0,0.00310303053420464,0.00310303053420464,"xcell","Monocyte","Fun-CIM"
"2653",0.000000000000000000419130384119636,0.0000000000000000000278285773091917,-0.000000000000000000391301806810445,"xcell","Monocyte","Fun-CIM"
"2661",0.0000000000000000165342642017519,0.0000000000000000120636500285084,-0.00000000000000000447061417324344,"xcell","Monocyte","Fun-CIM"
"2677",0.000000000000000000788416886892898,0.0145859137860831,0.0145859137860831,"xcell","Monocyte","Fun-CIM"
"2739",0.0000000000000000175158966089707,0,-0.0000000000000000175158966089707,"xcell","Monocyte","Fun-CIM"
"2789",0,0,0,"xcell","Monocyte","Fun-CIM"
"2817",0,0.0000000000000000127926108141232,0.0000000000000000127926108141232,"xcell","Monocyte","Fun-CIM"
"2852",0.00000000000000000157964412558145,0,-0.00000000000000000157964412558145,"xcell","Monocyte","Fun-CIM"
"2976",0.00169909847574304,0.0079832298286879,0.00628413135294487,"xcell","Monocyte","Fun-CIM"
"3001",0.0000000000000000204434451871009,0,-0.0000000000000000204434451871009,"xcell","Monocyte","Fun-CIM"
"3036",0,0.000000000000000000973573068207113,0.000000000000000000973573068207113,"xcell","Monocyte","Fun-CIM"
"3065",0.000000000000000000775010942295699,0.00000000000000000810508961473338,0.00000000000000000733007867243768,"xcell","Monocyte","Fun-CIM"
"3067",0,0,0,"xcell","Monocyte","Fun-CIM"
"3130",0,0.0000000000000000136174807856555,0.0000000000000000136174807856555,"xcell","Monocyte","Fun-CIM"
"3161",0.0000000000000000025213160036892,0,-0.0000000000000000025213160036892,"xcell","Monocyte","Fun-CIM"
"97",0.00331627473207528,0.00927669227328579,0.00596041754121051,"xcell","Monocyte","Fun-CIM"
"OB_0001",0,0.0000000000000000000684475251855244,0.0000000000000000000684475251855244,"xcell","Monocyte","Fun-CIM"
"OB_0038",0,0,0,"xcell","Monocyte","Fun-CIM"
"OB_0080",0.0032277447344649,0,-0.0032277447344649,"xcell","Monocyte","Fun-CIM"
"OB_0139",0.0118938647965586,0.0527004418416473,0.0408065770450887,"xcell","Monocyte","Fun-CIM"
"OB_0163",0.000000000000000000121241059324694,0.0232928842344907,0.0232928842344907,"xcell","Monocyte","Fun-CIM"
"OB_0168",0,0,0,"xcell","Monocyte","Fun-CIM"
"OB_0235",0,0.000000000000000000972641056410573,0.000000000000000000972641056410573,"xcell","Monocyte","Fun-CIM"
"OB_0315",0,0.00979819396989112,0.00979819396989112,"xcell","Monocyte","Fun-CIM"
"2046",0.00885554248161997,0.000000000000000000254539338171336,-0.00885554248161997,"xcell","Monocyte","Dys-CIM"
"2492",0.0224691709508509,0.00576638668277651,-0.0167027842680744,"xcell","Monocyte","Dys-CIM"
"2691",0.0255596608501224,0,-0.0255596608501224,"xcell","Monocyte","Dys-CIM"
"OB_0095",0,0,0,"xcell","Monocyte","Dys-CIM"
"OB_0157",0.00000000000000000103832274148973,0.000000000000000000906854789617682,-0.000000000000000000131467951872045,"xcell","Monocyte","Dys-CIM"
"OB_0190",0.00000000000000000117929769703706,0.00000000000000000157521602781825,0.000000000000000000395918330781186,"xcell","Monocyte","Dys-CIM"
"OB_0234",0.00000000000000000047861619234301,0.00000000000000000481717235918193,0.00000000000000000433855616683892,"xcell","Monocyte","Dys-CIM"
"OB_0237",0,0,0,"xcell","Monocyte","Dys-CIM"
"OB_0261",0.000658374854198995,0,-0.000658374854198995,"xcell","Monocyte","Dys-CIM"
"OB_0273",0.000688269008806563,0.00000000000000000334233125240207,-0.00068826900880656,"xcell","Monocyte","Dys-CIM"
"OB_0344",0,0,0,"xcell","Monocyte","Dys-CIM"
"2271",0.000000000000000000282724674425757,0.000632350552640957,0.000632350552640957,"xcell","Myeloid dendritic cell","Fun-CIM"
"2472",0.0110838352911488,0.000956294550412452,-0.0101275407407364,"xcell","Myeloid dendritic cell","Fun-CIM"
"2653",0.0000000000000000000713776894321625,0.00381778056781134,0.00381778056781134,"xcell","Myeloid dendritic cell","Fun-CIM"
"2661",0,0,0,"xcell","Myeloid dendritic cell","Fun-CIM"
"2677",0.00683764208289142,0,-0.00683764208289142,"xcell","Myeloid dendritic cell","Fun-CIM"
"2739",0.000000000000000000359504465367874,0.00000000000000000124902324093688,0.000000000000000000889518775569008,"xcell","Myeloid dendritic cell","Fun-CIM"
"2789",0.00295533565745951,0.0221193662517805,0.019164030594321,"xcell","Myeloid dendritic cell","Fun-CIM"
"2817",0,0.00473450221661862,0.00473450221661862,"xcell","Myeloid dendritic cell","Fun-CIM"
"2852",0,0.000000000000000000566223011720332,0.000000000000000000566223011720332,"xcell","Myeloid dendritic cell","Fun-CIM"
"2976",0.011831562786153,0.0293729457333264,0.0175413829471733,"xcell","Myeloid dendritic cell","Fun-CIM"
"3001",0,0.000000000000000000541972596954402,0.000000000000000000541972596954402,"xcell","Myeloid dendritic cell","Fun-CIM"
"3036",0.00421813649109535,0.0119855104431356,0.00776737395204027,"xcell","Myeloid dendritic cell","Fun-CIM"
"3065",0.000000000000000000165473036704872,0.000000000000000000129002821561008,-0.0000000000000000000364702151438643,"xcell","Myeloid dendritic cell","Fun-CIM"
"3067",0,0.00000000000000000000136035782528549,0.00000000000000000000136035782528549,"xcell","Myeloid dendritic cell","Fun-CIM"
"3130",0.0000000000000000000491478475038178,0.0037306564328511,0.0037306564328511,"xcell","Myeloid dendritic cell","Fun-CIM"
"3161",0.000000000000000000135589300305629,0,-0.000000000000000000135589300305629,"xcell","Myeloid dendritic cell","Fun-CIM"
"97",0.000000000000000000369374010768836,0.000528491020952702,0.000528491020952702,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0001",0.0155212156823383,0.0113104809928504,-0.00421073468948794,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0038",0.0136547322611287,0.0252562701697658,0.0116015379086371,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0080",0.00172013495527446,0,-0.00172013495527446,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0139",0.0302001713520291,0.0272914400547508,-0.00290873129727829,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0163",0,0.107025640642472,0.107025640642472,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0168",0,0,0,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0235",0,0.0122979098310674,0.0122979098310674,"xcell","Myeloid dendritic cell","Fun-CIM"
"OB_0315",0.00365046399719472,0.00940766598528435,0.00575720198808964,"xcell","Myeloid dendritic cell","Fun-CIM"
"2046",0.00602441377363966,0.00351613746663843,-0.00250827630700123,"xcell","Myeloid dendritic cell","Dys-CIM"
"2492",0.0204330082541999,0.0121587601999243,-0.00827424805427564,"xcell","Myeloid dendritic cell","Dys-CIM"
"2691",0.00406940477776333,0.00484125367448683,0.000771848896723499,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0095",0.0141602056966974,0.00527766692023295,-0.00888253877646445,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0157",0.027725964431394,0.0260863682375011,-0.00163959619389296,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0190",0,0,0,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0234",0.0261354911352061,0.0109642241365165,-0.0151712669986895,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0237",0.0124382214553326,0.0000000000000000000185445768952371,-0.0124382214553326,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0261",0.136369707518203,0.00406566756210507,-0.132304039956098,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0273",0.131930963137527,0.000850987495156286,-0.131079975642371,"xcell","Myeloid dendritic cell","Dys-CIM"
"OB_0344",0.0197414936780669,0.00486963710650925,-0.0148718565715576,"xcell","Myeloid dendritic cell","Dys-CIM"
"2271",0.00000000000000000308737394419864,0,-0.00000000000000000308737394419864,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2472",0.0430425559155915,0.0393561028894314,-0.00368645302616009,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2653",0.00800060594552776,0.00000000000000000186712776453268,-0.00800060594552776,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2661",0.00188859887669965,0,-0.00188859887669965,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2677",0.0869196327110456,0.0274544100894011,-0.0594652226216445,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2739",0.00000000000000000732567230707356,0.00000000000000000199338614490343,-0.00000000000000000533228616217014,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2789",0.0368002321116034,0.112117837798188,0.0753176056865845,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2817",0.0296499422620153,0.0945416046657931,0.0648916624037778,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2852",0.0125537423457771,0.000000000000000000518789358926071,-0.0125537423457771,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2976",0.0556984491419315,0.16400630419864,0.108307855056709,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3001",0.0000000000000000273520597203187,0,-0.0000000000000000273520597203187,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3036",0.0548891192917443,0.0521748129074792,-0.00271430638426512,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3065",0.013269016798862,0.00000000000000000643694234967709,-0.013269016798862,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3067",0.008243663890645,0,-0.008243663890645,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3130",0.0440618956700654,0.0250001576155841,-0.0190617380544812,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"3161",0.000751883053813732,0,-0.000751883053813732,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"97",0.0124261348483386,0.00349645914758391,-0.00892967570075468,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0001",0.10301550315839,0.0899065789394523,-0.0131089242189374,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0038",0.031952126631421,0,-0.031952126631421,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0080",0.0120060920816994,0.00533625765619158,-0.00666983442550778,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0139",0.18238739004523,0.208697861211065,0.0263104711658348,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0163",0,0.147149523653335,0.147149523653335,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0168",0,0.00000000000000000259101543473508,0.00000000000000000259101543473508,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0235",0.00781370720842096,0.0477065666076132,0.0398928593991922,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"OB_0315",0.0905611334413398,0.0902075994602684,-0.000353533981071338,"xcell","Myeloid dendritic cell activated","Fun-CIM"
"2046",0.0772508541863337,0.0654669140760391,-0.0117839401102947,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"2492",0.169508346601434,0.103149113767992,-0.0663592328334417,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"2691",0.0801350710535442,0.0890716001804313,0.00893652912688706,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0095",0.116689811781257,0.0411358084545073,-0.0755540033267499,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0157",0.12950455040974,0.0892883732131624,-0.0402161771965772,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0190",0.0115038304199461,0.000000000000000000161418815707765,-0.0115038304199461,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0234",0.0157000894493383,0.0127138827378281,-0.00298620671151012,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0237",0.174957481375348,0.0372537492986901,-0.137703732076658,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0261",0.219475320330324,0.0205516764977591,-0.198923643832565,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0273",0.210284255319303,0,-0.210284255319303,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"OB_0344",0.109719271108784,0.0432793844656873,-0.0664398866430967,"xcell","Myeloid dendritic cell activated","Dys-CIM"
"2271",0.00000000000000000170105839543047,0,-0.00000000000000000170105839543047,"xcell","NK cell","Fun-CIM"
"2472",0,0,0,"xcell","NK cell","Fun-CIM"
"2653",0.00000000000000000158264250464792,0.00000000000000000238649311170777,0.000000000000000000803850607059847,"xcell","NK cell","Fun-CIM"
"2661",0.00000000000000000104505861255556,0.000000000000000000419427956766643,-0.000000000000000000625630655788915,"xcell","NK cell","Fun-CIM"
"2677",0,0.00000000000000000111778227480253,0.00000000000000000111778227480253,"xcell","NK cell","Fun-CIM"
"2739",0,0.0000000000000000209169552282846,0.0000000000000000209169552282846,"xcell","NK cell","Fun-CIM"
"2789",0.000000000000000000503208400234729,0,-0.000000000000000000503208400234729,"xcell","NK cell","Fun-CIM"
"2817",0,0.0000000000000000171166596059882,0.0000000000000000171166596059882,"xcell","NK cell","Fun-CIM"
"2852",0.000000000000000000307331673147243,0.000000000000000000428525493900593,0.00000000000000000012119382075335,"xcell","NK cell","Fun-CIM"
"2976",0.00000000000000000104494215664767,0.0000000000000000025221067784435,0.00000000000000000147716462179583,"xcell","NK cell","Fun-CIM"
"3001",0,0,0,"xcell","NK cell","Fun-CIM"
"3036",0.00000000000000000112576847619427,0.00000000000000000237805696906197,0.0000000000000000012522884928677,"xcell","NK cell","Fun-CIM"
"3065",0,0.0000000000000000123892989667391,0.0000000000000000123892989667391,"xcell","NK cell","Fun-CIM"
"3067",0,0,0,"xcell","NK cell","Fun-CIM"
"3130",0.00000000000000000617817181627306,0,-0.00000000000000000617817181627306,"xcell","NK cell","Fun-CIM"
"3161",0,0,0,"xcell","NK cell","Fun-CIM"
"97",0,0.00000000000000000109843584862316,0.00000000000000000109843584862316,"xcell","NK cell","Fun-CIM"
"OB_0001",0,0.00000000000000000110680909956486,0.00000000000000000110680909956486,"xcell","NK cell","Fun-CIM"
"OB_0038",0,0.0000000000000000006781240341058,0.0000000000000000006781240341058,"xcell","NK cell","Fun-CIM"
"OB_0080",0,0.00000000000000000486101522457366,0.00000000000000000486101522457366,"xcell","NK cell","Fun-CIM"
"OB_0139",0,0,0,"xcell","NK cell","Fun-CIM"
"OB_0163",0.00000000000000000192018233537498,0.00000000000000000420669836715666,0.00000000000000000228651603178168,"xcell","NK cell","Fun-CIM"
"OB_0168",0.0000000000000000181732602999109,0.00000000000000000588075399942163,-0.0000000000000000122925063004892,"xcell","NK cell","Fun-CIM"
"OB_0235",0,0,0,"xcell","NK cell","Fun-CIM"
"OB_0315",0,0,0,"xcell","NK cell","Fun-CIM"
"2046",0,0,0,"xcell","NK cell","Dys-CIM"
"2492",0.0301085122715435,0.0131164050590531,-0.0169921072124903,"xcell","NK cell","Dys-CIM"
"2691",0,0.00000000000000000341072889122925,0.00000000000000000341072889122925,"xcell","NK cell","Dys-CIM"
"OB_0095",0.00000000000000000258381748542261,0.000897122775290286,0.000897122775290283,"xcell","NK cell","Dys-CIM"
"OB_0157",0.0000000000000000269730821590703,0.000000000000000010368403506162,-0.0000000000000000166046786529083,"xcell","NK cell","Dys-CIM"
"OB_0190",0.00000000000000000386345947762495,0.0000000000000000165863563684272,0.0000000000000000127228968908022,"xcell","NK cell","Dys-CIM"
"OB_0234",0.00000000000000000507776925860965,0.00000000000000000330254903910705,-0.00000000000000000177522021950261,"xcell","NK cell","Dys-CIM"
"OB_0237",0.00000000000000000340579571837841,0,-0.00000000000000000340579571837841,"xcell","NK cell","Dys-CIM"
"OB_0261",0.000000000000000012042782124722,0.00000000000000000279678619922327,-0.00000000000000000924599592549875,"xcell","NK cell","Dys-CIM"
"OB_0273",0,0.000000000000000000352749792599335,0.000000000000000000352749792599335,"xcell","NK cell","Dys-CIM"
"OB_0344",0.00000000000000000225860690655089,0,-0.00000000000000000225860690655089,"xcell","NK cell","Dys-CIM"
"2271",0.00000000000000000094028992613252,0,-0.00000000000000000094028992613252,"xcell","Neutrophil","Fun-CIM"
"2472",0,0.0000000000000000000221311437720522,0.0000000000000000000221311437720522,"xcell","Neutrophil","Fun-CIM"
"2653",0,0,0,"xcell","Neutrophil","Fun-CIM"
"2661",0,0.00000000000000000294463066651639,0.00000000000000000294463066651639,"xcell","Neutrophil","Fun-CIM"
"2677",0,0.000448813244171256,0.000448813244171256,"xcell","Neutrophil","Fun-CIM"
"2739",0.0000000000000000011564880703046,0,-0.0000000000000000011564880703046,"xcell","Neutrophil","Fun-CIM"
"2789",0,0,0,"xcell","Neutrophil","Fun-CIM"
"2817",0.000000000000000000970074542726906,0,-0.000000000000000000970074542726906,"xcell","Neutrophil","Fun-CIM"
"2852",0.00000000000000000045632590597427,0.000000000000000000833588216398882,0.000000000000000000377262310424612,"xcell","Neutrophil","Fun-CIM"
"2976",0,0,0,"xcell","Neutrophil","Fun-CIM"
"3001",0,0.0000000000000000000155218510380076,0.0000000000000000000155218510380076,"xcell","Neutrophil","Fun-CIM"
"3036",0.000000000000000000276422322001115,0,-0.000000000000000000276422322001115,"xcell","Neutrophil","Fun-CIM"
"3065",0.00000000000000000000134590523544329,0,-0.00000000000000000000134590523544329,"xcell","Neutrophil","Fun-CIM"
"3067",0.000000000000000000309156889630502,0,-0.000000000000000000309156889630502,"xcell","Neutrophil","Fun-CIM"
"3130",0.0000000000000000000270722722162931,0,-0.0000000000000000000270722722162931,"xcell","Neutrophil","Fun-CIM"
"3161",0,0.00000000000000000154057353645252,0.00000000000000000154057353645252,"xcell","Neutrophil","Fun-CIM"
"97",0,0,0,"xcell","Neutrophil","Fun-CIM"
"OB_0001",0,0,0,"xcell","Neutrophil","Fun-CIM"
"OB_0038",0,0.000000000000000000250978399763648,0.000000000000000000250978399763648,"xcell","Neutrophil","Fun-CIM"
"OB_0080",0.000420044368664876,0.00290647326147597,0.0024864288928111,"xcell","Neutrophil","Fun-CIM"
"OB_0139",0,0,0,"xcell","Neutrophil","Fun-CIM"
"OB_0163",0,0.000000000000000000195870273114024,0.000000000000000000195870273114024,"xcell","Neutrophil","Fun-CIM"
"OB_0168",0.000000000000000000100652935852679,0,-0.000000000000000000100652935852679,"xcell","Neutrophil","Fun-CIM"
"OB_0235",0,0,0,"xcell","Neutrophil","Fun-CIM"
"OB_0315",0,0.00160591807109586,0.00160591807109586,"xcell","Neutrophil","Fun-CIM"
"2046",0,0,0,"xcell","Neutrophil","Dys-CIM"
"2492",0.00000000000000000000109046584834222,0.00417487687160387,0.00417487687160387,"xcell","Neutrophil","Dys-CIM"
"2691",0,0.0000000000000000012864935630081,0.0000000000000000012864935630081,"xcell","Neutrophil","Dys-CIM"
"OB_0095",0.000000000000000000482465682493354,0.00000000000000000049962262372786,0.0000000000000000000171569412345051,"xcell","Neutrophil","Dys-CIM"
"OB_0157",0,0,0,"xcell","Neutrophil","Dys-CIM"
"OB_0190",0,0.00387212159273075,0.00387212159273075,"xcell","Neutrophil","Dys-CIM"
"OB_0234",0.000000000000000000123949791378268,0,-0.000000000000000000123949791378268,"xcell","Neutrophil","Dys-CIM"
"OB_0237",0,0.00118923737436943,0.00118923737436943,"xcell","Neutrophil","Dys-CIM"
"OB_0261",0.000000000000000000252923114018997,0.000746683704012246,0.000746683704012245,"xcell","Neutrophil","Dys-CIM"
"OB_0273",0,0,0,"xcell","Neutrophil","Dys-CIM"
"OB_0344",0.000860564910143702,0.0022094361032848,0.0013488711931411,"xcell","Neutrophil","Dys-CIM"
"2271",0.0000000000000000041672628903791,0,-0.0000000000000000041672628903791,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2472",0.00693240448970395,0.00216903385773008,-0.00476337063197387,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2653",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2661",0.000000000000000000849392074005634,0,-0.000000000000000000849392074005634,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2677",0.0000000000000000036097562514611,0.0000000000000000000136941815048402,-0.00000000000000000359606206995626,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2739",0.000000000000000000723695616958376,0.00000000000000000332971430187313,0.00000000000000000260601868491475,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2789",0.000000000000000000452381511910198,0.0122580385982958,0.0122580385982958,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2817",0.0000000000000000000925009856209159,0.000000000000000031754260603354,0.0000000000000000316617596177331,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2852",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2976",0.00588023417048959,0.0211346974841518,0.0152544633136622,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3001",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3036",0,0.00000000000000000101301793395224,0.00000000000000000101301793395224,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3065",0.000000000000000000267929499118634,0,-0.000000000000000000267929499118634,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3067",0.00000000000000000671403958479326,0,-0.00000000000000000671403958479326,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3130",0.00000000000000000843240252732058,0.0000000000000000050395642303909,-0.00000000000000000339283829692968,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"3161",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"97",0.0000000000000000000291221598376547,0,-0.0000000000000000000291221598376547,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0001",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0038",0,0.00000000000000000164231621118665,0.00000000000000000164231621118665,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0080",0.00157997859298025,0,-0.00157997859298025,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0139",0.0492316828718616,0.138730090070203,0.0894984071983414,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0163",0,0.0236006030327164,0.0236006030327164,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0168",0.0000000000000000014640458795518,0,-0.0000000000000000014640458795518,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0235",0,0,0,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"OB_0315",0,0.0000000000000000000637947058695361,0.0000000000000000000637947058695361,"xcell","Plasmacytoid dendritic cell","Fun-CIM"
"2046",0.0391726266272408,0.0300924625115159,-0.00908016411572492,"xcell","Plasmacytoid dendritic cell","Dys-CIM"
"2492",0.0757804591990356,0.0300765942846243,-0.0457038649144113,"xcell","Plasmacytoid dendritic cell","Dys-CIM"
"2691",0.0315720554423177,0,-0.0315720554423177,"xcell","Plasmacytoid dendritic cell","Dys-CIM"
